fare,from_location,from_station,leaving_date,leaving_time,to_location,to_station,transfers,travelers
53,Los Angeles,Union Station,3/12/2019,11:20,Sacramento,Sacramento Valley Station,0,
54,Los Angeles,Union Station,3/12/2019,12:20,Sacramento,Sacramento Valley Station,0,
53,Los Angeles,Union Station,3/12/2019,15:30,Sacramento,Sacramento Valley Station,0,
24,San Diego,Santa Fe Depot,3/1/2019,6:10,Los Angeles,Union Station,0,
25,San Diego,Santa Fe Depot,3/1/2019,6:50,Los Angeles,Union Station,0,
27,San Diego,Santa Fe Depot,3/1/2019,8:30,Los Angeles,Union Station,0,
28,San Diego,Santa Fe Depot,3/1/2019,9:50,Los Angeles,Union Station,0,
24,San Diego,Santa Fe Depot,3/1/2019,10:00,Los Angeles,Union Station,0,
25,San Diego,Santa Fe Depot,3/1/2019,12:40,Los Angeles,Union Station,0,
26,San Diego,Santa Fe Depot,3/1/2019,12:50,Los Angeles,Union Station,0,
25,San Diego,Santa Fe Depot,3/1/2019,13:30,Los Angeles,Union Station,0,
28,San Diego,Santa Fe Depot,3/1/2019,14:10,Los Angeles,Union Station,0,
26,San Diego,Santa Fe Depot,3/1/2019,16:30,Los Angeles,Union Station,0,
24,San Diego,Santa Fe Depot,3/11/2019,6:10,Los Angeles,Union Station,0,
24,San Diego,Santa Fe Depot,3/11/2019,6:50,Los Angeles,Union Station,0,
27,San Diego,Santa Fe Depot,3/11/2019,8:30,Los Angeles,Union Station,0,
27,San Diego,Santa Fe Depot,3/11/2019,9:50,Los Angeles,Union Station,0,
26,San Diego,Santa Fe Depot,3/11/2019,10:00,Los Angeles,Union Station,0,
28,San Diego,Santa Fe Depot,3/11/2019,12:40,Los Angeles,Union Station,0,
26,San Diego,Santa Fe Depot,3/11/2019,12:50,Los Angeles,Union Station,0,
27,San Diego,Santa Fe Depot,3/11/2019,13:30,Los Angeles,Union Station,0,
22,San Diego,Santa Fe Depot,3/11/2019,14:10,Los Angeles,Union Station,0,
66,Anaheim,Anaheim Intermodal Center,3/8/2019,6:40,Sacramento,Sacramento Valley Station,1,
63,Anaheim,Anaheim Intermodal Center,3/8/2019,8:00,Sacramento,Sacramento Valley Station,1,
65,Anaheim,Anaheim Intermodal Center,3/8/2019,8:40,Sacramento,Sacramento Valley Station,1,
72,Anaheim,Anaheim Intermodal Center,3/8/2019,10:10,Sacramento,Sacramento Valley Station,1,
69,Anaheim,Anaheim Intermodal Center,3/8/2019,11:40,Sacramento,Sacramento Valley Station,1,
63,Anaheim,Anaheim Intermodal Center,3/8/2019,11:50,Sacramento,Sacramento Valley Station,1,
58,Anaheim,Anaheim Intermodal Center,3/8/2019,12:10,Sacramento,Sacramento Valley Station,1,
56,Anaheim,Anaheim Intermodal Center,3/8/2019,13:30,Sacramento,Sacramento Valley Station,1,
54,Anaheim,Anaheim Intermodal Center,3/8/2019,13:50,Sacramento,Sacramento Valley Station,1,
67,Anaheim,Anaheim Intermodal Center,3/8/2019,14:00,Sacramento,Sacramento Valley Station,1,
46,San Francisco,Salesforce Transit Center,3/8/2019,7:00,Los Angeles,Union Station,0,
45,San Francisco,Salesforce Transit Center,3/8/2019,7:40,Los Angeles,Union Station,0,
43,San Francisco,Salesforce Transit Center,3/8/2019,8:40,Los Angeles,Union Station,0,
43,San Francisco,Salesforce Transit Center,3/8/2019,8:50,Los Angeles,Union Station,0,
47,San Francisco,Salesforce Transit Center,3/8/2019,10:40,Los Angeles,Union Station,0,
41,San Francisco,Salesforce Transit Center,3/8/2019,11:10,Los Angeles,Union Station,0,
39,San Francisco,Salesforce Transit Center,3/8/2019,13:10,Los Angeles,Union Station,0,
45,San Francisco,Salesforce Transit Center,3/8/2019,14:10,Los Angeles,Union Station,0,
50,San Francisco,Salesforce Transit Center,3/8/2019,16:20,Los Angeles,Union Station,0,
52,San Francisco,Salesforce Transit Center,3/8/2019,17:50,Los Angeles,Union Station,0,
21,Sacramento,Sacramento Valley Station,3/3/2019,7:40,San Francisco,Salesforce Transit Center,0,
21,Sacramento,Sacramento Valley Station,3/3/2019,8:30,San Francisco,Salesforce Transit Center,0,
22,Sacramento,Sacramento Valley Station,3/3/2019,10:20,San Francisco,Salesforce Transit Center,0,
24,Sacramento,Sacramento Valley Station,3/3/2019,10:50,San Francisco,Salesforce Transit Center,0,
22,Sacramento,Sacramento Valley Station,3/3/2019,11:00,San Francisco,Salesforce Transit Center,0,
23,Sacramento,Sacramento Valley Station,3/3/2019,12:50,San Francisco,Salesforce Transit Center,0,
23,Sacramento,Sacramento Valley Station,3/3/2019,13:00,San Francisco,Salesforce Transit Center,0,
24,Sacramento,Sacramento Valley Station,3/3/2019,13:20,San Francisco,Salesforce Transit Center,0,
23,Sacramento,Sacramento Valley Station,3/3/2019,17:50,San Francisco,Salesforce Transit Center,0,
22,Sacramento,Sacramento Valley Station,3/3/2019,18:00,San Francisco,Salesforce Transit Center,0,
67,Long Beach,Downtown Station,3/10/2019,6:50,Sacramento,Sacramento Valley Station,1,
71,Long Beach,Downtown Station,3/10/2019,7:00,Sacramento,Sacramento Valley Station,1,
62,Long Beach,Downtown Station,3/10/2019,8:30,Sacramento,Sacramento Valley Station,1,
70,Long Beach,Downtown Station,3/10/2019,10:20,Sacramento,Sacramento Valley Station,1,
70,Long Beach,Downtown Station,3/10/2019,10:30,Sacramento,Sacramento Valley Station,1,
62,Long Beach,Downtown Station,3/10/2019,10:40,Sacramento,Sacramento Valley Station,1,
59,Long Beach,Downtown Station,3/10/2019,13:40,Sacramento,Sacramento Valley Station,1,
59,Long Beach,Downtown Station,3/10/2019,13:50,Sacramento,Sacramento Valley Station,1,
57,Long Beach,Downtown Station,3/10/2019,15:20,Sacramento,Sacramento Valley Station,1,
49,San Francisco,Salesforce Transit Center,3/5/2019,7:50,Long Beach,Downtown Station,0,
46,San Francisco,Salesforce Transit Center,3/5/2019,8:50,Long Beach,Downtown Station,0,
48,San Francisco,Salesforce Transit Center,3/5/2019,9:10,Long Beach,Downtown Station,0,
49,San Francisco,Salesforce Transit Center,3/5/2019,10:30,Long Beach,Downtown Station,0,
49,San Francisco,Salesforce Transit Center,3/5/2019,15:20,Long Beach,Downtown Station,0,
48,San Francisco,Salesforce Transit Center,3/5/2019,16:30,Long Beach,Downtown Station,0,
43,San Francisco,Salesforce Transit Center,3/5/2019,17:00,Long Beach,Downtown Station,0,
33,Fresno,Fresno Station,3/11/2019,7:00,San Francisco,Salesforce Transit Center,0,
33,Fresno,Fresno Station,3/11/2019,7:50,San Francisco,Salesforce Transit Center,0,
37,Fresno,Fresno Station,3/11/2019,9:00,San Francisco,Salesforce Transit Center,0,
32,Fresno,Fresno Station,3/11/2019,10:20,San Francisco,Salesforce Transit Center,0,
29,Fresno,Fresno Station,3/11/2019,11:20,San Francisco,Salesforce Transit Center,0,
32,Fresno,Fresno Station,3/11/2019,12:20,San Francisco,Salesforce Transit Center,0,
33,Fresno,Fresno Station,3/11/2019,13:10,San Francisco,Salesforce Transit Center,0,
35,Fresno,Fresno Station,3/11/2019,13:30,San Francisco,Salesforce Transit Center,0,
30,Fresno,Fresno Station,3/11/2019,16:50,San Francisco,Salesforce Transit Center,0,
21,Sacramento,Sacramento Valley Station,3/12/2019,7:40,San Francisco,Salesforce Transit Center,0,
21,Sacramento,Sacramento Valley Station,3/12/2019,8:30,San Francisco,Salesforce Transit Center,0,
21,Sacramento,Sacramento Valley Station,3/12/2019,10:20,San Francisco,Salesforce Transit Center,0,
25,Sacramento,Sacramento Valley Station,3/12/2019,10:50,San Francisco,Salesforce Transit Center,0,
22,Sacramento,Sacramento Valley Station,3/12/2019,11:00,San Francisco,Salesforce Transit Center,0,
22,Sacramento,Sacramento Valley Station,3/12/2019,12:50,San Francisco,Salesforce Transit Center,0,
22,Sacramento,Sacramento Valley Station,3/12/2019,13:00,San Francisco,Salesforce Transit Center,0,
22,Sacramento,Sacramento Valley Station,3/12/2019,13:20,San Francisco,Salesforce Transit Center,0,
24,Sacramento,Sacramento Valley Station,3/12/2019,17:50,San Francisco,Salesforce Transit Center,0,
20,Sacramento,Sacramento Valley Station,3/12/2019,18:00,San Francisco,Salesforce Transit Center,0,
11,Long Beach,Downtown Station,3/8/2019,6:40,Los Angeles,Union Station,0,
12,Long Beach,Downtown Station,3/8/2019,7:40,Los Angeles,Union Station,0,
10,Long Beach,Downtown Station,3/8/2019,10:40,Los Angeles,Union Station,0,
12,Long Beach,Downtown Station,3/8/2019,11:30,Los Angeles,Union Station,0,
11,Long Beach,Downtown Station,3/8/2019,12:50,Los Angeles,Union Station,0,
9,Long Beach,Downtown Station,3/8/2019,13:40,Los Angeles,Union Station,0,
11,Long Beach,Downtown Station,3/8/2019,13:50,Los Angeles,Union Station,0,
11,Long Beach,Downtown Station,3/8/2019,15:20,Los Angeles,Union Station,0,
11,Long Beach,Downtown Station,3/8/2019,16:00,Los Angeles,Union Station,0,
12,Long Beach,Downtown Station,3/8/2019,16:30,Los Angeles,Union Station,0,
71,Long Beach,Downtown Station,3/4/2019,6:50,Sacramento,Sacramento Valley Station,1,
72,Long Beach,Downtown Station,3/4/2019,7:00,Sacramento,Sacramento Valley Station,1,
72,Long Beach,Downtown Station,3/4/2019,8:30,Sacramento,Sacramento Valley Station,1,
68,Long Beach,Downtown Station,3/4/2019,10:20,Sacramento,Sacramento Valley Station,1,
64,Long Beach,Downtown Station,3/4/2019,10:30,Sacramento,Sacramento Valley Station,1,
48,Long Beach,Downtown Station,3/4/2019,10:40,Sacramento,Sacramento Valley Station,1,
59,Long Beach,Downtown Station,3/4/2019,13:40,Sacramento,Sacramento Valley Station,1,
59,Long Beach,Downtown Station,3/4/2019,13:50,Sacramento,Sacramento Valley Station,1,
59,Long Beach,Downtown Station,3/4/2019,15:20,Sacramento,Sacramento Valley Station,1,
27,Seattle,King Street Station,3/12/2019,6:40,Vancouver,Pacific Central Station,0,
31,Seattle,King Street Station,3/12/2019,7:40,Vancouver,Pacific Central Station,0,
26,Seattle,King Street Station,3/12/2019,8:40,Vancouver,Pacific Central Station,0,
23,Seattle,King Street Station,3/12/2019,8:50,Vancouver,Pacific Central Station,0,
24,Seattle,King Street Station,3/12/2019,10:10,Vancouver,Pacific Central Station,0,
26,Seattle,King Street Station,3/12/2019,12:30,Vancouver,Pacific Central Station,0,
26,Seattle,King Street Station,3/12/2019,14:00,Vancouver,Pacific Central Station,0,
26,Seattle,King Street Station,3/12/2019,16:20,Vancouver,Pacific Central Station,0,
31,Seattle,King Street Station,3/12/2019,19:10,Vancouver,Pacific Central Station,0,
54,Anaheim,Anaheim Intermodal Center,3/11/2019,8:00,San Francisco,Salesforce Transit Center,0,
46,Anaheim,Anaheim Intermodal Center,3/11/2019,10:10,San Francisco,Salesforce Transit Center,0,
48,Anaheim,Anaheim Intermodal Center,3/11/2019,11:40,San Francisco,Salesforce Transit Center,0,
49,Anaheim,Anaheim Intermodal Center,3/11/2019,11:50,San Francisco,Salesforce Transit Center,0,
46,Anaheim,Anaheim Intermodal Center,3/11/2019,14:00,San Francisco,Salesforce Transit Center,0,
54,Anaheim,Anaheim Intermodal Center,3/11/2019,16:40,San Francisco,Salesforce Transit Center,0,
36,Fresno,Fresno Station,3/3/2019,9:50,Long Beach,Downtown Station,0,
38,Fresno,Fresno Station,3/3/2019,12:30,Long Beach,Downtown Station,0,
40,Fresno,Fresno Station,3/3/2019,13:40,Long Beach,Downtown Station,0,
39,Fresno,Fresno Station,3/3/2019,17:10,Long Beach,Downtown Station,0,
42,Fresno,Fresno Station,3/3/2019,18:40,Long Beach,Downtown Station,0,
34,Fresno,Fresno Station,3/3/2019,19:00,Long Beach,Downtown Station,0,
23,San Diego,Santa Fe Depot,3/8/2019,6:10,Los Angeles,Union Station,0,
26,San Diego,Santa Fe Depot,3/8/2019,6:50,Los Angeles,Union Station,0,
28,San Diego,Santa Fe Depot,3/8/2019,8:30,Los Angeles,Union Station,0,
25,San Diego,Santa Fe Depot,3/8/2019,9:50,Los Angeles,Union Station,0,
27,San Diego,Santa Fe Depot,3/8/2019,10:00,Los Angeles,Union Station,0,
28,San Diego,Santa Fe Depot,3/8/2019,12:40,Los Angeles,Union Station,0,
24,San Diego,Santa Fe Depot,3/8/2019,12:50,Los Angeles,Union Station,0,
26,San Diego,Santa Fe Depot,3/8/2019,13:30,Los Angeles,Union Station,0,
23,San Diego,Santa Fe Depot,3/8/2019,14:10,Los Angeles,Union Station,0,
23,San Diego,Santa Fe Depot,3/8/2019,16:30,Los Angeles,Union Station,0,
13,Los Angeles,Union Station,3/2/2019,7:00,Anaheim,Anaheim Intermodal Center,0,
13,Los Angeles,Union Station,3/2/2019,11:10,Anaheim,Anaheim Intermodal Center,0,
11,Los Angeles,Union Station,3/2/2019,13:30,Anaheim,Anaheim Intermodal Center,0,
11,Los Angeles,Union Station,3/2/2019,13:50,Anaheim,Anaheim Intermodal Center,0,
11,Los Angeles,Union Station,3/2/2019,15:00,Anaheim,Anaheim Intermodal Center,0,
13,Los Angeles,Union Station,3/2/2019,15:40,Anaheim,Anaheim Intermodal Center,0,
12,Los Angeles,Union Station,3/2/2019,15:50,Anaheim,Anaheim Intermodal Center,0,
12,Los Angeles,Union Station,3/2/2019,17:30,Anaheim,Anaheim Intermodal Center,0,
12,Los Angeles,Union Station,3/2/2019,18:30,Anaheim,Anaheim Intermodal Center,0,
12,Los Angeles,Union Station,3/2/2019,19:10,Anaheim,Anaheim Intermodal Center,0,
23,Seattle,King Street Station,3/3/2019,6:40,Vancouver,Pacific Central Station,0,
21,Seattle,King Street Station,3/3/2019,7:40,Vancouver,Pacific Central Station,0,
27,Seattle,King Street Station,3/3/2019,8:40,Vancouver,Pacific Central Station,0,
31,Seattle,King Street Station,3/3/2019,8:50,Vancouver,Pacific Central Station,0,
31,Seattle,King Street Station,3/3/2019,10:10,Vancouver,Pacific Central Station,0,
24,Seattle,King Street Station,3/3/2019,12:30,Vancouver,Pacific Central Station,0,
25,Seattle,King Street Station,3/3/2019,14:00,Vancouver,Pacific Central Station,0,
28,Seattle,King Street Station,3/3/2019,16:20,Vancouver,Pacific Central Station,0,
27,Seattle,King Street Station,3/3/2019,19:10,Vancouver,Pacific Central Station,0,
66,Long Beach,Downtown Station,3/2/2019,6:50,Sacramento,Sacramento Valley Station,1,
70,Long Beach,Downtown Station,3/2/2019,7:00,Sacramento,Sacramento Valley Station,1,
66,Long Beach,Downtown Station,3/2/2019,8:30,Sacramento,Sacramento Valley Station,1,
69,Long Beach,Downtown Station,3/2/2019,10:20,Sacramento,Sacramento Valley Station,1,
66,Long Beach,Downtown Station,3/2/2019,10:30,Sacramento,Sacramento Valley Station,1,
58,Long Beach,Downtown Station,3/2/2019,10:40,Sacramento,Sacramento Valley Station,1,
53,Long Beach,Downtown Station,3/2/2019,13:40,Sacramento,Sacramento Valley Station,1,
53,Long Beach,Downtown Station,3/2/2019,13:50,Sacramento,Sacramento Valley Station,1,
52,Long Beach,Downtown Station,3/2/2019,15:20,Sacramento,Sacramento Valley Station,1,
13,Anaheim,Anaheim Intermodal Center,3/1/2019,6:10,Los Angeles,Union Station,0,
13,Anaheim,Anaheim Intermodal Center,3/1/2019,8:40,Los Angeles,Union Station,0,
13,Anaheim,Anaheim Intermodal Center,3/1/2019,9:10,Los Angeles,Union Station,0,
12,Anaheim,Anaheim Intermodal Center,3/1/2019,11:20,Los Angeles,Union Station,0,
12,Anaheim,Anaheim Intermodal Center,3/1/2019,12:10,Los Angeles,Union Station,0,
13,Anaheim,Anaheim Intermodal Center,3/1/2019,13:30,Los Angeles,Union Station,0,
12,Anaheim,Anaheim Intermodal Center,3/1/2019,13:50,Los Angeles,Union Station,0,
13,Anaheim,Anaheim Intermodal Center,3/1/2019,16:10,Los Angeles,Union Station,0,
13,Anaheim,Anaheim Intermodal Center,3/1/2019,17:00,Los Angeles,Union Station,0,
14,Anaheim,Anaheim Intermodal Center,3/1/2019,17:20,Los Angeles,Union Station,0,
24,San Diego,Santa Fe Depot,3/11/2019,16:30,Los Angeles,Union Station,0,
23,San Diego,Santa Fe Depot,3/3/2019,10:10,Anaheim,Anaheim Intermodal Center,0,
22,San Diego,Santa Fe Depot,3/3/2019,10:40,Anaheim,Anaheim Intermodal Center,0,
28,San Diego,Santa Fe Depot,3/3/2019,13:20,Anaheim,Anaheim Intermodal Center,0,
23,San Diego,Santa Fe Depot,3/3/2019,14:00,Anaheim,Anaheim Intermodal Center,0,
26,San Diego,Santa Fe Depot,3/3/2019,14:10,Anaheim,Anaheim Intermodal Center,0,
24,San Diego,Santa Fe Depot,3/3/2019,16:50,Anaheim,Anaheim Intermodal Center,0,
23,San Diego,Santa Fe Depot,3/3/2019,18:00,Anaheim,Anaheim Intermodal Center,0,
23,San Diego,Santa Fe Depot,3/3/2019,18:10,Anaheim,Anaheim Intermodal Center,0,
22,San Diego,Santa Fe Depot,3/3/2019,18:40,Anaheim,Anaheim Intermodal Center,0,
67,Anaheim,Anaheim Intermodal Center,3/7/2019,6:40,Sacramento,Sacramento Valley Station,1,
69,Anaheim,Anaheim Intermodal Center,3/7/2019,8:00,Sacramento,Sacramento Valley Station,1,
58,Anaheim,Anaheim Intermodal Center,3/7/2019,8:40,Sacramento,Sacramento Valley Station,1,
68,Anaheim,Anaheim Intermodal Center,3/7/2019,10:10,Sacramento,Sacramento Valley Station,1,
65,Anaheim,Anaheim Intermodal Center,3/7/2019,11:40,Sacramento,Sacramento Valley Station,1,
63,Anaheim,Anaheim Intermodal Center,3/7/2019,11:50,Sacramento,Sacramento Valley Station,1,
63,Anaheim,Anaheim Intermodal Center,3/7/2019,12:10,Sacramento,Sacramento Valley Station,1,
58,Anaheim,Anaheim Intermodal Center,3/7/2019,13:30,Sacramento,Sacramento Valley Station,1,
63,Anaheim,Anaheim Intermodal Center,3/7/2019,13:50,Sacramento,Sacramento Valley Station,1,
62,Anaheim,Anaheim Intermodal Center,3/7/2019,14:00,Sacramento,Sacramento Valley Station,1,
26,Seattle,King Street Station,3/7/2019,6:10,Portland,Portland Bus Station,0,
29,Seattle,King Street Station,3/7/2019,6:30,Portland,Portland Bus Station,0,
31,Seattle,King Street Station,3/7/2019,8:30,Portland,Portland Bus Station,0,
30,Seattle,King Street Station,3/7/2019,9:10,Portland,Portland Bus Station,0,
28,Seattle,King Street Station,3/7/2019,9:20,Portland,Portland Bus Station,0,
36,Seattle,King Street Station,3/7/2019,9:50,Portland,Portland Bus Station,0,
28,Seattle,King Street Station,3/7/2019,13:10,Portland,Portland Bus Station,0,
31,Seattle,King Street Station,3/7/2019,16:10,Portland,Portland Bus Station,0,
36,Seattle,King Street Station,3/7/2019,19:20,Portland,Portland Bus Station,0,
30,Seattle,King Street Station,3/7/2019,19:30,Portland,Portland Bus Station,0,
28,Vancouver,Pacific Central Station,3/1/2019,19:10,Seattle,King Street Station,0,
61,Anaheim,Anaheim Intermodal Center,3/12/2019,6:40,Sacramento,Sacramento Valley Station,1,
62,Anaheim,Anaheim Intermodal Center,3/12/2019,8:00,Sacramento,Sacramento Valley Station,1,
61,Anaheim,Anaheim Intermodal Center,3/12/2019,8:40,Sacramento,Sacramento Valley Station,1,
65,Anaheim,Anaheim Intermodal Center,3/12/2019,10:10,Sacramento,Sacramento Valley Station,1,
69,Anaheim,Anaheim Intermodal Center,3/12/2019,11:40,Sacramento,Sacramento Valley Station,1,
65,Anaheim,Anaheim Intermodal Center,3/12/2019,11:50,Sacramento,Sacramento Valley Station,1,
62,Anaheim,Anaheim Intermodal Center,3/12/2019,12:10,Sacramento,Sacramento Valley Station,1,
61,Anaheim,Anaheim Intermodal Center,3/12/2019,13:30,Sacramento,Sacramento Valley Station,1,
64,Anaheim,Anaheim Intermodal Center,3/12/2019,13:50,Sacramento,Sacramento Valley Station,1,
74,Anaheim,Anaheim Intermodal Center,3/12/2019,14:00,Sacramento,Sacramento Valley Station,1,
10,Los Angeles,Union Station,3/12/2019,7:00,Anaheim,Anaheim Intermodal Center,0,
14,Los Angeles,Union Station,3/12/2019,11:10,Anaheim,Anaheim Intermodal Center,0,
12,Los Angeles,Union Station,3/12/2019,13:30,Anaheim,Anaheim Intermodal Center,0,
14,Los Angeles,Union Station,3/12/2019,13:50,Anaheim,Anaheim Intermodal Center,0,
13,Los Angeles,Union Station,3/12/2019,15:00,Anaheim,Anaheim Intermodal Center,0,
12,Los Angeles,Union Station,3/12/2019,15:40,Anaheim,Anaheim Intermodal Center,0,
13,Los Angeles,Union Station,3/12/2019,15:50,Anaheim,Anaheim Intermodal Center,0,
14,Los Angeles,Union Station,3/12/2019,17:30,Anaheim,Anaheim Intermodal Center,0,
10,Los Angeles,Union Station,3/12/2019,18:30,Anaheim,Anaheim Intermodal Center,0,
12,Los Angeles,Union Station,3/12/2019,19:10,Anaheim,Anaheim Intermodal Center,0,
63,Sacramento,Sacramento Valley Station,3/9/2019,7:30,Las Vegas,Union Plaza,1,
68,Sacramento,Sacramento Valley Station,3/9/2019,10:20,Las Vegas,Union Plaza,1,
64,Sacramento,Sacramento Valley Station,3/9/2019,10:40,Las Vegas,Union Plaza,1,
73,Sacramento,Sacramento Valley Station,3/9/2019,10:50,Las Vegas,Union Plaza,1,
63,Sacramento,Sacramento Valley Station,3/9/2019,11:00,Las Vegas,Union Plaza,1,
71,Sacramento,Sacramento Valley Station,3/9/2019,12:50,Las Vegas,Union Plaza,1,
70,Sacramento,Sacramento Valley Station,3/9/2019,13:00,Las Vegas,Union Plaza,1,
73,Sacramento,Sacramento Valley Station,3/9/2019,13:20,Las Vegas,Union Plaza,1,
71,Sacramento,Sacramento Valley Station,3/9/2019,13:30,Las Vegas,Union Plaza,1,
68,Sacramento,Sacramento Valley Station,3/9/2019,19:40,Las Vegas,Union Plaza,1,
40,Vancouver,Pacific Central Station,3/14/2019,9:20,Portland,Portland Bus Station,0,
40,Vancouver,Pacific Central Station,3/14/2019,9:30,Portland,Portland Bus Station,0,
40,Vancouver,Pacific Central Station,3/14/2019,15:10,Portland,Portland Bus Station,0,
43,Vancouver,Pacific Central Station,3/14/2019,16:10,Portland,Portland Bus Station,0,
41,Vancouver,Pacific Central Station,3/14/2019,16:50,Portland,Portland Bus Station,0,
46,Vancouver,Pacific Central Station,3/14/2019,17:10,Portland,Portland Bus Station,0,
42,Vancouver,Pacific Central Station,3/14/2019,18:20,Portland,Portland Bus Station,0,
42,Vancouver,Pacific Central Station,3/14/2019,19:20,Portland,Portland Bus Station,0,
42,Vancouver,Pacific Central Station,3/1/2019,9:20,Portland,Portland Bus Station,0,
36,Vancouver,Pacific Central Station,3/1/2019,9:30,Portland,Portland Bus Station,0,
35,Vancouver,Pacific Central Station,3/1/2019,15:10,Portland,Portland Bus Station,0,
38,Vancouver,Pacific Central Station,3/1/2019,16:10,Portland,Portland Bus Station,0,
40,Vancouver,Pacific Central Station,3/1/2019,16:50,Portland,Portland Bus Station,0,
38,Vancouver,Pacific Central Station,3/1/2019,17:10,Portland,Portland Bus Station,0,
41,Vancouver,Pacific Central Station,3/1/2019,18:20,Portland,Portland Bus Station,0,
39,Vancouver,Pacific Central Station,3/1/2019,19:20,Portland,Portland Bus Station,0,
22,Sacramento,Sacramento Valley Station,3/1/2019,7:40,San Francisco,Salesforce Transit Center,0,
21,Sacramento,Sacramento Valley Station,3/1/2019,8:30,San Francisco,Salesforce Transit Center,0,
24,Sacramento,Sacramento Valley Station,3/1/2019,10:20,San Francisco,Salesforce Transit Center,0,
22,Sacramento,Sacramento Valley Station,3/1/2019,10:50,San Francisco,Salesforce Transit Center,0,
24,Sacramento,Sacramento Valley Station,3/1/2019,11:00,San Francisco,Salesforce Transit Center,0,
23,Sacramento,Sacramento Valley Station,3/1/2019,12:50,San Francisco,Salesforce Transit Center,0,
23,Sacramento,Sacramento Valley Station,3/1/2019,13:00,San Francisco,Salesforce Transit Center,0,
22,Sacramento,Sacramento Valley Station,3/1/2019,13:20,San Francisco,Salesforce Transit Center,0,
19,Sacramento,Sacramento Valley Station,3/1/2019,17:50,San Francisco,Salesforce Transit Center,0,
23,Sacramento,Sacramento Valley Station,3/1/2019,18:00,San Francisco,Salesforce Transit Center,0,
34,Fresno,Fresno Station,3/3/2019,7:00,San Francisco,Salesforce Transit Center,0,
32,Fresno,Fresno Station,3/3/2019,7:50,San Francisco,Salesforce Transit Center,0,
33,Fresno,Fresno Station,3/3/2019,9:00,San Francisco,Salesforce Transit Center,0,
31,Fresno,Fresno Station,3/3/2019,10:20,San Francisco,Salesforce Transit Center,0,
34,Fresno,Fresno Station,3/3/2019,11:20,San Francisco,Salesforce Transit Center,0,
32,Fresno,Fresno Station,3/3/2019,12:20,San Francisco,Salesforce Transit Center,0,
36,Fresno,Fresno Station,3/3/2019,13:10,San Francisco,Salesforce Transit Center,0,
32,Fresno,Fresno Station,3/3/2019,13:30,San Francisco,Salesforce Transit Center,0,
35,Fresno,Fresno Station,3/3/2019,16:50,San Francisco,Salesforce Transit Center,0,
63,Anaheim,Anaheim Intermodal Center,3/10/2019,6:40,Sacramento,Sacramento Valley Station,1,
65,Anaheim,Anaheim Intermodal Center,3/10/2019,8:00,Sacramento,Sacramento Valley Station,1,
52,Anaheim,Anaheim Intermodal Center,3/10/2019,8:40,Sacramento,Sacramento Valley Station,1,
64,Anaheim,Anaheim Intermodal Center,3/10/2019,10:10,Sacramento,Sacramento Valley Station,1,
71,Anaheim,Anaheim Intermodal Center,3/10/2019,11:40,Sacramento,Sacramento Valley Station,1,
68,Anaheim,Anaheim Intermodal Center,3/10/2019,11:50,Sacramento,Sacramento Valley Station,1,
61,Anaheim,Anaheim Intermodal Center,3/10/2019,12:10,Sacramento,Sacramento Valley Station,1,
59,Anaheim,Anaheim Intermodal Center,3/10/2019,13:30,Sacramento,Sacramento Valley Station,1,
64,Anaheim,Anaheim Intermodal Center,3/10/2019,13:50,Sacramento,Sacramento Valley Station,1,
63,Anaheim,Anaheim Intermodal Center,3/10/2019,14:00,Sacramento,Sacramento Valley Station,1,
40,Los Angeles,Union Station,3/3/2019,7:40,Las Vegas,Union Plaza,0,
35,Los Angeles,Union Station,3/3/2019,12:30,Las Vegas,Union Plaza,0,
40,Los Angeles,Union Station,3/3/2019,13:40,Las Vegas,Union Plaza,0,
39,Los Angeles,Union Station,3/3/2019,17:10,Las Vegas,Union Plaza,0,
23,Anaheim,Anaheim Intermodal Center,3/13/2019,6:00,San Diego,Santa Fe Depot,0,
23,Anaheim,Anaheim Intermodal Center,3/13/2019,7:30,San Diego,Santa Fe Depot,0,
24,Anaheim,Anaheim Intermodal Center,3/13/2019,9:20,San Diego,Santa Fe Depot,0,
24,Anaheim,Anaheim Intermodal Center,3/13/2019,9:40,San Diego,Santa Fe Depot,0,
22,Anaheim,Anaheim Intermodal Center,3/13/2019,14:20,San Diego,Santa Fe Depot,0,
21,Anaheim,Anaheim Intermodal Center,3/13/2019,14:50,San Diego,Santa Fe Depot,0,
23,Anaheim,Anaheim Intermodal Center,3/13/2019,17:50,San Diego,Santa Fe Depot,0,
24,Anaheim,Anaheim Intermodal Center,3/13/2019,19:10,San Diego,Santa Fe Depot,0,
21,Anaheim,Anaheim Intermodal Center,3/13/2019,19:40,San Diego,Santa Fe Depot,0,
13,Anaheim,Anaheim Intermodal Center,3/7/2019,6:10,Los Angeles,Union Station,0,
11,Anaheim,Anaheim Intermodal Center,3/7/2019,8:40,Los Angeles,Union Station,0,
15,Anaheim,Anaheim Intermodal Center,3/7/2019,9:10,Los Angeles,Union Station,0,
12,Anaheim,Anaheim Intermodal Center,3/7/2019,11:20,Los Angeles,Union Station,0,
14,Anaheim,Anaheim Intermodal Center,3/7/2019,12:10,Los Angeles,Union Station,0,
13,Anaheim,Anaheim Intermodal Center,3/7/2019,13:30,Los Angeles,Union Station,0,
