category,departure_date,departure_time,from_city,from_station,num_passengers,price,to_city,to_station,additional_luggage
direct,3/8/2019,18:00,Los Angeles,North Hollywood Station,,49,San Francisco,Transbay Terminal,
direct,3/8/2019,6:40,Los Angeles,North Hollywood Station,,47,San Francisco,Transbay Terminal,FALSE
direct,3/7/2019,7:30,San Francisco,Transbay Terminal,,47,Los Angeles,North Hollywood Station,
direct,3/7/2019,7:50,San Francisco,Transbay Terminal,,51,Los Angeles,North Hollywood Station,
direct,3/7/2019,11:20,San Francisco,Transbay Terminal,,46,Los Angeles,North Hollywood Station,
direct,3/7/2019,12:20,San Francisco,Transbay Terminal,,48,Los Angeles,North Hollywood Station,
direct,3/7/2019,13:40,San Francisco,Transbay Terminal,,48,Los Angeles,North Hollywood Station,
direct,3/7/2019,15:20,San Francisco,Transbay Terminal,,53,Los Angeles,North Hollywood Station,
direct,3/7/2019,15:30,San Francisco,Transbay Terminal,,49,Los Angeles,North Hollywood Station,
direct,3/7/2019,18:20,San Francisco,Transbay Terminal,,51,Los Angeles,North Hollywood Station,
direct,3/7/2019,18:50,San Francisco,Transbay Terminal,,52,Los Angeles,North Hollywood Station,
direct,3/7/2019,7:30,San Francisco,Transbay Terminal,,47,Los Angeles,North Hollywood Station,FALSE
direct,3/11/2019,6:00,San Francisco,Transbay Terminal,,23,Sacramento,65th Light Rail Station,
direct,3/11/2019,8:10,San Francisco,Transbay Terminal,,22,Sacramento,65th Light Rail Station,
direct,3/11/2019,9:00,San Francisco,Transbay Terminal,,25,Sacramento,65th Light Rail Station,
direct,3/11/2019,9:10,San Francisco,Transbay Terminal,,22,Sacramento,65th Light Rail Station,
direct,3/11/2019,9:40,San Francisco,Transbay Terminal,,22,Sacramento,65th Light Rail Station,
direct,3/11/2019,10:10,San Francisco,Transbay Terminal,,22,Sacramento,65th Light Rail Station,
direct,3/11/2019,11:50,San Francisco,Transbay Terminal,,23,Sacramento,65th Light Rail Station,
direct,3/11/2019,13:50,San Francisco,Transbay Terminal,,27,Sacramento,65th Light Rail Station,
direct,3/11/2019,14:20,San Francisco,Transbay Terminal,,22,Sacramento,65th Light Rail Station,
direct,3/11/2019,15:50,San Francisco,Transbay Terminal,,23,Sacramento,65th Light Rail Station,
direct,3/11/2019,6:00,San Francisco,Transbay Terminal,,23,Sacramento,65th Light Rail Station,FALSE
direct,3/2/2019,7:20,Anaheim,Anaheim Bus Station,,26,San Diego,El Cajon Bus Stop,
direct,3/2/2019,8:40,Anaheim,Anaheim Bus Station,,26,San Diego,El Cajon Bus Stop,
direct,3/2/2019,9:30,Anaheim,Anaheim Bus Station,,23,San Diego,El Cajon Bus Stop,
direct,3/2/2019,10:00,Anaheim,Anaheim Bus Station,,23,San Diego,El Cajon Bus Stop,
direct,3/2/2019,10:30,Anaheim,Anaheim Bus Station,,20,San Diego,El Cajon Bus Stop,
direct,3/2/2019,10:50,Anaheim,Anaheim Bus Station,,21,San Diego,El Cajon Bus Stop,
direct,3/2/2019,12:30,Anaheim,Anaheim Bus Station,,22,San Diego,El Cajon Bus Stop,
direct,3/2/2019,13:40,Anaheim,Anaheim Bus Station,,21,San Diego,El Cajon Bus Stop,
direct,3/2/2019,19:30,Anaheim,Anaheim Bus Station,,22,San Diego,El Cajon Bus Stop,
direct,3/2/2019,7:20,Anaheim,Anaheim Bus Station,,26,San Diego,El Cajon Bus Stop,FALSE
direct,3/4/2019,7:20,San Diego,El Cajon Bus Stop,,23,Anaheim,Anaheim Bus Station,
direct,3/4/2019,8:20,San Diego,El Cajon Bus Stop,,20,Anaheim,Anaheim Bus Station,
direct,3/4/2019,9:10,San Diego,El Cajon Bus Stop,,22,Anaheim,Anaheim Bus Station,
direct,3/4/2019,9:40,San Diego,El Cajon Bus Stop,,22,Anaheim,Anaheim Bus Station,
direct,3/4/2019,10:00,San Diego,El Cajon Bus Stop,,22,Anaheim,Anaheim Bus Station,
direct,3/4/2019,15:20,San Diego,El Cajon Bus Stop,,25,Anaheim,Anaheim Bus Station,
direct,3/4/2019,18:40,San Diego,El Cajon Bus Stop,,23,Anaheim,Anaheim Bus Station,
direct,3/4/2019,19:10,San Diego,El Cajon Bus Stop,,23,Anaheim,Anaheim Bus Station,
direct,3/4/2019,7:20,San Diego,El Cajon Bus Stop,,23,Anaheim,Anaheim Bus Station,FALSE
direct,3/1/2019,6:10,Seattle,Westlake Station,,29,Vancouver,Pacific Central Station,
direct,3/1/2019,7:20,Seattle,Westlake Station,,31,Vancouver,Pacific Central Station,
direct,3/1/2019,8:00,Seattle,Westlake Station,,27,Vancouver,Pacific Central Station,
direct,3/1/2019,8:50,Seattle,Westlake Station,,28,Vancouver,Pacific Central Station,
direct,3/1/2019,11:10,Seattle,Westlake Station,,26,Vancouver,Pacific Central Station,
direct,3/1/2019,12:00,Seattle,Westlake Station,,30,Vancouver,Pacific Central Station,
direct,3/1/2019,12:20,Seattle,Westlake Station,,27,Vancouver,Pacific Central Station,
direct,3/1/2019,15:20,Seattle,Westlake Station,,28,Vancouver,Pacific Central Station,
direct,3/1/2019,18:10,Seattle,Westlake Station,,28,Vancouver,Pacific Central Station,
direct,3/1/2019,18:20,Seattle,Westlake Station,,24,Vancouver,Pacific Central Station,
direct,3/1/2019,6:10,Seattle,Westlake Station,,29,Vancouver,Pacific Central Station,FALSE
one-stop,3/5/2019,7:10,Sacramento,65th Light Rail Station,,63,San Diego,El Cajon Bus Stop,
one-stop,3/5/2019,7:40,Sacramento,65th Light Rail Station,,58,San Diego,El Cajon Bus Stop,
one-stop,3/5/2019,7:50,Sacramento,65th Light Rail Station,,65,San Diego,El Cajon Bus Stop,
one-stop,3/5/2019,9:40,Sacramento,65th Light Rail Station,,62,San Diego,El Cajon Bus Stop,
one-stop,3/5/2019,10:50,Sacramento,65th Light Rail Station,,57,San Diego,El Cajon Bus Stop,
one-stop,3/5/2019,16:20,Sacramento,65th Light Rail Station,,62,San Diego,El Cajon Bus Stop,
one-stop,3/5/2019,16:40,Sacramento,65th Light Rail Station,,62,San Diego,El Cajon Bus Stop,
one-stop,3/5/2019,7:10,Sacramento,65th Light Rail Station,,63,San Diego,El Cajon Bus Stop,FALSE
direct,3/10/2019,6:00,Long Beach,Downtown Station,,13,Los Angeles,North Hollywood Station,
direct,3/10/2019,6:20,Long Beach,Downtown Station,,12,Los Angeles,North Hollywood Station,
direct,3/10/2019,6:50,Long Beach,Downtown Station,,11,Los Angeles,North Hollywood Station,
direct,3/10/2019,8:10,Long Beach,Downtown Station,,10,Los Angeles,North Hollywood Station,
direct,3/10/2019,8:20,Long Beach,Downtown Station,,14,Los Angeles,North Hollywood Station,
direct,3/10/2019,9:40,Long Beach,Downtown Station,,12,Los Angeles,North Hollywood Station,
direct,3/10/2019,9:50,Long Beach,Downtown Station,,12,Los Angeles,North Hollywood Station,
direct,3/10/2019,11:00,Long Beach,Downtown Station,,11,Los Angeles,North Hollywood Station,
direct,3/10/2019,12:20,Long Beach,Downtown Station,,11,Los Angeles,North Hollywood Station,
direct,3/10/2019,13:00,Long Beach,Downtown Station,,10,Los Angeles,North Hollywood Station,
direct,3/10/2019,6:00,Long Beach,Downtown Station,,21,Los Angeles,North Hollywood Station,TRUE
direct,3/5/2019,6:50,San Diego,El Cajon Bus Stop,,41,Fresno,2660 Tulare St,FALSE
direct,3/10/2019,7:50,Fresno,2660 Tulare St,,35,Los Angeles,North Hollywood Station,
direct,3/10/2019,8:10,Fresno,2660 Tulare St,,37,Los Angeles,North Hollywood Station,
direct,3/10/2019,9:00,Fresno,2660 Tulare St,,37,Los Angeles,North Hollywood Station,
direct,3/10/2019,9:50,Fresno,2660 Tulare St,,40,Los Angeles,North Hollywood Station,
direct,3/10/2019,13:20,Fresno,2660 Tulare St,,36,Los Angeles,North Hollywood Station,
direct,3/10/2019,15:20,Fresno,2660 Tulare St,,33,Los Angeles,North Hollywood Station,
direct,3/10/2019,17:10,Fresno,2660 Tulare St,,37,Los Angeles,North Hollywood Station,
direct,3/10/2019,19:20,Fresno,2660 Tulare St,,41,Los Angeles,North Hollywood Station,
direct,3/10/2019,7:50,Fresno,2660 Tulare St,,35,Los Angeles,North Hollywood Station,FALSE
direct,3/1/2019,9:50,Seattle,Westlake Station,,35,Portland,SW Arthur & 1st,FALSE
direct,3/14/2019,14:40,Fresno,2660 Tulare St,,33,San Francisco,Transbay Terminal,FALSE
direct,3/1/2019,14:50,San Diego,El Cajon Bus Stop,,57,San Francisco,Transbay Terminal,FALSE
one-stop,3/6/2019,10:40,Long Beach,Downtown Station,,53,Sacramento,65th Light Rail Station,FALSE
one-stop,3/10/2019,11:00,Long Beach,Downtown Station,,44,Sacramento,65th Light Rail Station,FALSE
direct,3/1/2019,8:20,Los Angeles,North Hollywood Station,,20,Long Beach,Downtown Station,TRUE
one-stop,3/3/2019,14:30,Anaheim,Anaheim Bus Station,,64,Sacramento,65th Light Rail Station,FALSE
one-stop,3/2/2019,11:50,Anaheim,Anaheim Bus Station,,55,Sacramento,65th Light Rail Station,FALSE
direct,3/10/2019,13:10,Fresno,2660 Tulare St,,39,Las Vegas,Union Plaza,FALSE
direct,3/10/2019,14:20,San Francisco,Transbay Terminal,,24,Sacramento,65th Light Rail Station,FALSE
direct,3/13/2019,17:50,Long Beach,Downtown Station,,37,Las Vegas,Union Plaza,FALSE
one-stop,3/1/2019,7:50,Sacramento,65th Light Rail Station,,60,Long Beach,Downtown Station,FALSE
one-stop,3/4/2019,9:10,San Diego,El Cajon Bus Stop,,62,Sacramento,65th Light Rail Station,FALSE
direct,3/9/2019,14:00,Los Angeles,North Hollywood Station,,30,San Diego,El Cajon Bus Stop,FALSE
direct,3/14/2019,11:30,Las Vegas,Union Plaza,,62,San Francisco,Transbay Terminal,TRUE
direct,3/14/2019,6:00,Long Beach,Downtown Station,,11,Los Angeles,North Hollywood Station,FALSE
direct,3/10/2019,8:30,Washington,Silver Spring Bus Stop,,25,Philadelphia,10th and Filbert,FALSE
direct,3/7/2019,18:10,San Diego,El Cajon Bus Stop,,34,Los Angeles,North Hollywood Station,TRUE
direct,3/10/2019,11:30,Las Vegas,Union Plaza,,39,Anaheim,Anaheim Bus Station,FALSE
direct,3/14/2019,15:20,Sacramento,65th Light Rail Station,,24,San Francisco,Transbay Terminal,FALSE
direct,3/4/2019,7:50,New York,Penn Station,,32,Philadelphia,10th and Filbert,TRUE
direct,3/2/2019,7:00,Las Vegas,Union Plaza,,42,Anaheim,Anaheim Bus Station,FALSE
direct,3/8/2019,15:00,Vancouver,Pacific Central Station,,28,Seattle,Westlake Station,FALSE
direct,3/10/2019,7:30,Long Beach,Downtown Station,,32,San Diego,El Cajon Bus Stop,TRUE
one-stop,3/12/2019,6:00,Las Vegas,Union Plaza,,86,Sacramento,65th Light Rail Station,FALSE
direct,3/3/2019,16:40,Los Angeles,North Hollywood Station,,25,San Diego,El Cajon Bus Stop,FALSE
direct,3/3/2019,13:00,Los Angeles,North Hollywood Station,,47,San Francisco,Transbay Terminal,FALSE
direct,3/7/2019,6:20,Long Beach,Downtown Station,,12,Los Angeles,North Hollywood Station,FALSE
one-stop,3/14/2019,11:20,Long Beach,Downtown Station,,51,Sacramento,65th Light Rail Station,FALSE
direct,3/1/2019,9:50,San Diego,El Cajon Bus Stop,,20,Long Beach,Downtown Station,FALSE
direct,3/7/2019,8:30,San Diego,El Cajon Bus Stop,,26,Long Beach,Downtown Station,FALSE
direct,3/5/2019,9:00,Las Vegas,Union Plaza,,44,Fresno,2660 Tulare St,FALSE
direct,3/11/2019,11:20,Long Beach,Downtown Station,,43,Fresno,2660 Tulare St,FALSE
direct,3/10/2019,17:10,Washington,Silver Spring Bus Stop,,31,Philadelphia,10th and Filbert,FALSE
direct,3/9/2019,15:10,Fresno,2660 Tulare St,,48,Anaheim,Anaheim Bus Station,TRUE
direct,3/14/2019,6:40,Las Vegas,Union Plaza,,39,Anaheim,Anaheim Bus Station,FALSE
direct,3/1/2019,9:00,Seattle,Westlake Station,,37,Portland,SW Arthur & 1st,TRUE
direct,3/13/2019,8:00,Seattle,Westlake Station,,31,Vancouver,Pacific Central Station,FALSE
direct,3/8/2019,18:00,Fresno,2660 Tulare St,,47,Las Vegas,Union Plaza,FALSE
direct,3/7/2019,14:50,Los Angeles,North Hollywood Station,,12,Anaheim,Anaheim Bus Station,FALSE
one-stop,3/8/2019,7:50,Sacramento,65th Light Rail Station,,58,Anaheim,Anaheim Bus Station,FALSE
direct,3/14/2019,15:20,Fresno,2660 Tulare St,,44,Las Vegas,Union Plaza,FALSE
direct,3/12/2019,12:20,Portland,SW Arthur & 1st,,34,Seattle,Westlake Station,FALSE
direct,3/8/2019,17:40,Anaheim,Anaheim Bus Station,,13,Los Angeles,North Hollywood Station,FALSE
direct,3/8/2019,15:20,Los Angeles,North Hollywood Station,,52,Sacramento,65th Light Rail Station,FALSE
direct,3/4/2019,7:40,Vancouver,Pacific Central Station,,25,Seattle,Westlake Station,
direct,3/4/2019,9:10,Vancouver,Pacific Central Station,,27,Seattle,Westlake Station,
direct,3/4/2019,13:10,Vancouver,Pacific Central Station,,29,Seattle,Westlake Station,
direct,3/4/2019,13:40,Vancouver,Pacific Central Station,,25,Seattle,Westlake Station,
direct,3/4/2019,15:00,Vancouver,Pacific Central Station,,26,Seattle,Westlake Station,
direct,3/4/2019,15:20,Vancouver,Pacific Central Station,,26,Seattle,Westlake Station,
direct,3/4/2019,15:40,Vancouver,Pacific Central Station,,27,Seattle,Westlake Station,
direct,3/4/2019,16:10,Vancouver,Pacific Central Station,,29,Seattle,Westlake Station,
direct,3/4/2019,17:40,Vancouver,Pacific Central Station,,29,Seattle,Westlake Station,
direct,3/4/2019,18:20,Vancouver,Pacific Central Station,,30,Seattle,Westlake Station,
direct,3/1/2019,6:20,Philadelphia,10th and Filbert,,23,Washington,Silver Spring Bus Stop,
direct,3/1/2019,10:00,Philadelphia,10th and Filbert,,30,Washington,Silver Spring Bus Stop,
direct,3/1/2019,11:10,Philadelphia,10th and Filbert,,27,Washington,Silver Spring Bus Stop,
direct,3/1/2019,14:30,Philadelphia,10th and Filbert,,28,Washington,Silver Spring Bus Stop,
direct,3/1/2019,14:40,Philadelphia,10th and Filbert,,25,Washington,Silver Spring Bus Stop,
direct,3/1/2019,17:10,Philadelphia,10th and Filbert,,26,Washington,Silver Spring Bus Stop,
direct,3/1/2019,18:50,Philadelphia,10th and Filbert,,30,Washington,Silver Spring Bus Stop,
direct,3/1/2019,19:20,Philadelphia,10th and Filbert,,28,Washington,Silver Spring Bus Stop,
direct,3/5/2019,8:30,Washington,Silver Spring Bus Stop,,28,Philadelphia,10th and Filbert,
direct,3/5/2019,11:30,Washington,Silver Spring Bus Stop,,31,Philadelphia,10th and Filbert,
direct,3/5/2019,12:40,Washington,Silver Spring Bus Stop,,29,Philadelphia,10th and Filbert,
direct,3/5/2019,13:20,Washington,Silver Spring Bus Stop,,28,Philadelphia,10th and Filbert,
direct,3/5/2019,14:30,Washington,Silver Spring Bus Stop,,27,Philadelphia,10th and Filbert,
direct,3/5/2019,17:00,Washington,Silver Spring Bus Stop,,29,Philadelphia,10th and Filbert,
direct,3/5/2019,17:10,Washington,Silver Spring Bus Stop,,26,Philadelphia,10th and Filbert,
direct,3/1/2019,8:30,Washington,Silver Spring Bus Stop,,29,Philadelphia,10th and Filbert,
direct,3/1/2019,11:30,Washington,Silver Spring Bus Stop,,25,Philadelphia,10th and Filbert,
direct,3/1/2019,12:40,Washington,Silver Spring Bus Stop,,30,Philadelphia,10th and Filbert,
direct,3/1/2019,13:20,Washington,Silver Spring Bus Stop,,31,Philadelphia,10th and Filbert,
direct,3/1/2019,14:30,Washington,Silver Spring Bus Stop,,26,Philadelphia,10th and Filbert,
direct,3/1/2019,17:00,Washington,Silver Spring Bus Stop,,31,Philadelphia,10th and Filbert,
direct,3/1/2019,17:10,Washington,Silver Spring Bus Stop,,26,Philadelphia,10th and Filbert,
direct,3/1/2019,7:40,New York,Penn Station,,26,Philadelphia,10th and Filbert,
direct,3/1/2019,7:50,New York,Penn Station,,24,Philadelphia,10th and Filbert,
direct,3/1/2019,8:50,New York,Penn Station,,17,Philadelphia,10th and Filbert,
direct,3/1/2019,9:30,New York,Penn Station,,25,Philadelphia,10th and Filbert,
direct,3/1/2019,16:30,New York,Penn Station,,24,Philadelphia,10th and Filbert,
direct,3/1/2019,17:20,New York,Penn Station,,20,Philadelphia,10th and Filbert,
direct,3/1/2019,19:40,New York,Penn Station,,21,Philadelphia,10th and Filbert,
direct,3/8/2019,7:30,Seattle,Westlake Station,,31,Portland,SW Arthur & 1st,
direct,3/8/2019,9:00,Seattle,Westlake Station,,32,Portland,SW Arthur & 1st,
direct,3/8/2019,9:20,Seattle,Westlake Station,,29,Portland,SW Arthur & 1st,
direct,3/8/2019,9:30,Seattle,Westlake Station,,34,Portland,SW Arthur & 1st,
direct,3/8/2019,9:50,Seattle,Westlake Station,,31,Portland,SW Arthur & 1st,
direct,3/8/2019,12:10,Seattle,Westlake Station,,30,Portland,SW Arthur & 1st,
direct,3/8/2019,12:20,Seattle,Westlake Station,,35,Portland,SW Arthur & 1st,
direct,3/8/2019,18:30,Seattle,Westlake Station,,33,Portland,SW Arthur & 1st,
direct,3/6/2019,7:00,Portland,SW Arthur & 1st,,32,Seattle,Westlake Station,
direct,3/6/2019,11:20,Portland,SW Arthur & 1st,,31,Seattle,Westlake Station,
direct,3/6/2019,11:50,Portland,SW Arthur & 1st,,34,Seattle,Westlake Station,
direct,3/6/2019,12:20,Portland,SW Arthur & 1st,,29,Seattle,Westlake Station,
direct,3/6/2019,12:30,Portland,SW Arthur & 1st,,33,Seattle,Westlake Station,
direct,3/6/2019,12:40,Portland,SW Arthur & 1st,,26,Seattle,Westlake Station,
direct,3/6/2019,16:10,Portland,SW Arthur & 1st,,31,Seattle,Westlake Station,
direct,3/6/2019,17:30,Portland,SW Arthur & 1st,,28,Seattle,Westlake Station,
direct,3/6/2019,18:30,Portland,SW Arthur & 1st,,29,Seattle,Westlake Station,
direct,3/6/2019,19:00,Portland,SW Arthur & 1st,,34,Seattle,Westlake Station,
direct,3/6/2019,6:20,Washington,Silver Spring Bus Stop,,35,New York,Penn Station,
direct,3/6/2019,12:10,Washington,Silver Spring Bus Stop,,30,New York,Penn Station,
direct,3/6/2019,13:30,Washington,Silver Spring Bus Stop,,36,New York,Penn Station,
direct,3/6/2019,15:50,Washington,Silver Spring Bus Stop,,36,New York,Penn Station,
direct,3/6/2019,17:00,Washington,Silver Spring Bus Stop,,33,New York,Penn Station,
direct,3/6/2019,18:10,Washington,Silver Spring Bus Stop,,38,New York,Penn Station,
direct,3/6/2019,19:10,Washington,Silver Spring Bus Stop,,33,New York,Penn Station,
direct,3/2/2019,9:00,Philadelphia,10th and Filbert,,22,New York,Penn Station,
direct,3/2/2019,10:10,Philadelphia,10th and Filbert,,25,New York,Penn Station,
direct,3/2/2019,12:30,Philadelphia,10th and Filbert,,21,New York,Penn Station,
direct,3/2/2019,13:10,Philadelphia,10th and Filbert,,24,New York,Penn Station,
direct,3/2/2019,13:50,Philadelphia,10th and Filbert,,22,New York,Penn Station,
direct,3/2/2019,18:00,Philadelphia,10th and Filbert,,22,New York,Penn Station,
direct,3/2/2019,6:10,Seattle,Westlake Station,,28,Vancouver,Pacific Central Station,
direct,3/2/2019,7:20,Seattle,Westlake Station,,28,Vancouver,Pacific Central Station,
direct,3/2/2019,8:00,Seattle,Westlake Station,,29,Vancouver,Pacific Central Station,
direct,3/2/2019,8:50,Seattle,Westlake Station,,26,Vancouver,Pacific Central Station,
direct,3/2/2019,11:10,Seattle,Westlake Station,,23,Vancouver,Pacific Central Station,
direct,3/2/2019,12:00,Seattle,Westlake Station,,24,Vancouver,Pacific Central Station,
direct,3/2/2019,12:20,Seattle,Westlake Station,,31,Vancouver,Pacific Central Station,
direct,3/2/2019,15:20,Seattle,Westlake Station,,30,Vancouver,Pacific Central Station,
direct,3/2/2019,18:10,Seattle,Westlake Station,,32,Vancouver,Pacific Central Station,
direct,3/2/2019,18:20,Seattle,Westlake Station,,26,Vancouver,Pacific Central Station,
direct,3/1/2019,7:50,San Francisco,Transbay Terminal,,44,Las Vegas,Union Plaza,
direct,3/1/2019,9:30,San Francisco,Transbay Terminal,,50,Las Vegas,Union Plaza,
direct,3/1/2019,13:30,San Francisco,Transbay Terminal,,48,Las Vegas,Union Plaza,
direct,3/1/2019,15:30,San Francisco,Transbay Terminal,,51,Las Vegas,Union Plaza,
direct,3/1/2019,17:40,San Francisco,Transbay Terminal,,46,Las Vegas,Union Plaza,
direct,3/1/2019,19:00,San Francisco,Transbay Terminal,,53,Las Vegas,Union Plaza,
direct,3/9/2019,15:10,San Diego,El Cajon Bus Stop,,48,Las Vegas,Union Plaza,
direct,3/4/2019,6:00,New York,Penn Station,,36,Washington,Silver Spring Bus Stop,
direct,3/4/2019,6:20,New York,Penn Station,,36,Washington,Silver Spring Bus Stop,
direct,3/4/2019,6:50,New York,Penn Station,,43,Washington,Silver Spring Bus Stop,
direct,3/4/2019,7:40,New York,Penn Station,,35,Washington,Silver Spring Bus Stop,
direct,3/4/2019,7:50,New York,Penn Station,,41,Washington,Silver Spring Bus Stop,
direct,3/4/2019,10:10,New York,Penn Station,,36,Washington,Silver Spring Bus Stop,
direct,3/4/2019,14:40,New York,Penn Station,,40,Washington,Silver Spring Bus Stop,
direct,3/4/2019,17:20,New York,Penn Station,,36,Washington,Silver Spring Bus Stop,
direct,3/3/2019,6:00,New York,Penn Station,,33,Washington,Silver Spring Bus Stop,
direct,3/3/2019,6:20,New York,Penn Station,,32,Washington,Silver Spring Bus Stop,
direct,3/3/2019,6:50,New York,Penn Station,,41,Washington,Silver Spring Bus Stop,
direct,3/3/2019,7:40,New York,Penn Station,,32,Washington,Silver Spring Bus Stop,
direct,3/3/2019,7:50,New York,Penn Station,,42,Washington,Silver Spring Bus Stop,
direct,3/3/2019,10:10,New York,Penn Station,,35,Washington,Silver Spring Bus Stop,
direct,3/3/2019,14:40,New York,Penn Station,,34,Washington,Silver Spring Bus Stop,
direct,3/3/2019,17:20,New York,Penn Station,,38,Washington,Silver Spring Bus Stop,
direct,3/5/2019,6:40,Los Angeles,North Hollywood Station,,49,San Francisco,Transbay Terminal,
direct,3/5/2019,7:30,Los Angeles,North Hollywood Station,,46,San Francisco,Transbay Terminal,
direct,3/5/2019,8:40,Los Angeles,North Hollywood Station,,49,San Francisco,Transbay Terminal,
direct,3/5/2019,9:00,Los Angeles,North Hollywood Station,,47,San Francisco,Transbay Terminal,
direct,3/5/2019,10:40,Los Angeles,North Hollywood Station,,41,San Francisco,Transbay Terminal,
direct,3/5/2019,11:40,Los Angeles,North Hollywood Station,,45,San Francisco,Transbay Terminal,
direct,3/5/2019,13:00,Los Angeles,North Hollywood Station,,58,San Francisco,Transbay Terminal,
direct,3/5/2019,13:10,Los Angeles,North Hollywood Station,,45,San Francisco,Transbay Terminal,
direct,3/5/2019,17:50,Los Angeles,North Hollywood Station,,47,San Francisco,Transbay Terminal,
direct,3/5/2019,18:00,Los Angeles,North Hollywood Station,,50,San Francisco,Transbay Terminal,
direct,3/2/2019,7:00,Portland,SW Arthur & 1st,,30,Seattle,Westlake Station,
direct,3/2/2019,11:20,Portland,SW Arthur & 1st,,29,Seattle,Westlake Station,
direct,3/2/2019,11:50,Portland,SW Arthur & 1st,,29,Seattle,Westlake Station,
direct,3/2/2019,12:20,Portland,SW Arthur & 1st,,32,Seattle,Westlake Station,
direct,3/2/2019,12:30,Portland,SW Arthur & 1st,,33,Seattle,Westlake Station,
direct,3/2/2019,12:40,Portland,SW Arthur & 1st,,29,Seattle,Westlake Station,
direct,3/2/2019,16:10,Portland,SW Arthur & 1st,,29,Seattle,Westlake Station,
direct,3/2/2019,17:30,Portland,SW Arthur & 1st,,32,Seattle,Westlake Station,
direct,3/2/2019,18:30,Portland,SW Arthur & 1st,,30,Seattle,Westlake Station,
direct,3/2/2019,19:00,Portland,SW Arthur & 1st,,28,Seattle,Westlake Station,
direct,3/2/2019,7:40,Vancouver,Pacific Central Station,,27,Seattle,Westlake Station,
direct,3/2/2019,9:10,Vancouver,Pacific Central Station,,28,Seattle,Westlake Station,
direct,3/2/2019,13:10,Vancouver,Pacific Central Station,,30,Seattle,Westlake Station,
direct,3/2/2019,13:40,Vancouver,Pacific Central Station,,26,Seattle,Westlake Station,
direct,3/2/2019,15:00,Vancouver,Pacific Central Station,,24,Seattle,Westlake Station,
direct,3/2/2019,15:20,Vancouver,Pacific Central Station,,25,Seattle,Westlake Station,
direct,3/2/2019,15:40,Vancouver,Pacific Central Station,,29,Seattle,Westlake Station,
direct,3/2/2019,16:10,Vancouver,Pacific Central Station,,24,Seattle,Westlake Station,
direct,3/2/2019,17:40,Vancouver,Pacific Central Station,,31,Seattle,Westlake Station,
direct,3/2/2019,18:20,Vancouver,Pacific Central Station,,25,Seattle,Westlake Station,
direct,3/4/2019,9:00,Philadelphia,10th and Filbert,,24,New York,Penn Station,
direct,3/4/2019,10:10,Philadelphia,10th and Filbert,,21,New York,Penn Station,
direct,3/4/2019,12:30,Philadelphia,10th and Filbert,,21,New York,Penn Station,
direct,3/4/2019,13:10,Philadelphia,10th and Filbert,,26,New York,Penn Station,
direct,3/4/2019,13:50,Philadelphia,10th and Filbert,,25,New York,Penn Station,
direct,3/4/2019,18:00,Philadelphia,10th and Filbert,,22,New York,Penn Station,
direct,3/4/2019,6:20,Philadelphia,10th and Filbert,,29,Washington,Silver Spring Bus Stop,
direct,3/4/2019,10:00,Philadelphia,10th and Filbert,,28,Washington,Silver Spring Bus Stop,
direct,3/4/2019,11:10,Philadelphia,10th and Filbert,,26,Washington,Silver Spring Bus Stop,
direct,3/4/2019,14:30,Philadelphia,10th and Filbert,,26,Washington,Silver Spring Bus Stop,
direct,3/4/2019,14:40,Philadelphia,10th and Filbert,,27,Washington,Silver Spring Bus Stop,
direct,3/4/2019,17:10,Philadelphia,10th and Filbert,,32,Washington,Silver Spring Bus Stop,
direct,3/4/2019,18:50,Philadelphia,10th and Filbert,,31,Washington,Silver Spring Bus Stop,
direct,3/4/2019,19:20,Philadelphia,10th and Filbert,,29,Washington,Silver Spring Bus Stop,
direct,3/3/2019,7:40,Vancouver,Pacific Central Station,,30,Seattle,Westlake Station,
direct,3/3/2019,9:10,Vancouver,Pacific Central Station,,29,Seattle,Westlake Station,
direct,3/3/2019,13:10,Vancouver,Pacific Central Station,,28,Seattle,Westlake Station,
direct,3/3/2019,13:40,Vancouver,Pacific Central Station,,29,Seattle,Westlake Station,
direct,3/3/2019,15:00,Vancouver,Pacific Central Station,,31,Seattle,Westlake Station,
direct,3/3/2019,15:20,Vancouver,Pacific Central Station,,28,Seattle,Westlake Station,
direct,3/3/2019,15:40,Vancouver,Pacific Central Station,,24,Seattle,Westlake Station,
direct,3/3/2019,16:10,Vancouver,Pacific Central Station,,25,Seattle,Westlake Station,
direct,3/3/2019,17:40,Vancouver,Pacific Central Station,,27,Seattle,Westlake Station,
direct,3/3/2019,18:20,Vancouver,Pacific Central Station,,29,Seattle,Westlake Station,
direct,3/3/2019,7:00,Portland,SW Arthur & 1st,,30,Seattle,Westlake Station,
direct,3/3/2019,11:20,Portland,SW Arthur & 1st,,29,Seattle,Westlake Station,
direct,3/3/2019,11:50,Portland,SW Arthur & 1st,,28,Seattle,Westlake Station,
direct,3/3/2019,12:20,Portland,SW Arthur & 1st,,32,Seattle,Westlake Station,
direct,3/3/2019,12:30,Portland,SW Arthur & 1st,,36,Seattle,Westlake Station,
direct,3/3/2019,12:40,Portland,SW Arthur & 1st,,27,Seattle,Westlake Station,
direct,3/3/2019,16:10,Portland,SW Arthur & 1st,,29,Seattle,Westlake Station,
