attraction_name,category,free_entry,good_for_kids,location,phone_number
Jardin des Plantes,Park,TRUE,TRUE,Paris,1 40 79 54 48
La Villette,Park,FALSE,TRUE,Paris,1 40 03 75 75
Luxembourg Gardens,Park,TRUE,TRUE,Paris,1 42 34 23 62
Parc Andre Citroen,Park,FALSE,TRUE,Paris,1 53 98 73 84
Parc Monceau,Park,FALSE,TRUE,Paris,1 42 27 39 56
Parc Montsouris,Park,FALSE,TRUE,Paris,1 53 90 67 14
30 St Mary Axe (The Gherkin),Historical Landmark,FALSE,TRUE,London,20 7071 5029
Admiralty Arch,Historical Landmark,FALSE,TRUE,London,20 7276 5000
Alexandra Palace,Performing Arts Venue,TRUE,FALSE,London,20 8365 2121
All Souls Langham Place,Place of Worship,TRUE,TRUE,London,20 7580 3522
Apsley House,Museum,FALSE,TRUE,London,1793 414926
ArcelorMittal Orbit,Historical Landmark,FALSE,FALSE,London,333 800 8099
Arenes de Lutece,Historical Landmark,FALSE,FALSE,Paris,1 45 35 02 56
Ballon Generali,Tourist Attraction,FALSE,TRUE,Paris,1 44 26 20 00
Bois de Vincennes,Park,FALSE,TRUE,Paris,1 49 57 15 15
Les Deux Plateaux,Historical Landmark,TRUE,TRUE,Paris,1 88 33 03 85
Les Invalides,Historical Landmark,TRUE,TRUE,Paris,1 44 42 38 77
Pyramide Inversee,Historical Landmark,FALSE,TRUE,Paris,1 40 20 53 17
Barbican Conservatory,Park,TRUE,TRUE,London,20 7638 4141
Choco-Story Paris - Musee du Chocolat,Museum,TRUE,FALSE,Paris,1 42 29 68 60
Cite de l'economie et de la monnaie,Museum,TRUE,FALSE,Paris,1 86 47 10 10
Conciergerie,Museum,FALSE,TRUE,Paris,1 53 40 60 80
Grand Palais,Museum,FALSE,TRUE,Paris,1 44 13 17 17
Aga Khan Museum,Museum,TRUE,TRUE,Toronto,416-646-4677
Allan Gardens,Park,TRUE,TRUE,Toronto,416-392-7288
Ashbridge's Bay,Park,TRUE,TRUE,Toronto,416-392-2489
Christie Pits,Park,TRUE,TRUE,Toronto,416-338-4386
EdgeWalk at the CN Tower,Tourist Attraction,TRUE,TRUE,Toronto,416-601-3833
Edwards Gardens,Park,TRUE,FALSE,Toronto,416-392-8188
Friends of Guild Park & Gardens,Park,TRUE,FALSE,Toronto,416-392-2489
Harbourfront Centre,Performing Arts Venue,TRUE,FALSE,Toronto,416-973-4000
Dolby Theatre,Performing Arts Venue,TRUE,FALSE,Los Angeles,323-308-6300
Skirball Cultural Center,Performing Arts Venue,TRUE,TRUE,Los Angeles,310-440-4500
Walt Disney Concert Hall,Performing Arts Venue,TRUE,TRUE,Los Angeles,323-850-2000
56 Signers of the Declaration of Independence Memorial,Nature Preserve,FALSE,TRUE,Washington D.C.,202-426-6841
Cathedral of St. Matthew the Apostle,Place of Worship,TRUE,FALSE,Washington D.C.,202-347-3215
Ford's Theatre,Performing Arts Venue,FALSE,FALSE,Washington D.C.,202-347-4833
Franklin Delano Roosevelt Memorial,Historical Landmark,TRUE,TRUE,Washington D.C.,202-376-6704
Georgetown Park,Nature Preserve,TRUE,TRUE,Washington D.C.,202-895-6000
"Hillwood Estate, Museum & Gardens",Museum,FALSE,TRUE,Washington D.C.,202-686-5807
Hirshhorn Museum,Museum,FALSE,TRUE,Washington D.C.,202-633-1000
Kenilworth Park & Aquatic Gardens,Nature Preserve,TRUE,FALSE,Washington D.C.,202-692-6080
Bazylika Archikatedralna w Warszawie p.w. Meczenstwa sw. Jana Chrzciciela,Place of Worship,FALSE,TRUE,Warsaw,22 831 02 89
Center for Biological Diversity Conservation in Powsin,Park,FALSE,TRUE,Warsaw,22 648 38 56
Center for Contemporary Art Ujazdowski Castle,Museum,TRUE,TRUE,Warsaw,22 628 12 71
City Zoological Garden in Warsaw,Nature Preserve,FALSE,TRUE,Warsaw,22 619 40 41
Copernicus Science Centre,Museum,TRUE,TRUE,Warsaw,22 596 41 00
Culture Park in Powsin,Park,TRUE,TRUE,Warsaw,22 648 48 11
Fryderyk Chopin Museum,Museum,TRUE,TRUE,Warsaw,22 441 61 91
Holy Cross Church,Place of Worship,TRUE,TRUE,Warsaw,22 556 88 21
Kosciol Akademicki sw. Anny,Place of Worship,TRUE,TRUE,Warsaw,22 826 89 91
Moczydlo Park,Nature Preserve,TRUE,TRUE,Warsaw,22 162 73 40
Estanquillo Museum,Museum,TRUE,TRUE,Mexico City,55 5521 3052
Former College of San Ildefonso,Museum,TRUE,TRUE,Mexico City,55 3602 0000
Interactive Museum of Economics,Museum,TRUE,TRUE,Mexico City,55 5130 4600
Memory and Tolerance Museum,Museum,FALSE,TRUE,Mexico City,55 5130 5555
Museo Casa Estudio Diego Rivera and Frida Kahlo,Museum,FALSE,FALSE,Mexico City,55 8647 5470
Museo Dolores Olmedo,Museum,FALSE,TRUE,Mexico City,55 5555 1221
City of Fashion and Design,Performing Arts Venue,TRUE,TRUE,Paris,1 76 77 25 30
Grevin Museum,Museum,TRUE,TRUE,Paris,1 47 70 85 05
Homme Museum,Museum,TRUE,TRUE,Paris,1 44 05 72 92
Acuario Inbursa,Nature Preserve,TRUE,FALSE,Mexico City,55 5395 4586
Casa Lamm Cultural Center,Performing Arts Venue,FALSE,TRUE,Mexico City,55 5525 3938
Central de Abastos Iztapalapa,Shopping Area,TRUE,TRUE,Mexico City,55 5600 6248
Centro Deportivo Chapultepec,Sports Venue,FALSE,TRUE,Mexico City,55 5254 3232
Diana the Huntress Fountain,Historical Landmark,FALSE,FALSE,Mexico City,800 008 9090
Maritime Museum of San Diego,Museum,TRUE,TRUE,San Diego,619-234-9153
San Diego Air & Space Museum,Museum,TRUE,TRUE,San Diego,619-234-8291
San Diego Natural History Museum,Museum,TRUE,TRUE,San Diego,877-946-7797
The San Diego Museum of Art,Museum,TRUE,TRUE,San Diego,619-232-7931
Design Museum,Museum,TRUE,TRUE,London,20 7403 6933
Geffrye Museum of the Home,Museum,TRUE,TRUE,London,20 7739 8543
Golden Hinde,Museum,TRUE,TRUE,London,20 7403 0123
Horniman Museum and Gardens,Museum,TRUE,TRUE,London,20 8699 1872
House of Illustration,Museum,TRUE,TRUE,London,20 3696 2020
Le Village Royal,Shopping Area,TRUE,TRUE,Paris,1 53 43 30 30
Angels Flight Railway,Historical Landmark,TRUE,TRUE,Los Angeles,213-626-1901
Autry Museum of the American West,Museum,FALSE,TRUE,Los Angeles,323-667-2000
Battleship USS Iowa Museum,Museum,TRUE,TRUE,Los Angeles,877-446-9261
Bradbury Building,Historical Landmark,FALSE,TRUE,Los Angeles,213-626-1893
California African American Museum,Museum,TRUE,FALSE,Los Angeles,213-744-7432
Cathedral of Our Lady of the Angels,Place of Worship,TRUE,FALSE,Los Angeles,213-680-5200
Alki Beach Park,Park,FALSE,TRUE,Seattle,206-684-4075
Bill Speidel's Underground Tour,Tourist Attraction,TRUE,TRUE,Seattle,206-682-4646
Burke Museum of Natural History and Culture,Museum,TRUE,TRUE,Seattle,206-685-3861
Carkeek Park,Park,TRUE,TRUE,Seattle,206-684-0877
Discovery Park,Park,FALSE,TRUE,Seattle,206-386-4236
Frye Art Museum,Museum,FALSE,TRUE,Seattle,206-223-1707
Gum Wall,Tourist Attraction,TRUE,TRUE,Seattle,206-587-2414
Kubota Garden,Park,FALSE,TRUE,Seattle,206-725-5060
Aquaria KLCC,Nature Preserve,TRUE,TRUE,Kuala Lumpur,3-2333 1888
Central Market Kuala Lumpur,Shopping Area,FALSE,TRUE,Kuala Lumpur,1-300-22-8688
Federal Territory Mosque,Place of Worship,FALSE,TRUE,Kuala Lumpur,3-6201 8791
ICC Pudu,Shopping Area,FALSE,TRUE,Kuala Lumpur,3-2111 1111
Jamek Mosque,Place of Worship,TRUE,FALSE,Kuala Lumpur,3-2691 2829
Kuala Lumpur Butterfly Park,Park,TRUE,TRUE,Kuala Lumpur,3-2693 4799
Menara Kuala Lumpur,Tourist Attraction,TRUE,TRUE,Kuala Lumpur,3-2034 2609
National Museum of Malaysia,Museum,FALSE,TRUE,Kuala Lumpur,3-2282 6255
Air And Space Museum,Museum,FALSE,TRUE,Rio de Janeiro,21 2157-2895
Aquario Marinho do Rio de Janeiro,Nature Preserve,TRUE,TRUE,Rio de Janeiro,21 2042-5312
Catedral Metropolitana de Sao Sebastiao do Rio de Janeiro,Place of Worship,FALSE,TRUE,Rio de Janeiro,21 2240-2669
Catete Palace,Museum,TRUE,TRUE,Rio de Janeiro,21 2127-0324
Cidade das Artes,Performing Arts Venue,FALSE,TRUE,Rio de Janeiro,21 3325-0102
Flamengo Park,Park,FALSE,TRUE,Rio de Janeiro,21 96967-9339
Fundicao Progresso,Performing Arts Venue,FALSE,TRUE,Rio de Janeiro,21 3212-0800
Maracana,Sports Venue,FALSE,TRUE,Rio de Janeiro,800 062 7222
Modern Art Museum,Museum,TRUE,TRUE,Rio de Janeiro,21 3883-5600
Municipal Theater of Rio de Janeiro,Performing Arts Venue,TRUE,TRUE,Rio de Janeiro,21 2332-9009
Akshardham,Place of Worship,FALSE,TRUE,Delhi,11 4344 2344
Adventure Island,Theme Park,TRUE,TRUE,Delhi,83770 02902
Kashmiri Gate,Historical Landmark,TRUE,TRUE,Delhi,11 2397 9261
Khan Market,Shopping Area,TRUE,TRUE,Delhi,85275 33160
National Gallery of Modern Art,Museum,TRUE,TRUE,Delhi,11 2338 2835
National War Memorial,Nature Preserve,TRUE,TRUE,Delhi,11 2338 8553
Raj Ghat,Historical Landmark,TRUE,TRUE,Delhi,11 2567 5609
Fun N Food Village,Theme Park,FALSE,TRUE,Delhi,99900 06518
Humayun's Tomb,Historical Landmark,FALSE,TRUE,Delhi,11 2435 5275
India Gate,Historical Landmark,FALSE,TRUE,Delhi,11 2336 5358
Jama Masjid,Place of Worship,FALSE,FALSE,Delhi,11 2326 8344
Jhandewalan Temple,Place of Worship,FALSE,FALSE,Delhi,11 2353 9977
Just Chill Water Park,Theme Park,FALSE,TRUE,Delhi,99104 99774
Balboa Park,Park,FALSE,FALSE,San Diego,619-239-0512
Belmont Park,Theme Park,TRUE,TRUE,San Diego,858-228-9283
Fiesta Island Park,Park,FALSE,TRUE,San Diego,619-525-8213
Japanese Friendship Garden,Park,TRUE,TRUE,San Diego,619-232-2721
Journey to Atlantis,Theme Park,FALSE,TRUE,San Diego,619-222-4732
La Jolla Shores Park,Park,FALSE,FALSE,San Diego,619-221-8899
Korean Friendship Bell,Historical Landmark,TRUE,TRUE,Los Angeles,310-548-7705
360 CHICAGO,Tourist Attraction,FALSE,TRUE,Chicago,888-875-8439
Big Bus Tours Chicago (Tours begin at 98 E. Upper Wacker Dr.),Tourist Attraction,TRUE,TRUE,Chicago,877-285-4796
Chicago History Museum,Museum,FALSE,TRUE,Chicago,800-526-0857
Chicago Riverwalk,Park,FALSE,TRUE,Chicago,877-300-6746
Chicago Water Tower,Tourist Attraction,FALSE,TRUE,Chicago,312-742-0808
DuSable Museum of African American History,Museum,TRUE,TRUE,Chicago,773-947-0600
Frederick C. Robie House,Museum,TRUE,TRUE,Chicago,312-994-4000
Fenton House,Historical Landmark,TRUE,TRUE,London,20 7435 3471
Guildhall,Historical Landmark,FALSE,TRUE,London,20 7606 3030
London Wall,Historical Landmark,FALSE,TRUE,London,370 333 1181
Millennium Bridge,Historical Landmark,TRUE,TRUE,London,20 7606 3030
Old Royal Naval College,Historical Landmark,TRUE,TRUE,London,20 8269 4799
The London Dungeon,Historical Landmark,TRUE,TRUE,London,20 7654 0809
The Shard,Historical Landmark,FALSE,TRUE,London,844 499 7111
Cambridge Theatre,Performing Arts Venue,TRUE,TRUE,London,20 7087 7745
Dominion Theatre,Performing Arts Venue,TRUE,TRUE,London,845 200 7982
ExCeL London,Performing Arts Venue,FALSE,TRUE,London,20 7055 1920
Leicester Square,Performing Arts Venue,FALSE,TRUE,London,20 7734 4507
Royal Albert Hall,Performing Arts Venue,FALSE,TRUE,London,20 7589 8212
Royal Opera House,Performing Arts Venue,FALSE,TRUE,London,20 7212 9254
Battersea Park,Park,FALSE,TRUE,London,20 8871 7530
Brockwell Park,Park,TRUE,FALSE,London,20 7926 9000
Burgess Park,Park,FALSE,TRUE,London,20 7525 2000
Chelsea Physic Garden,Park,FALSE,TRUE,London,20 7352 5646
Crystal Palace Park,Park,FALSE,FALSE,London,300 303 8658
Dukes Meadows,Park,FALSE,TRUE,London,20 8994 3314
Finsbury Park,Park,FALSE,TRUE,London,20 8489 1000
Garden at Buckingham Palace,Park,FALSE,TRUE,London,20 7930 4832
Art Gallery of Ontario,Museum,FALSE,TRUE,Toronto,877-225-4246
BAPS Shri Swaminarayan Mandir,Place of Worship,FALSE,TRUE,Toronto,416-798-2277
Brookfield Place,Shopping Area,FALSE,TRUE,Toronto,416-777-6480
Centennial Park,Park,FALSE,TRUE,Toronto,416-394-8750
California Academy of Sciences,Museum,FALSE,TRUE,San Francisco,415-379-8000
Cartoon Art Museum,Museum,TRUE,TRUE,San Francisco,415-227-8666
Children's Creativity Museum,Museum,TRUE,TRUE,San Francisco,415-820-3320
Exploratorium,Museum,FALSE,TRUE,San Francisco,415-528-4444
Madame Tussauds,Museum,TRUE,TRUE,San Francisco,415-757-2707
Museum of the African Diaspora,Museum,TRUE,TRUE,San Francisco,415-358-7252
USS Pampanito,Museum,TRUE,TRUE,San Francisco,415-775-1943
Long Beach Museum of Art,Museum,FALSE,FALSE,Long Beach,800-708-2538
Museum of Latin American Art (MOLAA),Museum,TRUE,FALSE,Long Beach,562-437-1689
Lincoln Memorial,Historical Landmark,TRUE,TRUE,Washington D.C.,202-426-6841
National Academy of Sciences,Historical Landmark,TRUE,TRUE,Washington D.C.,202-334-2000
Thomas Jefferson Memorial,Historical Landmark,TRUE,TRUE,Washington D.C.,202-426-6841
"Gladstone Park, London",Park,TRUE,TRUE,London,20 8937 1234
Green Park,Park,TRUE,TRUE,London,20 7839 7639
Highbury Fields,Park,TRUE,TRUE,London,20 7527 2000
Holland Park,Park,TRUE,TRUE,London,20 7602 2226
Hyde Park,Park,TRUE,TRUE,London,300 061 2000
Saint Dunstan in the East Church Garden,Park,TRUE,TRUE,London,20 7374 4127
Bo-Kaap,Museum,TRUE,TRUE,Cape Town,21 481 3938
Cape Town Stadium,Sports Venue,FALSE,TRUE,Cape Town,21 417 0120
Cape of Good Hope,Nature Preserve,FALSE,TRUE,Cape Town,21 780 9526
District Six Museum,Museum,TRUE,TRUE,Cape Town,21 466 7200
Kirstenbosch National Botanical Garden,Park,TRUE,TRUE,Cape Town,21 799 8783
Oranjezicht City Farm - Market,Shopping Area,TRUE,TRUE,Cape Town,83 628 3426
Rush Trampoline Park,Sports Venue,TRUE,TRUE,Cape Town,21 683 3841
Two Oceans Aquarium,Nature Preserve,TRUE,TRUE,Cape Town,21 418 3823
Zeitz Museum of Contemporary Art Africa,Museum,FALSE,TRUE,Cape Town,87 350 4777
9/11 Tribute Museum,Museum,FALSE,TRUE,New York,866-737-1184
American Folk Art Museum,Museum,FALSE,TRUE,New York,212-595-9533
American Museum of Natural History,Museum,FALSE,TRUE,New York,212-769-5100
Brooklyn Museum,Museum,FALSE,TRUE,New York,718-638-5000
David Zwirner,Museum,TRUE,TRUE,New York,212-727-2070
El Museo del Barrio,Museum,FALSE,TRUE,New York,917-634-0340
Gavin Brown's enterprise,Museum,FALSE,TRUE,New York,212-627-5258
ANZ Stadium,Sports Venue,TRUE,TRUE,Sydney,2 8765 2000
Art Gallery of New South Wales,Museum,FALSE,TRUE,Sydney,2 9225 1700
Australian National Maritime Museum,Museum,TRUE,TRUE,Sydney,2 9298 3777
"Bicentennial Park, Homebush Bay",Park,TRUE,TRUE,Sydney,2 9714 7888
Bondi to Bronte Coastal Walk,Tourist Attraction,FALSE,TRUE,Sydney,406 333 665
Bondi to Coogee Walk,Tourist Attraction,TRUE,TRUE,Sydney,481 865 553
BridgeClimb Sydney,Tourist Attraction,FALSE,TRUE,Sydney,2 8274 7777
Capitol Theatre,Performing Arts Venue,FALSE,TRUE,Sydney,2 9320 5000
Arizona Capitol Museum,Museum,FALSE,TRUE,Phoenix,602-926-3620
Arizona Science Center,Museum,TRUE,TRUE,Phoenix,602-716-2000
Castles N' Coasters,Theme Park,FALSE,TRUE,Phoenix,602-997-7575
Desert Botanical Garden,Park,FALSE,TRUE,Phoenix,480-941-1225
Dream City Church * Phoenix,Place of Worship,TRUE,TRUE,Phoenix,602-867-7117
Encanto Park,Park,TRUE,FALSE,Phoenix,602-261-8991
Enchanted Island Amusement Park,Theme Park,FALSE,TRUE,Phoenix,602-254-1200
Heard Museum,Museum,TRUE,FALSE,Phoenix,602-252-8840
Hole in the Rock,Historical Landmark,FALSE,TRUE,Phoenix,602-495-5458
Exposition Park,Park,FALSE,TRUE,Los Angeles,213-744-7458
Grand Park,Park,TRUE,TRUE,Los Angeles,213-972-8080
Lake Hollywood Park,Park,FALSE,TRUE,Los Angeles,818-243-1145
Runyon Canyon Park,Park,TRUE,TRUE,Los Angeles,818-243-1145
Los Angeles County Museum of Art,Museum,TRUE,TRUE,Los Angeles,323-857-6000
Museum of Death,Museum,FALSE,TRUE,Los Angeles,323-466-8011
Natural History Museum of Los Angeles County (NHM),Museum,TRUE,TRUE,Los Angeles,213-763-3499
92nd Street Y,Performing Arts Venue,FALSE,TRUE,New York,212-415-5500
Alley Pond Park,Park,TRUE,TRUE,New York,212-639-9675
Astoria Park,Park,TRUE,TRUE,New York,212-639-9675
Balto Statue,Tourist Attraction,FALSE,FALSE,New York,212-310-6600
Bayonne Bridge,Historical Landmark,FALSE,TRUE,New York,212-435-7000
Bethesda Terrace,Tourist Attraction,FALSE,TRUE,New York,212-310-6600
Bank of England Museum,Museum,FALSE,FALSE,London,20 3461 5545
Camden Arts Centre,Museum,FALSE,FALSE,London,20 7472 5500
Hoyt Arboretum,Park,TRUE,TRUE,Portland,503-865-8733
International Rose Test Garden,Park,FALSE,TRUE,Portland,503-823-3636
Laurelhurst Park,Park,TRUE,TRUE,Portland,503-823-2525
Mt Tabor Park,Park,TRUE,TRUE,Portland,503-823-7529
Oaks Amusement Park,Theme Park,TRUE,TRUE,Portland,503-233-5777
Oregon Zoo,Nature Preserve,FALSE,TRUE,Portland,503-226-1561
Pioneer Courthouse Square,Park,TRUE,TRUE,Portland,503-223-1613
Portland Art Museum,Museum,FALSE,TRUE,Portland,503-276-4249
Museum of Contemporary Art Australia,Museum,FALSE,TRUE,Sydney,2 9245 2400
Museum of Sydney,Museum,TRUE,TRUE,Sydney,2 9251 5988
Powerhouse Museum,Museum,TRUE,TRUE,Sydney,2 9217 0111
Sydney Jewish Museum,Museum,FALSE,TRUE,Sydney,2 9360 7999
White Rabbit Gallery,Museum,TRUE,FALSE,Sydney,2 8399 2867
One Liberty Observation Deck,Tourist Attraction,TRUE,FALSE,Philadelphia,215-561-3325
Rocky Steps,Tourist Attraction,TRUE,TRUE,Philadelphia,215-763-8100
Angel Stadium of Anaheim,Sports Venue,TRUE,TRUE,Anaheim,714-940-2000
Cars Land,Tourist Attraction,TRUE,TRUE,Anaheim,714-781-4565
Disney California Adventure Park,Theme Park,FALSE,TRUE,Anaheim,714-781-7290
Disneyland Park,Theme Park,TRUE,TRUE,Anaheim,714-781-4636
Downtown Disney District,Tourist Attraction,TRUE,TRUE,Anaheim,714-781-4565
Honda Center,Sports Venue,TRUE,TRUE,Anaheim,714-704-2400
Matterhorn Bobsleds,Theme Park,TRUE,TRUE,Anaheim,714-781-4565
Mickey's Toontown,Tourist Attraction,FALSE,TRUE,Anaheim,714-781-4636
Pixar Pier,Tourist Attraction,TRUE,FALSE,Anaheim,714-781-4636
Alcatraz,Historical Landmark,TRUE,TRUE,San Francisco,415-561-4900
Coit Tower,Historical Landmark,FALSE,TRUE,San Francisco,415-249-0995
Ferry Plaza Farmers Market,Shopping Area,FALSE,TRUE,San Francisco,415-291-3276
Bloedel Conservatory,Park,FALSE,FALSE,Vancouver,604-257-8584
FlyOver Canada,Theme Park,FALSE,TRUE,Vancouver,855-463-4822
Jericho Beach,Park,FALSE,TRUE,Vancouver,604-873-7000
John Hendry Park,Park,TRUE,TRUE,Vancouver,604-873-7000
Museum of Vancouver,Museum,TRUE,TRUE,Vancouver,604-736-4431
Playland / PNE Events,Theme Park,TRUE,TRUE,Vancouver,604-253-2311
"Queen Elizabeth Park, British Columbia",Park,TRUE,TRUE,Vancouver,604-873-7000
Science World at TELUS World of Science,Museum,TRUE,FALSE,Vancouver,604-443-7440
Aquarium of the Pacific,Nature Preserve,FALSE,FALSE,Long Beach,562-590-3100
Earl Burns Miller Japanese Garden,Park,TRUE,TRUE,Long Beach,562-985-8885
El Dorado Nature Center,Park,FALSE,TRUE,Long Beach,562-570-3100
Harry Bridges Memorial Park,Park,TRUE,TRUE,Long Beach,562-570-5333
Rosie's Dog Beach,Park,TRUE,TRUE,Long Beach,562-570-3100
The Queen Mary,Historical Landmark,TRUE,TRUE,Long Beach,877-342-0738
Museo Jumex,Museum,FALSE,TRUE,Mexico City,55 5395 2615
Sydney Harbour Bridge,Historical Landmark,FALSE,FALSE,Sydney,2 8274 7777
Lan Su Chinese Garden,Park,FALSE,FALSE,Portland,503-228-8131
OMSI,Museum,TRUE,FALSE,Portland,503-797-4000
Bruce Lee and Brandon Lee Grave Sites,Tourist Attraction,TRUE,FALSE,Seattle,206-322-1582
Chihuly Garden and Glass,Museum,TRUE,FALSE,Seattle,206-753-4940
Fremont Troll,Historical Landmark,TRUE,FALSE,Seattle,206-684-2489
Blackbeard's Family Entertainment,Theme Park,TRUE,FALSE,Fresno,559-292-9000
Christmas Tree Lane,Tourist Attraction,FALSE,TRUE,Fresno,559-348-9200
Forestiere Underground Gardens,Historical Landmark,FALSE,FALSE,Fresno,559-271-0734
Koala Park Sanctuary Sydney,Nature Preserve,TRUE,FALSE,Sydney,2 9484 3141
Madame Tussauds Sydney,Tourist Attraction,TRUE,TRUE,Sydney,1800 205 851
Mrs Macquarie's Chair,Tourist Attraction,TRUE,TRUE,Sydney,2 9231 8111
Sunset Beach,Park,TRUE,TRUE,Vancouver,604-873-7000
The Orpheum,Performing Arts Venue,TRUE,TRUE,Vancouver,604-665-3035
VanDusen Botanical Garden,Park,TRUE,TRUE,Vancouver,604-257-8335
Vancouver Aquarium,Nature Preserve,TRUE,FALSE,Vancouver,604-659-3502
Al-Farooq Masjid,Place of Worship,TRUE,TRUE,Atlanta,678-886-3457
Atlanta Botanical Garden,Park,TRUE,TRUE,Atlanta,404-876-5859
CNN Studio Tours,Tourist Attraction,TRUE,TRUE,Atlanta,877-426-6868
Chick-fil-A College Football Hall of Fame,Museum,TRUE,FALSE,Atlanta,404-880-4800
Children's Museum of Atlanta,Museum,FALSE,FALSE,Atlanta,404-659-5437
Fox Theatre,Performing Arts Venue,TRUE,TRUE,Atlanta,800-651-2316
Chicago Cultural Center,Performing Arts Venue,FALSE,FALSE,Chicago,312-744-6630
Philadelphia Museum of Art,Museum,TRUE,TRUE,Philadelphia,215-763-8100
Simeone Foundation Automotive Museum,Museum,TRUE,TRUE,Philadelphia,215-365-7233
Parque El Batan,Park,FALSE,TRUE,Mexico City,55 5595 6337
Parque Hundido,Park,TRUE,TRUE,Mexico City,55 5605 4327
Parque Tezozomoc,Park,FALSE,TRUE,Mexico City,55 5382 7209
Korean War Veterans Memorial,Nature Preserve,FALSE,TRUE,Washington D.C.,202-426-6841
Madame Tussauds Washington DC,Tourist Attraction,FALSE,TRUE,Washington D.C.,202-942-7300
Tom McCall Waterfront Park,Park,FALSE,FALSE,Portland,503-823-7529
California State Capitol Museum,Museum,TRUE,FALSE,Sacramento,916-445-2841
California State Railroad Museum,Museum,TRUE,FALSE,Sacramento,916-323-9280
Crocker Art Museum,Museum,TRUE,TRUE,Sacramento,916-808-7000
Fairytale Town,Theme Park,FALSE,TRUE,Sacramento,916-808-5233
Old Sacramento Waterfront District,Historical Landmark,TRUE,TRUE,Sacramento,916-970-5226
Raging Waters Sacramento,Theme Park,TRUE,TRUE,Sacramento,916-924-3747
Sacramento Zoo,Nature Preserve,FALSE,TRUE,Sacramento,916-808-5888
Sutter's Fort State Historic Park,Nature Preserve,FALSE,TRUE,Sacramento,916-445-4422
Hurricane Harbor Phoenix,Theme Park,FALSE,TRUE,Phoenix,623-201-2000
Bronx Zoo,Nature Preserve,FALSE,FALSE,New York,718-367-1010
Castle Clinton National Monument,Nature Preserve,FALSE,TRUE,New York,212-344-7220
Central Park Zoo,Nature Preserve,TRUE,TRUE,New York,212-439-6500
Fort Tilden,Nature Preserve,FALSE,TRUE,New York,718-338-3799
New York Aquarium,Nature Preserve,FALSE,TRUE,New York,718-220-5100
Prospect Park Zoo,Nature Preserve,FALSE,TRUE,New York,718-399-7339
Queens Zoo,Nature Preserve,TRUE,TRUE,New York,718-271-1500
Riverbank State Park,Nature Preserve,TRUE,FALSE,New York,212-694-3600
Staten Island Zoo,Nature Preserve,TRUE,TRUE,New York,718-442-3101
Mission Beach,Park,TRUE,TRUE,San Diego,858-488-1549
Old Town San Diego State Historic Park,Nature Preserve,TRUE,TRUE,San Diego,619-220-5422
Lavatory,Museum,TRUE,FALSE,Phoenix,480-968-7895
Oasis Water Park,Theme Park,TRUE,TRUE,Phoenix,602-438-9000
Phoenix Zoo,Nature Preserve,TRUE,TRUE,Phoenix,602-286-3800
Brooklyn Botanic Garden,Park,TRUE,TRUE,New York,718-623-7200
Brooklyn Heights Promenade,Park,TRUE,TRUE,New York,212-639-9675
Carnegie Hall,Performing Arts Venue,TRUE,FALSE,New York,212-903-9765
Central Park Carousel,Theme Park,TRUE,TRUE,New York,212-439-6900
Circle Line Sightseeing Cruises,Tourist Attraction,TRUE,TRUE,New York,212-563-3200
Alte Nationalgalerie,Museum,FALSE,TRUE,Berlin,30 266424242
Altes Museum,Museum,FALSE,TRUE,Berlin,30 266424242
Berggruen Museum,Museum,TRUE,TRUE,Berlin,30 266424242
Berlin Museum of Medical History of the Charite,Museum,TRUE,TRUE,Berlin,30 450536156
Berlin Story Bunker,Museum,FALSE,TRUE,Berlin,30 26555546
Berlin-Hohenschonhausen Memorial,Museum,FALSE,TRUE,Berlin,30 98608230
Berlinische Galerie,Museum,TRUE,TRUE,Berlin,30 78902600
Bode Museum,Museum,TRUE,FALSE,Berlin,30 266424242
Brohan Museum,Museum,TRUE,TRUE,Berlin,30 32690600
Brucke Museum,Museum,FALSE,TRUE,Berlin,30 83900860
Bartram's Garden,Park,FALSE,TRUE,Philadelphia,215-729-5281
Benjamin Franklin Museum,Museum,FALSE,TRUE,Philadelphia,267-514-1522
Betsy Ross House,Historical Landmark,FALSE,FALSE,Philadelphia,215-686-1252
Blue Cross RiverRink,Sports Venue,TRUE,FALSE,Philadelphia,215-925-7465
Cira Green,Park,TRUE,TRUE,Philadelphia,267-295-9565
Eastern State Penitentiary,Museum,TRUE,FALSE,Philadelphia,215-236-5111
Elfreth's Alley,Historical Landmark,FALSE,TRUE,Philadelphia,215-574-0560
National Archives Museum,Museum,FALSE,TRUE,Washington D.C.,202-357-5000
National Gallery of Art,Museum,TRUE,TRUE,Washington D.C.,202-737-4215
National Geographic Museum,Museum,FALSE,TRUE,Washington D.C.,202-857-7700
National Museum of African American History and Culture,Museum,FALSE,TRUE,Washington D.C.,844-750-3012
Independence Park,Park,TRUE,FALSE,Chicago,773-478-3538
International Museum of Surgical Science,Museum,TRUE,TRUE,Chicago,312-642-6502
Lincoln Park Zoo,Nature Preserve,TRUE,TRUE,Chicago,312-742-2000
Millennium Park,Park,TRUE,TRUE,Chicago,312-742-1168
Ogrod Botaniczny Uniwersytetu Warszawskiego,Park,TRUE,FALSE,Warsaw,22 553 05 11
Lazienki Park,Park,TRUE,TRUE,Warsaw,504 243 783
Botanical Garden and Botanical Museum,Park,FALSE,FALSE,Berlin,30 83850100
