car_name,car_type,city,end_date,pickup_location,pickup_time,price_per_day,start_date,add_insurance
SEAT Leon,Hatchback,Fresno,2019-03-05,Fresno Station,12:30,25.00,2019-03-02,
Dodge Charger,Sedan,Fresno,2019-03-03,Fresno Yosemite International Airport,12:30,33.00,2019-03-02,
Ford Focus,Hatchback,Fresno,2019-03-03,Fresno Station,12:30,26.00,2019-03-02,
GMC Terrain,SUV,Fresno,2019-03-03,Fresno Station,12:30,41.00,2019-03-02,
Jaguar F-Pace,SUV,Fresno,2019-03-03,Fresno Yosemite International Airport,12:30,44.00,2019-03-02,
Kia Ceed,Hatchback,Fresno,2019-03-03,Fresno Station,12:30,28.00,2019-03-02,
Lexus GS,Sedan,Fresno,2019-03-03,Fresno Station,12:30,28.00,2019-03-02,
Mazda CX-5,SUV,Fresno,2019-03-03,Fresno Station,12:30,46.00,2019-03-02,
Peugeot 208,Hatchback,Fresno,2019-03-03,Fresno Yosemite International Airport,12:30,27.00,2019-03-02,
SEAT Cordoba,Sedan,Fresno,2019-03-03,Fresno Yosemite International Airport,12:30,35.00,2019-03-02,
Kia Ceed,Hatchback,,2019-03-03,Fresno Station,12:30,28.00,2019-03-02,False
Buick Regal Sportback,Sedan,Anaheim,2019-03-12,John Wayne Airport,12:00,33.00,2019-03-07,
Dacia Duster,SUV,Anaheim,2019-03-12,Anaheim Intermodal Center,12:00,48.00,2019-03-07,
Hyundai Ioniq,Sedan,Anaheim,2019-03-12,Anaheim Intermodal Center,12:00,31.00,2019-03-07,
Kia Ceed,Hatchback,Anaheim,2019-03-12,John Wayne Airport,12:00,30.00,2019-03-07,
Mazda 3,Hatchback,Anaheim,2019-03-12,John Wayne Airport,12:00,28.00,2019-03-07,
Peugeot 208,Hatchback,Anaheim,2019-03-12,John Wayne Airport,12:00,34.00,2019-03-07,
Renault Clio,Hatchback,Anaheim,2019-03-12,John Wayne Airport,12:00,31.00,2019-03-07,
Skoda Octavia,Sedan,Anaheim,2019-03-12,Anaheim Intermodal Center,12:00,31.00,2019-03-07,
Volvo S90,Sedan,Anaheim,2019-03-12,John Wayne Airport,12:00,38.00,2019-03-07,
Volvo S90,Sedan,,2019-03-12,John Wayne Airport,12:00,38.00,2019-03-07,False
Citroen C5,SUV,San Diego,2019-03-14,SAN International Airport,13:30,44.00,2019-03-12,
Hyundai Ioniq,Sedan,San Diego,2019-03-14,Santa Fe Depot,13:30,30.00,2019-03-12,
Jaguar F-Pace,SUV,San Diego,2019-03-14,Santa Fe Depot,13:30,45.00,2019-03-12,
Lexus GS,Sedan,San Diego,2019-03-14,SAN International Airport,13:30,33.00,2019-03-12,
Mazda 3,Hatchback,San Diego,2019-03-14,SAN International Airport,13:30,32.00,2019-03-12,
Mitsubishi Outlander,SUV,San Diego,2019-03-14,SAN International Airport,13:30,49.00,2019-03-12,
SEAT Cordoba,Sedan,San Diego,2019-03-14,Santa Fe Depot,13:30,30.00,2019-03-12,
SEAT Leon,Hatchback,San Diego,2019-03-14,SAN International Airport,13:30,26.00,2019-03-12,
Skoda Octavia,Sedan,San Diego,2019-03-14,SAN International Airport,13:30,36.00,2019-03-12,
Vauxhaull Astra,Hatchback,San Diego,2019-03-14,SAN International Airport,13:30,27.00,2019-03-12,
Mitsubishi Outlander,SUV,,2019-03-14,SAN International Airport,13:30,49.00,2019-03-12,False
Ford Focus,Hatchback,Paris,2019-03-10,Orly International Airport,10:30,27.00,2019-03-04,
Peugeot 208,Hatchback,Paris,2019-03-10,Orly International Airport,10:30,33.00,2019-03-04,
SEAT Leon,Hatchback,Paris,2019-03-10,Orly International Airport,10:30,26.00,2019-03-04,
Skoda Octavia,Sedan,Paris,2019-03-10,Orly International Airport,10:30,27.00,2019-03-04,
Volvo S90,Sedan,Paris,2019-03-10,Orly International Airport,10:30,39.00,2019-03-04,
Peugeot 208,Hatchback,,2019-03-10,Orly International Airport,10:30,53.00,2019-03-04,True
GMC Terrain,SUV,Fresno,2019-03-06,Fresno Station,10:30,43.00,2019-03-03,
Jaguar F-Pace,SUV,Fresno,2019-03-06,Fresno Station,10:30,41.00,2019-03-03,
Mazda CX-5,SUV,Fresno,2019-03-06,Fresno Station,10:30,44.00,2019-03-03,
GMC Terrain,SUV,,2019-03-06,Fresno Station,10:30,43.00,2019-03-03,False
Alfa Romeo Stelvio,SUV,Long Beach,2019-03-14,Downtown Station,14:00,45.00,2019-03-07,
Jaguar F-Pace,SUV,Long Beach,2019-03-14,Downtown Station,14:00,41.00,2019-03-07,
Vauxhaull Astra,Hatchback,Long Beach,2019-03-14,LGB Airport,14:00,31.00,2019-03-07,
Alfa Romeo Stelvio,SUV,,2019-03-14,Downtown Station,14:00,67.00,2019-03-07,True
Buick Regal Sportback,Sedan,Washington,2019-03-06,Union Station,17:00,29.00,2019-03-01,
SEAT Cordoba,Sedan,Washington,2019-03-06,Union Station,17:00,32.00,2019-03-01,
Skoda Octavia,Sedan,Washington,2019-03-06,Dulles International Airport,17:00,37.00,2019-03-01,
Subaru Impreza,Sedan,Washington,2019-03-06,Union Station,17:00,27.00,2019-03-01,
SEAT Cordoba,Sedan,,2019-03-06,Union Station,17:00,35.00,2019-03-01,False
Alfa Romeo Stelvio,SUV,Kuala Lumpur,2019-03-14,KLIA International Airport,16:30,35.00,2019-03-12,
Dacia Duster,SUV,Kuala Lumpur,2019-03-14,KLIA International Airport,16:30,32.00,2019-03-12,
Suzuki Grand Vitara,SUV,Kuala Lumpur,2019-03-14,KLIA International Airport,16:30,29.00,2019-03-12,
Suzuki Grand Vitara,SUV,,2019-03-14,KLIA International Airport,16:30,29.00,2019-03-12,False
Citroen C5,SUV,San Diego,2019-03-07,SAN International Airport,14:00,40.00,2019-03-02,
Jaguar F-Pace,SUV,San Diego,2019-03-07,Santa Fe Depot,14:00,42.00,2019-03-02,
Lexus GS,Sedan,San Diego,2019-03-07,SAN International Airport,14:00,34.00,2019-03-02,
Mitsubishi Outlander,SUV,San Diego,2019-03-07,SAN International Airport,14:00,53.00,2019-03-02,
SEAT Cordoba,Sedan,San Diego,2019-03-07,Santa Fe Depot,14:00,32.00,2019-03-02,
SEAT Leon,Hatchback,San Diego,2019-03-07,SAN International Airport,14:00,36.00,2019-03-02,
Skoda Octavia,Sedan,San Diego,2019-03-07,SAN International Airport,14:00,35.00,2019-03-02,
Volvo S90,Sedan,San Diego,2019-03-07,SAN International Airport,14:00,32.00,2019-03-02,
Mitsubishi Outlander,SUV,,2019-03-07,SAN International Airport,14:00,71.00,2019-03-02,True
Audi A8,Sedan,Vancouver,2019-03-06,Pacific Central Station,15:00,33.00,2019-03-04,
Dacia Duster,SUV,Vancouver,2019-03-06,YVR International Airport,15:00,42.00,2019-03-04,
Dodge Charger,Sedan,Vancouver,2019-03-06,Pacific Central Station,15:00,26.00,2019-03-04,
Ford Focus,Hatchback,Vancouver,2019-03-06,YVR International Airport,15:00,30.00,2019-03-04,
Jaguar F-Pace,SUV,Vancouver,2019-03-06,YVR International Airport,15:00,46.00,2019-03-04,
Kia Ceed,Hatchback,Vancouver,2019-03-06,Pacific Central Station,15:00,26.00,2019-03-04,
Mazda 3,Hatchback,Vancouver,2019-03-06,YVR International Airport,15:00,20.00,2019-03-04,
Nissan Qashqai,Hatchback,Vancouver,2019-03-06,Pacific Central Station,15:00,26.00,2019-03-04,
Peugeot 208,Hatchback,Vancouver,2019-03-06,YVR International Airport,15:00,28.00,2019-03-04,
SEAT Cordoba,Sedan,Vancouver,2019-03-06,Pacific Central Station,15:00,38.00,2019-03-04,
Subaru Impreza,Sedan,,2019-03-06,Pacific Central Station,15:00,33.00,2019-03-04,False
Dacia Duster,SUV,Los Angeles,2019-03-07,LAX International Airport,13:30,42.00,2019-03-06,
Fiat Panda,Hatchback,Los Angeles,2019-03-07,LAX International Airport,13:30,27.00,2019-03-06,
Ford Focus,Hatchback,Los Angeles,2019-03-07,Union Station,13:30,28.00,2019-03-06,
GMC Terrain,SUV,Los Angeles,2019-03-07,Union Station,13:30,39.00,2019-03-06,
Hyundai Ioniq,Sedan,Los Angeles,2019-03-07,LAX International Airport,13:30,34.00,2019-03-06,
Lexus GS,Sedan,Los Angeles,2019-03-07,Union Station,13:30,31.00,2019-03-06,
Mitsubishi Outlander,SUV,Los Angeles,2019-03-07,Union Station,13:30,44.00,2019-03-06,
Nissan Qashqai,Hatchback,Los Angeles,2019-03-07,LAX International Airport,13:30,29.00,2019-03-06,
Renault Clio,Hatchback,Los Angeles,2019-03-07,LAX International Airport,13:30,28.00,2019-03-06,
SEAT Cordoba,Sedan,Los Angeles,2019-03-07,Union Station,13:30,29.00,2019-03-06,
Skoda Kodiaq,SUV,,2019-03-07,LAX International Airport,13:30,37.00,2019-03-06,False
Dodge Charger,Sedan,Mexico City,2019-03-13,Benito Juarez International Airport,15:30,24.00,2019-03-12,
Hyundai Ioniq,Sedan,Mexico City,2019-03-13,Benito Juarez International Airport,15:30,20.00,2019-03-12,
Lexus GS,Sedan,Mexico City,2019-03-13,Estacion Buenavista,15:30,20.00,2019-03-12,
Skoda Octavia,Sedan,Mexico City,2019-03-13,Benito Juarez International Airport,15:30,23.00,2019-03-12,
Subaru Impreza,Sedan,Mexico City,2019-03-13,Benito Juarez International Airport,15:30,25.00,2019-03-12,
Volvo S90,Sedan,Mexico City,2019-03-13,Estacion Buenavista,15:30,20.00,2019-03-12,
Dodge Charger,Sedan,,2019-03-13,Benito Juarez International Airport,15:30,34.00,2019-03-12,True
Dacia Duster,SUV,Chicago,2019-03-13,Chicago Union Station,18:00,38.00,2019-03-12,
Dodge Charger,Sedan,Chicago,2019-03-13,O'Hare International Airport,18:00,38.00,2019-03-12,
Fiat Panda,Hatchback,Chicago,2019-03-13,O'Hare International Airport,18:00,31.00,2019-03-12,
GMC Terrain,SUV,Chicago,2019-03-13,O'Hare International Airport,18:00,44.00,2019-03-12,
Nissan Qashqai,Hatchback,Chicago,2019-03-13,Chicago Union Station,18:00,24.00,2019-03-12,
Peugeot 208,Hatchback,Chicago,2019-03-13,Chicago Union Station,18:00,29.00,2019-03-12,
SEAT Leon,Hatchback,Chicago,2019-03-13,O'Hare International Airport,18:00,27.00,2019-03-12,
Skoda Kodiaq,SUV,Chicago,2019-03-13,O'Hare International Airport,18:00,43.00,2019-03-12,
Subaru Impreza,Sedan,Chicago,2019-03-13,O'Hare International Airport,18:00,34.00,2019-03-12,
Vauxhaull Astra,Hatchback,Chicago,2019-03-13,Chicago Union Station,18:00,28.00,2019-03-12,
Dacia Duster,SUV,,2019-03-13,Chicago Union Station,18:00,38.00,2019-03-12,False
Audi A8,Sedan,Long Beach,2019-03-14,LGB Airport,17:00,33.00,2019-03-12,
Buick Regal Sportback,Sedan,Long Beach,2019-03-14,Downtown Station,17:00,29.00,2019-03-12,
Hyundai Ioniq,Sedan,Long Beach,2019-03-14,LGB Airport,17:00,28.00,2019-03-12,
Volvo S90,Sedan,Long Beach,2019-03-14,Downtown Station,17:00,25.00,2019-03-12,
Audi A8,Sedan,,2019-03-14,LGB Airport,17:00,33.00,2019-03-12,False
Audi A8,Sedan,London,2019-03-11,Heathrow International Airport,18:00,31.00,2019-03-06,
Citroen C5,SUV,London,2019-03-11,Heathrow International Airport,18:00,37.00,2019-03-06,
Dacia Duster,SUV,London,2019-03-11,Heathrow International Airport,18:00,51.00,2019-03-06,
GMC Terrain,SUV,London,2019-03-11,Heathrow International Airport,18:00,44.00,2019-03-06,
Lexus GS,Sedan,London,2019-03-11,Heathrow International Airport,18:00,34.00,2019-03-06,
Nissan Qashqai,Hatchback,London,2019-03-11,Heathrow International Airport,18:00,28.00,2019-03-06,
SEAT Cordoba,Sedan,London,2019-03-11,Heathrow International Airport,18:00,31.00,2019-03-06,
Volvo S90,Sedan,London,2019-03-11,Heathrow International Airport,18:00,34.00,2019-03-06,
Volvo S90,Sedan,,2019-03-11,Heathrow International Airport,18:00,52.00,2019-03-06,True
Citroen C5,SUV,Mexico City,2019-03-05,Benito Juarez International Airport,15:00,38.00,2019-03-03,
Dodge Charger,Sedan,Mexico City,2019-03-05,Benito Juarez International Airport,15:00,25.00,2019-03-03,
Fiat Panda,Hatchback,Mexico City,2019-03-05,Benito Juarez International Airport,15:00,18.00,2019-03-03,
GMC Terrain,SUV,Mexico City,2019-03-05,Benito Juarez International Airport,15:00,34.00,2019-03-03,
Hyundai Ioniq,Sedan,Mexico City,2019-03-05,Benito Juarez International Airport,15:00,25.00,2019-03-03,
Jaguar F-Pace,SUV,Mexico City,2019-03-05,Estacion Buenavista,15:00,32.00,2019-03-03,
Lexus GS,Sedan,Mexico City,2019-03-05,Estacion Buenavista,15:00,21.00,2019-03-03,
Mazda 3,Hatchback,Mexico City,2019-03-05,Estacion Buenavista,15:00,16.00,2019-03-03,
Mazda CX-5,SUV,Mexico City,2019-03-05,Benito Juarez International Airport,15:00,40.00,2019-03-03,
Mitsubishi Outlander,SUV,Mexico City,2019-03-05,Estacion Buenavista,15:00,32.00,2019-03-03,
Mazda CX-5,SUV,,2019-03-05,Benito Juarez International Airport,15:00,40.00,2019-03-03,False
Audi A8,Sedan,San Francisco,2019-03-05,Salesforce Transit Center,18:00,35.00,2019-03-04,
Buick Regal Sportback,Sedan,San Francisco,2019-03-05,Salesforce Transit Center,18:00,28.00,2019-03-04,
Jaguar F-Pace,SUV,San Francisco,2019-03-05,Salesforce Transit Center,18:00,37.00,2019-03-04,
Lexus GS,Sedan,San Francisco,2019-03-05,Salesforce Transit Center,18:00,29.00,2019-03-04,
Mazda 3,Hatchback,San Francisco,2019-03-05,Salesforce Transit Center,18:00,24.00,2019-03-04,
SEAT Cordoba,Sedan,San Francisco,2019-03-05,Salesforce Transit Center,18:00,31.00,2019-03-04,
Vauxhaull Astra,Hatchback,San Francisco,2019-03-05,Salesforce Transit Center,18:00,25.00,2019-03-04,
Buick Regal Sportback,Sedan,,2019-03-05,Salesforce Transit Center,18:00,38.00,2019-03-04,True
Citroen C5,SUV,San Diego,2019-03-06,SAN International Airport,15:00,36.00,2019-03-03,
Jaguar F-Pace,SUV,San Diego,2019-03-06,Santa Fe Depot,15:00,46.00,2019-03-03,
Mitsubishi Outlander,SUV,San Diego,2019-03-06,SAN International Airport,15:00,42.00,2019-03-03,
Citroen C5,SUV,San Diego,2019-03-06,SAN International Airport,15:00,45.00,2019-03-01,
Hyundai Ioniq,Sedan,San Diego,2019-03-06,Santa Fe Depot,15:00,28.00,2019-03-01,
Jaguar F-Pace,SUV,San Diego,2019-03-06,Santa Fe Depot,15:00,42.00,2019-03-01,
Mitsubishi Outlander,SUV,San Diego,2019-03-06,SAN International Airport,15:00,47.00,2019-03-01,
SEAT Leon,Hatchback,San Diego,2019-03-06,SAN International Airport,15:00,26.00,2019-03-01,
Skoda Octavia,Sedan,San Diego,2019-03-06,SAN International Airport,15:00,32.00,2019-03-01,
Vauxhaull Astra,Hatchback,San Diego,2019-03-06,SAN International Airport,15:00,31.00,2019-03-01,
Volvo S90,Sedan,San Diego,2019-03-06,SAN International Airport,15:00,33.00,2019-03-01,
Skoda Octavia,Sedan,,2019-03-06,Santa Fe Depot,15:00,50.00,2019-03-01,True
Audi A8,Sedan,Vancouver,2019-03-09,Pacific Central Station,15:00,30.00,2019-03-08,
Dacia Duster,SUV,Vancouver,2019-03-09,YVR International Airport,15:00,37.00,2019-03-08,
Dodge Charger,Sedan,Vancouver,2019-03-09,Pacific Central Station,15:00,27.00,2019-03-08,
Ford Focus,Hatchback,Vancouver,2019-03-09,YVR International Airport,15:00,26.00,2019-03-08,
Jaguar F-Pace,SUV,Vancouver,2019-03-09,YVR International Airport,15:00,41.00,2019-03-08,
Kia Ceed,Hatchback,Vancouver,2019-03-09,Pacific Central Station,15:00,24.00,2019-03-08,
Mazda 3,Hatchback,Vancouver,2019-03-09,YVR International Airport,15:00,28.00,2019-03-08,
Nissan Qashqai,Hatchback,Vancouver,2019-03-09,Pacific Central Station,15:00,26.00,2019-03-08,
Peugeot 208,Hatchback,Vancouver,2019-03-09,YVR International Airport,15:00,25.00,2019-03-08,
SEAT Cordoba,Sedan,Vancouver,2019-03-09,Pacific Central Station,15:00,30.00,2019-03-08,
Subaru Impreza,Sedan,,2019-03-09,Pacific Central Station,15:00,33.00,2019-03-08,False
Audi A8,Sedan,Vancouver,2019-03-05,Pacific Central Station,17:00,27.00,2019-03-01,
Dacia Duster,SUV,Vancouver,2019-03-05,YVR International Airport,17:00,35.00,2019-03-01,
Dodge Charger,Sedan,Vancouver,2019-03-05,Pacific Central Station,17:00,27.00,2019-03-01,
Ford Focus,Hatchback,Vancouver,2019-03-05,YVR International Airport,17:00,29.00,2019-03-01,
Jaguar F-Pace,SUV,Vancouver,2019-03-05,YVR International Airport,17:00,44.00,2019-03-01,
Kia Ceed,Hatchback,Vancouver,2019-03-05,Pacific Central Station,17:00,25.00,2019-03-01,
Mazda 3,Hatchback,Vancouver,2019-03-05,YVR International Airport,17:00,28.00,2019-03-01,
Nissan Qashqai,Hatchback,Vancouver,2019-03-05,Pacific Central Station,17:00,23.00,2019-03-01,
Peugeot 208,Hatchback,Vancouver,2019-03-05,YVR International Airport,17:00,26.00,2019-03-01,
SEAT Cordoba,Sedan,Vancouver,2019-03-05,Pacific Central Station,17:00,28.00,2019-03-01,
Subaru Impreza,Sedan,,2019-03-05,Pacific Central Station,17:00,25.00,2019-03-01,False
Audi A8,Sedan,San Francisco,2019-03-11,Salesforce Transit Center,12:00,31.00,2019-03-07,
Buick Regal Sportback,Sedan,San Francisco,2019-03-11,Salesforce Transit Center,12:00,28.00,2019-03-07,
Fiat Panda,Hatchback,San Francisco,2019-03-11,SFO International Airport,12:00,27.00,2019-03-07,
GMC Terrain,SUV,San Francisco,2019-03-11,SFO International Airport,12:00,40.00,2019-03-07,
Hyundai Ioniq,Sedan,San Francisco,2019-03-11,SFO International Airport,12:00,29.00,2019-03-07,
Jaguar F-Pace,SUV,San Francisco,2019-03-11,Salesforce Transit Center,12:00,42.00,2019-03-07,
Kia Ceed,Hatchback,San Francisco,2019-03-11,SFO International Airport,12:00,28.00,2019-03-07,
Lexus GS,Sedan,San Francisco,2019-03-11,Salesforce Transit Center,12:00,31.00,2019-03-07,
Mazda 3,Hatchback,San Francisco,2019-03-11,Salesforce Transit Center,12:00,28.00,2019-03-07,
Mitsubishi Outlander,SUV,San Francisco,2019-03-11,SFO International Airport,12:00,49.00,2019-03-07,
Buick Regal Sportback,Sedan,,2019-03-11,Salesforce Transit Center,12:00,28.00,2019-03-07,False
Buick Regal Sportback,Sedan,Palo Alto,2019-03-11,Palo Alto Caltrain Station,14:00,28.00,2019-03-07,
Ford Focus,Hatchback,Palo Alto,2019-03-11,Palo Alto Caltrain Station,14:00,25.00,2019-03-07,
Hyundai Ioniq,Sedan,Palo Alto,2019-03-11,Palo Alto Caltrain Station,14:00,27.00,2019-03-07,
Jaguar F-Pace,SUV,Palo Alto,2019-03-11,Palo Alto Caltrain Station,14:00,35.00,2019-03-07,
Lexus GS,Sedan,Palo Alto,2019-03-11,Palo Alto Caltrain Station,14:00,33.00,2019-03-07,
Mitsubishi Outlander,SUV,Palo Alto,2019-03-11,Palo Alto Caltrain Station,14:00,34.00,2019-03-07,
Renault Clio,Hatchback,Palo Alto,2019-03-11,Palo Alto Caltrain Station,14:00,29.00,2019-03-07,
SEAT Leon,Hatchback,Palo Alto,2019-03-11,Palo Alto Caltrain Station,14:00,22.00,2019-03-07,
Suzuki Grand Vitara,SUV,Palo Alto,2019-03-11,Palo Alto Caltrain Station,14:00,41.00,2019-03-07,
Vauxhaull Astra,Hatchback,Palo Alto,2019-03-11,Palo Alto Caltrain Station,14:00,24.00,2019-03-07,
Buick Regal Sportback,Sedan,,2019-03-11,Palo Alto Caltrain Station,14:00,44.00,2019-03-07,True
Audi A8,Sedan,London,2019-03-09,Heathrow International Airport,10:30,30.00,2019-03-03,
Buick Regal Sportback,Sedan,London,2019-03-09,Gatwick International Airport,10:30,35.00,2019-03-03,
Dacia Duster,SUV,London,2019-03-09,Heathrow International Airport,10:30,45.00,2019-03-03,
Fiat Panda,Hatchback,London,2019-03-09,Heathrow International Airport,10:30,29.00,2019-03-03,
GMC Terrain,SUV,London,2019-03-09,Heathrow International Airport,10:30,48.00,2019-03-03,
SEAT Cordoba,Sedan,London,2019-03-09,Heathrow International Airport,10:30,33.00,2019-03-03,
SEAT Leon,Hatchback,London,2019-03-09,Gatwick International Airport,10:30,31.00,2019-03-03,
SEAT Cordoba,Sedan,,2019-03-09,Heathrow International Airport,10:30,33.00,2019-03-03,False
Audi A8,Sedan,London,2019-03-06,Heathrow International Airport,09:30,36.00,2019-03-01,
Citroen C5,SUV,London,2019-03-06,Heathrow International Airport,09:30,43.00,2019-03-01,
Fiat Panda,Hatchback,London,2019-03-06,Heathrow International Airport,09:30,30.00,2019-03-01,
Ford Focus,Hatchback,London,2019-03-06,Gatwick International Airport,09:30,24.00,2019-03-01,
GMC Terrain,SUV,London,2019-03-06,Heathrow International Airport,09:30,43.00,2019-03-01,
Hyundai Ioniq,Sedan,London,2019-03-06,Gatwick International Airport,09:30,35.00,2019-03-01,
Lexus GS,Sedan,London,2019-03-06,Heathrow International Airport,09:30,32.00,2019-03-01,
Mazda 3,Hatchback,London,2019-03-06,Gatwick International Airport,09:30,28.00,2019-03-01,
Nissan Qashqai,Hatchback,London,2019-03-06,Heathrow International Airport,09:30,31.00,2019-03-01,
SEAT Cordoba,Sedan,London,2019-03-06,Heathrow International Airport,09:30,25.00,2019-03-01,
Volvo S90,Sedan,,2019-03-06,Heathrow International Airport,09:30,31.00,2019-03-01,False
Kia Ceed,Hatchback,Toronto,2019-03-05,Toronto Pearson International Airport,19:30,26.00,2019-03-03,
Mazda 3,Hatchback,Toronto,2019-03-05,Toronto Pearson International Airport,19:30,29.00,2019-03-03,
Peugeot 208,Hatchback,Toronto,2019-03-05,Toronto Pearson International Airport,19:30,31.00,2019-03-03,
Vauxhaull Astra,Hatchback,Toronto,2019-03-05,Toronto Pearson International Airport,19:30,28.00,2019-03-03,
Fiat Panda,Hatchback,Los Angeles,2019-03-05,LAX International Airport,19:30,25.00,2019-03-01,
Nissan Qashqai,Hatchback,Los Angeles,2019-03-05,LAX International Airport,19:30,28.00,2019-03-01,
Renault Clio,Hatchback,Los Angeles,2019-03-05,LAX International Airport,19:30,33.00,2019-03-01,
Fiat Panda,Hatchback,,2019-03-05,LAX International Airport,19:30,25.00,2019-03-01,False
Buick Regal Sportback,Sedan,Toronto,2019-03-03,Toronto Pearson International Airport,13:30,31.00,2019-03-01,
Dacia Duster,SUV,Toronto,2019-03-03,Toronto Pearson International Airport,13:30,45.00,2019-03-01,
GMC Terrain,SUV,Toronto,2019-03-03,Toronto Pearson International Airport,13:30,43.00,2019-03-01,
Hyundai Ioniq,Sedan,Toronto,2019-03-03,Toronto Pearson International Airport,13:30,36.00,2019-03-01,
Jaguar F-Pace,SUV,Toronto,2019-03-03,Toronto Pearson International Airport,13:30,51.00,2019-03-01,
Kia Ceed,Hatchback,Toronto,2019-03-03,Toronto Pearson International Airport,13:30,37.00,2019-03-01,
Mazda 3,Hatchback,Toronto,2019-03-03,Toronto Pearson International Airport,13:30,27.00,2019-03-01,
Peugeot 208,Hatchback,Toronto,2019-03-03,Toronto Pearson International Airport,13:30,25.00,2019-03-01,
SEAT Cordoba,Sedan,Toronto,2019-03-03,Toronto Pearson International Airport,13:30,39.00,2019-03-01,
Skoda Octavia,Sedan,Toronto,2019-03-03,Toronto Pearson International Airport,13:30,39.00,2019-03-01,
SEAT Cordoba,Sedan,,2019-03-03,Toronto Pearson International Airport,13:30,39.00,2019-03-01,False
Ford Focus,Hatchback,Portland,2019-03-13,PDX International Airport,18:00,30.00,2019-03-11,
Kia Ceed,Hatchback,Portland,2019-03-13,Portland Bus Station,18:00,26.00,2019-03-11,
Mazda 3,Hatchback,Portland,2019-03-13,PDX International Airport,18:00,33.00,2019-03-11,
Nissan Qashqai,Hatchback,Portland,2019-03-13,PDX International Airport,18:00,28.00,2019-03-11,
Renault Clio,Hatchback,Portland,2019-03-13,Portland Bus Station,18:00,27.00,2019-03-11,
SEAT Leon,Hatchback,Portland,2019-03-13,Portland Bus Station,18:00,29.00,2019-03-11,
Vauxhaull Astra,Hatchback,Portland,2019-03-13,PDX International Airport,18:00,28.00,2019-03-11,
Ford Focus,Hatchback,,2019-03-13,PDX International Airport,18:00,30.00,2019-03-11,False
Alfa Romeo Stelvio,SUV,New York,2019-03-12,Port Authority Station,17:00,40.00,2019-03-07,
Dodge Charger,Sedan,New York,2019-03-12,Grand Central Station,17:00,35.00,2019-03-07,
Hyundai Ioniq,Sedan,New York,2019-03-12,Port Authority Station,17:00,28.00,2019-03-07,
Kia Ceed,Hatchback,New York,2019-03-12,Port Authority Station,17:00,24.00,2019-03-07,
Lexus GS,Sedan,New York,2019-03-12,Grand Central Station,17:00,33.00,2019-03-07,
Peugeot 208,Hatchback,New York,2019-03-12,JFK International Airport,17:00,29.00,2019-03-07,
Renault Clio,Hatchback,New York,2019-03-12,Grand Central Station,17:00,23.00,2019-03-07,
Skoda Kodiaq,SUV,New York,2019-03-12,JFK International Airport,17:00,44.00,2019-03-07,
Skoda Octavia,Sedan,New York,2019-03-12,Port Authority Station,17:00,25.00,2019-03-07,
Subaru Impreza,Sedan,New York,2019-03-12,Grand Central Station,17:00,27.00,2019-03-07,
Dodge Charger,Sedan,,2019-03-12,Grand Central Station,17:00,53.00,2019-03-07,True
Audi A8,Sedan,Phoenix,2019-03-09,Phoenix Union Station,12:00,28.00,2019-03-05,
Buick Regal Sportback,Sedan,Phoenix,2019-03-09,Sky Harbor International Airport,12:00,35.00,2019-03-05,
Hyundai Ioniq,Sedan,Phoenix,2019-03-09,Sky Harbor International Airport,12:00,30.00,2019-03-05,
Skoda Octavia,Sedan,Phoenix,2019-03-09,Phoenix Union Station,12:00,25.00,2019-03-05,
Subaru Impreza,Sedan,Phoenix,2019-03-09,Sky Harbor International Airport,12:00,29.00,2019-03-05,
Volvo S90,Sedan,Phoenix,2019-03-09,Phoenix Union Station,12:00,25.00,2019-03-05,
Audi A8,Sedan,,2019-03-09,Phoenix Union Station,12:00,44.00,2019-03-05,True
Alfa Romeo Stelvio,SUV,Paris,2019-03-05,Orly International Airport,16:30,45.00,2019-03-01,
Buick Regal Sportback,Sedan,Paris,2019-03-05,Charles de Gaulle International Airport,16:30,37.00,2019-03-01,
Ford Focus,Hatchback,Paris,2019-03-05,Charles de Gaulle International Airport,16:30,31.00,2019-03-01,
Kia Ceed,Hatchback,Paris,2019-03-05,Charles de Gaulle International Airport,16:30,32.00,2019-03-01,
Mitsubishi Outlander,SUV,Paris,2019-03-05,Charles de Gaulle International Airport,16:30,45.00,2019-03-01,
Peugeot 208,Hatchback,Paris,2019-03-05,Orly International Airport,16:30,24.00,2019-03-01,
Renault Clio,Hatchback,Paris,2019-03-05,Charles de Gaulle International Airport,16:30,31.00,2019-03-01,
SEAT Leon,Hatchback,Paris,2019-03-05,Orly International Airport,16:30,27.00,2019-03-01,
Skoda Octavia,Sedan,Paris,2019-03-05,Orly International Airport,16:30,28.00,2019-03-01,
Subaru Impreza,Sedan,Paris,2019-03-05,Charles de Gaulle International Airport,16:30,30.00,2019-03-01,
Alfa Romeo Stelvio,SUV,,2019-03-05,Orly International Airport,16:30,45.00,2019-03-01,False
Audi A8,Sedan,London,2019-03-10,Heathrow International Airport,12:00,35.00,2019-03-09,
Buick Regal Sportback,Sedan,London,2019-03-10,Gatwick International Airport,12:00,34.00,2019-03-09,
Citroen C5,SUV,London,2019-03-10,Heathrow International Airport,12:00,39.00,2019-03-09,
Dacia Duster,SUV,London,2019-03-10,Heathrow International Airport,12:00,42.00,2019-03-09,
