address,area,furnished,number_of_baths,number_of_beds,pets_allowed,phone_number,property_name,rent,visit_date
1530 Ellis Street,Concord,FALSE,3,3,TRUE,925-521-8333,Lakeshore Apartments,4750,
1335 Montecito Avenue # 1,Mountain View,FALSE,1,1,TRUE,650-940-1909,Barkley Square Apartments,1600,
1240 Dale Avenue #6,Mountain View,FALSE,1,1,FALSE,650-961-6811,Delmonico Apartments,1800,
375 Oaktree Drive,Mountain View,FALSE,1,1,TRUE,650-390-9450,Ginzton Terrace,1650,
1571 West El Camino Real,Mountain View,FALSE,1,1,FALSE,650-969-9800,Hidden Garden Apartments,1750,
234 Escuela Avenue,Mountain View,FALSE,1,1,FALSE,844-828-9650,Highland Gardens Apartments,1750,
1885 California Street,Mountain View,FALSE,1,1,FALSE,650-964-3882,Maplewood,1550,
1555 West Middlefield Road,Mountain View,TRUE,1,1,FALSE,650-964-8511,Meadowood Apartments,1900,
19608 Pruneridge Avenue,Cupertino,FALSE,1,2,TRUE,408-873-9090,Arioso Apartments,2800,
20667 Forge Way,Cupertino,FALSE,1,2,FALSE,408-739-0870,Forge Homestead Apartments,2800,
10200 Miller Avenue,Cupertino,FALSE,2,2,FALSE,408-446-9898,Gardens Of Fontainbleu Apartments,3200,
19920 Olivewood Street,Cupertino,FALSE,3,2,TRUE,408-457-8106,Pointe At Cupertino,5000,
175 Calvert Drive,Cupertino,FALSE,3,2,TRUE,408-627-8259,Sage At Cupertino,4450,
19500 Pruneridge Avenue,Cupertino,FALSE,3,2,TRUE,866-628-5690,The Hamptons Apartment Homes,4800,
20800 Homestead Road,Cupertino,FALSE,1,2,TRUE,866-495-1855,The Markham Apartments,2550,
19608 Pruneridge Avenue,Cupertino,FALSE,1,1,TRUE,408-873-9090,Arioso Apartments,2800,
20667 Forge Way,Cupertino,FALSE,1,1,FALSE,408-739-0870,Forge Homestead Apartments,2800,
10200 Miller Avenue,Cupertino,FALSE,2,1,FALSE,408-446-9898,Gardens Of Fontainbleu Apartments,3200,
19920 Olivewood Street,Cupertino,FALSE,1,1,TRUE,408-457-8106,Pointe At Cupertino,2050,
175 Calvert Drive,Cupertino,FALSE,3,1,TRUE,408-627-8259,Sage At Cupertino,4450,
20800 Homestead Road,Cupertino,FALSE,1,1,TRUE,866-495-1855,The Markham Apartments,2550,
1546 Maurice Lane,San Jose,FALSE,3,2,FALSE,408-818-0710,888 Golden Saratoga-Cupertino Apartment Homes,4450,
73 North Keeble Avenue,San Jose,FALSE,3,2,FALSE,408-998-7266,Alameda Gardens Apartments,4850,
3801 Blackford Avenue #16,San Jose,TRUE,3,2,FALSE,408-876-3565,Blackford Apartments,4700,
231 Dixon Landing Road,Milpitas,TRUE,3,4,TRUE,408-262-3223,Spinnaker Pointe Apartments,5000,
1500 Vista Club Circle,Santa Clara,FALSE,3,4,FALSE,408-827-1770,Bella Vista Apartments,5100,
3440 Warburton Avenue,Santa Clara,TRUE,3,4,TRUE,408-248-5766,Briarwood Garden Apartments,5250,
1495 Don Avenue,Santa Clara,FALSE,3,4,TRUE,408-713-6428,Civic Plaza Apartments,4700,
2555 Homestead Road,Santa Clara,FALSE,3,4,TRUE,669-444-1717,La Palma Apartments,5100,
3131 Homestead Road,Santa Clara,TRUE,3,4,FALSE,408-244-6715,Laguna Clara Apartments,5250,
440 North Winchester Boulevard,Santa Clara,FALSE,3,4,FALSE,408-498-5769,Le Parc Apartments,4750,
1601 Santa Clara Street,Santa Clara,FALSE,3,4,FALSE,408-615-1016,Lincoln Park Apartments,4750,
3480 Granada Avenue,Santa Clara,TRUE,3,4,TRUE,408-598-2635,Marina Cove,5050,
1050 Benton Street,Santa Clara,FALSE,3,4,TRUE,866-259-2994,Park Central Apartments,4800,
865 Pomeroy Avenue,Santa Clara,TRUE,3,4,FALSE,408-244-0035,Park Terrace Apartments,4800,
330 Canal Street,San Rafael,FALSE,1,2,TRUE,415-456-6619,Canal Apartments,2350,
55 Fairfax Street #27,San Rafael,FALSE,1,2,TRUE,415-453-5531,Casa Vista Apartments,2300,
99 Professional Center Parkway,San Rafael,TRUE,3,2,TRUE,415-472-6644,Deer Park Apartments,4400,
10-90 North Avenue,San Rafael,FALSE,3,2,TRUE,415-491-1125,Mcinnis Park,4400,
1747 Lincoln Avenue,San Rafael,TRUE,3,2,TRUE,415-453-0563,Park Hill Apartments,4950,
99 Professional Center Parkway,San Rafael,TRUE,1,2,TRUE,415-472-6644,Deer Park Apartments,4400,
10-90 North Avenue,San Rafael,FALSE,1,2,TRUE,415-491-1125,Mcinnis Park,4400,
1747 Lincoln Avenue,San Rafael,TRUE,1,2,TRUE,415-453-0563,Park Hill Apartments,4950,
5643 Charlotte Way,Livermore,FALSE,2,3,TRUE,925-371-0905,Acacia Capital Cor-Ironwood Ap,4050,
3998 East Avenue,Livermore,FALSE,2,3,TRUE,925-606-6246,Arbol Verde Apartments,4900,
1300 South Livermore Avenue,Livermore,FALSE,2,3,TRUE,800-545-1833,Arbor Vista Senior Apartments,4100,
3819 East Avenue,Livermore,FALSE,2,3,FALSE,844-412-5121,Briarwood Apartments,4100,
1038 Catalina Drive,Livermore,FALSE,2,3,TRUE,925-447-1144,Catalina Crest Apartment Homes,3500,
2991 College Avenue,Livermore,TRUE,2,3,TRUE,925-373-8490,Chardonnay Garden Apts,4100,
156 North Murrieta Boulevard,Livermore,FALSE,2,3,FALSE,925-455-9025,Meadowbrook Apartments,4250,
1160 Portola Meadows Road,Livermore,FALSE,2,3,FALSE,925-449-6167,Portola Meadows Apartments,4900,
1163 Concannon Boulevard # 99,Livermore,FALSE,2,3,TRUE,925-443-1271,Sunset Gardens Apartments,5250,
403 Junction Avenue,Livermore,FALSE,2,3,FALSE,925-454-0425,Tradewinds Apartments,4950,
624 Avalon Avenue,Santa Rosa,TRUE,3,4,TRUE,707-620-5076,Avalon Apartments,5150,
3329 Claremont Court,Santa Rosa,FALSE,3,4,TRUE,707-578-1313,Brookside East Apartments,4750,
2001 Range Avenue,Santa Rosa,TRUE,3,4,FALSE,707-578-1150,Coddingtown Mall Apartments,5100,
1305 Yulupa Avenue,Santa Rosa,FALSE,3,4,FALSE,707-575-3254,Greentree Apartments,4750,
1421 Range Avenue,Santa Rosa,FALSE,3,4,TRUE,707-569-7488,Monte Vista Apartments,4950,
2002 Pinercrest Drive,Santa Rosa,FALSE,3,4,FALSE,707-579-3424,Orchard West Senior Apartments,5250,
2055 Range Avenue,Santa Rosa,FALSE,3,4,TRUE,707-600-3342,Parc Station Apartments,5050,
638 Cordelia Drive # 1,Santa Rosa,FALSE,3,4,FALSE,707-528-7971,Park Manor Apartments,5200,
1 Kashmir Drive,Santa Rosa,FALSE,3,4,TRUE,707-539-1109,Santa Rosa Garden Apartments,5000,
1050 3rd Street,Santa Rosa,FALSE,3,4,TRUE,707-544-6766,Silvercrest Housing For Snrs,4900,
135 Freeway Drive,Napa,TRUE,2,3,FALSE,707-253-8954,Bristol Apartments,3700,
234 Soscol Avenue,Napa,FALSE,2,3,FALSE,707-258-1370,Cadillac Flats Apartments,3550,
3663 Solano Avenue,Napa,FALSE,2,3,TRUE,707-266-6934,Hawthorn Village,3600,
2020 Kathleen Drive,Napa,FALSE,2,3,TRUE,707-255-0507,Olive Tree Apartments,3550,
1624 Pueblo Avenue,Napa,FALSE,2,3,TRUE,707-251-5687,Rutherford Townhomes,4000,
825 Russell Avenue,Santa Rosa,TRUE,1,1,FALSE,707-577-0262,Bicentennial Apartments,1500,
3329 Claremont Court,Santa Rosa,FALSE,1,1,TRUE,707-578-1313,Brookside East Apartments,1850,
2807 Yulupa Avenue,Santa Rosa,FALSE,1,1,TRUE,707-527-0128,Country Club Apartments,1550,
2322 Maher Drive #5,Santa Rosa,FALSE,1,1,FALSE,707-542-2004,Fairway Arms Apartments,1950,
1305 Yulupa Avenue,Santa Rosa,FALSE,1,1,FALSE,707-575-3254,Greentree Apartments,1750,
1163 Hopper Avenue,Santa Rosa,FALSE,1,1,FALSE,707-526-9675,Hopper Lane Apartments,2000,
3076 Marlow Road,Santa Rosa,FALSE,1,1,FALSE,707-579-5081,Marlow Apartments,1550,
638 Cordelia Drive # 1,Santa Rosa,FALSE,1,1,FALSE,707-528-7971,Park Manor Apartments,1750,
2389 McBride Lane,Santa Rosa,FALSE,1,1,TRUE,707-579-5605,Park Villa Apartments,1600,
6899 Montecito Boulevard,Santa Rosa,FALSE,1,1,FALSE,707-537-0731,Parkwood Apartments,1900,
1435 163rd Avenue #23,San Leandro,FALSE,2,2,TRUE,510-317-5914,Alderwood Apartments,3550,
1300 Kentwood Lane,San Leandro,FALSE,2,2,FALSE,510-481-2565,Ashland Village Apartments,2900,
1475 167th Avenue,San Leandro,FALSE,3,2,FALSE,510-962-8120,Bermuda Garden Apartments,4100,
13949 Doolittle Drive,San Leandro,FALSE,2,2,FALSE,510-352-8728,Bermuda-Trinidad Apartments,4000,
2011 Doolittle Drive # A1,San Leandro,FALSE,3,2,FALSE,510-357-6086,Doolittle Apartments,5000,
14665 Washington Avenue,San Leandro,FALSE,3,2,TRUE,510-483-3707,Eden Roc Apartments,4350,
888 Davis Street,San Leandro,FALSE,3,2,TRUE,510-562-5121,Gateway Apartments,4450,
566 Estudillo Avenue,San Leandro,FALSE,1,2,FALSE,510-352-3224,Hale Apartments,2650,
1713 164th Avenue #1,San Leandro,FALSE,1,2,TRUE,510-481-7575,Hilltop Trio Apartments,2500,
4170 Springlake Drive,San Leandro,FALSE,3,2,FALSE,510-352-5900,Lakeside,5100,
1475 167th Avenue,San Leandro,FALSE,2,2,FALSE,510-962-8120,Bermuda Garden Apartments,4100,
2011 Doolittle Drive # A1,San Leandro,FALSE,2,2,FALSE,510-357-6086,Doolittle Apartments,5000,
14665 Washington Avenue,San Leandro,FALSE,2,2,TRUE,510-483-3707,Eden Roc Apartments,4350,
888 Davis Street,San Leandro,FALSE,2,2,TRUE,510-562-5121,Gateway Apartments,4450,
566 Estudillo Avenue,San Leandro,FALSE,2,2,FALSE,510-352-3224,Hale Apartments,4050,
1713 164th Avenue #1,San Leandro,FALSE,2,2,TRUE,510-481-7575,Hilltop Trio Apartments,4200,
4170 Springlake Drive,San Leandro,FALSE,2,2,FALSE,510-352-5900,Lakeside,5100,
1009 Green Oak Drive,Novato,FALSE,3,3,FALSE,415-883-3544,Hamilton Woods Apartments,5250,
1518 Hill Road,Novato,FALSE,3,3,TRUE,415-897-0311,Hill Valley Apartments,4950,
450 Entrada Drive,Novato,FALSE,3,3,TRUE,415-883-9600,La Casa Novato Apartments,4200,
1725 Novato Boulevard,Novato,FALSE,2,3,FALSE,415-898-8380,Novato Park Apartments,3950,
1515 Novato Boulevard # 29,Novato,FALSE,2,3,TRUE,415-897-0323,Otavon Apartments,3650,
1811 Novato Blvd,Novato,FALSE,2,3,FALSE,415-898-1677,Walnut Grove Apartments,3500,
400 East Remington Drive,Sunnyvale,FALSE,3,2,TRUE,408-738-4862,Apricot Pit Apartments,4800,
555 East El Camino Real,Sunnyvale,TRUE,2,2,FALSE,408-738-0935,Arbor Terrace Apartments,3750,
1059 Reed Avenue,Sunnyvale,FALSE,2,2,FALSE,408-984-1060,Aster Park Apartments,3900,
151 South Bernardo Avenue,Sunnyvale,FALSE,3,2,TRUE,650-961-3333,Balboa Apartments,4050,
660 Gail Avenue,Sunnyvale,FALSE,3,2,TRUE,888-854-9884,Bonnie Terrace Apartments,4750,
732 East Evelyn Avenue,Sunnyvale,FALSE,2,2,FALSE,669-267-1020,Bristol Commons,3250,
1651 Belleville Way,Sunnyvale,FALSE,3,2,FALSE,669-257-9990,Brookside Oaks,5000,
815 East Fremont Avenue,Sunnyvale,FALSE,2,2,TRUE,408-736-5183,Cambria Apartments,2850,
874 East El Camino Real,Sunnyvale,FALSE,2,2,FALSE,866-730-1639,Cascades Apartments,4050,
455 Brahms Way,Sunnyvale,FALSE,1,2,FALSE,408-732-1200,Cezanne Apartments,2750,
947 Branham Lane # C,San Jose,FALSE,3,4,TRUE,408-265-4808,Almaden Garden Apartments,5150,
1582 Kooser Road,San Jose,FALSE,3,4,TRUE,408-448-1288,Arbor Apartments,5000,
4748 West Campbell Avenue,San Jose,FALSE,3,4,TRUE,408-379-8440,Baker Park Apartments,4950,
3801 Blackford Avenue #16,San Jose,FALSE,3,4,TRUE,408-876-3565,Blackford Apartments,5050,
3555 Judro Way,San Jose,FALSE,3,4,TRUE,408-248-1442,Cypress Gardens,4850,
5255 Camden Avenue,San Jose,FALSE,3,4,TRUE,408-265-5605,Del Coronado Apartments,5250,
1780 Oakland Road,San Jose,FALSE,3,4,TRUE,408-437-1444,Los Esteros Apartments,4800,
560 Menker Avenue # A,San Jose,TRUE,3,4,TRUE,408-287-8804,Menclair Apartments,5200,
950 Meridian Avenue,San Jose,FALSE,3,4,TRUE,408-998-2012,Meridian Apartments,4700,
5055 Dent Avenue,San Jose,FALSE,3,4,TRUE,408-556-9202,Oak Park Apartments,4750,
1290 San Tomas Aquino Road,San Jose,TRUE,1,1,FALSE,408-984-8888,Aegena,4900,
73 North Keeble Avenue,San Jose,FALSE,1,1,FALSE,408-998-7266,Alameda Gardens Apartments,3600,
2415 Rinconada Drive,San Jose,FALSE,1,1,FALSE,408-516-4212,Almaden House,4850,
978 Almaden Lake Drive,San Jose,FALSE,1,1,FALSE,408-323-8020,Almaden Lake Apartments,3250,
1543 Ambergrove Drive,San Jose,FALSE,1,1,FALSE,408-453-8011,Amberwood Apartments,3550,
1585 Marburg Way # 4,San Jose,FALSE,1,1,TRUE,408-926-3999,Ann Darling Apartments,3950,
5822 Charlotte Drive,San Jose,TRUE,1,1,TRUE,408-226-5822,Anton La Moraga Apartments,4850,
1582 Kooser Road,San Jose,FALSE,1,1,FALSE,408-448-1288,Arbor Apartments,4250,
2605 Range Avenue,Santa Rosa,TRUE,3,4,TRUE,707-575-9600,Village Square Apartments,4950,
1688 Clayton Road,Concord,FALSE,2,3,FALSE,925-671-3845,City Walk Apartment Homes,3550,
3205 Northwood Drive,Concord,FALSE,2,3,FALSE,925-685-5090,Meadowwood Apartments,3650,
1411 Monument Boulevard,Concord,FALSE,2,3,FALSE,925-827-1836,Monterrey Club Apartments,4050,
1220 Monument Boulevard,Concord,FALSE,2,3,FALSE,925-676-8550,Mountain View Apartments,4000,
3420 Willow Pass Road,Concord,FALSE,3,3,FALSE,925-825-5958,Palm Court Apartment,4200,
1650 Pine Street,Concord,FALSE,2,3,TRUE,855-273-4847,Park Haven Apartments,4000,
1160 Meadow Lane,Concord,FALSE,3,3,TRUE,855-289-4212,Pine Meadows Apartments,3950,
1500 Pine Street # 78,Concord,TRUE,3,3,TRUE,925-827-1700,Pine Terrace Apartments,4050,
4875 Clayton Road,Concord,FALSE,3,3,TRUE,925-691-4776,Sierra Apartments,4000,
1265 Monument Boulevard,Concord,FALSE,3,3,TRUE,925-825-0631,Sun Ridge Apartments,4100,
4757 Snyder Lane,Rohnert Park,FALSE,3,3,FALSE,707-584-3522,Americana Apartment Homes,4350,
1450 East Cotati Avenue,Rohnert Park,FALSE,3,3,FALSE,707-793-0123,Cambridge Square Apartments,4150,
5425 Snyder Lane,Rohnert Park,FALSE,3,3,TRUE,707-664-8808,Camino Creek Apartments,4250,
6351 Country Club Drive,Rohnert Park,FALSE,3,3,FALSE,707-739-4189,Country Club Village,4050,
8670 Camino Colegio,Rohnert Park,FALSE,3,3,TRUE,707-795-9200,Emerald Pointe Apartments,4150,
5102 Dowdell Avenue,Rohnert Park,FALSE,2,3,TRUE,833-244-8741,Fiori Estates Apartments,3900,
8288 Lancaster Drive,Rohnert Park,FALSE,2,3,FALSE,707-795-1445,Lancaster Arms Apartments,4050,
1350 Oak View Circle,Rohnert Park,FALSE,3,3,FALSE,888-321-0662,Oak View Of Sonoma Hills Apartments,4050,
705 Rohnert Park Expressway,Rohnert Park,FALSE,3,3,FALSE,707-584-3755,Vida Nueva,3950,
7272 Camino Colegio,Rohnert Park,FALSE,3,3,TRUE,707-664-8028,Vintage Pointe Apartment,3950,
1000 Kiely Boulevard,Santa Clara,TRUE,2,3,FALSE,669-206-0300,1000 Kiely,4850,
900 Pepper Tree Lane,Santa Clara,TRUE,2,3,FALSE,866-472-2645,Alderwood Apartments,3900,
1655 Pomeroy Avenue,Santa Clara,FALSE,2,3,FALSE,408-241-6308,Carriage House Apartments,4700,
1495 Don Avenue,Santa Clara,TRUE,2,3,TRUE,408-713-6428,Civic Plaza Apartments,4250,
1000 Kiely Boulevard,Santa Clara,FALSE,2,3,FALSE,408-247-6228,Family Tree Apartments,4750,
2555 Homestead Road,Santa Clara,FALSE,2,3,FALSE,669-444-1717,La Palma Apartments,4400,
3600-3616 Flora Vista Avenue,Santa Clara,FALSE,3,3,FALSE,408-261-2252,Catalina Apartments,4750,
3131 Homestead Road,Santa Clara,TRUE,3,3,TRUE,408-244-6715,Laguna Clara Apartments,5050,
440 North Winchester Boulevard,Santa Clara,TRUE,3,3,TRUE,408-498-5769,Le Parc Apartments,5150,
1601 Santa Clara Street,Santa Clara,FALSE,3,3,FALSE,408-615-1016,Lincoln Park Apartments,5250,
135 Freeway Drive,Napa,TRUE,1,1,FALSE,707-253-8954,Bristol Apartments,3950,
234 Soscol Avenue,Napa,FALSE,1,1,TRUE,707-258-1370,Cadillac Flats Apartments,5200,
3025 Browns Valley Road,Napa,FALSE,1,1,FALSE,707-257-2051,Charter Oaks Apartments,4700,
601 River Glen Drive,Napa,FALSE,1,1,TRUE,707-253-0288,Glen View Apartments,3500,
3663 Solano Avenue,Napa,FALSE,1,1,FALSE,707-266-6934,Hawthorn Village,4000,
613 Cabot Way,Napa,TRUE,1,1,FALSE,707-265-9373,Marina Park Townhomes,5100,
2020 Kathleen Drive,Napa,FALSE,1,1,FALSE,707-255-0507,Olive Tree Apartments,4000,
2211 Marin Street,Napa,FALSE,1,1,FALSE,707-927-5105,Rose Garden Apartments,3150,
899 North King Road,San Jose,FALSE,3,3,FALSE,408-272-1588,Arbor Park,4300,
416 Boynton Avenue,San Jose,FALSE,3,3,TRUE,408-246-5509,Boynton Brooks Apartments,4300,
1612 Branham Lane,San Jose,FALSE,3,3,TRUE,408-267-0515,Branham House Apartments,4450,
2036 Evans Lane,San Jose,FALSE,3,3,FALSE,408-264-0784,Catalonia Apartments,4050,
2020 Southwest Expressway,San Jose,FALSE,3,3,FALSE,408-287-6274,Cherry Creek Apartments,4200,
7100 San Ramon Road,Dublin,FALSE,3,4,TRUE,925-852-6807,Sofi Dublin,5000,
210 Easy Street,Mountain View,FALSE,3,3,TRUE,650-961-2975,Fernmar Apartments,4300,
2700 Del Medio Court,Mountain View,TRUE,3,3,TRUE,650-941-2244,Vrent - Del Medio Park Apartments,3900,
1059 Reed Avenue,Sunnyvale,FALSE,1,1,TRUE,408-984-1060,Aster Park Apartments,1950,
455 Crescent Avenue,Sunnyvale,FALSE,1,1,TRUE,408-737-1130,Crescent Manor,2050,
1055 East Evelyn Avenue,Sunnyvale,TRUE,1,1,TRUE,408-296-8006,Evelyn Gardens,1650,
777 South Mathilda Avenue,Sunnyvale,FALSE,1,1,TRUE,408-774-1501,Mathilda Garden Apartments,1750,
1229 Vicente Drive,Sunnyvale,FALSE,1,1,TRUE,650-961-0141,Olive West Apartments,1700,
1209 Ayala Drive,Sunnyvale,FALSE,1,1,TRUE,650-961-6696,Palm Villa Apartments,1950,
355 North Wolfe Road,Sunnyvale,TRUE,1,1,TRUE,408-736-4963,Parkside Apartments,1500,
330 North Mathilda Avenue,Sunnyvale,FALSE,1,1,TRUE,844-503-6930,Peartree,1700,
836 Alturas Avenue # 7,Sunnyvale,TRUE,1,1,TRUE,408-734-3808,Sunridge Apartments,2000,
1235 Wildwood Avenue,Sunnyvale,FALSE,1,1,TRUE,408-735-1300,The Arches Apartments,1800,
1220 North Fair Oaks Avenue,Sunnyvale,FALSE,2,3,TRUE,866-302-5606,Kensington Place Apartments,3650,
777 South Mathilda Avenue,Sunnyvale,FALSE,2,3,TRUE,408-774-1501,Mathilda Garden Apartments,4000,
1063 Morse Avenue,Sunnyvale,FALSE,2,3,TRUE,844-482-6009,Mission Pointe By Windsor,3600,
825 Morse Avenue,Sunnyvale,FALSE,2,3,TRUE,408-734-9442,Morse Court Apartments,3650,
201 West California Avenue,Sunnyvale,FALSE,2,3,TRUE,408-733-4733,Sunnyvale Town Center Apartments,3850,
836 Alturas Avenue # 7,Sunnyvale,TRUE,2,3,TRUE,408-734-3808,Sunridge Apartments,3850,
925 South Wolfe Road,Sunnyvale,FALSE,2,3,TRUE,408-426-5878,The Landmark Apartment Homes,3650,
750 Brahms Way,Sunnyvale,TRUE,2,3,TRUE,408-738-3781,Tiffany Place Apartments,3800,
107 South Mary Avenue,Sunnyvale,FALSE,3,3,TRUE,408-702-2447,Magnolia Square Apartments,4150,
1063 Morse Avenue,Sunnyvale,FALSE,3,3,TRUE,844-482-6009,Mission Pointe By Windsor,4350,
825 Morse Avenue,Sunnyvale,FALSE,3,3,TRUE,408-734-9442,Morse Court Apartments,3950,
1290 San Tomas Aquino Road,San Jose,TRUE,1,2,FALSE,408-984-8888,Aegena,4900,
73 North Keeble Avenue,San Jose,FALSE,1,2,FALSE,408-998-7266,Alameda Gardens Apartments,3600,
947 Branham Lane # C,San Jose,TRUE,1,2,FALSE,408-265-4808,Almaden Garden Apartments,3100,
2415 Rinconada Drive,San Jose,FALSE,1,2,FALSE,408-516-4212,Almaden House,4850,
978 Almaden Lake Drive,San Jose,FALSE,1,2,FALSE,408-323-8020,Almaden Lake Apartments,3250,
1543 Ambergrove Drive,San Jose,FALSE,1,2,FALSE,408-453-8011,Amberwood Apartments,3550,
1582 Kooser Road,San Jose,FALSE,1,2,FALSE,408-448-1288,Arbor Apartments,4250,
1000 Blossom River Way,San Jose,TRUE,3,4,FALSE,408-979-9442,Blossom River Apartments,4700,
600 Epic Way,San Jose,TRUE,3,4,FALSE,669-888-1610,Epic,5150,
4668 Albany Drive,San Jose,TRUE,3,4,TRUE,408-248-0800,San Jose Gardens,4800,
1375 Lick Avenue,San Jose,TRUE,3,4,FALSE,408-564-7347,Skyline At Tamien Station,5200,
755 East Capitol Avenue,Milpitas,FALSE,1,1,FALSE,408-586-9001,Crossing At Montague Apartments,1900,
133 North Temple Drive,Milpitas,FALSE,1,1,FALSE,408-262-2245,Spring Valley Apartments,1750,
1724 Sunnyhills Court,Milpitas,FALSE,1,1,TRUE,408-263-2626,Sunnyhills Apartments,2050,
260 North Capitol Avenue # 109,San Jose,TRUE,3,2,TRUE,408-259-1662,Capitol Avenue Apartments,4850,
2036 Evans Lane,San Jose,TRUE,3,2,FALSE,408-264-0784,Catalonia Apartments,3900,
5255 Camden Avenue,San Jose,TRUE,3,2,FALSE,408-265-5605,Del Coronado Apartments,5200,
6184 Cottle Road,San Jose,TRUE,3,2,FALSE,408-225-8648,Foothill Apartments,5250,
1315 Eden Avenue,San Jose,TRUE,3,2,TRUE,408-378-1970,Regency Square,5150,
"# 11, 3435, 1085 Saratoga Avenue",San Jose,TRUE,3,2,FALSE,408-253-9181,Saratoga Plaza Apartments,4400,
4300 The Woods Drive,San Jose,TRUE,3,2,FALSE,408-227-3700,The Woods Apartments,4300,
3225 Harbor Street,Pittsburg,TRUE,3,2,TRUE,925-432-0333,Fox Creek Apartments,4200,
36707 San Pedro Drive,Fremont,FALSE,3,3,TRUE,510-792-6340,Garden Village Apartments,4250,
4262 Central Avenue,Fremont,FALSE,3,3,TRUE,510-793-4336,Glenhaven Apartments,4300,
2005 San Jose Drive,Antioch,FALSE,3,4,FALSE,925-757-1250,Baywoods Apartment Homes,5250,
1017 H Street,Antioch,FALSE,3,4,FALSE,925-978-1017,Casa Bonita,4850,
2301 Sycamore Drive,Antioch,TRUE,3,4,FALSE,925-776-5379,Delta Pines Apartments,5250,
3001 Kodiak Street,Antioch,FALSE,3,4,TRUE,925-754-3733,Hillcrest View Apartments,5250,
1015 Fitzuren Road #7,Antioch,FALSE,3,4,TRUE,925-978-9772,Magnolia Apartments,4700,
2800 Gentrytown Drive,Antioch,FALSE,3,4,FALSE,925-754-1910,Parkview Village Apartments,5100,
3101 Buchanan Road,Antioch,TRUE,3,4,FALSE,925-754-5455,Summerwood Apartments,5100,
2300 Sycamore Drive # 14,Antioch,FALSE,3,4,FALSE,925-778-5838,Windsor Court Apartments,4700,
624 Avalon Avenue,Santa Rosa,FALSE,1,3,TRUE,707-620-5076,Avalon Apartments,3550,
850 Russell Avenue,Santa Rosa,FALSE,1,3,TRUE,707-542-2883,Del Nido Apartments,3950,
2322 Maher Drive #5,Santa Rosa,FALSE,1,3,TRUE,707-542-2004,Fairway Arms Apartments,3800,
6401 Montecito Boulevard # 29,Santa Rosa,FALSE,1,3,TRUE,707-539-6148,Garden Court Apartments,5100,
"Leasing Office, 6600 Montecito Boulevard",Santa Rosa,FALSE,1,3,TRUE,707-538-1516,Montecito Pines Apartments,4900,
1265 Pacific Avenue # 3,Santa Rosa,FALSE,1,3,TRUE,707-579-0787,Pacific Garden Apartments,4000,
73 North Keeble Avenue,San Jose,TRUE,2,2,FALSE,408-998-7266,Alameda Gardens Apartments,3150,
978 Almaden Lake Drive,San Jose,FALSE,2,2,TRUE,408-323-8020,Almaden Lake Apartments,3100,
1585 Marburg Way # 4,San Jose,FALSE,2,2,TRUE,408-926-3999,Ann Darling Apartments,3100,
5822 Charlotte Drive,San Jose,FALSE,2,2,TRUE,408-226-5822,Anton La Moraga Apartments,3000,
1058 South 5th Street,San Jose,FALSE,2,2,FALSE,877-259-1439,Art Ark Apartments,2900,
4748 West Campbell Avenue,San Jose,FALSE,2,2,TRUE,408-379-8440,Baker Park Apartments,3150,
1510 Marina Vista,San Mateo,FALSE,3,4,FALSE,650-341-3367,Edgewater Isle Senior Apartments,5250,
2717 South Norfolk Street,San Mateo,FALSE,3,4,TRUE,650-729-1461,Lakeshore Landing,5150,
651 North El Camino Real,San Mateo,FALSE,3,4,TRUE,650-343-9038,Park Royal Apartments,4950,
2901 South El Camino Real,San Mateo,FALSE,3,4,FALSE,650-212-0935,Peninsula Station Apartments,4900,
24 East Santa Inez Avenue,San Mateo,FALSE,3,4,TRUE,650-347-2008,Santa Inez Apartments,4850,
3110 Casa De Campo,San Mateo,FALSE,3,4,FALSE,650-572-7180,Sares-Regis Group,5150,
2400 Shady Willow Lane,Brentwood,FALSE,3,4,TRUE,925-240-8448,Arbor Ridge Apartments,4800,
180 Sycamore Avenue,Brentwood,FALSE,3,4,FALSE,925-634-8374,Brentwood Parks Apartments,4900,
1100 Sycamore Court,Brentwood,FALSE,3,4,FALSE,925-634-6200,Sycamore Place Senior Housing,5050,
2101 Sand Creek Road,Brentwood,FALSE,3,4,FALSE,925-516-0260,Villa Amador Apartments,5000,
5317 Creely Avenue,Richmond,FALSE,1,2,FALSE,510-236-4935,Arbors Apartments,2850,
2300 Lancaster Drive,Richmond,FALSE,3,2,TRUE,510-222-2705,Baycliff Apartments,4000,
5000 Hartnett Avenue,Richmond,FALSE,1,2,TRUE,510-237-5377,Crescent Park,2300,
298 West Chanslor Avenue,Richmond,FALSE,3,2,FALSE,510-232-8908,Liberty Village Apartments,4050,
5005 Montoya Avenue,Richmond,FALSE,3,2,TRUE,510-235-6341,Montoya Garden Apartments,4200,
2801 Pullman Ave,Richmond,FALSE,2,2,FALSE,510-232-3519,Pullman Point Apartments,4050,
2601 Hilltop Drive,Richmond,FALSE,1,2,TRUE,510-455-8847,San Marcos,2700,
121 West Macdonald Avenue,Richmond,FALSE,3,2,FALSE,510-237-6426,St. John'S Apartments,4800,
33300 Mission Boulevard,Union City,FALSE,3,4,TRUE,510-489-0546,Dry Creek Apartments,5200,
1501 Decoto Road,Union City,FALSE,3,4,TRUE,510-487-2733,Parkside Apartments,5250,
