address,category,date,has_seating_outdoors,has_vegetarian_options,location,number_of_seats,phone_number,price_range,rating,restaurant_name,time
3537 Fruitvale Avenue,Chinese,,FALSE,FALSE,Oakland,,510-530-3232,moderate,4.3,Ly-luck Restaurant,
3300 Grand Avenue,Chinese,,FALSE,FALSE,Oakland,,510-823-2082,moderate,4.1,Qi Dumpling House,
2425 South Bascom Avenue Suite A,Cambodian,,FALSE,TRUE,Campbell,,408-371-7711,cheap,4.3,Chez Sovan Restaurant,
310 Broadway,Peruvian,,FALSE,FALSE,Oakland,,510-451-4206,moderate,3.8,La Furia Chalaca,
3858 Piedmont Avenue,Peruvian,,FALSE,FALSE,Oakland,,510-652-1439,moderate,4.5,Mistura,
205 State Street,Breakfast,,TRUE,TRUE,Los Altos,,650-559-1941,moderate,4.3,Rick's Cafe,
420 South San Antonio Road,Breakfast,,FALSE,FALSE,Los Altos,,650-559-9197,moderate,4,The Original Pancake House,
1005 Brown Avenue,Italian,,TRUE,TRUE,Lafayette,,925-310-4337,moderate,4.6,Locanda Positano,
3577 Mount Diablo Boulevard,Italian,,TRUE,FALSE,Lafayette,,925-299-0700,moderate,4.1,Patxi's Pizza Lafayette,
3565 Mount Diablo Boulevard,Italian,,TRUE,FALSE,Lafayette,,925-299-8700,pricey,4.6,Postino,
124 Plaza Drive,American,,FALSE,TRUE,Vallejo,,707-647-0595,moderate,3.9,Black Angus Steakhouse,
2565 Springs Road,American,,FALSE,FALSE,Vallejo,,707-552-9798,cheap,3.5,Mcdonald's,
160 Nut Tree Parkway,Steakhouse,,FALSE,FALSE,Vacaville,,707-452-1167,moderate,3.7,Applebee's Grill + Bar,
373 Main Street,Japanese,,FALSE,TRUE,Redwood City,,650-369-4350,moderate,4.2,Sakura 2 Teppanyaki And Sushi,
2050 Broadway,Japanese,,FALSE,FALSE,Redwood City,,650-298-9011,moderate,4.2,Yokohama,
2101 Camino Ramon #100,Asian,,FALSE,TRUE,San Ramon,,925-355-9888,moderate,3.8,Pearl Garden Restaurant,
20855 Redwood Road,Japanese,,FALSE,TRUE,Castro Valley,,510-537-3862,moderate,4.3,Genghix Asian Fusion,
1647 Solano Avenue,Sushi,,FALSE,TRUE,Berkeley,,510-559-8229,moderate,4.2,Sushi 29,
20 Bryant Way,American,,FALSE,FALSE,Orinda,,925-254-4630,moderate,4.4,Casa Orinda,
1405 West El Camino Real,Seafood,,FALSE,FALSE,Mountain View,,650-964-3321,pricey,4.5,Le Petit Bistro,
2420 Shattuck Avenue,Italian,,FALSE,TRUE,Berkeley,,510-647-9963,moderate,4.3,Gio's Pizza And Bocce,
2072 San Pablo Avenue,Indian,,FALSE,TRUE,Berkeley,,510-644-3977,moderate,3.8,Priya Indian Cuisine,
1011 Soscol Ferry Road,Italian,,FALSE,FALSE,Napa,,707-252-4533,moderate,3.9,Villa Romano,
301 South 1st Street,Italian,,FALSE,FALSE,San Jose,,408-292-7030,pricey,4.2,San Jose Original Joe's,
2206 First Street,Japanese,,TRUE,FALSE,Livermore,,925-245-9662,moderate,4.4,Roppongi Sushi,
219 Healdsburg Avenue,California,,FALSE,FALSE,Healdsburg,,707-473-9078,moderate,4.5,Spoonbar,
2211 San Ramon Valley Boulevard H,Chinese,,FALSE,TRUE,San Ramon,,925-838-9600,cheap,3.9,Three Brothers From China,
152 Shoreline Highway,Seafood,,TRUE,TRUE,Mill Valley,,415-289-5777,moderate,4.2,Frantoio Ristorante,
2475 San Ramon Valley Boulevard,Japanese,,FALSE,FALSE,San Ramon,,925-820-2883,moderate,4.4,Senro Sushi,
550 2nd Street,Vegetarian,,FALSE,TRUE,Oakland,,510-832-9463,moderate,4.5,Encuentro,
1549 Shattuck Avenue,Laotian,,TRUE,TRUE,Berkeley,,510-841-2002,moderate,4,Dara Thai/lao Cuisine,
1335 4th Street,Mexican,,FALSE,TRUE,San Rafael,,415-521-5691,moderate,4.1,Green Chile Kitchen,
1600 Atlas Peak Road,Steakhouse,,FALSE,FALSE,Napa,,707-257-5400,pricey,5,Royal Oak Steak & Seafood,
2048 Nut Tree Road,Filipino,,FALSE,FALSE,Vacaville,,707-455-7003,cheap,4.4,Roline's,
10443 San Pablo Avenue,Chinese,,FALSE,TRUE,El Cerrito,,510-524-0888,cheap,4.2,Little Hong Kong,
109 North Street,Ramen,,TRUE,TRUE,Healdsburg,,707-431-1995,moderate,4.7,The Taste Of Tea,
17900 San Ramon Valley Boulevard,Chinese,,FALSE,TRUE,San Ramon,,925-415-3236,moderate,3.6,Inchin's Bamboo Garden,
2107 Broadway,Italian,,FALSE,TRUE,Redwood City,,650-216-9713,moderate,3.7,The Old Spaghetti Factory,
3950 Middlefield Road,Salad,,FALSE,TRUE,Palo Alto,,650-494-0645,moderate,4.1,Green Elephant Gourmet,
39233 Fremont Boulevard,Asian,,TRUE,TRUE,Fremont,,510-742-6221,moderate,3.7,Elephant Bar Restaurant,
4100 Dyer Street,Seafood,,FALSE,TRUE,Union City,,510-487-1033,cheap,4.1,Hong Kong Restaurant,
8335 Brentwood Boulevard B,Mexican,,FALSE,FALSE,Brentwood,,925-240-6105,moderate,4.2,Jalisco's Restaurant,
7300 Bancroft Avenue,American,,FALSE,FALSE,Oakland,,510-562-0345,cheap,3.3,Mcdonald's,
17500 Depot Street #180,Mediterranean,,TRUE,FALSE,Morgan Hill,,408-782-5151,pricey,4.4,Odeum,
2350 Midway Drive,Thai,,TRUE,TRUE,Santa Rosa,,707-528-8333,moderate,4.5,Sea Thai Bistro,
5862 Doyle Street,California,,TRUE,FALSE,Emeryville,,510-652-6151,moderate,4.5,Townhouse Bar & Grill,
162 North Main Street,Gastropub,,FALSE,TRUE,Sebastopol,,707-861-3825,moderate,4.6,Gypsy Cafe,
337 Biscayne Drive,American,,TRUE,FALSE,San Rafael,,415-454-6450,moderate,4.2,Rangecafe Bar And Grill,
601 Union Street,Steakhouse,,FALSE,FALSE,San Francisco,,415-775-4877,moderate,4.5,Original Joe's,
969 Gravenstein Highway South,Nepalese,,FALSE,TRUE,Sebastopol,,707-824-1800,moderate,4.7,Himalayan Tandoori And Curry House,
2300 First Street #120,Barbecue,,TRUE,FALSE,Livermore,,925-961-1300,moderate,4.4,Sauced Bbq & Spirits,
1875 South Bascom Avenue #405,Take-out,,FALSE,TRUE,Campbell,,408-559-0700,moderate,4.1,Patxi's Pizza,
125 East Sir Francis Drake Boulevard,Fondue,,FALSE,TRUE,Larkspur,,415-461-6358,pricey,4.5,The Melting Pot,
3149 Mission Street,Barbecue,,FALSE,FALSE,San Francisco,,415-896-4250,moderate,4.2,Baby Blues Bbq,
1025 C Street,Fusion,,FALSE,TRUE,San Rafael,,415-295-7990,moderate,4.5,Lavier Latin Fusion Restaurant,
244 Jackson Street,Steakhouse,,FALSE,TRUE,San Francisco,,415-989-2539,pricey,4.3,5a5 Steak Lounge,
1450 Lombard Street,Steakhouse,,FALSE,FALSE,San Francisco,,415-441-8880,pricey,4.2,Bobo's,
1686 Market Street,Steakhouse,,FALSE,FALSE,San Francisco,,415-552-8792,pricey,4.5,Espetus Churrascaria - San Francisco,
2100 Van Ness Avenue,Steakhouse,,FALSE,FALSE,San Francisco,,415-673-8817,pricey,4.6,Harris',
3345 Steiner Street,Steakhouse,,FALSE,FALSE,San Francisco,,415-563-0487,pricey,4.3,Izzy's,
845 Market Street #402,Steakhouse,,FALSE,FALSE,San Francisco,,415-593-4100,pricey,4,Lark Creek Steak,
1702 East Cotati Avenue,Breakfast,,FALSE,FALSE,Rohnert Park,,707-792-0579,cheap,3.3,Mcdonald's,
1 Broadway,Breakfast,,TRUE,FALSE,Oakland,,510-990-7007,moderate,4.1,Lungomare,
800 Market Street,Breakfast,,FALSE,FALSE,Oakland,,510-839-9331,cheap,3.4,Mcdonald's,
1800 Madison Street,Breakfast,,FALSE,TRUE,Oakland,,510-903-3771,moderate,4.2,The Terrace Room Restaurant,
314 Spring Street,Italian,,FALSE,FALSE,Suisun City,,707-426-4887,pricey,4.5,Chianti Osteria,
1335 Solano Avenue,Chinese,,FALSE,TRUE,Albany,,510-525-2285,moderate,4.4,China Village Restaurant,
1477 Solano Avenue,Chinese,,FALSE,TRUE,Albany,,510-525-2330,moderate,4.2,Renee's Place,
1208 South El Camino Real,Chinese,,FALSE,TRUE,San Mateo,,650-286-9386,moderate,4.6,Gau Poang,
139 South B Street,Chinese,,FALSE,TRUE,San Mateo,,650-513-1764,moderate,4.1,Inchin's Bamboo Garden,
2450 South El Camino Real,Chinese,,FALSE,TRUE,San Mateo,,650-345-6288,moderate,4,Jade Dragon,
2224 South El Camino Real,Chinese,,FALSE,FALSE,San Mateo,,650-571-1298,moderate,4,Silver House,
1694 Tully Road,Seafood,,TRUE,FALSE,San Jose,,408-238-2888,moderate,4.3,Big T's Seafood Market Bar,
185 Park Avenue,Seafood,,TRUE,FALSE,San Jose,,408-971-1700,pricey,4.2,Scott's Seafood,
26 North San Pedro Street,Seafood,,TRUE,TRUE,San Jose,,408-913-8080,moderate,4.1,Sushi Confidential,
1007 Blossom Hill Road,Seafood,,TRUE,TRUE,San Jose,,408-269-3474,moderate,4.2,The Fish Market,
658 Market Street,Japanese,,FALSE,FALSE,San Francisco,,415-530-2466,moderate,4.2,Ginto,
1793 Haight Street,Japanese,,FALSE,FALSE,San Francisco,,415-742-0552,moderate,4.3,Ginza Sushi & Sake,
2721 Hyde Street,Japanese,,FALSE,FALSE,San Francisco,,415-673-6826,moderate,4.4,Grandeho's Kamekyo,
754 The Alameda #10,Japanese,,FALSE,FALSE,San Jose,,408-931-6875,moderate,4.3,Bluefin,
1306 Saratoga Avenue,Japanese,,FALSE,FALSE,San Jose,,408-249-6020,moderate,4.4,Dan Izakaya Restaurant,
3830 Stevens Creek Boulevard,Japanese,,FALSE,FALSE,San Jose,,408-985-2968,moderate,3.8,Hokkaido Buffet,
1335 North 1st Street,Japanese,,FALSE,FALSE,San Jose,,408-453-8120,moderate,4.2,House Of Genji,
2041 Camden Avenue,Japanese,,FALSE,FALSE,San Jose,,408-371-4702,moderate,4.4,Ishi Shima Sushi,
519 West Capitol Expressway,Japanese,,FALSE,FALSE,San Jose,,408-723-1133,moderate,4.3,Kampai Bar And Grill,
250 Jackson Street,Japanese,,FALSE,TRUE,San Jose,,408-288-9611,moderate,4.3,Kazoo Japanese Restaurant,
385 South Winchester Boulevard,Japanese,,FALSE,FALSE,San Jose,,408-985-1889,moderate,4.2,Kenji Sushi,
593 North 5th Street,Japanese,,FALSE,FALSE,San Jose,,408-279-8440,moderate,4.3,Kubota,
664 Blossom Hill Road,Japanese,,FALSE,FALSE,San Jose,,408-224-0600,moderate,4.2,Miyakko Japanese Cuisine,
38 East 4th Avenue,Mexican,,FALSE,TRUE,San Mateo,,650-581-7223,cheap,3.9,Rubio's,
2018 Lombard Street,Spanish,,FALSE,FALSE,San Francisco,,415-929-8888,moderate,4.4,Alegrias,
44 Belden Place,Spanish,,TRUE,FALSE,San Francisco,,415-986-6287,moderate,4.1,B44 Catalan Bistro,
399 Grove Street,Spanish,,FALSE,TRUE,San Francisco,,415-430-6590,pricey,4.1,Barcino,
888 Brannan Street,Spanish,,FALSE,FALSE,San Francisco,,415-430-6580,pricey,4.5,Bellota,
490 Geary Street,Spanish,,FALSE,FALSE,San Francisco,,415-345-2301,pricey,4,Bota Tapas & Paella Bar,
2272 Market Street,Spanish,,FALSE,TRUE,San Francisco,,415-552-3000,moderate,4.5,Canela Bistro & Wine Bar,
Pier 5 The Embarcadero,Spanish,,TRUE,FALSE,San Francisco,,415-704-8866,pricey,4.4,Coqueta,
1015 Battery Street,Spanish,,FALSE,FALSE,San Francisco,,415-391-2555,pricey,4.4,Piperade,
2953 Baker Street,Breakfast,,TRUE,FALSE,San Francisco,,415-931-1475,moderate,4.3,Baker Street Bistro,
471 Jefferson Street,Breakfast,,TRUE,TRUE,San Francisco,,415-771-2222,moderate,4,Blue Mermaid,
401 Taylor Street,Breakfast,,FALSE,FALSE,San Francisco,,415-775-7979,moderate,3.7,Jasper's Corner Tap And Kitchen,
1801 Clement Street,Breakfast,,FALSE,TRUE,San Francisco,,415-702-6219,moderate,4.7,Lokma,
5454 Mission Street,Breakfast,,FALSE,FALSE,San Francisco,,415-333-1011,cheap,3.5,Mcdonald's,
4001 Judah Street,Breakfast,,TRUE,TRUE,San Francisco,,415-661-6140,moderate,4.4,Outerlands,
432 Powell Street,Breakfast,,FALSE,FALSE,San Francisco,,415-395-8549,pricey,4.2,Scala's Bistro,
360 Jessie Street,Breakfast,,FALSE,FALSE,San Francisco,,415-321-6000,pricey,4.4,The Cavalier,
1100 Market Street,Breakfast,,FALSE,FALSE,San Francisco,,628-895-2040,pricey,4.3,Villon,
125 3rd Street,Breakfast,,FALSE,TRUE,San Francisco,,415-284-4049,pricey,4.6,Vitrine,
2327 Mission Street,Caribbean,,FALSE,FALSE,San Francisco,,415-824-1502,moderate,4.2,Cha Cha Cha,
1123 Folsom Street,Caribbean,,FALSE,FALSE,San Francisco,,415-525-3676,moderate,3.8,El Capitan,
2032 Union Street,Caribbean,,TRUE,FALSE,San Francisco,,415-400-4355,moderate,4.3,Palm House,
10151 Cabrillo Highway North,Japanese,,FALSE,FALSE,Half Moon Bay,,650-713-5140,moderate,4.1,Monster Chef,
20 Stone Pine Road,Japanese,,FALSE,TRUE,Half Moon Bay,,650-712-8886,moderate,4.4,Shiki Japanese Cuisine,
400 Main Street,Japanese,,FALSE,FALSE,Half Moon Bay,,650-726-6336,moderate,4.4,Sushi Main Street,
2135 Franklin Street,Mexican,,FALSE,TRUE,Oakland,,510-288-3668,moderate,4.3,Agave Uptown,
4039 Piedmont Avenue,Mexican,,TRUE,TRUE,Oakland,,510-985-1200,moderate,4.1,Bar Cesar,
2337 Broadway,Mexican,,TRUE,FALSE,Oakland,,510-338-3273,moderate,4.2,Calavera,
3829 Foothill Boulevard,Mexican,,FALSE,FALSE,Oakland,,510-536-6898,moderate,4.3,El Malecon,
891 Island Drive # B,Mexican,,FALSE,FALSE,Oakland,,510-769-9110,moderate,4.3,La Penca Azul,
1457 Fruitvale Avenue,Mexican,,FALSE,TRUE,Oakland,,510-261-3325,moderate,3.9,Mi Grullense | Restaurant & Tequila Bar,
3872 International Boulevard,Mexican,,FALSE,FALSE,Oakland,,510-536-0909,moderate,3.8,Otaez Restaurant,
1308 International Boulevard,Mexican,,FALSE,FALSE,Oakland,,510-532-5575,moderate,4.3,Tijuana | Mexican Seafood Restaurant,
8150 Cabrillo Highway,Seafood,,TRUE,FALSE,Montara,,650-728-1600,pricey,4.5,La Costanera,
914 Main Street,Coffeehouse,,FALSE,FALSE,Antioch,,925-754-6114,cheap,3.5,Mcdonald's,
20649 Rustic Drive,Japanese,,FALSE,FALSE,Castro Valley,,510-886-8528,moderate,4.2,Isushi,
2652 Castro Valley Boulevard,Japanese,,FALSE,TRUE,Castro Valley,,510-690-9500,moderate,4.3,Koyomisushi,
4627 Pacific Coast Highway,Mexican,,FALSE,FALSE,Pacifica,,650-355-7873,moderate,3.8,The Surf Spot,
7484 Monterey Road,Mexican,,FALSE,FALSE,Gilroy,,408-847-8812,moderate,4.2,Carnitas Michoacan,
850 Renz Lane,Mexican,,FALSE,FALSE,Gilroy,,408-842-4000,moderate,3.9,Chili's Grill & Bar,
757 1st Street,Mexican,,TRUE,FALSE,Gilroy,,408-848-1052,moderate,4.4,Victoria's Mexican Restaurant,
330 North Santa Cruz Avenue,Steakhouse,,TRUE,FALSE,Los Gatos,,408-354-8858,moderate,3.6,Chicago Steak & Fish,
210 East Main Street,Steakhouse,,TRUE,TRUE,Los Gatos,,408-354-7701,pricey,4.5,Dio Deka Fine Hellenic Cuisine,
4632 Meridian Avenue,Asian,,FALSE,FALSE,San Jose,,408-723-2598,moderate,3.8,Sushi Factory,
150 South 1st Street # 107/109,Asian,,FALSE,TRUE,San Jose,,408-292-7222,moderate,3.2,Tandoori Oven,
44 Webster Street,Mediterranean,,TRUE,TRUE,Oakland,,510-250-9491,moderate,4.4,Dyafa,
1437 Franklin Street,Mediterranean,,FALSE,TRUE,Oakland,,510-836-4444,cheap,4.3,Marhaba Indian & Pakistani Halal Cuisine,
3407 Lakeshore Avenue,Mediterranean,,TRUE,TRUE,Oakland,,510-251-0329,moderate,4.5,Shakewell,
542 Grand Avenue,Mediterranean,,FALSE,FALSE,Oakland,,510-452-9500,moderate,4.4,Sidebar,
2380 Cabrillo Highway South,Italian,,FALSE,FALSE,Half Moon Bay,,650-560-9260,moderate,3.9,Half Moon Bay Joe's,
315 Main Street C,Italian,,FALSE,TRUE,Half Moon Bay,,650-726-5125,moderate,4.4,Pasta Moon,
2810 Cabrillo Highway North,Italian,,FALSE,FALSE,Half Moon Bay,,650-560-8858,moderate,4.2,Via Uno Cucina Italiana & Bar,
1300 Fillmore Street,Brunch,,FALSE,FALSE,San Francisco,,415-771-7100,moderate,4,1300 On Fillmore,
398 Hayes Street,Brunch,,TRUE,TRUE,San Francisco,,415-551-1590,pricey,4.3,Absinthe Brasserie & Bar,
1434 18th Street,Brunch,,FALSE,TRUE,San Francisco,,415-252-1036,moderate,4.2,Aperto,
1785 Fulton Street,Brunch,,FALSE,FALSE,San Francisco,,415-416-6989,moderate,4.3,Barrel Head Brewhouse,
2150 Chestnut Street,Brunch,,TRUE,TRUE,San Francisco,,415-931-9663,moderate,4.4,Blackwood,
4 Mint Plaza,Brunch,,FALSE,FALSE,San Francisco,,415-546-4134,moderate,3.8,Chez Papa Resto,
622 Green Street,Brunch,,TRUE,FALSE,San Francisco,,415-722-9109,cheap,4.3,Chief Sullivan's,
369 The Embarcadero,Brunch,,TRUE,FALSE,San Francisco,,415-369-9218,ultra high-end,4.4,Epic Steak,
661 Divisadero Street,Brunch,,FALSE,TRUE,San Francisco,,415-440-4500,pricey,3.9,La Urbana,
888 Howard Street,Brunch,,FALSE,FALSE,San Francisco,,415-616-6566,pricey,4.2,Luce Restaurant,
200 Merrydale Road,Italian,,FALSE,TRUE,San Rafael,,415-472-7100,moderate,4.5,Gaspare's Pizzeria Ristorante,
901 A Street,Italian,,TRUE,TRUE,San Rafael,,415-485-0469,moderate,4.6,Il Davide,
3751 Redwood Highway,Italian,,TRUE,FALSE,San Rafael,,415-492-9100,moderate,4.4,Ristorante La Toscana,
5800 Northgate Drive #138,Italian,,TRUE,FALSE,San Rafael,,415-479-3200,moderate,3.5,Tomatina,
1499 Valencia Street,California,,TRUE,TRUE,San Francisco,,415-416-6136,moderate,4.5,Al's Place,
1275 Minnesota Street,California,,FALSE,FALSE,San Francisco,,415-580-7662,pricey,4.2,Alta Msp,
1085 Mission Street,California,,FALSE,TRUE,San Francisco,,415-341-9000,ultra high-end,4.3,Aq,
295 Terry A Francois Boulevard,California,,TRUE,TRUE,San Francisco,,415-512-7153,moderate,4.2,Atwater Tavern,
222 Sansome Street,California,,FALSE,FALSE,San Francisco,,415-276-9888,moderate,4.4,Brasserie S&p,
3115 22nd Street,California,,FALSE,FALSE,San Francisco,,415-757-0994,ultra high-end,4.6,Californios,
3519 Balboa Street,California,,TRUE,TRUE,San Francisco,,415-640-8990,moderate,4.5,Cassava,
3000 20th Street,California,,FALSE,FALSE,San Francisco,,415-826-7004,pricey,4.5,Central Kitchen,
3161 24th Street,California,,FALSE,TRUE,San Francisco,,415-829-7814,moderate,4.3,Foxsister,
125 3rd Street,California,,FALSE,TRUE,San Francisco,,415-284-4188,pricey,4.2,Grill At The St. Regis,
3324 Steiner Street,California,,FALSE,FALSE,San Francisco,,415-567-9588,pricey,4.3,Isa Restaurant,
648 Bush Street,California,,FALSE,TRUE,San Francisco,,415-989-7154,pricey,4.6,Masa's Restaurant,
199 Gough Street,California,,FALSE,FALSE,San Francisco,,415-355-9085,pricey,4.7,Rich Table,
2 New Montgomery Street,California,,FALSE,FALSE,San Francisco,,415-546-5089,pricey,4.2,The Garden Court,
780 Mission Street,California,,FALSE,FALSE,San Francisco,,415-442-6003,pricey,4.4,The View Lounge,
536 9th Street,Japanese,,FALSE,FALSE,Oakland,,510-823-2050,pricey,4.6,Delage,
4345 Telegraph Avenue,Japanese,,FALSE,TRUE,Oakland,,510-658-7273,moderate,4.3,Kansai,
5849 San Pablo Avenue,Japanese,,FALSE,TRUE,Oakland,,510-922-8619,moderate,4.3,Noodle Theory Provisions,
3400 Fruitvale Avenue,Japanese,,TRUE,TRUE,Oakland,,510-530-8564,moderate,4,Ramen And Sushi (nama Japanese Cuisine),
1825-3 San Pablo Avenue,Japanese,,FALSE,TRUE,Oakland,,510-271-1888,moderate,4.6,Shinmai,
5415 College Avenue,Japanese,,FALSE,FALSE,Oakland,,510-654-7753,cheap,4.2,Uzen,
2317 South El Camino Real,Seafood,,FALSE,FALSE,San Mateo,,650-581-1305,moderate,4.2,Andes Cafe San Mateo,
428 East 3rd Avenue,Seafood,,FALSE,FALSE,San Mateo,,650-348-7810,moderate,4.1,Fuji Sukiyaki,
570 South Norfolk Street,Seafood,,FALSE,TRUE,San Mateo,,650-347-1228,cheap,3.7,Golden Wok,
30 South B Street,Seafood,,FALSE,TRUE,San Mateo,,650-340-8974,moderate,4.2,Joy Sushi,
73 East 3rd Avenue,Seafood,,TRUE,TRUE,San Mateo,,650-342-0288,moderate,4.4,Ni-mo Japanese Cuisine,
1952 South El Camino Real,Seafood,,FALSE,FALSE,San Mateo,,650-315-2827,moderate,4.1,Seapot,
1855 South Norfolk Street,Seafood,,TRUE,TRUE,San Mateo,,650-349-3474,moderate,4.3,The Fish Market,
1855 South Norfolk Street,Seafood,,FALSE,TRUE,San Mateo,,650-349-1845,pricey,4.2,Top Of The Market,
54 37th Avenue,Seafood,,FALSE,FALSE,San Mateo,,650-358-0298,moderate,4.5,Yuzu,
2621 Somersville Road,Chinese,,FALSE,TRUE,Antioch,,925-753-1763,moderate,4.5,Double Dragon,
3436 Deer Valley Road,Chinese,,FALSE,FALSE,Antioch,,925-777-0888,cheap,4.2,Rice Bowl,
5867 Lone Tree Way,Chinese,,FALSE,TRUE,Antioch,,925-777-1883,moderate,4.2,Tao San Jin,
200 Sycamore Valley Rd W,Steakhouse,,FALSE,FALSE,Danville,,925-552-0505,pricey,4.5,Forbes Mill Steakhouse,
7377 Saint Helena Highway,American,,TRUE,FALSE,Napa,,866-531-2580,pricey,4.4,Brix Restaurant And Gardens,
1030 Main Street,American,,FALSE,FALSE,Napa,,707-260-1600,moderate,4.3,City Winery Napa,
902 Main Street,American,,TRUE,FALSE,Napa,,707-258-2337,moderate,4.2,Downtown Joe's,
155 Gasser Drive B,American,,TRUE,TRUE,Napa,,707-927-3394,moderate,4.2,Forge Napa,
7399 Saint Helena Highway,American,,FALSE,FALSE,Napa,,707-944-2424,pricey,4.6,Mustards Grill,
540 Main Street Ste 100,American,,TRUE,TRUE,Napa,,707-259-0762,moderate,4.4,Napa General Store,
975 Clinton Street,American,,FALSE,TRUE,Napa,,707-666-2383,moderate,4.5,Napa Valley Bistro,
1600 Atlas Peak Road,American,,TRUE,FALSE,Napa,,707-257-5400,pricey,4,The Grill,
2044 Airport Road,American,,FALSE,FALSE,Napa,,707-258-6115,moderate,4.2,The Runway By Patrick,
813 Main Street,American,,FALSE,FALSE,Napa,,707-226-7821,pricey,4.3,The Thomas,
205 Franklin Street,Gastropub,,FALSE,FALSE,San Francisco,,415-287-6599,moderate,4.2,B-side,
3199 Fillmore Street,Gastropub,,TRUE,FALSE,San Francisco,,415-921-3944,moderate,4.3,Balboa Cafe,
242 O'Farrell Street,Gastropub,,FALSE,FALSE,San Francisco,,415-433-4332,moderate,4.1,Bartlett Hall,
1 Mission Street,Gastropub,,FALSE,FALSE,San Francisco,,415-543-6084,ultra high-end,4.5,Boulevard,
133 2nd Street,Gastropub,,FALSE,FALSE,San Francisco,,415-722-9109,moderate,4.1,Eddie Rickenbacker's,
2491 Mission Street,Gastropub,,TRUE,TRUE,San Francisco,,415-525-4335,moderate,4.3,Myriad Gastropub,
3324 24th Street,Gastropub,,FALSE,FALSE,San Francisco,,415-375-1477,moderate,4.4,Paprika,
301 Sacramento Street,Gastropub,,FALSE,FALSE,San Francisco,,415-956-1710,moderate,4.2,Royal Exchange,
56 Belden Place,Gastropub,,TRUE,TRUE,San Francisco,,415-397-8800,moderate,4.2,Sauce: Belden Place,
1 Letterman Drive,Gastropub,,TRUE,FALSE,San Francisco,,415-655-9413,pricey,4.3,Sessions At The Presidio,
265 Grand Avenue,Thai,,FALSE,TRUE,South San Francisco,,650-952-5279,moderate,4.1,Thai Satay Restaurant & Bar,
146 Hazelwood Drive,Thai,,FALSE,TRUE,South San Francisco,,650-873-8341,moderate,4.1,White Elephant Restaurant,
941 Carleton Street,Spanish,,FALSE,FALSE,Berkeley,,510-845-6904,moderate,4.4,Juan's Place,
2400 Polk Street,Austrian,,FALSE,FALSE,San Francisco,,415-474-2000,moderate,4.6,Leopold's,
43330 Pacific Commons Boulevard,Steakhouse,,FALSE,FALSE,Fremont,,510-445-1850,moderate,4,Claim Jumper Restaurants,
45915 Warm Springs Boulevard,Steakhouse,,FALSE,FALSE,Fremont,,510-656-9141,moderate,4.3,Spin A Yarn,
3113 Stevenson Boulevard,Chinese,,FALSE,TRUE,Fremont,,510-770-8818,moderate,4.1,B K's Bistro,
645 4th Street A,Seafood,,FALSE,TRUE,Santa Rosa,,707-569-8588,moderate,4.2,Jojo Restaurant & Sushi Bar,
458 B Street,Seafood,,FALSE,FALSE,Santa Rosa,,707-708-8808,moderate,3.9,Mariscos El Patron,
521 Adams Street,Seafood,,FALSE,FALSE,Santa Rosa,,707-546-5100,pricey,4.5,Stark's Steak & Seafood,
3810 Mowry Avenue,Seafood,,FALSE,FALSE,Fremont,,510-797-3474,moderate,4.4,Aniki's Sushi,
4949 Stevenson Boulevard,Seafood,,FALSE,FALSE,Fremont,,510-573-2264,moderate,4,Cut The Crab,
43406 Christy Street,Seafood,,TRUE,FALSE,Fremont,,510-791-8675,moderate,4.2,Market Broiler Fremont,
4906 Paseo Padre Parkway,Seafood,,FALSE,FALSE,Fremont,,510-745-8866,moderate,4.1,Yum's Bistro,
243 O'Farrell Street,Irish,,FALSE,FALSE,San Francisco,,415-954-0777,moderate,4.3,Johnny Foley's Irish House,
1940 Taraval,Irish,,FALSE,FALSE,San Francisco,,415-731-8900,moderate,4.4,Parkside Tavern,
1101 Burlingame Avenue,Peruvian,,TRUE,FALSE,Burlingame,,650-727-0050,moderate,4.4,Limon Rotisserie Burlingame,
57 North Milpitas Boulevard,Coffeehouse,,FALSE,TRUE,Milpitas,,408-719-8200,moderate,3.9,Honey Thai Restaurant,
4390 Telegraph Avenue A,Korean,,FALSE,FALSE,Oakland,,510-250-9988,moderate,3.9,Azit,
2600 Telegraph Avenue,Korean,,FALSE,FALSE,Oakland,,510-834-5757,moderate,4.4,Gogi Time,
372 Grand Avenue,Korean,,FALSE,FALSE,Oakland,,510-444-7658,moderate,4.3,Jong Ga House,
1971 San Pablo Avenue,Chinese,,FALSE,TRUE,Pinole,,510-741-8788,moderate,3.6,China House Restaurant,
795 Fernandez Avenue,Chinese,,FALSE,TRUE,Pinole,,510-724-1668,moderate,4.1,King Valley,
2180 Third Street,Japanese,,FALSE,TRUE,Livermore,,925-606-7222,moderate,4.3,Kawa Sushi,
5945 Almaden Expressway #150,Thai,,FALSE,TRUE,San Jose,,408-268-3235,moderate,4.2,Erawan Thai Cuisine,
642 South Winchester Boulevard,Thai,,FALSE,TRUE,San Jose,,408-260-8224,moderate,4.2,Krungthai,
2043 Camden Avenue,Thai,,FALSE,TRUE,San Jose,,408-626-7718,moderate,4,Lanna Thai Restaurant,
580 North Winchester Boulevard,Thai,,FALSE,TRUE,San Jose,,408-248-3435,moderate,4.1,New Krungthai,
