genre,location,movie_name,price,show_type,street_address,theater_name,show_date,show_time,number_of_tickets
Fantasy,Campbell,Dumbo,24,3d,2501 Winchester Boulevard,CineLux Plaza Theatre,3/2/2019,15:30,
Drama,San Francisco,Red Joan,18,3d,1 Embarcadero Center,Landmark's Embarcadero Center Cinema,3/6/2019,21:30,
Adventure,San Francisco,Shazam!,15,3d,3630 Balboa Street,Balboa Theatre,3/2/2019,16:00,
Adventure,San Francisco,Shazam!,21,imax,2149 Chestnut Street,Marina Theatre,3/2/2019,20:00,
Fantasy,Cloverdale,Hellboy,19,3d,121 East 1st Street,The Clover Theater,3/1/2019,20:00,
Horror,Union City,The Curse of La Llorona,16,imax,32100 Union Landing Boulevard,Century 25 Union Landing & XD,3/8/2019,21:30,
Biographical,San Leandro,Breakthrough,7,3d,15555 East 14th Street,Century 16,3/3/2019,22:30,
Comedy,Newark,Little,14,imax,400 Newpark Mall,AMC NewPark 12,3/7/2019,22:00,
Comedy,Emeryville,Family,21,regular,5614 Bay Street Suite 220,AMC Bay Street 16,3/3/2019,22:00,
Drama,Livermore,High Life,23,3d,1722 First Street,Vine Cinema & Alehouse,3/7/2019,18:30,
Biographical,San Leandro,Breakthrough,7,3d,15555 East 14th Street,Century 16,3/4/2019,22:30,
Comedy,Walnut Creek,Little,23,regular,1201 Locust Street,Century Walnut Creek 14 & XD,3/6/2019,22:00,
Comedy,Oakland,Gloria Bell,11,imax,474 24th Street,The New Parkway Theater,3/6/2019,18:30,
Drama,Menlo Park,Red Joan,10,3d,949 El Camino Real,Landmark's Guild Theatre,3/6/2019,19:00,
Drama,San Rafael,Wild Nights with Emily,12,imax,1118 4th Street,Smith Rafael Film Center,3/3/2019,20:30,
Adventure,Petaluma,Shazam!,25,3d,200 C Street,Boulevard 14 Cinema,3/5/2019,20:30,
Adventure,Morgan Hill,Captain Marvel,9,regular,750 Tennant Station,CineLux Tennant Station Stadium 11,3/9/2019,20:30,
Fantasy,Union City,Hellboy,23,3d,32100 Union Landing Boulevard,Century 25 Union Landing & XD,3/6/2019,21:00,
Adventure,Brentwood,Captain Marvel,12,3d,2525 Sand Creek Road,AMC Brentwood 14,3/8/2019,21:00,
Biographical,San Jose,Breakthrough,14,3d,2306 Almaden Road,CineLux Almaden Cinema,3/7/2019,21:30,
Horror,San Francisco,The Curse of La Llorona,7,3d,135 4th Street Suite 3000,AMC Metreon 16,3/1/2019,22:00,
Horror,San Francisco,The Curse of La Llorona,8,3d,835 Market Street,Century San Francisco Centre 9 & XD,3/1/2019,23:00,
Comedy,Walnut Creek,Missing Link,17,imax,1201 Locust Street,Century Walnut Creek 14 & XD,3/2/2019,13:30,
Drama,Albany,Red Joan,15,regular,1115 Solano Avenue,Landmark's Albany Twin,3/3/2019,21:30,
Adventure,Redwood City,Shazam!,10,regular,825 Middlefield Road,Century Redwood City Downtown 20 & XD,3/3/2019,23:00,
Documentary,Larkspur,The Invisibles,15,3d,549 Magnolia Avenue,Lark Theater,3/3/2019,18:30,
Biographical,Vallejo,Breakthrough,19,3d,109 Plaza Dr. Gateway Plaza Center,Century Vallejo 14,3/5/2019,21:30,
Adventure,Livermore,Captain Marvel,10,imax,2490 First Street,Livermore 13 Cinema,3/4/2019,22:00,
Comedy,Livermore,Missing Link,24,imax,2490 First Street,Livermore 13 Cinema,3/4/2019,11:30,
Horror,Campbell,The Curse of La Llorona,10,imax,1875 South Bascom Avenue,Pruneyard Dine-In Cinemas,3/7/2019,21:30,
Fantasy,San Jose,Dumbo,17,regular,2190 Eastridge Loop,AMC Eastridge 15,,,
Horror,San Jose,The Curse of La Llorona,20,3d,2190 Eastridge Loop,AMC Eastridge 15,,,
Animation,San Jose,How to Train Your Dragon: The Hidden World,15,3d,2190 Eastridge Loop,AMC Eastridge 15,3/2/2019,12:00,
Fantasy,San Jose,Dumbo,5,regular,2306 Almaden Road,CineLux Almaden Cinema,3/2/2019,14:00,
Adventure,Livermore,Shazam!,24,imax,2490 First Street,Livermore 13 Cinema,3/1/2019,22:00,
Horror,Pleasant Hill,The Curse of La Llorona,15,regular,125 Crescent Drive,Century 16 Downtown,3/3/2019,22:30,
Horror,Campbell,The Curse of La Llorona,10,imax,1875 South Bascom Avenue,Pruneyard Dine-In Cinemas,3/1/2019,21:30,
Biographical,Newark,Breakthrough,24,regular,400 Newpark Mall,AMC NewPark 12,3/3/2019,21:00,
Fantasy,Berkeley,Hellboy,17,3d,2274 Shattuck Avenue,United Artists Berkeley 7,3/2/2019,15:30,
Fantasy,Alameda,Dumbo,19,imax,2317 Central Avenue,Alameda Theatre & Cineplex,3/8/2019,16:30,
Thriller,Richmond,Pet Sematary,14,imax,3200 Klose Way,Century Hilltop 16,,,
Thriller,Richmond,Pet Sematary,14,imax,3200 Klose Way,Century Hilltop 16,3/2/2019,15:00,
Crime,San Francisco,Ash Is Purest White,14,imax,1 Embarcadero Center,Landmark's Embarcadero Center Cinema,3/1/2019,21:00,
Horror,Santa Rosa,The Curse of La Llorona,9,regular,409 Aviation Boulevard,Airport Stadium 12,3/6/2019,21:30,
Drama,Sebastopol,High Life,10,imax,6868 McKinley Street,Rialto Cinemas,3/1/2019,21:30,
Horror,Pleasant Hill,The Curse of La Llorona,15,regular,125 Crescent Drive,Century 16 Downtown,3/8/2019,22:30,
Fantasy,San Ramon,Dumbo,15,3d,6000 Bollinger Canyon Road Suite 2300,THE LOT City Center,3/4/2019,11:00,
Comedy,San Rafael,Missing Link,19,imax,7000 Northgate Drive,Century,3/1/2019,21:30,
Musical,San Ramon,Teen Spirit,18,3d,6000 Bollinger Canyon Road Suite 2300,THE LOT City Center,3/1/2019,20:30,
Romance,Vallejo,After,13,regular,109 Plaza Dr. Gateway Plaza Center,Century Vallejo 14,3/1/2019,21:30,
Fantasy,Brentwood,Hellboy,14,3d,2525 Sand Creek Road,AMC Brentwood 14,3/2/2019,14:00,
Adventure,Alameda,Captain Marvel,15,3d,2317 Central Avenue,Alameda Theatre & Cineplex,3/7/2019,20:00,
Drama,San Rafael,Wild Nights with Emily,12,imax,1118 4th Street,Smith Rafael Film Center,3/2/2019,20:30,
Fantasy,San Francisco,Hellboy,24,regular,2149 Chestnut Street,Marina Theatre,3/1/2019,20:00,
Crime,San Francisco,Ash Is Purest White,14,imax,1 Embarcadero Center,Landmark's Embarcadero Center Cinema,3/5/2019,21:00,
Biographical,Livermore,Breakthrough,9,imax,2490 First Street,Livermore 13 Cinema,3/2/2019,19:00,
Romance,Pittsburg,After,8,regular,4085 Century Boulevard,Maya Pittsburg Cinemas,,,
Adventure,Pittsburg,Captain Marvel,19,regular,4085 Century Boulevard,Maya Pittsburg Cinemas,,,
Comedy,Pittsburg,Little,23,regular,4085 Century Boulevard,Maya Pittsburg Cinemas,,,
Thriller,Pittsburg,Pet Sematary,23,imax,4085 Century Boulevard,Maya Pittsburg Cinemas,,,
Horror,Pittsburg,The Curse of La Llorona,17,3d,4085 Century Boulevard,Maya Pittsburg Cinemas,,,
Adventure,Pittsburg,Captain Marvel,19,regular,4085 Century Boulevard,Maya Pittsburg Cinemas,3/2/2019,21:30,
Thriller,Santa Clara,Pet Sematary,11,3d,3111 Mission College Boulevard,AMC Mercado 20,3/3/2019,11:00,
Fantasy,Emeryville,Dumbo,25,regular,5614 Bay Street Suite 220,AMC Bay Street 16,3/3/2019,19:00,
Romance,Palo Alto,Pillow Talk,10,regular,221 University Avenue,Stanford Theatre,3/7/2019,19:30,
Fantasy,San Francisco,Penguin Highway,15,3d,3117 16th St,Roxie Theater,3/2/2019,21:30,
Comedy,Santa Clara,Little,24,regular,2855 Stevens Creek Boulevard Suite 2160,ShowPlace ICON Valley Fair,3/1/2019,22:30,
Fantasy,San Francisco,Mad Max: Fury Road,11,imax,3630 Balboa Street,Balboa Theatre,3/14/2019,19:30,
Fantasy,San Francisco,Dumbo,15,imax,135 4th Street Suite 3000,AMC Metreon 16,3/5/2019,16:00,
Adventure,Los Gatos,Shazam!,12,imax,43 North Santa Cruz Avenue,Los Gatos Theatre,,,
Drama,Los Gatos,The Mustang,13,imax,43 North Santa Cruz Avenue,Los Gatos Theatre,,,
Adventure,Los Gatos,Shazam!,12,imax,43 North Santa Cruz Avenue,Los Gatos Theatre,3/2/2019,20:30,
Fantasy,Santa Rosa,Hellboy,17,regular,620 3rd Street,3rd Street Cinema,3/7/2019,20:30,
Adventure,Mountain View,Captain Marvel,16,imax,2575 California Street #90,ShowPlace ICON Mountain View,,,
Comedy,Mountain View,Little,15,regular,1500 North Shoreline Boulevard,Century Cinema 16,,,
Horror,Mountain View,The Curse of La Llorona,23,3d,2575 California Street #90,ShowPlace ICON Mountain View,,,
Horror,Mountain View,The Curse of La Llorona,23,3d,2575 California Street #90,ShowPlace ICON Mountain View,3/1/2019,22:00,
Fantasy,Cloverdale,Dumbo,24,imax,121 East 1st Street,The Clover Theater,,,
Biographical,Oakland,Breakthrough,16,regular,100 Washington Street,Regal Cinemas Jack London 9,3/6/2019,21:30,
Fantasy,San Jose,Hellboy,17,imax,2306 Almaden Road,CineLux Almaden Cinema,3/2/2019,16:30,
Fantasy,Newark,Dumbo,10,imax,400 Newpark Mall,AMC NewPark 12,3/5/2019,11:00,
Fantasy,Newark,Dumbo,10,imax,400 Newpark Mall,AMC NewPark 12,3/8/2019,16:30,
Thriller,Berkeley,Hotel Mumbai,6,3d,Shattuck Avenue,Landmark's California Theatre,3/9/2019,19:00,
Adventure,Petaluma,Captain Marvel,24,imax,200 C Street,Boulevard 14 Cinema,3/3/2019,20:00,
Drama,Albany,Red Joan,15,regular,1115 Solano Avenue,Landmark's Albany Twin,3/8/2019,19:00,
Adventure,San Francisco,Shazam!,15,3d,3630 Balboa Street,Balboa Theatre,,,
Thriller,Moraga,Hotel Mumbai,14,regular,350 Park Street,Rheem Theatre,3/3/2019,19:30,
Adventure,Sonoma,Shazam!,12,3d,4451,Sonoma Cinema,3/6/2019,19:00,
Sports,Oakland,Fighting with My Family,16,3d,474 24th Street,The New Parkway Theater,3/1/2019,20:30,
Crime,San Francisco,Ash Is Purest White,14,imax,1 Embarcadero Center,Landmark's Embarcadero Center Cinema,3/7/2019,21:00,
Adventure,Sonoma,Shazam!,12,3d,4451,Sonoma Cinema,3/2/2019,19:00,
Adventure,Petaluma,Captain Marvel,24,imax,200 C Street,Boulevard 14 Cinema,3/8/2019,20:00,
Adventure,Alameda,Captain Marvel,15,3d,2317 Central Avenue,Alameda Theatre & Cineplex,3/3/2019,20:00,
Drama,Menlo Park,Red Joan,10,3d,949 El Camino Real,Landmark's Guild Theatre,3/8/2019,19:00,
Biographical,San Leandro,Breakthrough,7,3d,15555 East 14th Street,Century 16,3/8/2019,22:30,
Adventure,Livermore,Captain Marvel,10,imax,2490 First Street,Livermore 13 Cinema,3/8/2019,21:00,
Adventure,San Jose,Shazam!,19,3d,2306 Almaden Road,CineLux Almaden Cinema,3/2/2019,23:00,
Thriller,Hayward,Pet Sematary,8,regular,1069 B Street,Century at Hayward,3/2/2019,16:30,
Comedy,Antioch,Green Book,21,3d,4204 Lone Tree Way,AMC Deer Valley 16,3/1/2019,19:00,
Drama,Larkspur,Transit,10,3d,549 Magnolia Avenue,Lark Theater,3/4/2019,10:30,
Thriller,Campbell,Pet Sematary,12,regular,1875 South Bascom Avenue,Pruneyard Dine-In Cinemas,3/1/2019,20:30,
Animation,Santa Rosa,How to Train Your Dragon: The Hidden World,18,3d,620 3rd Street,3rd Street Cinema,3/5/2019,21:00,
Thriller,San Francisco,Pet Sematary,17,3d,135 4th Street Suite 3000,AMC Metreon 16,,,
Biographical,San Francisco,Searching for Sugar Man,25,3d,3630 Balboa Street,Balboa Theatre,,,
Comedy,San Francisco,Long Shot,8,3d,135 4th Street Suite 3000,AMC Metreon 16,,,
Romance,San Francisco,The Visitor,24,3d,2550 Mission Street,Alamo Drafthouse Cinema,,,
Horror,San Francisco,The Curse of La Llorona,7,3d,135 4th Street Suite 3000,AMC Metreon 16,,,
Adventure,San Francisco,Shazam!,6,3d,135 4th Street Suite 3000,AMC Metreon 16,,,
Adventure,Sonoma,Shazam!,12,3d,4451,Sonoma Cinema,3/1/2019,19:00,
Adventure,Healdsburg,Shazam!,11,imax,415 Center Street,Raven Film Center,3/2/2019,16:00,
Romance,Palo Alto,Pillow Talk,10,regular,221 University Avenue,Stanford Theatre,3/3/2019,19:30,
Comedy,San Jose,Little,20,3d,2306 Almaden Road,CineLux Almaden Cinema,3/4/2019,13:30,
Drama,Sebastopol,Sunset,19,imax,6868 McKinley Street,Rialto Cinemas,3/1/2019,19:30,
Fantasy,Redwood City,Dumbo,18,imax,825 Middlefield Road,Century Redwood City Downtown 20 & XD,3/2/2019,16:00,
Thriller,Berkeley,Hotel Mumbai,6,3d,Shattuck Avenue,Landmark's California Theatre,3/8/2019,19:00,
Crime,San Francisco,Ash Is Purest White,15,regular,3290 Sacramento Street,Vogue Theatre,3/1/2019,16:00,
Fantasy,Campbell,Dumbo,24,3d,2501 Winchester Boulevard,CineLux Plaza Theatre,,,
Fantasy,Danville,Dumbo,10,regular,4175 Blackhawk Plaza Circle,Century Blackhawk Plaza,,,
Fantasy,Danville,Dumbo,10,regular,4175 Blackhawk Plaza Circle,Century Blackhawk Plaza,3/1/2019,19:00,
Horror,Brentwood,The Curse of La Llorona,19,3d,2525 Sand Creek Road,AMC Brentwood 14,3/1/2019,19:30,
Thriller,Moraga,Hotel Mumbai,14,regular,350 Park Street,Rheem Theatre,3/4/2019,19:30,
Fantasy,Campbell,Dumbo,14,imax,1875 South Bascom Avenue,Pruneyard Dine-In Cinemas,3/4/2019,15:00,
Fantasy,Fairfield,Hellboy,12,3d,1549 Gateway Boulevard,Edwards Fairfield 16 & IMAX,3/2/2019,16:00,
Horror,San Ramon,The Curse of La Llorona,11,3d,6000 Bollinger Canyon Road Suite 2300,THE LOT City Center,3/9/2019,19:30,
Biographical,San Francisco,JT LeRoy,16,regular,3117 16th St,Roxie Theater,3/9/2019,19:00,
Thriller,Brentwood,Pet Sematary,13,3d,2525 Sand Creek Road,AMC Brentwood 14,3/1/2019,19:00,
Thriller,Berkeley,Hotel Mumbai,6,3d,Shattuck Avenue,Landmark's California Theatre,3/2/2019,19:00,
Documentary,Larkspur,The Invisibles,15,3d,549 Magnolia Avenue,Lark Theater,3/5/2019,10:00,
Adventure,San Francisco,Captain Marvel,21,regular,835 Market Street,Century San Francisco Centre 9 & XD,3/2/2019,16:00,
Fantasy,Vallejo,Dumbo,19,imax,109 Plaza Dr. Gateway Plaza Center,Century Vallejo 14,3/5/2019,14:30,
Comedy,Santa Clara,Missing Link,19,3d,3111 Mission College Boulevard,AMC Mercado 20,3/7/2019,15:00,
Fantasy,San Ramon,Hellboy,24,regular,1603,Regal Cinemas Crow Canyon 6,3/2/2019,15:30,
Animation,Fremont,How to Train Your Dragon: The Hidden World,20,imax,43917 Pacific Commons Boulevard,Century at Pacific Commons & XD,3/1/2019,13:30,
Fantasy,Vacaville,Dumbo,22,3d,531 Davis Street,Brenden Vacaville 16,3/8/2019,19:00,
Drama,Mill Valley,The Best of Enemies,21,3d,25 Throckmorton Avenue,CineArts at Sequoia,3/2/2019,19:00,
Adventure,San Ramon,Captain Marvel,6,imax,6000 Bollinger Canyon Road Suite 2300,THE LOT City Center,3/2/2019,19:00,
Fantasy,Novato,Dumbo,21,regular,44 Rowland Way,Century Rowland Plaza,,,
Fantasy,Novato,Dumbo,21,regular,44 Rowland Way,Century Rowland Plaza,3/2/2019,16:00,
Adventure,Sonoma,Shazam!,12,3d,4451,Sonoma Cinema,3/9/2019,19:00,
Fantasy,Union City,Hellboy,23,3d,32100 Union Landing Boulevard,Century 25 Union Landing & XD,3/2/2019,15:00,
Thriller,Berkeley,Hotel Mumbai,6,3d,Shattuck Avenue,Landmark's California Theatre,3/1/2019,19:00,
Drama,Albany,Red Joan,15,regular,1115 Solano Avenue,Landmark's Albany Twin,3/9/2019,19:00,
Fantasy,Campbell,Dumbo,14,imax,1875 South Bascom Avenue,Pruneyard Dine-In Cinemas,3/9/2019,15:00,
Drama,San Francisco,Ramen Shop,19,regular,2221,Landmark's Clay Theatre,3/9/2019,19:00,
Adventure,Emeryville,Shazam!,7,imax,5614 Bay Street Suite 220,AMC Bay Street 16,3/2/2019,15:30,
Fantasy,Antioch,Hellboy,21,3d,4204 Lone Tree Way,AMC Deer Valley 16,3/5/2019,16:00,
Drama,Palo Alto,The Man Who Knew Too Much,14,regular,221 University Avenue,Stanford Theatre,3/2/2019,19:30,
Drama,San Francisco,Supa Modo,20,imax,3117 16th St,Roxie Theater,3/8/2019,19:00,
Drama,Berkeley,Transit,23,3d,2230 Shattuck Avenue,Landmark's Shattuck Cinemas,3/1/2019,13:30,
Fantasy,Morgan Hill,Dumbo,13,regular,750 Tennant Station,CineLux Tennant Station Stadium 11,3/2/2019,15:30,
Thriller,Moraga,Hotel Mumbai,14,regular,350 Park Street,Rheem Theatre,3/9/2019,19:30,
Drama,San Francisco,Dogman,18,3d,601 Van Ness Avenue,Landmark's Opera Plaza Cinema,3/7/2019,19:30,
Biographical,Danville,Breakthrough,15,imax,4175 Blackhawk Plaza Circle,Century Blackhawk Plaza,,,
Fantasy,Danville,Hellboy,6,3d,4175 Blackhawk Plaza Circle,Century Blackhawk Plaza,,,
Adventure,Danville,Shazam!,13,3d,4175 Blackhawk Plaza Circle,Century Blackhawk Plaza,,,
Fantasy,Danville,Hellboy,6,3d,4175 Blackhawk Plaza Circle,Century Blackhawk Plaza,3/1/2019,19:30,
Comedy,Tiburon,Missing Link,23,imax,2508,Tiburon Playhouse,3/1/2019,19:00,
Romance,Palo Alto,Pillow Talk,10,regular,221 University Avenue,Stanford Theatre,3/6/2019,19:30,
Fantasy,Milpitas,Hellboy,25,regular,1010 Great Mall Drive,Century 20 Great Mall & XD,,,
Comedy,Milpitas,Little,15,imax,1010 Great Mall Drive,Century 20 Great Mall & XD,,,
Horror,Milpitas,The Curse of La Llorona,12,imax,1010 Great Mall Drive,Century 20 Great Mall & XD,,,
Fantasy,Milpitas,Hellboy,25,regular,1010 Great Mall Drive,Century 20 Great Mall & XD,3/2/2019,15:30,
Biographical,Daly City,Breakthrough,16,imax,1901 Junipero Serra Boulevard,Century 20 Daly City & XD,,,
Fantasy,Daly City,Dumbo,10,imax,1901 Junipero Serra Boulevard,Century 20 Daly City & XD,,,
Thriller,Daly City,Pet Sematary,21,imax,1901 Junipero Serra Boulevard,Century 20 Daly City & XD,,,
Horror,Daly City,The Curse of La Llorona,8,imax,1901 Junipero Serra Boulevard,Century 20 Daly City & XD,,,
Fantasy,Daly City,Dumbo,10,imax,1901 Junipero Serra Boulevard,Century 20 Daly City & XD,3/9/2019,16:00,
Comedy,San Jose,Little,20,3d,2306 Almaden Road,CineLux Almaden Cinema,3/5/2019,13:30,
Fantasy,Vacaville,Dumbo,22,3d,531 Davis Street,Brenden Vacaville 16,3/6/2019,19:00,
Documentary,Larkspur,The Invisibles,15,3d,549 Magnolia Avenue,Lark Theater,3/4/2019,15:30,
Musical,Santa Clara,Teen Spirit,12,3d,3111 Mission College Boulevard,AMC Mercado 20,3/2/2019,13:30,
Sports,Oakland,Fighting with My Family,16,3d,474 24th Street,The New Parkway Theater,3/4/2019,16:00,
Comedy,Moraga,Missing Link,8,3d,350 Park Street,Rheem Theatre,3/2/2019,19:00,
Drama,San Francisco,The Mustang,10,imax,501 Buckingham Way,United Artists Stonestown Twin,3/7/2019,19:00,
Thriller,Moraga,Hotel Mumbai,14,regular,350 Park Street,Rheem Theatre,3/8/2019,19:30,
Animation,Santa Clara,How to Train Your Dragon: The Hidden World,6,regular,3111 Mission College Boulevard,AMC Mercado 20,3/2/2019,15:00,
Drama,Berkeley,Little Woods,21,3d,2230 Shattuck Avenue,Landmark's Shattuck Cinemas,3/7/2019,16:00,
Comedy,Concord,Little,11,regular,2035 Diamond Boulevard,Veranda LUXE Cinema & IMAX,3/2/2019,15:00,
Drama,San Francisco,Dogman,18,3d,601 Van Ness Avenue,Landmark's Opera Plaza Cinema,3/8/2019,19:30,
Thriller,Berkeley,Hotel Mumbai,6,3d,Shattuck Avenue,Landmark's California Theatre,3/7/2019,19:00,
Fantasy,San Jose,Dumbo,7,regular,925 Blossom Hill Road Suite 2000,Century 20 Oakridge & XD,3/6/2019,21:30,
Drama,Albany,Red Joan,15,regular,1115 Solano Avenue,Landmark's Albany Twin,3/6/2019,19:00,
Biographical,San Jose,Breakthrough,14,3d,2306 Almaden Road,CineLux Almaden Cinema,3/1/2019,21:30,
Drama,San Francisco,Dogman,18,3d,601 Van Ness Avenue,Landmark's Opera Plaza Cinema,3/5/2019,19:30,
Adventure,Walnut Creek,Shazam!,16,imax,1201 Locust Street,Century Walnut Creek 14 & XD,3/5/2019,22:00,
Fantasy,Vacaville,Dumbo,22,3d,531 Davis Street,Brenden Vacaville 16,3/7/2019,19:00,
Adventure,Concord,Captain Marvel,16,imax,2035 Diamond Boulevard,Veranda LUXE Cinema & IMAX,3/3/2019,20:30,
Comedy,Walnut Creek,Little,23,regular,1201 Locust Street,Century Walnut Creek 14 & XD,3/3/2019,22:00,
Fantasy,Santa Rosa,Dumbo,9,3d,409 Aviation Boulevard,Airport Stadium 12,3/2/2019,16:30,
Drama,San Francisco,Red Joan,18,3d,1 Embarcadero Center,Landmark's Embarcadero Center Cinema,3/3/2019,21:30,
Thriller,Santa Rosa,Pet Sematary,18,3d,409 Aviation Boulevard,Airport Stadium 12,3/8/2019,21:30,
Crime,San Francisco,Ash Is Purest White,14,imax,1 Embarcadero Center,Landmark's Embarcadero Center Cinema,3/6/2019,21:00,
Crime,San Francisco,Ash Is Purest White,14,imax,1 Embarcadero Center,Landmark's Embarcadero Center Cinema,3/3/2019,21:00,
Adventure,Brentwood,Captain Marvel,12,3d,2525 Sand Creek Road,AMC Brentwood 14,3/1/2019,20:00,
Comedy,San Francisco,Gloria Bell,9,imax,1 Embarcadero Center,Landmark's Embarcadero Center Cinema,3/1/2019,21:30,
Comedy,Fremont,Little,7,imax,43917 Pacific Commons Boulevard,Century at Pacific Commons & XD,3/8/2019,22:00,
Drama,San Francisco,Red Joan,18,3d,1 Embarcadero Center,Landmark's Embarcadero Center Cinema,3/7/2019,21:30,
Crime,San Francisco,Ash Is Purest White,14,imax,1 Embarcadero Center,Landmark's Embarcadero Center Cinema,3/9/2019,21:00,
Adventure,Walnut Creek,Shazam!,16,imax,1201 Locust Street,Century Walnut Creek 14 & XD,3/2/2019,22:00,
Fantasy,San Ramon,Dumbo,15,3d,6000 Bollinger Canyon Road Suite 2300,THE LOT City Center,3/9/2019,11:00,
Drama,San Francisco,Ramen Shop,19,regular,2221,Landmark's Clay Theatre,3/5/2019,19:00,
Fantasy,San Jose,Dumbo,17,regular,2190 Eastridge Loop,AMC Eastridge 15,3/2/2019,17:00,
Comedy,San Francisco,Gloria Bell,9,imax,1 Embarcadero Center,Landmark's Embarcadero Center Cinema,3/2/2019,21:30,
Horror,San Francisco,The Curse of La Llorona,8,3d,835 Market Street,Century San Francisco Centre 9 & XD,3/2/2019,23:00,
Horror,Santa Rosa,The Curse of La Llorona,9,regular,409 Aviation Boulevard,Airport Stadium 12,3/3/2019,21:30,
Comedy,Walnut Creek,Little,23,regular,1201 Locust Street,Century Walnut Creek 14 & XD,3/4/2019,22:00,
Horror,Santa Rosa,The Curse of La Llorona,9,regular,409 Aviation Boulevard,Airport Stadium 12,3/4/2019,21:30,
Biographical,Oakland,Breakthrough,16,regular,100 Washington Street,Regal Cinemas Jack London 9,3/7/2019,21:30,
Comedy,Petaluma,Missing Link,12,3d,200 C Street,Boulevard 14 Cinema,3/1/2019,18:30,
Thriller,San Leandro,Pet Sematary,13,3d,15555 East 14th Street,Century 16,3/7/2019,22:00,
Fantasy,Mountain View,Dumbo,22,regular,1500 North Shoreline Boulevard,Century Cinema 16,,,
Comedy,Mountain View,Little,15,regular,1500 North Shoreline Boulevard,Century Cinema 16,3/7/2019,22:30,
Comedy,San Francisco,Family,12,regular,501 Buckingham Way,United Artists Stonestown Twin,3/3/2019,21:30,
Horror,Campbell,The Curse of La Llorona,10,imax,1875 South Bascom Avenue,Pruneyard Dine-In Cinemas,3/5/2019,21:30,
Horror,Pleasant Hill,The Curse of La Llorona,15,regular,125 Crescent Drive,Century 16 Downtown,3/4/2019,22:30,
Adventure,Los Gatos,Shazam!,12,imax,43 North Santa Cruz Avenue,Los Gatos Theatre,3/1/2019,21:00,
Horror,San Jose,The Curse of La Llorona,16,3d,2306 Almaden Road,CineLux Almaden Cinema,3/7/2019,22:30,
Thriller,San Leandro,Pet Sematary,13,3d,15555 East 14th Street,Century 16,3/5/2019,22:00,
Fantasy,Santa Rosa,Hellboy,17,regular,620 3rd Street,3rd Street Cinema,3/5/2019,20:30,
Horror,Redwood City,The Curse of La Llorona,21,regular,825 Middlefield Road,Century Redwood City Downtown 20 & XD,3/2/2019,22:30,
Drama,Oakland,The Best of Enemies,5,3d,100 Washington Street,Regal Cinemas Jack London 9,3/1/2019,21:30,
Adventure,Gilroy,Shazam!,6,3d,6851 Monterey Road,CineLux Gilroy Cafe and Lounge,,,
Adventure,Gilroy,Shazam!,6,3d,6851 Monterey Road,CineLux Gilroy Cafe and Lounge,3/5/2019,21:30,
Fantasy,Santa Rosa,Hellboy,17,regular,620 3rd Street,3rd Street Cinema,3/9/2019,20:30,
Comedy,Petaluma,Missing Link,12,3d,200 C Street,Boulevard 14 Cinema,3/5/2019,11:30,
Crime,San Francisco,Ash Is Purest White,14,imax,1 Embarcadero Center,Landmark's Embarcadero Center Cinema,3/4/2019,21:00,
Fantasy,Berkeley,Dumbo,20,imax,2230 Shattuck Avenue,Landmark's Shattuck Cinemas,3/1/2019,21:30,
Thriller,Berkeley,Hotel Mumbai,6,3d,Shattuck Avenue,Landmark's California Theatre,3/4/2019,19:00,
Adventure,Campbell,Shazam!,17,3d,1875 South Bascom Avenue,Pruneyard Dine-In Cinemas,3/2/2019,21:30,
Horror,San Jose,The Curse of La Llorona,16,3d,2306 Almaden Road,CineLux Almaden Cinema,3/6/2019,22:30,
Adventure,San Francisco,Shazam!,21,imax,2149 Chestnut Street,Marina Theatre,3/1/2019,20:00,
Adventure,Concord,Shazam!,24,imax,2035 Diamond Boulevard,Veranda LUXE Cinema & IMAX,3/7/2019,21:00,
Adventure,Fremont,Shazam!,21,imax,43917 Pacific Commons Boulevard,Century at Pacific Commons & XD,3/4/2019,22:30,
Adventure,Napa,Captain Marvel,9,regular,195 Gasser Drive,Century Napa Valley and XD Theater,3/1/2019,22:30,
Drama,Oakland,Red Joan,10,imax,5133,Landmark's Piedmont Theatre,3/5/2019,21:30,
Comedy,San Jose,Little,23,3d,925 Blossom Hill Road Suite 2000,Century 20 Oakridge & XD,3/1/2019,23:00,
Adventure,Petaluma,Captain Marvel,24,imax,200 C Street,Boulevard 14 Cinema,3/5/2019,20:00,
Romance,San Jose,After,22,imax,925 Blossom Hill Road Suite 2000,Century 20 Oakridge & XD,3/2/2019,16:30,
Horror,Milpitas,The Curse of La Llorona,12,imax,1010 Great Mall Drive,Century 20 Great Mall & XD,3/2/2019,22:00,
Fantasy,San Jose,Hellboy,11,regular,925 Blossom Hill Road Suite 2000,Century 20 Oakridge & XD,3/4/2019,23:00,
Fantasy,San Francisco,Penguin Highway,15,3d,3117 16th St,Roxie Theater,3/5/2019,20:30,
Drama,San Francisco,Red Joan,18,3d,1 Embarcadero Center,Landmark's Embarcadero Center Cinema,3/8/2019,21:30,
Romance,Redwood City,After,19,regular,825 Middlefield Road,Century Redwood City Downtown 20 & XD,3/2/2019,16:30,
Fantasy,Alameda,Dumbo,19,imax,2317 Central Avenue,Alameda Theatre & Cineplex,3/1/2019,21:00,
