album,artist,genre,song_name,year,playback_device
Sunset Season,Conan Gray,Pop,Generation Why,2018,Bedroom speaker
Best Kind Of Mess,Get Scared,Rock,Sarcasm,2010,
Best Kind Of Mess,Get Scared,Rock,Sarcasm,2010,TV
Ores Aixmis,Malou Kyriakopoulou,Pop,Tous Eipes Pos,2015,
Ores Aixmis,Malou Kyriakopoulou,Pop,Tous Eipes Pos,2015,Kitchen speaker
Elements,Ludovico Einaudi,Classical,Night,2015,Bedroom speaker
Count Me In,Rebelution,Reggae,Roots Reggae Music,2014,Bedroom speaker
Sucker Punch,Sigrid,Pop,Strangers,2017,TV
Sunset Season,Conan Gray,Pop,Lookalike,2018,TV
Demi,Demi Lovato,Pop,Neon Lights,2013,
The Devil You Know,Blues Saraceno,Rock,The Devil You Know,2018,
Intuition,Tyler Shaw,Pop,With You,2018,
Intuition,Tyler Shaw,Pop,With You,2018,Kitchen speaker
El Hombre,El Alfa,Latin,Suave,2017,
Narrated For You,Alec Benjamin,Pop,If We Have Each Other,2018,
A True Master,Yi Nantiro,Soundtracks,A True Master,2018,
This Is Acting,Sia,Pop,Bird Set Free,2015,Kitchen speaker
All The Little Lights,Passenger,Pop,Let Her Go,2010,Bedroom speaker
Avril Lavigne,Avril Lavigne,Pop,Give You What You Like,2013,
Sick Boy,The Chainsmokers,Pop,Hope,2018,TV
The Getaway,Red Hot Chili Peppers,Pop,Goodbye Angels,2016,Kitchen speaker
Golden Hour,Kacey Musgraves,Country,Space Cowboy,2018,
Title,Meghan Trainor,Pop,All About That Bass,2012,Kitchen speaker
Stories,Avicii,Pop,Broken Arrows,2015,TV
Coming Home,Kristin Chenoweth,Pop,Maybe This Time,2014,TV
Anchor,Mindy Gledhill,Pop,I Do Adore,2010,TV
Golden Hour,Kacey Musgraves,Country,Butterflies,2018,
Finest Dubs Outta Jamaica,Augustus Pablo,Reggae,Dub Scene,2018,
The Dragonborn Comes,Malukah,Soundtracks,The Dragonborn Comes,2015,
Narrated For You,Alec Benjamin,Pop,Let Me Down Slowly,2018,
King Of Everything,Jinjer,Metal,Pisces,2016,TV
Forbidden,Todrick Hall,Pop,Dem Beats,2018,TV
My Everything,Ariana Grande,Pop,Best Mistake,2014,Bedroom speaker
No Roots,Alice Merton,Pop,No Roots,2016,
Harry Styles,Harry Styles,Rock,Two Ghosts,2017,
Mud,Whiskey Myers,Country,Stone,2016,
Bigger,Sugarland,Country,Babe,2017,Kitchen speaker
Witness,Katy Perry,Pop,Hey Hey Hey,2017,
Play Me Again,Kid Francescoli,Pop,Moon,2017,
A Soe Htae Ka A Kaung,Kaung Kaung,Pop,Pyaw Nay Par,2018,TV
Narrated For You,Alec Benjamin,Pop,Gotta Be A Reason,2018,Bedroom speaker
The Shocking Miss Emerald,Caro Emerald,Pop,Tangled Up,2013,TV
The Bright Side,Lenka,Pop,Blue Skies,2015,Kitchen speaker
Cloud Nine,Kygo,Downtempo,Raging,2016,TV
Evolution,Disturbed,Rock,No More,2018,TV
Different World,Alan Walker,Pop,Darkside,2018,
Just Gonna Send It,Katie Noel,Country,Diesel Gang,2018,TV
Hallelujah Nights,Lanco,Country,Greatest Love Story,2017,TV
Spectrum,Westlife,Pop,Better Man,2019,Bedroom speaker
Narrated For You,Alec Benjamin,Pop,Outrunning Karma,2018,
Narrated For You,Alec Benjamin,Pop,Boy In The Bubble,2018,Bedroom speaker
Badlands,Halsey,Electropop,Colors,2015,Bedroom speaker
Burlesque Original Motion Picture Soundtrack,Christina Aguilera,Soundtracks,Tough Lover,2010,Bedroom speaker
Wake Up Dreaming,Stephanie Mabey,Pop,The Zombie Song,2012,TV
This Is Acting,Sia,Pop,Alive,2013,Bedroom speaker
To Whom It May Concern,Blacklite District,Rock,The Struggle,2016,
To Whom It May Concern,Blacklite District,Rock,Them Days,2016,
To Whom It May Concern,Blacklite District,Rock,Them Days,2016,TV
Evolution,Disturbed,Rock,Are You Ready,2018,TV
Ultraviolence,Lana Del Rey,Rock,Pretty When You Cry,2014,Bedroom speaker
Mercury Lane,Jimmie Allen,Country,Best Shot,2018,TV
Honky Tonk Time Machine,George Strait,Country,Every Little Honky Tonk Bar,2019,Bedroom speaker
Last Daze Of Summer,Maleek Berry,Africa,Kontrol,2016,TV
Love Always,Shane Filan,Pop,Beautiful In White,2017,Bedroom speaker
Home State,Jordan Davis,Country,Take It From Me,2017,
Home State,Jordan Davis,Country,Singles You Up,2017,Bedroom speaker
Dark Horse,Devin Dawson,Country,All On Me,2017,Bedroom speaker
The Martin Garrix Experience,Martin Garrix,Pop,High On Life,2018,Bedroom speaker
Got Your Six,Five Finger Death Punch,Metal,I Apologize,2015,Kitchen speaker
Hat Nhan,Phan Dinh Tung,Pop,Khuc Hat Mung Sinh Nhat,2011,TV
Kaleidoscope Dream,Miguel,Pop,Adorn,2012,Kitchen speaker
Prequelle,Ghost,Metal,Rats,2018,
Demi,Demi Lovato,Pop,Neon Lights,2013,TV
Elly Gai Ahla,Tamer Hosny,Pop,Elli Gai Ahla,2011,
Forever,Popcaan,Reggae,Silence,2018,
Kontraband,Kabaka Pyramid,Reggae,Reggae Music,2018,Kitchen speaker
The New Classic,Iggy Azalea,Pop,Black Widow,2014,Bedroom speaker
The Present Tense,Courier,Pop,San Francisco,2016,TV
La La Land,La La Land Cast,Soundtracks,Another Day Of Sun,2016,TV
Joytime,Marshmello,House,Take It Back,2015,TV
Kamayanbaghi,Hoba Hoba Spirit,Rock,Mchat,2018,Kitchen speaker
Double Vision,Prince Royce,Pop,Back It Up,2015,Kitchen speaker
Mercury Lane,Jimmie Allen,Country,Best Shot,2018,Bedroom speaker
Vale,Black Veil Brides,Rock,Wake Up,2018,
The Story,Fivefold,Rock,Lost Within,2012,Kitchen speaker
Amos,Michael Ray,Country,One That Got Away,2018,TV
Oak Island,Our Last Night,Metalcore,Same Old War,2013,
Ancient Future,Protoje,Reggae,Who Knows,2014,TV
It Feel Good,Konshens,Reggae,Turn Me On,2017,TV
Thank You Happy Birthday,Cage The Elephant,Rock,Shake Me Down,2011,Bedroom speaker
Pure Heroine,Lorde,Electropop,Buzzcut Season,2013,TV
Forever,Popcaan,Reggae,Wine For Me,2018,Bedroom speaker
Where We Come From,Popcaan,Reggae,Addicted,2014,TV
Elly Gai Ahla,Tamer Hosny,Pop,Elli Gai Ahla,2011,Kitchen speaker
A Star Is Born Soundtrack,Bradley Cooper,Soundtracks,Black Eyes,2018,
A Star Is Born Soundtrack,Bradley Cooper,Soundtracks,Black Eyes,2018,Kitchen speaker
What Are Words,Chris Medina,Pop,What Are Words,2011,
Raise Vibration,Lenny Kravitz,Rock,Low,2018,Kitchen speaker
So Mi Like It,Spice,Reggae,So Mi Like It,2014,
The Descent,Kevin Macleod,Soundtracks,Nerves,2014,
Contraband,Madcon,Pop,Glow,2010,Bedroom speaker
Foundation,Shatta Wale,Reggae,Shatta Movement,2015,TV
In A Truck Right Now,Riley Green,Country,There Was This Girl,2018,TV
Barefoot Blue Jean Night,Jake Owen,Country,Alone With You,2011,Bedroom speaker
Fly,Karolina Protsenko,Pop,Let Me Love You,2018,Kitchen speaker
Forbidden,Todrick Hall,Pop,Dem Beats,2018,Kitchen speaker
Golden Hour,Kacey Musgraves,Country,Slow Burn,2018,TV
Bu Muhabbat,Shahzoda,Pop,Chicco,2013,TV
Fly,Karolina Protsenko,Pop,Girls Like You,2018,Kitchen speaker
Vale,Black Veil Brides,Rock,Wake Up,2018,TV
Bollywood Monsoon Special,Meet Bros,South Asia,Cham Cham,2016,Kitchen speaker
My Dream,Karolina Protsenko,Pop,Despacito,2018,Kitchen speaker
Camila,Camila Cabello,Pop,Real Friends,2017,Bedroom speaker
Sick Boy,The Chainsmokers,Pop,Hope,2018,Bedroom speaker
Tomahawk Technique,Sean Paul,Reggae,How Deep Is Your Love,2012,Bedroom speaker
Alkaline Masterpiece,Alkaline,Reggae,Pretty Girl Team,2017,TV
Dangerous Woman,Ariana Grande,Pop,Focus,2015,TV
Infestissumam,Ghost,Metal,Year Zero,2013,TV
Ayo,Wizkid,Africa,Ojuelegba,2014,Bedroom speaker
Muse Box,Madilyn Bailey,Pop,Titanium,2012,TV
Get Weird,Little Mix,Pop,Love Me Like You,2014,Kitchen speaker
Icarus Falls,Zayn Malik,Pop,Good Years,2018,Kitchen speaker
California Sunrise,Jon Pardi,Country,Night Shift,2016,TV
Your Name,Radwimps,Rock,Dream Lantern,2016,TV
Heart Miles,Jai Waetford,Pop,Shy,2015,Bedroom speaker
Kontraband,Kabaka Pyramid,Reggae,Reggae Music,2018,Bedroom speaker
K,Kozoria,Rock,Worst Ends,2016,TV
This Is Acting,Sia,Pop,Move Your Body,2016,
Narrated For You,Alec Benjamin,Pop,Boy In The Bubble,2018,TV
Higher,Albert Posis,Pop,Serendipity,2012,TV
Joytime,Marshmello,House,Summer,2015,Bedroom speaker
Holo,Limbo,Pop,Airplane Mode,2017,TV
The Last Stand,Sabaton,Metal,Winged Hussars,2016,Kitchen speaker
Presence,Petit Biscuit,Electronica,Sunset Lover,2015,Bedroom speaker
The Last Stand,Sabaton,Metal,Winged Hussars,2016,Bedroom speaker
Free Spirit,Khalid,Pop,Better,2018,TV
Summer House,Concorde,Pop,Just Kiss Her,2012,Bedroom speaker
Gotta Be Me,Cody Johnson,Country,With You I Am,2016,Bedroom speaker
The Getaway,Red Hot Chili Peppers,Pop,Goodbye Angels,2016,Bedroom speaker
Dangerous Woman,Ariana Grande,Pop,Be Alright,2016,Kitchen speaker
Handwritten,Shawn Mendes,Pop,Stitches,2015,TV
Honky Tonk Time Machine,George Strait,Country,Codigo,2018,Bedroom speaker
The Martin Garrix Experience,Martin Garrix,House,Latency,2018,Bedroom speaker
My Kinda Party,Jason Aldean,Country,Dirt Road Anthem,2010,TV
Unapologetically,Kelsea Ballerini,Country,Miss Me More,2017,Bedroom speaker
Crash My Party,Luke Bryan,Country,Roller Coaster,2013,TV
The New Classic,Iggy Azalea,Pop,Black Widow,2014,TV
The End Is Where We Begin,Thousand Foot Krutch,Rock,Courtesy Call,2012,Bedroom speaker
Voicenotes,Charlie Puth,Pop,Attention,2017,Bedroom speaker
Joytime,Marshmello,House,Find Me,2016,TV
A War You Cannot Win,All That Remains,Metalcore,What If I Was Nothing,2012,Kitchen speaker
Expectations,Bebe Rexha,Pop,Knees,2018,Bedroom speaker
Joytime,Marshmello,House,Keep It Mello,2015,Kitchen speaker
Euphoria,Enrique Iglesias,Pop,I Like It,2010,Bedroom speaker
Ayo,Wizkid,Africa,Ojuelegba,2014,Kitchen speaker
Prequelle,Ghost,Metal,Dance Macabre,2018,TV
Meliora,Ghost,Metal,Cirice,2015,Kitchen speaker
Loser,Sasha Sloan,Pop,Older,2018,Bedroom speaker
Awake,Illenium,Dubstep,Free Fall,2017,Kitchen speaker
Brave Enough,Lindsey Stirling,Pop,The Arena,2016,TV
This Is Acting,Sia,Pop,Bird Set Free,2015,TV
Heroes,Sabaton,Metal,Night Witches,2014,Kitchen speaker
Thank You,Meghan Trainor,Pop,Kindly Calm Me Down,2016,Kitchen speaker
Center Point Road,Thomas Rhett,Country,Look What God Gave Her,2019,Kitchen speaker
Unapologetic,Rihanna,Pop,Stay,2012,TV
Oak Island,Our Last Night,Metalcore,Same Old War,2013,Kitchen speaker
Borbena,Teodora,Folk,Tom Ford,2019,
Singular Act I,Sabrina Carpenter,Pop,Paris,2018,Bedroom speaker
Camila,Camila Cabello,Pop,She Loves Control,2018,
Wake Up Dreaming,Stephanie Mabey,Pop,The Zombie Song,2012,Kitchen speaker
This Is Acting,Sia,Pop,Alive,2013,Kitchen speaker
Current Mood,Dustin Lynch,Country,Small Town Boy,2017,TV
Where We Come From,Popcaan,Reggae,Addicted,2014,Bedroom speaker
Holo,Limbo,Pop,Airplane Mode,2017,Bedroom speaker
Badlands,Halsey,Electropop,Colors,2015,Kitchen speaker
Glory Sound Prep,Jon Bellion,Pop,Stupid Deep,2018,Bedroom speaker
Foundation,Shatta Wale,Reggae,Shatta Movement,2015,Kitchen speaker
Arcadia,Eurielle,Pop,Hate Me,2015,Kitchen speaker
Sing To Me Instead,Ben Platt,Pop,Ease My Mind,2019,Kitchen speaker
Seventh Heaven,Ryutaro Nakahara,Anime,Din Don Dan,2015,Bedroom speaker
The Pains Of Growing,Alessia Cara,Pop,Out Of Love,2018,Kitchen speaker
Expectations,Hayley Kiyoko,Pop,Curious,2018,Bedroom speaker
Joytime,Marshmello,House,Blocks,2016,TV
Joanne,Lady Gaga,Pop,Joanne,2016,
Muse Box,Madilyn Bailey,Pop,Titanium,2012,Kitchen speaker
Wonders,The Piano Guys,Classical,Let It Go,2014,Kitchen speaker
My Kinda Party,Jason Aldean,Country,Dirt Road Anthem,2010,Kitchen speaker
You Get What You Give,Zac Brown Band,Country,Knee Deep,2010,Kitchen speaker
Icarus Falls,Zayn Malik,Pop,Good Years,2018,TV
Kiss,Carly Rae Jepsen,Pop,Call Me Maybe,2011,Kitchen speaker
Try Again,Cindy Santos,Latin,Baby Sexy,2018,TV
Honky Tonk Time Machine,George Strait,Country,The Weight Of The Badge,2019,Bedroom speaker
Assume Form,James Blake,Pop,Barefoot In The Park,2019,Bedroom speaker
My Everything,Ariana Grande,Pop,Be My Baby,2014,Kitchen speaker
Ultraviolence,Lana Del Rey,Rock,Pretty When You Cry,2014,TV
Intuition,Tyler Shaw,Pop,With You,2018,TV
Transmissions,Starset,Rock,It Has Begun,2014,Kitchen speaker
Joytime,Marshmello,House,Blocks,2016,Kitchen speaker
Bollywood Monsoon Special,Meet Bros,South Asia,Cham Cham,2016,TV
Experiment,Kane Brown,Country,Homesick,2018,Bedroom speaker
This Is Acting,Sia,Pop,Move Your Body,2016,TV
Party Never Ends,Inna,Pop,In Your Eyes,2013,TV
Stories,Avicii,Pop,Broken Arrows,2015,Bedroom speaker
No More Hollywood Endings,Battle Beast,Metal,Eden,2019,TV
The African Gentleman,Ric Hassani,Pop,Only You,2017,TV
The Story,Fivefold,Rock,Lost Within,2012,TV
Sunset Season,Conan Gray,Pop,Generation Why,2018,Kitchen speaker
Party Rock Mansion,Redfoo,Pop,New Thang,2014,Kitchen speaker
Peace Of Mind,Rebelution,Reggae,So High,2011,Kitchen speaker
Narrated For You,Alec Benjamin,Pop,Gotta Be A Reason,2018,TV
Mint,Alice Merton,Pop,Why So Serious,2018,TV
Thinking In Textures,Nick Murphy,Electronica,No Diggity,2012,TV
Sucker Punch,Sigrid,Pop,Business Dinners,2019,Bedroom speaker
Random Access Memories,Daft Punk,Punk,Get Lucky,2013,Kitchen speaker
Kuntry,Jawga Boyz,Country,All The Girls Wanna Ride,2011,Kitchen speaker
Narrated For You,Alec Benjamin,Pop,Boy In The Bubble,2018,Kitchen speaker
A Boy From Tandale,Diamond Platnumz,Pop,African Beauty,2018,Bedroom speaker
Cuz I Love You,Lizzo,Pop,Tempo,2019,Bedroom speaker
Waves,Iakopo,Reggae,Never Letting Go,2019,Kitchen speaker
Khayali,Tamer Ashor,Pop,Mahzouz,2017,Kitchen speaker
Sing To Me Instead,Ben Platt,Pop,Ease My Mind,2019,TV
Hallelujah Nights,Lanco,Country,Greatest Love Story,2017,Kitchen speaker
Yomonsan,Janob Rasul,Pop,Yomonsan,2017,
Unapologetic,Rihanna,Pop,Pour It Up,2012,Kitchen speaker
Black Widow,In This Moment,Metalcore,Sick Like Me,2014,TV
Kuntry,Jawga Boyz,Country,All The Girls Wanna Ride,2011,Bedroom speaker
Spectrum,Westlife,Pop,Hello My Love,2019,Kitchen speaker
Welcome Reality,Nero,Dubstep,Promises,2010,Bedroom speaker
Joytime,Marshmello,House,Blocks,2016,Bedroom speaker
Pitch Perfect,Anna Kendrick,Soundtracks,Cups,2012,Bedroom speaker
Night Visions,Imagine Dragons,Rock,Radioactive,2012,TV
Philharmonics,Agnes Obel,Folk,Riverside,2010,Bedroom speaker
El Hombre,El Alfa,Latin,Suave,2017,Bedroom speaker
Lady Wood,Tove Lo,Electropop,Cool Girl,2016,Bedroom speaker
Gotta Be Me,Cody Johnson,Country,With You I Am,2016,Kitchen speaker
Pass The Jar,Zac Brown Band,Country,Colder Weather,2010,Bedroom speaker
Maza Mar Liya Dhori Ke Niche,Shailesh Premi,Country,Lahnga Lasar Ke,2019,TV
Raees,Pavni Pandey,South Asia,Laila Main Laila,2017,Bedroom speaker
Elements,Ludovico Einaudi,Classical,Night,2015,TV
Assume Form,James Blake,Pop,Barefoot In The Park,2019,TV
Prequelle,Ghost,Metal,Rats,2018,Kitchen speaker
K,Kozoria,Rock,Worst Ends,2016,Bedroom speaker
The New Classic,Iggy Azalea,Pop,Change Your Life,2013,Bedroom speaker
Unleashed Beyond,Skillet,Rock,The Resistance,2016,Kitchen speaker
Stars Dance,Selena Gomez,Pop,Love Will Remember,2013,Bedroom speaker
Love Town,Kolohe Kai,Reggae,First True Love,2011,Kitchen speaker
Texoma Shore,Blake Shelton,Country,I Lived It,2017,Kitchen speaker
My Everything,Ariana Grande,Pop,Be My Baby,2014,Bedroom speaker
Built On Glass,Nick Murphy,Electronica,Gold,2014,TV
Forever,Popcaan,Reggae,Wine For Me,2018,TV
Illuminate,Shawn Mendes,Pop,Mercy,2010,Bedroom speaker
California Sunrise,Jon Pardi,Country,Head Over Boots,2015,Kitchen speaker
The Descent,Kevin Macleod,Soundtracks,Nerves,2014,Bedroom speaker
One More Light,Linkin Park,Electropop,Battle Symphony,2017,Kitchen speaker
Euphoria,Enrique Iglesias,Pop,I Like It,2010,TV
Joytime,Marshmello,House,Summer,2015,TV
Muse Box,Madilyn Bailey,Pop,Titanium,2012,Bedroom speaker
Just Gonna Send It,Katie Noel,Country,Diesel Gang,2018,Kitchen speaker
Icarus Falls,Zayn Malik,Pop,Satisfaction,2018,Kitchen speaker
The New Classic,Iggy Azalea,Pop,Change Your Life,2013,Kitchen speaker
Blastoff Blues,Ricky T And The Rockets,Blues,Memory Pain,2016,TV
You Know I Know,Olly Murs,Pop,Moves,2018,Bedroom speaker
Icarus Falls,Zayn Malik,Pop,Dusk Till Dawn,2017,TV
My Everything,Ariana Grande,Pop,Break Free,2011,TV
The Descent,Kevin Macleod,Soundtracks,Nerves,2014,TV
Expectations,Hayley Kiyoko,Pop,Sleepover,2017,TV
Dark Horse,Devin Dawson,Country,All On Me,2017,Kitchen speaker
