location,number_of_rooms,phone_number,place_name,price_per_night,smoking_allowed,star_rating,street_address,check_in_date,stay_length
London,,+44 20 8563 8692,Abercorn House,23,FALSE,1,28-30 Bute Gardens,,
London,,+44 20 7403 4299,Accommodation London Bridge,204,FALSE,3,58 Great Dover Street,,
London,,+44 20 7613 9800,Ace Hotel London,176,FALSE,4,100 Shoreditch High Street,,
London,,+44 20 7834 0205,Airways Hotel London Victoria,279,TRUE,3,29-31 Saint George's Drive,,
London,,+44 871 376 9012,Amba Hotel Charing Cross,312,FALSE,4,Strand,,
London,,+44 800 330 8523,Amba Hotel Marble Arch,444,FALSE,4,Bryanston Street,,
London,,+44 20 7388 9930,Ambassadors Bloomsbury Hotel,132,FALSE,4,12 Upper Woburn Place,,
London,,+44 20 7373 1075,Ambassadors Hotel,168,FALSE,3,16 Collingham Road,,
London,,+44 20 8563 8692,Abercorn House,46,FALSE,1,28-30 Bute Gardens,,
Vancouver,,+1 604-689-1120,"Shangri-La Hotel, Vancouver",300,FALSE,5,1128 West Georgia Street,,
Vancouver,,+1 800-663-0666,Wedgewood Hotel & Spa Vancouver,510,FALSE,5,845 Hornby Street,,
Vancouver,,+1 604-678-8899,Auberge Vancouver Hotel,296,TRUE,4,837 West Hastings Street,,
Vancouver,,+1 604-697-0202,Coast Coal Harbour Vancouver Hotel By Apa,108,FALSE,4,1180 West Hastings Street,,
Vancouver,,+1 844-254-5048,Delta Hotels By Marriott Vancouver Downtown Suites,324,FALSE,4,550 West Hastings Street,,
Vancouver,,+1 604-563-4693,Exchange Hotel Vancouver,304,TRUE,4,475 Howe Street,,
Vancouver,,+1 800-663-1155,Georgian Court Hotel,108,FALSE,4,773 Beatty Street,,
Vancouver,,+1 604-620-6200,Hotel Blu Vancouver,100,FALSE,4,177 Robson Street,,
Vancouver,,+1 888-855-1050,L'Hermitage Vancouver,384,FALSE,4,788 Richards Street,,
Vancouver,,+1 604-669-5060,Loden Hotel,256,FALSE,4,1177 Melville Street,,
Vancouver,,+1 604-689-9211,Pinnacle Hotel Harbourfront,92,FALSE,4,1133 West Hastings Street,,
Kuala Lumpur,,+60 3-2268 3888,Alila Bangsar,315,FALSE,5,"East Side, 58, Jalan Ang Seng, Brickfields, 50470",,
Kuala Lumpur,,+60 3-2723 1188,Aloft Kuala Lumpur Sentral,208,FALSE,4,"No. 5, Jalan Stesen Sentral, 50470 Kuala Lumpur, Wilayah Persekutuan",,
Kuala Lumpur,,+60 3-2026 6060,Ancasa Hotel & Spa Kuala Lumpur,111,TRUE,3,"Jalan Tun Tan Cheng Lock, City Centre, 50500 Kuala Lumpur, Wilayah Persekutuan",,
Kuala Lumpur,,+60 3-2078 0988,Arenaa Star Hotel,108,FALSE,3,"49-51, Jalan Hang Lekiu, 50100",,
Kuala Lumpur,,+60 3-2113 1888,Banyan Tree Kuala Lumpur,465,TRUE,5,"2, Jalan Conlay, 50450 Kuala Lumpur, Wilayah Persekutuan",,
Kuala Lumpur,,+60 3-2693 2999,Citin Hotel Masjid Jamek,126,TRUE,3,"33, Jalan Melayu, City Centre, 50100 Kuala Lumpur, Wilayah Persekutuan",,
Kuala Lumpur,,+60 3-2296 1188,Cititel Mid Valley,288,TRUE,3,"Lingkaran Syed Putra, Mid Valley City, 59200 Kuala Lumpur, Wilayah Persekutuan",,
Kuala Lumpur,,+60 3-2144 2200,Concorde Hotel Kuala Lumpur,296,TRUE,4,"2, Jalan Sultan Ismail, Kuala Lumpur, 50250 Kuala Lumpur, Wilayah Persekutuan",,
Kuala Lumpur,,+60 12-702 2851,Container Hotel,72,TRUE,2,"Jalan Delima, Imbi, 55100 Kuala Lumpur, Wilayah Persekutuan",,
Kuala Lumpur,,+60 3-2161 8888,Corus Hotel Kuala Lumpur,288,FALSE,4,"Jalan Ampang, Hampshire Park, 50450 Kuala Lumpur, Wilayah Persekutuan",,
Philadelphia,,+1 215-521-6500,Hilton Philadelphia At Penn'S Landing,264,FALSE,4,201 South Christopher Columbus Boulevard,,
Philadelphia,,+1 855-295-2355,Kimpton Hotel Monaco Philadelphia,160,FALSE,4,433 Chestnut Street,,
Philadelphia,,+1 215-422-8200,Le MeRidien Philadelphia,384,FALSE,4,1421 Arch Street,,
Philadelphia,,+1 215-492-9000,Philadelphia Airport Marriott,384,FALSE,4,One Arrivals Road Terminal B,,
Philadelphia,,+1 800-468-3571,Renaissance Philadelphia Downtown Hotel,144,FALSE,4,401 Chestnut Street,,
Philadelphia,,+1 215-238-6000,Sheraton Philadelphia Society Hill Hotel,152,FALSE,4,One Dock Street,,
Philadelphia,,+1 215-569-8300,Sofitel Philadelphia At Rittenhouse Square,100,FALSE,4,120 South 17th Street,,
Philadelphia,,+1 215-222-0200,"The Inn At Penn, A Hilton Hotel",224,FALSE,4,3600 Sansom Street,,
Philadelphia,,+1 215-563-1600,The Westin Philadelphia,304,FALSE,4,"At Liberty Place, 99 South 17th Street",,
Philadelphia,,+1 855-295-2355,Kimpton Hotel Monaco Philadelphia,84,FALSE,4,433 Chestnut Street,,
Sydney,,+61 2 9249 7000,Adina Apartment Hotel Sydney Darling Harbour,360,TRUE,4,55 Shelley Street,,
Sydney,,+61 2 9274 0000,Adina Apartment Hotel Sydney Town Hall,324,FALSE,4,511 Kent Street,,
Sydney,,+61 1300 633 462,Adina Serviced Apartments Sydney Martin Place (Formerly Medina),264,FALSE,4,1 Hosking Place,,
Sydney,,+61 2 9696 2500,Amora Hotel,315,FALSE,5,11 Jamison Street,,
Sydney,,+61 1800 242 273,Base Backpackers Sydney,198,FALSE,2,477 Kent Street,,
Sydney,,+61 2 8017 8888,Breakfree On Clarence,207,TRUE,3,193-195 Clarence Street,,
Sydney,,+61 132007,Breakfree On George,360,TRUE,4,653 George Street,,
Sydney,,+61 2 9491 9500,Courtyard By Marriott Sydney-North Ryde,468,FALSE,4,7-11 Talavera Road North Ryde,,
Sydney,,+61 2 9240 3100,Establishment Hotel,495,FALSE,5,5 Bridge Lane,,
Sydney,,+61 2 8823 8888,Fraser Suites Sydney,585,FALSE,5,488 Kent Street,,
New York,,+1 212-235-1111,11 Howard,270,TRUE,3,11 Howard Street,,
New York,,+1 718-631-5900,Adria Hotel & Conference Center,234,TRUE,3,"221-17 Northern Boulevard, Bayside",,
New York,,+1 212-749-4000,Aloft Harlem,243,FALSE,3,2296 Frederick Douglass Boulevard,,
New York,,+1 718-433-9305,Aloft Long Island City-Manhattan View,234,FALSE,3,"27-45 Jackson Avenue, Long Island City",,
New York,,+1 212-513-0003,Aloft Manhattan Downtown - Financial District,63,FALSE,3,49-53 Ann Street,,
New York,,+1 718-256-3833,Aloft New York Brooklyn,186,FALSE,3,"216 Duffield Street, Brooklyn",,
New York,,+1 855-767-5050,Ameritania At Times Square,120,FALSE,3,"5502, 230 West 54th Street",,
New York,,+1 855-781-0088,Amsterdam Court Hotel,216,TRUE,3,226 West 50th Street,,
New York,,+1 212-245-7000,Belvedere Hotel,96,FALSE,3,319 West 48th Street,,
New York,,+1 212-925-1177,Best Western Bowery Hanbee Hotel,204,FALSE,3,231 Grand Street,,
New York,,+1 212-235-1111,11 Howard,180,TRUE,3,11 Howard Street,,
London,,+44 20 7247 3313,Arbor City Hotel,324,FALSE,3,12-20 Osborn Street,,
London,,+44 20 7402 5447,Ascot Hyde Park Hotel,210,FALSE,3,11 Craven Road,,
London,,+44 20 3953 4251,Assembly Hotel London,252,TRUE,3,27 - 31 Charing Cross Road,,
London,,+44 20 7636 4133,Astor Court Hotel,63,FALSE,3,"20 Hallam Street, Oxford Circus",,
London,,+44 20 7244 5700,Avni Kensington Hotel,333,FALSE,3,40-44 Harrington Gardens,,
London,,+44 20 7727 8621,Bayswater Inn Hotel,186,FALSE,3,8-16 Prince's Square,,
London,,+44 20 7221 2220,Berjaya Eden Park Hotel,222,TRUE,3,35-39 Inverness Terrace,,
London,,+44 20 7722 2281,Best Western Swiss Cottage Hotel,189,TRUE,3,4 Adamson Road,,
London,,+44 20 7233 6636,Comfort Inn Victoria London,234,TRUE,3,18-24 Belgrave Road,,
London,,+44 20 7723 2939,Days Inn London Hyde Park,93,TRUE,3,148-152 Sussex Gardens,,
London,,+44 20 7434 1775,Dean Street Townhouse,216,TRUE,3,69 - 71 Dean Street,,
London,,+44 20 8742 1717,High Road House,243,TRUE,3,162-170 Chiswick High Road,,
London,,+44 333 321 3104,Hub By Premier Inn London King'S Cross,252,TRUE,3,50 Wharfdale Road,,
London,,+44 20 3841 0001,Hub By Premier Inn London Tower Bridge,84,TRUE,3,28 Great Tower Street,,
London,,+44 20 3953 4251,Assembly Hotel London,162,TRUE,3,27 - 31 Charing Cross Road,,
San Diego,,+1 858-539-8666,Bahia Resort Hotel,225,FALSE,3,998 West Mission Bay Drive,,
San Diego,,+1 619-233-7500,Best Western Plus Bayside Inn,234,TRUE,3,555 West Ash Street,,
San Diego,,+1 619-298-4707,Best Western Plus Hacienda Hotel Old Town,198,FALSE,3,4041 Harney Street,,
San Diego,,+1 619-222-0561,Best Western Plus Island Palms Hotel & Marina,63,FALSE,3,2051 Shelter Island Drive,,
San Diego,,+1 619-291-1300,Best Western Seven Seas,111,FALSE,3,411 Hotel Circle South,,
San Diego,,+1 858-488-4700,Blue Sea Beach Hotel,90,FALSE,3,707 Pacific Beach Drive,,
San Diego,,+1 858-483-6110,Capri By The Sea By All Seasons Resort Lodging,192,FALSE,3,4767 Ocean Boulevard,,
San Diego,,+1 619-881-6200,Comfort Inn & Suites San Diego - Zoo Seaworld Area,189,FALSE,3,2485 Hotel Circle Place,,
San Diego,,+1 619-221-1900,Courtyard By Marriott San Diego Airport/Liberty Station,81,FALSE,3,2592 Laning Road,,
San Diego,,+1 858-539-8666,Bahia Resort Hotel,168,FALSE,3,998 West Mission Bay Drive,,
New York,,+1 718-388-4433,Bklyn House Hotel,62,TRUE,2,"9 Beaver Street, Brooklyn",,
New York,,+1 718-381-1118,Bogart Hotel,156,TRUE,2,"19 Bogart Street, Brooklyn",,
New York,,+1 212-865-7711,Broadway Hotel & Hostel,96,FALSE,2,230 West 101st Street,,
New York,,+1 646-882-0428,Canal Loft Hotel,138,TRUE,2,94 Canal Street,,
New York,,+1 212-679-0680,Carlton Arms Hotel,78,TRUE,2,160 East 25th Street,,
New York,,+1 212-645-8989,Chelsea Inn Hotel,152,TRUE,2,"46 West 17th Street, Between 5th and 6th Avenue",,
New York,,+1 212-929-9353,Chelsea Savoy Hotel,144,FALSE,2,204 West 23rd Street,,
New York,,+1 917-261-6971,City Rooms Nyc Times Square,116,FALSE,2,765 8th Avenue,,
New York,,+1 520-505-2362,Comfort Inn Times Square West,68,FALSE,2,343 West 44th Street,,
New York,,+1 800-615-3107,Days Inn By Wyndham Hotel New York City-Broadway,192,TRUE,2,215 West 94th Street,,
San Francisco,,+1 415-673-3277,Amsterdam Hostel San Francisco,24,FALSE,1,749 Taylor Street,,
San Francisco,,+1 415-563-0800,Argonaut Hotel,408,FALSE,4,495 Jefferson Street,,
San Francisco,,+1 415-621-8212,Beck'S Motor Lodge,60,FALSE,2,2222 Market Street,,
San Francisco,,+1 415-626-6103,Bei Hotel San Francisco,351,TRUE,3,50 8th Street,,
San Francisco,,+1 415-673-2600,Beresford Arms Hotel,132,FALSE,3,701 Post Street,,
San Francisco,,+1 415-552-7100,Casa Loma Hotel,124,FALSE,2,610 Fillmore Street,,
San Francisco,,+1 415-563-5600,Chelsea,96,FALSE,2,2095 Lombard Street,,
San Francisco,,+1 415-928-5000,Comfort Inn By The Bay,70,FALSE,2,2775 Van Ness Avenue,,
San Francisco,,+1 415-421-3154,Cornell Hotel De France,306,FALSE,3,715 Bush Street,,
New York,,+1 833-625-6111,1 Hotel Brooklyn Bridge,216,TRUE,4,"60 Furman Street, Brooklyn",,
New York,,+1 212-204-3000,6 Columbus Hotel,396,TRUE,4,308 West 58th Street,,
New York,,+1 212-398-2700,Ac Hotel New York Times Square,176,FALSE,4,260 West 40th Street,,
New York,,+1 212-991-0551,Ace Hotel,296,FALSE,4,20 West 29th Street,,
New York,,+1 646-744-3100,Aka Central Park,232,FALSE,4,42 West 58th Street,,
New York,,+1 212-764-5700,Aka Times Square,108,FALSE,4,123 West 44th Street,,
New York,,+1 212-252-9090,Aka Wall Street,200,TRUE,4,84 William Street,,
New York,,+1 646-609-5122,Aliz Hotel Times Square,288,FALSE,4,310 West 40th Street,,
New York,,+1 212-601-1234,Andaz 5Th Avenue - A Concept By Hyatt,348,FALSE,4,485 5th Avenue,,
New York,,+1 212-806-7000,Arlo Nomad,144,FALSE,4,11 East 31st Street,,
Phoenix,,+1 602-275-6300,Aloft Phoenix-Airport,216,FALSE,3,4450 East Washington Street,,
Phoenix,,+1 480-585-6644,Cambria Hotel North Scottsdale Desert Ridge,72,FALSE,3,4425 E Irma Ln&nbsp,,
Phoenix,,+1 602-603-2001,Courtyard By Marriott Phoenix Downtown,228,FALSE,3,132 South Central Avenue,,
Phoenix,,+1 602-273-7778,Crowne Plaza Phoenix Airport,189,FALSE,3,4300 East Washington Street,,
Phoenix,,+1 602-225-0500,Doubletree Suites By Hilton Hotel Phoenix,117,FALSE,3,320 North 44th Street,,
Phoenix,,+1 602-437-8400,Drury Inn & Suites Phoenix Airport,90,FALSE,3,3333 East University Drive,,
Phoenix,,+1 623-879-8800,Drury Inn & Suites Phoenix Happy Valley,210,FALSE,3,2335 West Pinnacle Peak Road,,
Phoenix,,+1 602-957-1910,Embassy Suites By Hilton Phoenix Airport,189,TRUE,3,2333 East Thomas Road,,
Phoenix,,+1 602-955-3992,Embassy Suites By Hilton Phoenix Biltmore,162,FALSE,3,2630 East Camelback Road,,
Phoenix,,+1 602-222-1111,Embassy Suites By Hilton Phoenix Downtown North,96,TRUE,3,10 East Thomas Road,,
Phoenix,,+1 602-426-2638,Arizona Grand Resort & Spa,168,TRUE,4,8000 Arizona Grand Parkway,,
Phoenix,,+1 877-488-1908,Kimpton Hotel Palomar Phoenix,248,FALSE,4,2 East Jefferson Street,,
Phoenix,,+1 480-629-3200,Marriott'S Canyon Villas,248,FALSE,4,5220 East Marriott Drive,,
Phoenix,,+1 602-997-2626,Pointe Hilton Squaw Peak Resort,208,FALSE,4,7677 North 16th Street,,
Phoenix,,+1 602-943-8200,Sheraton Crescent Hotel,140,FALSE,4,2620 West Dunlap Avenue,,
Phoenix,,+1 602-252-7363,The Clarendon Hotel And Spa,312,FALSE,4,401 West Clarendon Avenue,,
Phoenix,,+1 602-429-3500,The Westin Phoenix Downtown,256,FALSE,4,333 North Central Avenue,,
Phoenix,,+1 602-426-2638,Arizona Grand Resort & Spa,372,TRUE,4,8000 Arizona Grand Parkway,,
London,,+44 20 7493 4545,45 Park Lane,250,FALSE,5,45 Park Lane,,
Atlanta,,+1 470-231-3030,Ac Hotel By Marriott Atlanta Buckhead At Phipps Plaza,140,FALSE,4,3600 Wieuca Road Northeast,,
Atlanta,,+1 404-524-5555,Ac Hotel By Marriott Atlanta Downtown,216,FALSE,3,101 Andrew Young International Boulevard Northwest,,
Atlanta,,+1 678-515-0300,Aloft Atlanta Downtown,333,FALSE,3,300 Ted Turner Drive Northwest,,
Atlanta,,+1 404-876-8888,Atlanta Marriott Suites Midtown,333,FALSE,3,35 14th Street Northeast,,
Atlanta,,+1 404-524-7991,Barclay Hotel Atlanta Downtown,104,TRUE,2,89 Luckie Street Northwest,,
Atlanta,,+1 404-685-1677,Canopy By Hilton Atlanta Midtown,88,FALSE,4,1414 West Peachtree Street Northwest,,
Atlanta,,+1 404-893-4663,Clarion Inn & Suites Atlanta Downtown,140,TRUE,2,186 Northside Drive Southwest,,
Atlanta,,+1 404-658-1961,"Country Inn & Suites By Radisson, Atlanta Downtown South At Turner Field, Ga",150,FALSE,3,759 Pollard Boulevard Southwest,,
Atlanta,,+1 404-869-0818,Courtyard By Marriott Atlanta Buckhead,174,FALSE,3,3332 Peachtree Road Northeast,,
Atlanta,,+1 404-877-9000,Crowne Plaza Atlanta - Midtown,138,FALSE,3,590 West Peachtree Street Northwest,,
New York,,+1 212-865-7711,Broadway Hotel & Hostel,216,FALSE,2,230 West 101st Street,,
New York,,+1 833-625-6111,1 Hotel Brooklyn Bridge,312,TRUE,4,"60 Furman Street, Brooklyn",,
London,,+44 20 7493 4545,45 Park Lane,480,FALSE,5,45 Park Lane,,
London,,+44 20 7706 4660,Abc Hyde Park Hotel,261,FALSE,3,121 Sussex Gardens,,
London,,+44 20 7403 4299,Accommodation London Bridge,288,FALSE,3,58 Great Dover Street,,
London,,+44 20 7613 9800,Ace Hotel London,420,FALSE,4,100 Shoreditch High Street,,
London,,+44 20 7388 9930,Ambassadors Bloomsbury Hotel,264,FALSE,4,12 Upper Woburn Place,,
London,,+44 20 7373 1075,Ambassadors Hotel,315,FALSE,3,16 Collingham Road,,
London,,+44 20 7377 4390,Batty Langley'S Hotel,510,FALSE,5,12 Folgate Street,,
London,,+44 20 3327 4142,Chelsea Bridge Apartments,390,FALSE,5,124 Prince Of Wales Drive,,
London,,+44 20 7447 1000,Como Metropolitan London,480,FALSE,5,19 Old Park Lane,,
London,,+44 20 3750 4545,Devonshire Club,585,TRUE,5,5 Devonshire Square,,
London,,+44 20 7491 4840,Dukes London,495,FALSE,5,35 Saint James's Place,,
London,,+44 20 3297 9200,Four Seasons Hotel London At Ten Trinity Square,435,TRUE,5,10 Trinity Square,,
London,,+44 800 032 3483,Fraser Suites Kensington,375,FALSE,5,75 Stanhope Gardens,,
London,,+44 20 3388 0800,"Great Northern Hotel, A Tribute Portfolio Hotel, London",345,FALSE,5,Pancras Road,,
London,,+44 20 3642 2000,Ham Yard Hotel,390,FALSE,5,1 Ham Yard,,
London,,+44 20 7278 2666,Arriva Hotel,234,FALSE,2,Swinton Street,,
London,,+44 20 7828 1563,Belgrave House Hotel London Victoria,198,FALSE,2,28 - 32 Belgrave Road,,
London,,+44 20 7183 9400,Clink78,210,FALSE,2,78 King's Cross Road,,
London,,+44 20 7370 1222,Cromwell International Hotel,198,FALSE,2,139-141 Cromwell Road,,
London,,+44 20 3002 2960,Hampton By Hilton London Docklands,138,FALSE,2,Dockside Road,,
London,,+44 20 7474 9106,Hotel Ibis Budget London City Airport,192,FALSE,2,North Woolwich Road,,
London,,+44 333 321 3104,Hub By Premier Inn London Covent Garden,156,TRUE,2,110 Saint Martin's Lane,,
London,,+44 871 527 9588,"Hub By Premier Inn London Spitalfields, Brick Lane",168,TRUE,2,86 Brick Lane,,
London,,+44 871 527 9706,"Hub By Premier Inn London Westminster, St James'S Park",210,TRUE,2,15 Dacre Street,,
London,,+44 20 7655 4620,Ibis Budget London Whitechapel Hotel,204,FALSE,2,100 Whitechapel Road,,
New York,,+1 212-703-2001,1 Hotel Central Park,330,TRUE,5,1414 6th Avenue,,
London,,+44 20 7377 4390,Batty Langley'S Hotel,240,FALSE,5,12 Folgate Street,,
London,,+44 20 3750 4545,Devonshire Club,250,TRUE,5,5 Devonshire Square,,
London,,+44 20 3297 9200,Four Seasons Hotel London At Ten Trinity Square,220,TRUE,5,10 Trinity Square,,
London,,+44 20 3388 0800,"Great Northern Hotel, A Tribute Portfolio Hotel, London",370,FALSE,5,Pancras Road,,
London,,+44 20 3642 2000,Ham Yard Hotel,330,FALSE,5,1 Ham Yard,,
London,,+44 20 3327 4142,Chelsea Bridge Apartments,250,FALSE,5,124 Prince Of Wales Drive,,
San Francisco,,+1 415-947-0700,Courtyard By Marriott San Francisco Downtown,351,FALSE,3,299 2nd Street,,
San Francisco,,+1 415-346-3800,Courtyard By Marriott San Francisco Union Square,96,FALSE,3,761 Post Street,,
San Francisco,,+1 415-771-3000,Cova Hotel,96,FALSE,3,655 Ellis Street,,
San Francisco,,+1 800-654-1100,Executive Hotel Vintage Court San Francisco,333,FALSE,3,650 Bush Street,,
San Francisco,,+1 415-546-3110,Hampton Inn San Francisco Downtown/Convention Center,102,FALSE,3,942 Mission Street,,
San Francisco,,+1 415-781-7800,Handlery Union Square Hotel,324,FALSE,3,351 Geary Street,,
Kuala Lumpur,,+60 3-4051 9191,Edc Hotel Kuala Lumpur,186,TRUE,3,"Jalan Raja Laut, Chow Kit, 50350 Kuala Lumpur, Wilayah Persekutuan",,
Kuala Lumpur,,+60 3-2778 8888,Hilton Garden Inn Kuala Lumpur Jalan Tuanku Abdul Rahman North,297,FALSE,3,"449, Jalan Tuanku Abdul Rahman, Chow Kit, 50100",,
Kuala Lumpur,,+60 3-2028 8888,Holiday Inn Express Kuala Lumpur City Centre,192,FALSE,3,"84, Jalan Raja Chulan, 50200 Kuala Lumpur, Wilayah Persekutuan",,
Kuala Lumpur,,+60 3-2143 7000,Hotel Capitol Kuala Lumpur,228,TRUE,3,"Jalan Bulan, off, Jalan Bukit Bintang, Bukit Bintang, 55100",,
Kuala Lumpur,,+60 3-2688 1888,Hotel Putra Kuala Lumpur,252,TRUE,3,"Titiwangsa, 53200",,
Kuala Lumpur,,+60 3-2078 0988,Arenaa Star Hotel,198,FALSE,3,"49-51, Jalan Hang Lekiu, 50100",,
Paris,,+33 1 49 52 99 70,Amastan Paris,96,FALSE,4,"34 Rue Jean Mermoz, 75008",,
Paris,,+33 1 44 72 42 00,Aparthotel Adagio Access Paris La Villette,120,FALSE,3,"28bis Avenue Corentin Cariou, 75019",,
Paris,,+33 1 42 57 14 55,Aparthotel Adagio Paris Montmartre,90,TRUE,3,"10 Place Charles Dullin, 75018",,
Paris,,+33 1 48 74 48 71,Austin'S Saint Lazare HoTel,189,FALSE,3,"26 Rue d'Amsterdam, 75009",,
Paris,,+33 1 42 85 50 00,Avalon Hotel Paris Gare Du Nord,102,FALSE,3,"131 Boulevard de Magenta, 75010",,
Paris,,+33 1 45 38 52 59,Best Western Bretagne Montparnasse,444,TRUE,4,"33 Rue Raymond Losserand, 75014",,
Paris,,+33 1 40 43 02 33,Bob Hotel By Elegancia,84,TRUE,4,"30 Rue Pernety, 75014",,
Paris,,+33 1 44 30 10 00,Brach Paris,290,TRUE,5,"1-7 Rue Jean Richepin, 75016",,
Paris,,+33 1 83 96 88 88,Buddha-Bar Hotel Paris,210,TRUE,5,"4 Rue d'Anjou, 75008",,
San Francisco,,+1 415-788-5604,Hi San Francisco Downtown Hostel,261,TRUE,3,312 Mason Street,,
San Francisco,,+1 877-828-4478,Hotel G,90,TRUE,3,386 Geary Street,,
San Francisco,,+1 415-495-2100,Hotel Griffon,288,TRUE,3,"1206, 155 Steuart Street",,
San Francisco,,+1 844-617-6555,Hotel Zephyr,189,TRUE,3,250 Beach Street,,
San Francisco,,+1 888-822-8666,Kimpton Buchanan Hotel,204,TRUE,3,1800 Sutter Street,,
San Francisco,,+1 415-885-2987,Nob Hill Hotel,351,TRUE,3,835 Hyde Street,,
San Francisco,,+1 415-397-3510,The Inn At Union Square,216,TRUE,3,440 Post Street,,
New York,,+1 646-490-7348,Central Park West Hostel,30,TRUE,1,201 West 87th Street,,
New York,,+1 212-647-0010,Chelsea International Hostel,68,TRUE,1,251 West 20th Street,,
New York,,+1 212-912-2504,Vanderbilt Ymca,32,TRUE,1,224 East 47th Street,,
San Diego,,+1 619-233-7500,Best Western Plus Bayside Inn,333,TRUE,3,555 West Ash Street,,
Las Vegas,,+1 702-256-3766,Best Western Plus Las Vegas West,117,FALSE,3,8669 West Sahara Avenue,,
Las Vegas,,+1 702-638-1800,Budget Suites Of America,44,TRUE,1,2219 North Rancho Drive,,
Las Vegas,,+1 702-360-5700,Hampton Inn Las Vegas/Summerlin,279,TRUE,3,7100 Cascade Valley Court,,
Las Vegas,,+1 702-360-1200,La Quinta Inn & Suites By Wyndham Las Vegas Summerlin Tech,72,TRUE,2,7101 Cascade Valley Court,,
Las Vegas,,+1 702-768-9823,Oasis At Gold Spike,63,FALSE,3,217 Las Vegas Boulevard North,,
Las Vegas,,+1 702-489-7500,Thunderbird Boutique Hotel,56,FALSE,2,1215 South Las Vegas Boulevard,,
San Diego,,+1 858-539-8666,Bahia Resort Hotel,189,FALSE,3,998 West Mission Bay Drive,,
San Diego,,+1 619-275-5700,Best Western Mission Bay,140,FALSE,2,2575 Clairemont Drive,,
San Diego,,+1 619-233-7500,Best Western Plus Bayside Inn,198,TRUE,3,555 West Ash Street,,
San Diego,,+1 619-298-4707,Best Western Plus Hacienda Hotel Old Town,342,FALSE,3,4041 Harney Street,,
San Diego,,+1 619-222-0561,Best Western Plus Island Palms Hotel & Marina,189,FALSE,3,2051 Shelter Island Drive,,
San Diego,,+1 858-578-6600,Best Western San Diego/Miramar Hotel,60,FALSE,2,9310 Kearny Mesa Road,,
San Diego,,+1 619-291-1300,Best Western Seven Seas,216,FALSE,3,411 Hotel Circle South,,
San Diego,,+1 858-488-4700,Blue Sea Beach Hotel,117,FALSE,3,707 Pacific Beach Drive,,
San Diego,,+1 858-483-6110,Capri By The Sea By All Seasons Resort Lodging,186,FALSE,3,4767 Ocean Boulevard,,
Vancouver,,+1 604-254-1000,Atrium Inn Vancouver,228,FALSE,3,2889 East Hastings Street,,
Vancouver,,+1 604-669-7070,Best Western Plus Chateau Granville Hotel & Suites & Conference Ctr.,72,FALSE,3,1100 Granville Street,,
Vancouver,,+1 604-682-1831,Best Western Plus Sands,222,FALSE,3,1755 Davie Street,,
Vancouver,,+1 604-688-1411,Blue Horizon Hotel,189,FALSE,3,1225 Robson Street,,
Vancouver,,+1 604-263-1555,Coast Vancouver Airport Hotel,225,FALSE,3,1041 Southwest Marine Drive,,
Vancouver,,+1 604-681-4335,Days Inn By Wyndham Vancouver Downtown,198,FALSE,3,921 West Pender Street,,
Vancouver,,+1 604-669-9888,Gec Granville Suites Hotel,63,TRUE,3,718 Drake Street,,
Vancouver,,+1 604-602-1008,Hampton Inn & Suites,207,FALSE,3,111 Robson Street,,
Vancouver,,+1 604-685-5335,Hi Vancouver Central,72,FALSE,3,1025 Granville Street,,
Vancouver,,+1 604-684-2151,Holiday Inn Hotel & Suites Vancouver Downtown,207,FALSE,3,1110 Howe Street,,
San Francisco,,+1 415-626-6103,Bei Hotel San Francisco,279,TRUE,3,50 8th Street,,
San Francisco,,+1 415-673-2600,Beresford Arms Hotel,87,FALSE,3,701 Post Street,,
San Francisco,,+1 415-362-2004,Chancellor Hotel On Union Square,102,FALSE,3,433 Powell Street,,
San Francisco,,+1 415-421-3154,Cornell Hotel De France,297,FALSE,3,715 Bush Street,,
San Francisco,,+1 415-947-0700,Courtyard By Marriott San Francisco Downtown,222,FALSE,3,299 2nd Street,,
San Francisco,,+1 415-346-3800,Courtyard By Marriott San Francisco Union Square,60,FALSE,3,761 Post Street,,
San Francisco,,+1 415-771-3000,Cova Hotel,138,FALSE,3,655 Ellis Street,,
San Francisco,,+1 800-654-1100,Executive Hotel Vintage Court San Francisco,252,FALSE,3,650 Bush Street,,
San Francisco,,+1 415-781-7800,Handlery Union Square Hotel,198,FALSE,3,351 Geary Street,,
Fresno,,+1 559-268-1000,Doubletree By Hilton Hotel Fresno Convention Center,222,FALSE,3,2233 Ventura Street,,
Fresno,,+1 559-442-1110,La Quinta Inn By Wyndham Fresno Yosemite,156,TRUE,2,2926 Tulare Street,,
Fresno,,+1 559-375-7760,Piccadilly Inn Airport,126,TRUE,3,5115 East McKinley Avenue,,
Fresno,,+1 559-233-6650,Radisson Hotel Fresno Conference Center,222,FALSE,3,1055 Van Ness Avenue,,
Fresno,,+1 888-287-9400,Springhill Suites By Marriott Fresno,87,FALSE,3,6844 North Fresno Street,,
Seattle,,+1 206-448-4721,Ace Hotel Seattle,136,FALSE,2,2423 1st Avenue,,
Seattle,,+1 866-525-4704,Belltown Inn,186,FALSE,2,2301 3rd Avenue,,
Seattle,,+1 800-615-3107,Days Inn By Wyndham Seattle North Of Downtown,84,FALSE,2,9100 Aurora Avenue North,,
