airlines,departure_date,destination_airport,destination_city,number_stops,origin_airport,origin_city,outbound_arrival_time,outbound_departure_time,passengers,price,refundable,seating_class,inbound_arrival_time,inbound_departure_time,return_date
United Airlines,3/11/2019,JFK International Airport,New York,0,PHL International Airport,Philadelphia,5:36,4:45,1,59,FALSE,Economy,,,
American Airlines,3/1/2019,LAX International Airport,Los Angeles,0,McCarran International Airport,Las Vegas,10:40,9:30,3,88,FALSE,Economy,,,
Delta Airlines,3/1/2019,LAX International Airport,Los Angeles,0,McCarran International Airport,Las Vegas,13:30,12:20,3,79,FALSE,Economy,,,
Southwest Airlines,3/1/2019,LAX International Airport,Los Angeles,0,McCarran International Airport,Las Vegas,15:45,14:35,3,84,FALSE,Economy,,,
United Airlines,3/1/2019,LAX International Airport,Los Angeles,0,McCarran International Airport,Las Vegas,13:15,12:05,3,86,FALSE,Economy,,,
American Airlines,3/13/2019,Seattle-Tacoma International Airport,Seattle,0,PDX International Airport,Portland,22:13,21:15,1,59,TRUE,Economy,,,
Delta Airlines,3/13/2019,Seattle-Tacoma International Airport,Seattle,0,PDX International Airport,Portland,10:33,9:35,1,76,FALSE,Economy,,,
United Airlines,3/13/2019,Seattle-Tacoma International Airport,Seattle,0,PDX International Airport,Portland,23:43,22:45,1,74,FALSE,Economy,,,
American Airlines,3/12/2019,Seattle-Tacoma International Airport,Seattle,0,PDX International Airport,Portland,22:13,21:15,2,86,TRUE,Economy,,,
Delta Airlines,3/12/2019,Seattle-Tacoma International Airport,Seattle,0,PDX International Airport,Portland,10:33,9:35,2,76,FALSE,Economy,,,
Alaska Airlines,3/2/2019,McCarran International Airport,Las Vegas,0,LAX International Airport,Los Angeles,21:30,20:20,1,83,FALSE,Economy,,,
American Airlines,3/2/2019,McCarran International Airport,Las Vegas,0,LAX International Airport,Los Angeles,21:35,20:25,1,71,FALSE,Economy,,,
Delta Airlines,3/2/2019,McCarran International Airport,Las Vegas,0,LAX International Airport,Los Angeles,23:25,22:15,1,74,TRUE,Economy,,,
Southwest Airlines,3/2/2019,McCarran International Airport,Las Vegas,1,LAX International Airport,Los Angeles,1:04,22:10,1,150,FALSE,Economy,,,
Alaska Airlines,3/2/2019,McCarran International Airport,Las Vegas,0,LAX International Airport,Los Angeles,21:30,20:20,2,83,FALSE,Economy,,,
Alaska Airlines,3/7/2019,SFO International Airport,San Francisco,0,SAN International Airport,San Diego,12:50,11:10,1,156,FALSE,Premium Economy,,,
Alaska Airlines,3/7/2019,SFO International Airport,San Francisco,0,SAN International Airport,San Diego,12:50,11:10,2,156,FALSE,Premium Economy,,,
American Airlines,3/12/2019,SFO International Airport,San Francisco,0,McCarran International Airport,Las Vegas,12:30,10:55,1,110,TRUE,Economy,,,
Delta Airlines,3/12/2019,SFO International Airport,San Francisco,0,McCarran International Airport,Las Vegas,0:25,22:50,1,104,FALSE,Economy,,,
Southwest Airlines,3/12/2019,SFO International Airport,San Francisco,0,McCarran International Airport,Las Vegas,11:30,9:55,1,99,FALSE,Economy,,,
United Airlines,3/12/2019,SFO International Airport,San Francisco,0,McCarran International Airport,Las Vegas,19:05,17:30,1,122,TRUE,Economy,,,
Alaska Airlines,3/1/2019,LAX International Airport,Los Angeles,0,SFO International Airport,San Francisco,20:35,19:10,1,85,FALSE,Economy,,,
American Airlines,3/1/2019,LAX International Airport,Los Angeles,0,SFO International Airport,San Francisco,17:15,15:50,1,98,FALSE,Economy,,,
Southwest Airlines,3/1/2019,LAX International Airport,Los Angeles,0,SFO International Airport,San Francisco,14:15,12:50,1,108,FALSE,Economy,,,
United Airlines,3/1/2019,LAX International Airport,Los Angeles,0,SFO International Airport,San Francisco,23:30,22:05,1,97,TRUE,Economy,,,
Alaska Airlines,3/13/2019,SAN International Airport,San Diego,0,SFO International Airport,San Francisco,7:50,6:10,1,110,FALSE,Economy,,,
American Airlines,3/13/2019,SAN International Airport,San Diego,1,SFO International Airport,San Francisco,16:19,12:15,1,153,FALSE,Economy,,,
Delta Airlines,3/13/2019,SAN International Airport,San Diego,0,SFO International Airport,San Francisco,23:25,21:45,1,101,FALSE,Economy,,,
Southwest Airlines,3/13/2019,SAN International Airport,San Diego,0,SFO International Airport,San Francisco,18:50,17:10,1,98,TRUE,Economy,,,
United Airlines,3/13/2019,SAN International Airport,San Diego,0,SFO International Airport,San Francisco,23:15,21:35,1,85,TRUE,Economy,,,
Alaska Airlines,3/3/2019,YVR International Airport,Vancouver,1,PDX International Airport,Portland,19:49,10:10,1,267,FALSE,Economy,,,
Southwest Airlines,3/3/2019,YVR International Airport,Vancouver,1,PDX International Airport,Portland,20:12,15:15,1,212,FALSE,Economy,,,
United Airlines,3/3/2019,YVR International Airport,Vancouver,1,PDX International Airport,Portland,20:12,10:35,1,229,FALSE,Economy,,,
United Airlines,3/2/2019,JFK International Airport,New York,0,PHL International Airport,Philadelphia,5:36,4:45,1,52,FALSE,Economy,,,
Alaska Airlines,3/11/2019,YVR International Airport,Vancouver,1,PDX International Airport,Portland,19:49,10:10,1,257,FALSE,Economy,,,
American Airlines,3/11/2019,YVR International Airport,Vancouver,1,PDX International Airport,Portland,15:32,10:45,1,226,TRUE,Economy,,,
Southwest Airlines,3/11/2019,YVR International Airport,Vancouver,1,PDX International Airport,Portland,20:12,15:15,1,204,FALSE,Economy,,,
United Airlines,3/11/2019,YVR International Airport,Vancouver,1,PDX International Airport,Portland,20:12,10:35,1,219,FALSE,Economy,,,
Alaska Airlines,3/9/2019,SAN International Airport,San Diego,0,SFO International Airport,San Francisco,12:25,10:45,1,122,TRUE,Economy,,,
American Airlines,3/9/2019,SAN International Airport,San Diego,1,SFO International Airport,San Francisco,21:04,17:30,1,183,FALSE,Economy,,,
Delta Airlines,3/9/2019,SAN International Airport,San Diego,0,SFO International Airport,San Francisco,23:25,21:45,1,104,FALSE,Economy,,,
Southwest Airlines,3/9/2019,SAN International Airport,San Diego,0,SFO International Airport,San Francisco,18:50,17:10,1,118,TRUE,Economy,,,
United Airlines,3/9/2019,SAN International Airport,San Diego,0,SFO International Airport,San Francisco,23:15,21:35,1,103,TRUE,Economy,,,
Alaska Airlines,3/9/2019,SAN International Airport,San Diego,0,SFO International Airport,San Francisco,12:25,10:45,2,122,TRUE,Economy,,,
Air Canada,3/1/2019,LAX International Airport,Los Angeles,0,YVR International Airport,Vancouver,19:49,16:45,1,236,FALSE,Premium Economy,,,
American Airlines,3/1/2019,LAX International Airport,Los Angeles,0,YVR International Airport,Vancouver,2:04,23:00,1,223,FALSE,Premium Economy,,,
Delta Airlines,3/1/2019,LAX International Airport,Los Angeles,0,YVR International Airport,Vancouver,15:24,12:20,1,237,FALSE,Premium Economy,,,
American Airlines,3/1/2019,LAX International Airport,Los Angeles,0,McCarran International Airport,Las Vegas,10:40,9:30,1,133,FALSE,Premium Economy,,,
Delta Airlines,3/1/2019,LAX International Airport,Los Angeles,0,McCarran International Airport,Las Vegas,22:10,21:00,1,120,TRUE,Premium Economy,,,
Southwest Airlines,3/1/2019,LAX International Airport,Los Angeles,0,McCarran International Airport,Las Vegas,15:45,14:35,1,111,FALSE,Premium Economy,,,
Delta Airlines,3/1/2019,LAX International Airport,Los Angeles,0,McCarran International Airport,Las Vegas,22:10,21:00,2,120,TRUE,Premium Economy,,,
Alaska Airlines,3/5/2019,SAN International Airport,San Diego,0,LAX International Airport,Los Angeles,8:24,7:30,1,70,TRUE,Economy,,,
American Airlines,3/5/2019,SAN International Airport,San Diego,0,LAX International Airport,Los Angeles,8:34,7:40,1,73,FALSE,Economy,,,
Southwest Airlines,3/5/2019,SAN International Airport,San Diego,0,LAX International Airport,Los Angeles,16:19,15:25,1,55,FALSE,Economy,,,
United Airlines,3/5/2019,SAN International Airport,San Diego,0,LAX International Airport,Los Angeles,12:34,11:40,1,70,FALSE,Economy,,,
Alaska Airlines,3/5/2019,SAN International Airport,San Diego,0,LAX International Airport,Los Angeles,8:24,7:30,2,70,TRUE,Economy,,,
American Airlines,3/13/2019,SFO International Airport,San Francisco,0,McCarran International Airport,Las Vegas,12:30,10:55,1,108,TRUE,Economy,,,
Delta Airlines,3/13/2019,SFO International Airport,San Francisco,0,McCarran International Airport,Las Vegas,0:25,22:50,1,120,FALSE,Economy,,,
Southwest Airlines,3/13/2019,SFO International Airport,San Francisco,0,McCarran International Airport,Las Vegas,11:30,9:55,1,104,FALSE,Economy,,,
United Airlines,3/13/2019,SFO International Airport,San Francisco,0,McCarran International Airport,Las Vegas,16:40,15:05,1,100,FALSE,Economy,,,
American Airlines,3/7/2019,SFO International Airport,San Francisco,0,SAN International Airport,San Diego,23:00,21:20,1,100,FALSE,Economy,,,
Delta Airlines,3/7/2019,SFO International Airport,San Francisco,0,SAN International Airport,San Diego,21:35,19:55,1,101,FALSE,Economy,,,
Southwest Airlines,3/7/2019,SFO International Airport,San Francisco,1,SAN International Airport,San Diego,1:57,22:20,1,195,FALSE,Economy,,,
Alaska Airlines,3/7/2019,SFO International Airport,San Francisco,0,SAN International Airport,San Diego,12:50,11:10,4,107,FALSE,Economy,,,
American Airlines,3/7/2019,SFO International Airport,San Francisco,0,SAN International Airport,San Diego,23:00,21:20,4,100,FALSE,Economy,,,
Delta Airlines,3/7/2019,SFO International Airport,San Francisco,0,SAN International Airport,San Diego,21:35,19:55,4,101,FALSE,Economy,,,
Southwest Airlines,3/7/2019,SFO International Airport,San Francisco,1,SAN International Airport,San Diego,1:57,22:20,4,195,FALSE,Economy,,,
American Airlines,3/3/2019,JFK International Airport,New York,0,PHL International Airport,Philadelphia,17:36,16:45,2,55,FALSE,Economy,,,
Delta Airlines,3/3/2019,JFK International Airport,New York,0,PHL International Airport,Philadelphia,17:31,16:40,2,61,FALSE,Economy,,,
Southwest Airlines,3/3/2019,JFK International Airport,New York,0,PHL International Airport,Philadelphia,8:36,7:45,2,54,FALSE,Economy,,,
United Airlines,3/3/2019,JFK International Airport,New York,0,PHL International Airport,Philadelphia,5:36,4:45,2,56,FALSE,Economy,,,
United Airlines,3/6/2019,LAX International Airport,Los Angeles,0,SFO International Airport,San Francisco,23:30,22:05,1,95,TRUE,Economy,,,
Southwest Airlines,3/1/2019,LAX International Airport,Los Angeles,0,SFO International Airport,San Francisco,14:15,12:50,3,108,FALSE,Economy,,,
Alaska Airlines,3/8/2019,SAN International Airport,San Diego,0,SFO International Airport,San Francisco,7:50,6:10,1,99,FALSE,Economy,,,
American Airlines,3/8/2019,SAN International Airport,San Diego,1,SFO International Airport,San Francisco,16:19,12:15,1,161,FALSE,Economy,,,
Southwest Airlines,3/8/2019,SAN International Airport,San Diego,0,SFO International Airport,San Francisco,18:50,17:10,1,103,TRUE,Economy,,,
United Airlines,3/8/2019,SAN International Airport,San Diego,0,SFO International Airport,San Francisco,8:20,6:40,1,90,FALSE,Economy,,,
American Airlines,3/4/2019,LAX International Airport,Los Angeles,0,SAN International Airport,San Diego,10:44,9:50,2,63,TRUE,Economy,,,
Delta Airlines,3/4/2019,LAX International Airport,Los Angeles,0,SAN International Airport,San Diego,17:54,17:00,2,82,TRUE,Economy,,,
American Airlines,3/10/2019,SFO International Airport,San Francisco,0,McCarran International Airport,Las Vegas,12:30,10:55,1,99,TRUE,Economy,,,
Delta Airlines,3/10/2019,SFO International Airport,San Francisco,0,McCarran International Airport,Las Vegas,0:25,22:50,1,94,FALSE,Economy,,,
Southwest Airlines,3/10/2019,SFO International Airport,San Francisco,0,McCarran International Airport,Las Vegas,11:30,9:55,1,95,FALSE,Economy,,,
United Airlines,3/10/2019,SFO International Airport,San Francisco,0,McCarran International Airport,Las Vegas,16:40,15:05,1,88,FALSE,Economy,,,
Alaska Airlines,3/6/2019,SFO International Airport,San Francisco,0,SAN International Airport,San Diego,12:50,11:10,1,100,FALSE,Economy,,,
American Airlines,3/6/2019,SFO International Airport,San Francisco,0,SAN International Airport,San Diego,13:45,12:05,1,111,FALSE,Economy,,,
Delta Airlines,3/6/2019,SFO International Airport,San Francisco,0,SAN International Airport,San Diego,21:35,19:55,1,99,FALSE,Economy,,,
Southwest Airlines,3/6/2019,SFO International Airport,San Francisco,0,SAN International Airport,San Diego,8:40,7:00,1,108,FALSE,Economy,,,
United Airlines,3/6/2019,SFO International Airport,San Francisco,0,SAN International Airport,San Diego,9:00,7:20,1,112,FALSE,Economy,,,
American Airlines,3/6/2019,JFK International Airport,New York,0,Dulles International Airport,Washington,7:15,6:05,1,78,FALSE,Economy,,,
Southwest Airlines,3/6/2019,JFK International Airport,New York,0,Dulles International Airport,Washington,10:25,9:15,1,75,FALSE,Economy,,,
American Airlines,3/8/2019,JFK International Airport,New York,0,PHL International Airport,Philadelphia,17:36,16:45,3,57,FALSE,Economy,,,
Delta Airlines,3/8/2019,JFK International Airport,New York,0,PHL International Airport,Philadelphia,20:16,19:25,3,60,TRUE,Economy,,,
Southwest Airlines,3/8/2019,JFK International Airport,New York,0,PHL International Airport,Philadelphia,8:36,7:45,3,58,FALSE,Economy,,,
United Airlines,3/8/2019,JFK International Airport,New York,0,PHL International Airport,Philadelphia,5:36,4:45,3,58,FALSE,Economy,,,
American Airlines,3/13/2019,JFK International Airport,New York,0,PHL International Airport,Philadelphia,17:36,16:45,1,64,FALSE,Economy,,,
Delta Airlines,3/13/2019,JFK International Airport,New York,0,PHL International Airport,Philadelphia,20:16,19:25,1,52,TRUE,Economy,,,
Southwest Airlines,3/13/2019,JFK International Airport,New York,0,PHL International Airport,Philadelphia,8:36,7:45,1,55,FALSE,Economy,,,
United Airlines,3/13/2019,JFK International Airport,New York,0,PHL International Airport,Philadelphia,5:36,4:45,1,65,FALSE,Economy,,,
American Airlines,3/13/2019,JFK International Airport,New York,0,PHL International Airport,Philadelphia,17:36,16:45,3,64,FALSE,Economy,,,
American Airlines,3/8/2019,Dulles International Airport,Washington,1,PHL International Airport,Philadelphia,12:05,9:45,1,146,FALSE,Economy,,,
Delta Airlines,3/8/2019,Dulles International Airport,Washington,1,PHL International Airport,Philadelphia,17:48,12:20,1,244,FALSE,Economy,,,
United Airlines,3/8/2019,Dulles International Airport,Washington,1,PHL International Airport,Philadelphia,7:15,4:45,1,131,FALSE,Economy,,,
Alaska Airlines,3/9/2019,LAX International Airport,Los Angeles,0,SFO International Airport,San Francisco,20:35,19:10,1,98,FALSE,Economy,,,
American Airlines,3/9/2019,LAX International Airport,Los Angeles,0,SFO International Airport,San Francisco,17:50,16:25,1,88,FALSE,Economy,,,
Southwest Airlines,3/9/2019,LAX International Airport,Los Angeles,0,SFO International Airport,San Francisco,14:15,12:50,1,93,FALSE,Economy,,,
Alaska Airlines,3/9/2019,LAX International Airport,Los Angeles,0,SFO International Airport,San Francisco,20:35,19:10,2,98,FALSE,Economy,,,
Southwest Airlines,3/6/2019,Dulles International Airport,Washington,0,JFK International Airport,New York,15:45,14:35,3,88,TRUE,Economy,,,
American Airlines,3/2/2019,Dulles International Airport,Washington,0,JFK International Airport,New York,12:05,10:55,1,86,FALSE,Economy,,,
Delta Airlines,3/2/2019,Dulles International Airport,Washington,0,JFK International Airport,New York,8:30,7:20,1,84,FALSE,Economy,,,
Southwest Airlines,3/2/2019,Dulles International Airport,Washington,0,JFK International Airport,New York,15:45,14:35,1,79,TRUE,Economy,,,
United Airlines,3/2/2019,Dulles International Airport,Washington,0,JFK International Airport,New York,6:20,5:10,1,82,FALSE,Economy,,,
Southwest Airlines,3/2/2019,Dulles International Airport,Washington,0,JFK International Airport,New York,15:45,14:35,2,79,TRUE,Economy,,,
Alaska Airlines,3/14/2019,SAN International Airport,San Diego,0,LAX International Airport,Los Angeles,8:24,7:30,4,55,TRUE,Economy,,,
American Airlines,3/14/2019,SAN International Airport,San Diego,0,LAX International Airport,Los Angeles,8:34,7:40,4,71,FALSE,Economy,,,
Southwest Airlines,3/14/2019,SAN International Airport,San Diego,0,LAX International Airport,Los Angeles,16:19,15:25,4,63,FALSE,Economy,,,
United Airlines,3/14/2019,SAN International Airport,San Diego,0,LAX International Airport,Los Angeles,12:34,11:40,4,68,FALSE,Economy,,,
American Airlines,3/1/2019,JFK International Airport,New York,0,Dulles International Airport,Washington,7:15,6:05,1,90,FALSE,Economy,,,
Southwest Airlines,3/1/2019,JFK International Airport,New York,0,Dulles International Airport,Washington,18:00,16:50,1,70,FALSE,Economy,,,
American Airlines,3/1/2019,JFK International Airport,New York,0,Dulles International Airport,Washington,7:15,6:05,2,90,FALSE,Economy,,,
Alaska Airlines,3/5/2019,LAX International Airport,Los Angeles,0,SAN International Airport,San Diego,16:14,15:20,1,60,FALSE,Economy,,,
Air Canada,3/1/2019,Seattle-Tacoma International Airport,Seattle,1,YVR International Airport,Vancouver,17:16,8:05,3,245,FALSE,Economy,,,
Delta Airlines,3/1/2019,Seattle-Tacoma International Airport,Seattle,1,YVR International Airport,Vancouver,14:47,3:20,3,275,FALSE,Economy,,,
United Airlines,3/1/2019,Seattle-Tacoma International Airport,Seattle,1,YVR International Airport,Vancouver,22:56,18:05,3,243,FALSE,Economy,,,
Southwest Airlines,3/1/2019,Dulles International Airport,Washington,0,JFK International Airport,New York,15:45,14:35,4,85,TRUE,Economy,,,
United Airlines,3/1/2019,Dulles International Airport,Washington,0,JFK International Airport,New York,14:45,13:35,4,71,TRUE,Economy,,,
Southwest Airlines,3/7/2019,Seattle-Tacoma International Airport,Seattle,0,PDX International Airport,Portland,5:38,4:40,1,74,FALSE,Economy,,,
Alaska Airlines,3/2/2019,McCarran International Airport,Las Vegas,0,SFO International Airport,San Francisco,21:50,20:15,1,105,TRUE,Economy,,,
American Airlines,3/2/2019,McCarran International Airport,Las Vegas,0,SFO International Airport,San Francisco,19:05,17:30,1,104,FALSE,Economy,,,
Delta Airlines,3/2/2019,McCarran International Airport,Las Vegas,0,SFO International Airport,San Francisco,22:40,21:05,1,106,FALSE,Economy,,,
United Airlines,3/2/2019,McCarran International Airport,Las Vegas,0,SFO International Airport,San Francisco,20:50,19:15,1,100,FALSE,Economy,,,
American Airlines,3/9/2019,JFK International Airport,New York,0,PHL International Airport,Philadelphia,18:26,17:35,3,62,TRUE,Economy,,,
Delta Airlines,3/9/2019,JFK International Airport,New York,0,PHL International Airport,Philadelphia,17:31,16:40,3,59,FALSE,Economy,,,
Southwest Airlines,3/9/2019,JFK International Airport,New York,0,PHL International Airport,Philadelphia,8:36,7:45,3,62,FALSE,Economy,,,
United Airlines,3/9/2019,JFK International Airport,New York,0,PHL International Airport,Philadelphia,13:46,12:55,3,61,FALSE,Economy,,,
American Airlines,3/2/2019,SAN International Airport,San Diego,0,McCarran International Airport,Las Vegas,9:34,8:20,1,91,FALSE,Economy,,,
Delta Airlines,3/2/2019,SAN International Airport,San Diego,0,McCarran International Airport,Las Vegas,21:04,19:50,1,79,FALSE,Economy,,,
Southwest Airlines,3/2/2019,SAN International Airport,San Diego,0,McCarran International Airport,Las Vegas,16:24,15:10,1,80,TRUE,Economy,,,
United Airlines,3/2/2019,SAN International Airport,San Diego,0,McCarran International Airport,Las Vegas,10:49,9:35,1,88,FALSE,Economy,,,
American Airlines,3/1/2019,YVR International Airport,Vancouver,1,PDX International Airport,Portland,15:32,10:45,1,227,TRUE,Economy,,,
Southwest Airlines,3/1/2019,YVR International Airport,Vancouver,1,PDX International Airport,Portland,20:12,15:15,1,243,FALSE,Economy,,,
United Airlines,3/1/2019,YVR International Airport,Vancouver,1,PDX International Airport,Portland,20:12,10:35,1,250,FALSE,Economy,,,
Air Canada,3/12/2019,Seattle-Tacoma International Airport,Seattle,1,YVR International Airport,Vancouver,2:32,16:45,1,255,FALSE,Economy,,,
Delta Airlines,3/12/2019,Seattle-Tacoma International Airport,Seattle,1,YVR International Airport,Vancouver,14:47,3:20,1,273,FALSE,Economy,,,
United Airlines,3/12/2019,Seattle-Tacoma International Airport,Seattle,1,YVR International Airport,Vancouver,22:56,18:05,1,217,FALSE,Economy,,,
Air Canada,3/12/2019,Seattle-Tacoma International Airport,Seattle,1,YVR International Airport,Vancouver,2:32,16:45,4,255,FALSE,Economy,,,
United Airlines,3/9/2019,McCarran International Airport,Las Vegas,0,SFO International Airport,San Francisco,20:50,19:15,1,99,FALSE,Economy,,,
Air Canada,3/14/2019,Seattle-Tacoma International Airport,Seattle,1,YVR International Airport,Vancouver,2:32,16:45,1,256,FALSE,Economy,,,
United Airlines,3/14/2019,Seattle-Tacoma International Airport,Seattle,1,YVR International Airport,Vancouver,22:56,18:05,1,260,FALSE,Economy,,,
Alaska Airlines,3/9/2019,SFO International Airport,San Francisco,0,LAX International Airport,Los Angeles,19:15,17:50,1,97,FALSE,Economy,,,
American Airlines,3/9/2019,SFO International Airport,San Francisco,0,LAX International Airport,Los Angeles,7:55,6:30,1,101,FALSE,Economy,,,
Delta Airlines,3/9/2019,SFO International Airport,San Francisco,0,LAX International Airport,Los Angeles,10:40,9:15,1,100,FALSE,Economy,,,
Southwest Airlines,3/9/2019,SFO International Airport,San Francisco,0,LAX International Airport,Los Angeles,23:45,22:20,1,89,FALSE,Economy,,,
United Airlines,3/9/2019,SFO International Airport,San Francisco,1,LAX International Airport,Los Angeles,11:30,8:05,1,165,FALSE,Economy,,,
Alaska Airlines,3/9/2019,SFO International Airport,San Francisco,0,LAX International Airport,Los Angeles,19:15,17:50,2,97,FALSE,Economy,,,
American Airlines,3/9/2019,YVR International Airport,Vancouver,1,Seattle-Tacoma International Airport,Seattle,19:49,8:15,1,267,FALSE,Economy,,,
Delta Airlines,3/9/2019,YVR International Airport,Vancouver,1,Seattle-Tacoma International Airport,Seattle,19:49,8:45,1,259,FALSE,Economy,,,
Southwest Airlines,3/9/2019,YVR International Airport,Vancouver,1,Seattle-Tacoma International Airport,Seattle,13:59,5:25,1,260,FALSE,Economy,,,
American Airlines,3/12/2019,PHL International Airport,Philadelphia,1,Dulles International Airport,Washington,11:36,8:00,1,131,TRUE,Economy,,,
American Airlines,3/11/2019,SAN International Airport,San Diego,0,McCarran International Airport,Las Vegas,9:34,8:20,1,98,FALSE,Economy,,,
Alaska Airlines,3/7/2019,McCarran International Airport,Las Vegas,0,SFO International Airport,San Francisco,21:50,20:15,1,106,TRUE,Economy,,,
Delta Airlines,3/7/2019,McCarran International Airport,Las Vegas,0,SFO International Airport,San Francisco,12:25,10:50,1,114,FALSE,Economy,,,
United Airlines,3/7/2019,McCarran International Airport,Las Vegas,0,SFO International Airport,San Francisco,20:50,19:15,1,115,FALSE,Economy,,,
Alaska Airlines,3/7/2019,McCarran International Airport,Las Vegas,0,SFO International Airport,San Francisco,21:50,20:15,3,106,TRUE,Economy,,,
American Airlines,3/7/2019,McCarran International Airport,Las Vegas,0,SFO International Airport,San Francisco,19:05,17:30,3,112,FALSE,Economy,,,
Delta Airlines,3/7/2019,McCarran International Airport,Las Vegas,0,SFO International Airport,San Francisco,12:25,10:50,3,114,FALSE,Economy,,,
United Airlines,3/7/2019,McCarran International Airport,Las Vegas,0,SFO International Airport,San Francisco,20:50,19:15,3,115,FALSE,Economy,,,
Alaska Airlines,3/13/2019,McCarran International Airport,Las Vegas,0,SAN International Airport,San Diego,7:44,6:30,1,96,FALSE,Economy,,,
American Airlines,3/13/2019,McCarran International Airport,Las Vegas,0,SAN International Airport,San Diego,17:54,16:40,1,91,TRUE,Economy,,,
United Airlines,3/13/2019,McCarran International Airport,Las Vegas,0,SAN International Airport,San Diego,15:34,14:20,1,77,FALSE,Economy,,,
Alaska Airlines,3/11/2019,McCarran International Airport,Las Vegas,0,LAX International Airport,Los Angeles,21:30,20:20,1,133,FALSE,Premium Economy,,,
American Airlines,3/11/2019,McCarran International Airport,Las Vegas,0,LAX International Airport,Los Angeles,21:35,20:25,1,139,FALSE,Premium Economy,,,
Delta Airlines,3/11/2019,McCarran International Airport,Las Vegas,0,LAX International Airport,Los Angeles,23:25,22:15,1,129,TRUE,Premium Economy,,,
United Airlines,3/11/2019,McCarran International Airport,Las Vegas,0,LAX International Airport,Los Angeles,9:15,8:05,1,132,FALSE,Premium Economy,,,
Alaska Airlines,3/11/2019,McCarran International Airport,Las Vegas,0,LAX International Airport,Los Angeles,21:30,20:20,3,133,FALSE,Premium Economy,,,
American Airlines,3/1/2019,Seattle-Tacoma International Airport,Seattle,0,PDX International Airport,Portland,22:13,21:15,1,64,TRUE,Economy,,,
Delta Airlines,3/1/2019,Seattle-Tacoma International Airport,Seattle,0,PDX International Airport,Portland,10:33,9:35,1,62,FALSE,Economy,,,
Southwest Airlines,3/1/2019,Seattle-Tacoma International Airport,Seattle,0,PDX International Airport,Portland,5:38,4:40,1,60,FALSE,Economy,,,
United Airlines,3/1/2019,Seattle-Tacoma International Airport,Seattle,0,PDX International Airport,Portland,23:43,22:45,1,68,FALSE,Economy,,,
Alaska Airlines,3/3/2019,McCarran International Airport,Las Vegas,0,SAN International Airport,San Diego,7:44,6:30,1,86,FALSE,Economy,,,
Southwest Airlines,3/3/2019,McCarran International Airport,Las Vegas,0,SAN International Airport,San Diego,21:39,20:25,1,82,TRUE,Economy,,,
United Airlines,3/3/2019,McCarran International Airport,Las Vegas,0,SAN International Airport,San Diego,15:34,14:20,1,85,FALSE,Economy,,,
Alaska Airlines,3/11/2019,SAN International Airport,San Diego,0,LAX International Airport,Los Angeles,8:24,7:30,1,71,TRUE,Economy,,,
American Airlines,3/11/2019,SAN International Airport,San Diego,0,LAX International Airport,Los Angeles,8:34,7:40,1,71,FALSE,Economy,,,
Southwest Airlines,3/11/2019,SAN International Airport,San Diego,0,LAX International Airport,Los Angeles,16:19,15:25,1,67,FALSE,Economy,,,
United Airlines,3/11/2019,SAN International Airport,San Diego,0,LAX International Airport,Los Angeles,12:34,11:40,1,70,FALSE,Economy,,,
American Airlines,3/13/2019,Dulles International Airport,Washington,1,PHL International Airport,Philadelphia,12:05,9:45,1,136,FALSE,Economy,,,
Delta Airlines,3/13/2019,Dulles International Airport,Washington,1,PHL International Airport,Philadelphia,17:48,12:20,1,244,FALSE,Economy,,,
United Airlines,3/13/2019,Dulles International Airport,Washington,1,PHL International Airport,Philadelphia,7:15,4:45,1,141,FALSE,Economy,,,
Southwest Airlines,3/4/2019,LAX International Airport,Los Angeles,0,SFO International Airport,San Francisco,14:15,12:50,3,99,FALSE,Economy,,,
Alaska Airlines,3/7/2019,SAN International Airport,San Diego,0,SFO International Airport,San Francisco,7:50,6:10,1,102,FALSE,Economy,,,
American Airlines,3/7/2019,SAN International Airport,San Diego,1,SFO International Airport,San Francisco,16:19,12:15,1,154,FALSE,Economy,,,
Delta Airlines,3/7/2019,SAN International Airport,San Diego,1,SFO International Airport,San Francisco,9:45,5:50,1,200,FALSE,Economy,,,
Southwest Airlines,3/7/2019,SAN International Airport,San Diego,1,SFO International Airport,San Francisco,16:19,12:50,1,159,FALSE,Economy,,,
United Airlines,3/7/2019,SAN International Airport,San Diego,0,SFO International Airport,San Francisco,8:20,6:40,1,93,FALSE,Economy,,,
Air Canada,3/9/2019,Seattle-Tacoma International Airport,Seattle,1,YVR International Airport,Vancouver,2:32,16:45,4,263,FALSE,Economy,,,
American Airlines,3/9/2019,PHL International Airport,Philadelphia,0,JFK International Airport,New York,8:46,7:55,1,67,TRUE,Economy,,,
Delta Airlines,3/9/2019,PHL International Airport,Philadelphia,0,JFK International Airport,New York,16:21,15:30,1,53,TRUE,Economy,,,
Southwest Airlines,3/9/2019,PHL International Airport,Philadelphia,0,JFK International Airport,New York,16:31,15:40,1,56,TRUE,Economy,,,
American Airlines,3/9/2019,PHL International Airport,Philadelphia,0,JFK International Airport,New York,8:46,7:55,1,107,TRUE,Premium Economy,,,
Alaska Airlines,3/14/2019,SAN International Airport,San Diego,0,SFO International Airport,San Francisco,7:50,6:10,1,107,FALSE,Economy,,,
American Airlines,3/14/2019,SAN International Airport,San Diego,1,SFO International Airport,San Francisco,16:19,12:15,1,156,FALSE,Economy,,,
