address,area,has_garage,in_unit_laundry,intent,number_of_baths,number_of_beds,phone_number,price,property_name,visit_date
150 Sierra Drive,Walnut Creek,TRUE,FALSE,buy,1,2,925-945-1701,2300000,Affordable Housing Associates,
1756 Carmel Drive,Walnut Creek,FALSE,TRUE,buy,1,2,925-301-9510,2600000,Carmel House,
245 Masters Court,Walnut Creek,FALSE,TRUE,buy,1,2,925-906-9000,2300000,Club Villas,
1200 Newell Hill Place,Walnut Creek,TRUE,TRUE,buy,1,2,925-934-1117,2250000,Newell Vista Apartments,
2971 North Main Street,Walnut Creek,FALSE,FALSE,buy,1,2,925-939-6667,2450000,North Main Apartments,
1459 Creekside Drive,Walnut Creek,FALSE,TRUE,buy,1,2,855-250-5961,2700000,The Retreat,
2150 Tice Valley Boulevard,Walnut Creek,FALSE,TRUE,buy,1,2,925-943-1670,2450000,Tice Oaks Apartments,
1755 Trinity Avenue # 1,Walnut Creek,TRUE,TRUE,buy,1,2,925-935-6956,2350000,Walnut Hill Apartments,
240 Hollis Avenue,Campbell,FALSE,FALSE,buy,1,2,866-573-8123,2550000,La Mancha Apartments,
3685 South Bascom Avenue,Campbell,FALSE,FALSE,buy,1,2,408-377-9360,2550000,Pebble Creek,
1510 South Bascom Avenue,Campbell,FALSE,TRUE,buy,1,2,408-377-6900,2750000,River Walk Apartments,
275 Union Avenue,Campbell,TRUE,TRUE,buy,1,2,408-898-4572,2300000,The Commons,
240 Hollis Avenue,,FALSE,FALSE,,1,2,866-573-8123,2550000,La Mancha Apartments,
1001 Beethoven Common,Fremont,FALSE,TRUE,rent,3,3,510-797-1800,4100,Alborada Apartments,
34050 Westchester Terrace,Fremont,FALSE,TRUE,rent,3,3,510-794-9981,4350,Amber Court,
40001 Fremont Boulevard,Fremont,TRUE,FALSE,rent,3,3,510-455-8815,3950,Boulevard,
46703 Crawford Street # 2,Fremont,FALSE,FALSE,rent,3,3,510-651-5292,4400,Crawford Apartments,
41277 Roberts Ave # 32,Fremont,FALSE,FALSE,rent,3,3,510-656-2303,4100,Felson Management Corporation,
37811 Fremont Boulevard,Fremont,FALSE,FALSE,rent,3,3,510-797-4520,4300,Fremont Arms,
4261 Stevenson Boulevard,Fremont,TRUE,TRUE,rent,3,3,510-656-8201,4200,Fremont Manor,
42010 Blacow Road,Fremont,FALSE,FALSE,rent,3,3,510-657-2020,4350,Minutetogo,
1301 Stevenson Boulevard,Fremont,TRUE,FALSE,rent,3,3,510-794-7718,4300,Mission Wells Apartments,
39548 Fremont Boulevard,Fremont,TRUE,TRUE,rent,3,3,510-657-4244,4250,Pasatiempo Apartments,
2001 Range Avenue,Santa Rosa,FALSE,FALSE,buy,2,3,707-578-1150,3600000,Coddingtown Mall Apartments,
2807 Yulupa Avenue,Santa Rosa,FALSE,TRUE,buy,2,3,707-527-0128,3400000,Country Club Apartments,
3076 Marlow Road,Santa Rosa,TRUE,TRUE,buy,2,3,707-579-5081,3200000,Marlow Apartments,
310 Butterfly Lane,Santa Rosa,TRUE,TRUE,buy,2,3,707-542-4067,3500000,Meadowview Apartments,
1814 North Dutton Avenue # 25,Santa Rosa,FALSE,TRUE,buy,2,3,707-542-1310,3650000,North Dutton Apartments,
2002 Pinercrest Drive,Santa Rosa,FALSE,FALSE,buy,2,3,707-579-3424,3550000,Orchard West Senior Apartments,
2389 McBride Lane,Santa Rosa,FALSE,FALSE,buy,2,3,707-579-5605,3600000,Park Villa Apartments,
1024 Prospect Avenue # 122A,Santa Rosa,TRUE,FALSE,buy,2,3,707-537-7834,3250000,Prospect Place Apartments,
2111 Kawana Springs Road,Santa Rosa,TRUE,FALSE,buy,2,3,707-595-2374,3200000,Renaissance Apartment Homes,
1 Kashmir Drive,Santa Rosa,FALSE,TRUE,buy,2,3,707-539-1109,3550000,Santa Rosa Garden Apartments,
2001 Range Avenue,,FALSE,FALSE,,2,3,707-578-1150,4000,Coddingtown Mall Apartments,
4261 Stevenson Boulevard,Fremont,TRUE,TRUE,rent,2,3,510-656-8200,3750,Lincoln Glen,
37767 Fremont Boulevard,Fremont,TRUE,TRUE,rent,2,3,510-797-5099,3800,Pepper Tree Apartments,
38730 Lexington St # Off,Fremont,TRUE,FALSE,rent,2,3,510-488-6357,3500,Redwood Plaza Apartments,
"Fremont, California 94538, United States",Fremont,TRUE,FALSE,rent,2,3,510-657-1171,3650,Sundale South Apartments,
40914 Ingersoll Terrace,Fremont,TRUE,FALSE,rent,2,3,510-651-5454,3550,Woodcreek,
38771 Bell Street,Fremont,TRUE,FALSE,rent,2,3,510-794-5860,4000,Woodland Garden Apartments,
4261 Stevenson Boulevard,,TRUE,TRUE,,2,3,510-656-8200,3750,Lincoln Glen,
2005 San Jose Drive,Antioch,TRUE,FALSE,buy,3,3,925-757-1250,3600000,Baywoods Apartment Homes,
1017 H Street,Antioch,FALSE,FALSE,buy,3,3,925-978-1017,3950000,Casa Bonita,
5100 Vista Grande Dr,Antioch,FALSE,FALSE,buy,3,3,925-755-4141,3400000,Cross Pointe,
600 Wilbur Avenue,Antioch,TRUE,TRUE,buy,3,3,925-779-0601,3400000,Lakeshore Apartments,
1015 Fitzuren Road #7,Antioch,TRUE,TRUE,buy,3,3,925-978-9772,3400000,Magnolia Apartments,
2005 San Jose Drive,,TRUE,FALSE,,3,3,925-757-1250,4250,Baywoods Apartment Homes,
555 East El Camino Real,Sunnyvale,TRUE,TRUE,buy,2,2,408-738-0935,2650000,Arbor Terrace Apartments,
660 Gail Avenue,Sunnyvale,TRUE,FALSE,buy,2,2,888-854-9884,3000000,Bonnie Terrace Apartments,
732 East Evelyn Avenue,Sunnyvale,FALSE,FALSE,buy,2,2,669-267-1020,2600000,Bristol Commons,
874 East El Camino Real,Sunnyvale,FALSE,FALSE,buy,2,2,866-730-1639,2500000,Cascades Apartments,
1234 Sunnyvale Saratoga Road # 9,Sunnyvale,TRUE,FALSE,buy,2,2,408-737-2424,2850000,Chatelaine Apartments,
1055 East Evelyn Avenue,Sunnyvale,TRUE,FALSE,buy,2,2,408-296-8006,2650000,Evelyn Gardens,
555 East Washington Avenue,Sunnyvale,TRUE,TRUE,buy,2,2,833-630-9835,2950000,Heritage Park Apartments,
1220 North Fair Oaks Avenue,Sunnyvale,FALSE,TRUE,buy,2,2,866-302-5606,3000000,Kensington Place Apartments,
107 South Mary Avenue,Sunnyvale,FALSE,FALSE,buy,2,2,408-702-2447,2650000,Magnolia Square Apartments,
1209 Ayala Drive,Sunnyvale,TRUE,TRUE,buy,2,2,650-961-6696,2700000,Palm Villa Apartments,
555 East El Camino Real,,TRUE,TRUE,,2,2,408-738-0935,2650000,Arbor Terrace Apartments,
1059 Reed Avenue,Sunnyvale,FALSE,TRUE,buy,1,2,408-984-1060,2750000,Aster Park Apartments,
732 East Evelyn Avenue,Sunnyvale,FALSE,FALSE,buy,1,2,669-267-1020,2400000,Bristol Commons,
455 Brahms Way,Sunnyvale,FALSE,TRUE,buy,1,2,408-732-1200,2600000,Cezanne Apartments,
678 Bellflower Avenue,Sunnyvale,FALSE,FALSE,buy,1,2,408-735-9030,2400000,Charter Palm Town Homes,
250 W El Camino Real,Sunnyvale,FALSE,FALSE,buy,1,2,866-748-9591,2250000,Cherry Orchard Apartment Homes,
1220 North Fair Oaks Avenue,Sunnyvale,FALSE,TRUE,buy,1,2,866-302-5606,2400000,Kensington Place Apartments,
107 South Mary Avenue,Sunnyvale,FALSE,FALSE,buy,1,2,408-702-2447,2700000,Magnolia Square Apartments,
1063 Morse Avenue,Sunnyvale,TRUE,FALSE,buy,1,2,844-482-6009,2700000,Mission Pointe By Windsor,
1229 Vicente Drive,Sunnyvale,TRUE,TRUE,buy,1,2,650-961-0141,2350000,Olive West Apartments,
120 East Remington Drive,Sunnyvale,TRUE,TRUE,buy,1,2,408-738-1114,2300000,Remington Place Apartments,
1059 Reed Avenue,,FALSE,TRUE,,1,2,408-984-1060,2750000,Aster Park Apartments,
1290 San Tomas Aquino Road,San Jose,FALSE,TRUE,rent,3,4,408-984-8888,5100,Aegena,
73 North Keeble Avenue,San Jose,TRUE,TRUE,rent,3,4,408-998-7266,4900,Alameda Gardens Apartments,
947 Branham Lane # C,San Jose,TRUE,FALSE,rent,3,4,408-265-4808,5200,Almaden Garden Apartments,
1543 Ambergrove Drive,San Jose,TRUE,FALSE,rent,3,4,408-453-8011,4750,Amberwood Apartments,
2760 McKee Road,San Jose,TRUE,FALSE,rent,3,4,408-251-7570,4850,Arbor Terraces,
750 North King Road,San Jose,TRUE,FALSE,rent,3,4,408-844-4803,4800,Avenel Apartments,
4748 West Campbell Avenue,San Jose,TRUE,TRUE,rent,3,4,408-379-8440,4700,Baker Park Apartments,
5480 Lean Avenue,San Jose,TRUE,FALSE,rent,3,4,408-840-2195,4750,Blossom Hill Apartments,
1000 Blossom River Way,San Jose,TRUE,TRUE,rent,3,4,408-979-9442,5250,Blossom River Apartments,
1612 Branham Lane,San Jose,TRUE,FALSE,rent,3,4,408-267-0515,5100,Branham House Apartments,
1290 San Tomas Aquino Road,,FALSE,TRUE,,3,4,408-984-8888,5100,Aegena,
26100 Gading Road,Hayward,TRUE,TRUE,rent,2,3,510-785-3281,3900,Amberwood Garden Apartments,
25100 Cypress Avenue,Hayward,TRUE,TRUE,rent,2,3,510-887-4406,3900,Cypress Glen,
25221 Cypress Avenue,Hayward,TRUE,TRUE,rent,2,3,510-781-0217,4000,Cypress Point Villas,
29596 Dixon Street # 60,Hayward,FALSE,TRUE,rent,2,3,510-537-4705,3600,Dixon Apartments,
24545 Amador Street,Hayward,TRUE,TRUE,rent,2,3,510-400-7700,3950,Jackson Arms Apartments,
2747 Oliver Drive,Hayward,TRUE,TRUE,rent,2,3,510-782-2311,4050,Josephine Lum Lodge,
1638 E Street # 106,Hayward,FALSE,FALSE,rent,2,3,510-582-3155,3500,Leisure Terrace,
959 Torrano Avenue # 34,Hayward,FALSE,FALSE,rent,2,3,510-537-7612,3550,Majestic Apartments,
655 Tennyson Road,Hayward,TRUE,FALSE,rent,2,3,855-430-2503,3700,Metro Six55 Apartments,
671 West A Street,Hayward,FALSE,TRUE,rent,2,3,510-784-0866,4050,Olive Tree Plaza,
26100 Gading Road,Hayward,TRUE,TRUE,buy,2,3,510-785-3281,3650000,Amberwood Garden Apartments,
25100 Cypress Avenue,Hayward,TRUE,TRUE,buy,2,3,510-887-4406,3350000,Cypress Glen,
25221 Cypress Avenue,Hayward,TRUE,TRUE,buy,2,3,510-781-0217,3550000,Cypress Point Villas,
29596 Dixon Street # 60,Hayward,FALSE,TRUE,buy,2,3,510-537-4705,3650000,Dixon Apartments,
24545 Amador Street,Hayward,TRUE,TRUE,buy,2,3,510-400-7700,3200000,Jackson Arms Apartments,
2747 Oliver Drive,Hayward,TRUE,TRUE,buy,2,3,510-782-2311,3100000,Josephine Lum Lodge,
1638 E Street # 106,Hayward,FALSE,FALSE,buy,2,3,510-582-3155,3200000,Leisure Terrace,
959 Torrano Avenue # 34,Hayward,FALSE,FALSE,buy,2,3,510-537-7612,3250000,Majestic Apartments,
25221 Cypress Avenue,,TRUE,TRUE,,2,3,510-781-0217,3550000,Cypress Point Villas,
400 East Remington Drive,Sunnyvale,FALSE,TRUE,rent,3,4,408-738-4862,4750,Apricot Pit Apartments,
151 South Bernardo Avenue,Sunnyvale,FALSE,FALSE,rent,3,4,650-961-3333,4800,Balboa Apartments,
815 East Fremont Avenue,Sunnyvale,TRUE,FALSE,rent,3,4,408-736-5183,5200,Cambria Apartments,
135 Acalanes Drive,Sunnyvale,TRUE,FALSE,rent,3,4,650-965-1671,4800,Casa Del Sol Apartments,
455 Crescent Avenue,Sunnyvale,FALSE,FALSE,rent,3,4,408-737-1130,5000,Crescent Manor,
130 Crescent Avenue,Sunnyvale,FALSE,FALSE,rent,3,4,408-749-1060,4950,Crescent Terrace Senior Apartments,
1055 East Evelyn Avenue,Sunnyvale,TRUE,FALSE,rent,3,4,408-296-8006,4950,Evelyn Gardens,
1063 Morse Avenue,Sunnyvale,TRUE,FALSE,rent,3,4,844-482-6009,5050,Mission Pointe By Windsor,
825 Morse Avenue,Sunnyvale,FALSE,FALSE,rent,3,4,408-734-9442,4950,Morse Court Apartments,
1229 Vicente Drive,Sunnyvale,TRUE,TRUE,rent,3,4,650-961-0141,5200,Olive West Apartments,
400 East Remington Drive,,FALSE,TRUE,,3,4,408-738-4862,4750,Apricot Pit Apartments,
900 Pepper Tree Lane,Santa Clara,TRUE,FALSE,buy,2,3,866-472-2645,3500000,Alderwood Apartments,
3440 Warburton Avenue,Santa Clara,FALSE,FALSE,buy,2,3,408-248-5766,3200000,Briarwood Garden Apartments,
3600-3616 Flora Vista Avenue,Santa Clara,FALSE,TRUE,buy,2,3,408-261-2252,3400000,Catalina Apartments,
1495 Don Avenue,Santa Clara,TRUE,TRUE,buy,2,3,408-713-6428,3100000,Civic Plaza Apartments,
3131 Homestead Road,Santa Clara,FALSE,FALSE,buy,2,3,408-244-6715,3550000,Laguna Clara Apartments,
3600 Benton Street # 5,Santa Clara,FALSE,FALSE,buy,2,3,408-241-4073,3600000,Laurelwood Apartments,
865 Pomeroy Avenue,Santa Clara,FALSE,FALSE,buy,2,3,408-244-0035,3400000,Park Terrace Apartments,
2150 Tasman Drive,Santa Clara,FALSE,FALSE,buy,2,3,408-492-9944,3600000,Riverwood Grove,
3449 Agate Drive,Santa Clara,TRUE,TRUE,buy,2,3,408-296-7679,3650000,Shayla Apartments,
2650 Keystone Avenue,Santa Clara,FALSE,TRUE,buy,2,3,408-244-2244,3250000,Vista Del Lago Iii Apartments,
2290 California Street,Mountain View,TRUE,TRUE,rent,2,3,650-965-8290,3600,Arbors At Mountain View,
1335 Montecito Avenue # 1,Mountain View,TRUE,FALSE,rent,2,3,650-940-1909,3600,Barkley Square Apartments,
200 East Dana Street,Mountain View,FALSE,TRUE,rent,2,3,650-967-3870,4000,Dana Garden Apartments,
210 Easy Street,Mountain View,TRUE,FALSE,rent,2,3,650-961-2975,3850,Fernmar Apartments,
375 Oaktree Drive,Mountain View,TRUE,TRUE,rent,2,3,650-390-9450,3600,Ginzton Terrace,
1571 West El Camino Real,Mountain View,TRUE,FALSE,rent,2,3,650-969-9800,3800,Hidden Garden Apartments,
2650 California Street,Mountain View,TRUE,FALSE,rent,2,3,650-948-7855,3900,Kentfield Apartments,
1970 Latham Street,Mountain View,TRUE,TRUE,rent,2,3,650-961-6135,3600,Latham Court Apartments,
1885 California Street,Mountain View,TRUE,FALSE,rent,2,3,650-964-3882,3550,Maplewood,
1555 West Middlefield Road,Mountain View,TRUE,FALSE,rent,2,3,650-964-8511,4000,Meadowood Apartments,
"132, 150 West Dana Street",Mountain View,TRUE,TRUE,rent,2,3,650-968-5695,3800,Sunshine Gardens Apartments,
200 East Dana Street,,FALSE,TRUE,,2,3,650-967-3870,4000,Dana Garden Apartments,
4101 Eggers Drive # 16,Fremont,FALSE,TRUE,rent,2,3,510-796-4064,3700,Case Verde Apartment,
39438 Stratton Common,Fremont,FALSE,TRUE,rent,2,3,510-490-0371,3550,Crossroads Village Apartments,
38850 Farwell Drive,Fremont,FALSE,FALSE,rent,2,3,510-793-5100,3550,Glenmoor Green Apartments,
4401 Central Avenue,Fremont,FALSE,TRUE,rent,2,3,510-792-5182,3750,Ladera Woods Apartments,
4917 Central Avenue,Fremont,FALSE,FALSE,rent,2,3,510-794-1900,3600,Regency Square Apartments,
"5363, 3400 Stevenson Boulevard",Fremont,FALSE,FALSE,rent,2,3,844-498-8557,3550,The Estates At Park Place,
4101 Eggers Drive # 16,,FALSE,TRUE,,2,3,510-796-4064,3700,Case Verde Apartment,
1405 Phelps Avenue,San Jose,TRUE,TRUE,buy,3,3,408-866-6111,3550000,Campbell House Apartments,
1800 Stokes Street,San Jose,FALSE,TRUE,buy,3,3,408-289-8080,3450000,Creekside Apartments,
1 Vista Montana,San Jose,FALSE,TRUE,buy,3,3,844-244-9251,3650000,Domain Apartments,
600 Epic Way,San Jose,FALSE,TRUE,buy,3,3,669-888-1610,3750000,Epic,
2130 Park Avenue,San Jose,FALSE,TRUE,buy,3,3,408-247-1980,3450000,Gum Tree Apartments,
3263 Mount Diablo Court,,FALSE,FALSE,,3,3,925-287-1188,4450,Lafayette Commons Apartments,
1501 Decoto Road,Union City,FALSE,TRUE,buy,2,3,510-487-2733,3500000,Parkside Apartments,
3900 Horner Street,Union City,TRUE,TRUE,buy,2,3,510-489-2220,3150000,Summerhill Place Apartments,
3900 Horner Street,,TRUE,TRUE,,2,3,510-489-2220,3150000,Summerhill Place Apartments,
275 Hawthorne Avenue,Palo Alto,TRUE,FALSE,buy,1,2,650-966-5319,2750000,275 Hawthorne Apartments,
574 Arastradero Road,Palo Alto,TRUE,FALSE,buy,1,2,650-493-4376,2350000,Arastradero Park Apartments,
325 Hawthorne Avenue,Palo Alto,TRUE,TRUE,buy,1,2,650-966-5319,2700000,Hawthorne,
1600 Sand Hill Road,Palo Alto,TRUE,TRUE,buy,1,2,650-321-1701,2300000,Oak Creek Apartments,
2850 Middlefield Road,Palo Alto,FALSE,FALSE,buy,1,2,650-322-1112,2200000,Southwood Apartments,
562 Kendall Avenue,Palo Alto,TRUE,FALSE,buy,1,2,650-321-1000,2750000,Vrent - Park West Apartments,
574 Arastradero Road,,TRUE,FALSE,,1,2,650-493-4376,2350000,Arastradero Park Apartments,
831 Gale Drive,Campbell,FALSE,FALSE,rent,3,4,408-374-3500,5100,Appletree Apartments,
150 West Rincon Avenue,Campbell,TRUE,TRUE,rent,3,4,408-871-1333,5150,Rincon Gables Apartments,
825 South San Tomas Aquino Road,Campbell,FALSE,TRUE,rent,3,4,408-374-8741,5200,San Tomas Gardens,
275 Union Avenue,Campbell,TRUE,TRUE,rent,3,4,408-898-4572,5150,The Commons,
831 Gale Drive,,FALSE,FALSE,,3,4,408-374-3500,5100,Appletree Apartments,
1001 Beethoven Common,,FALSE,TRUE,,3,3,510-797-1800,3850000,Alborada Apartments,
400 East Remington Drive,Sunnyvale,FALSE,TRUE,buy,2,3,408-738-4862,3650000,Apricot Pit Apartments,
151 South Bernardo Avenue,Sunnyvale,FALSE,FALSE,buy,2,3,650-961-3333,3350000,Balboa Apartments,
815 East Fremont Avenue,Sunnyvale,TRUE,FALSE,buy,2,3,408-736-5183,3550000,Cambria Apartments,
678 Bellflower Avenue,Sunnyvale,FALSE,FALSE,buy,2,3,408-735-9030,3650000,Charter Palm Town Homes,
955 Escalon Avenue,Sunnyvale,TRUE,TRUE,buy,2,3,408-737-2777,3350000,Macara Gardens Apartments,
777 South Mathilda Avenue,Sunnyvale,TRUE,TRUE,buy,2,3,408-774-1501,3200000,Mathilda Garden Apartments,
825 Morse Avenue,Sunnyvale,FALSE,FALSE,buy,2,3,408-734-9442,3200000,Morse Court Apartments,
330 North Mathilda Avenue,Sunnyvale,TRUE,TRUE,buy,2,3,844-503-6930,3500000,Peartree,
1166 Sunnyvale Saratoga Road,Sunnyvale,TRUE,FALSE,buy,2,3,408-736-7063,3400000,Sandlewood Apartments,
936 Azure Street # A1,Sunnyvale,FALSE,TRUE,buy,2,3,408-245-7710,3100000,Sara-Vale Apartments,
739 East El Camino Real,Sunnyvale,TRUE,FALSE,buy,2,3,408-738-0505,3200000,St Francis Arms,
395 Ano Nuevo Avenue,Sunnyvale,TRUE,TRUE,buy,2,3,408-732-2600,3100000,Windemere Apartments,
815 East Fremont Avenue,,TRUE,FALSE,,2,3,408-736-5183,3550000,Cambria Apartments,
55 Fairfax Street #27,San Rafael,FALSE,FALSE,buy,1,1,415-453-5531,1900000,Casa Vista Apartments,
30 Novato Street,San Rafael,FALSE,FALSE,buy,1,1,415-457-5359,1900000,Sommerhill Townhomes,
99 Professional Center Parkway,San Rafael,TRUE,TRUE,rent,2,2,415-472-6644,3150,Deer Park Apartments,
99 Professional Center Parkway,,TRUE,TRUE,,2,2,415-472-6644,2500000,Deer Park Apartments,
375 Oaktree Drive,Mountain View,TRUE,TRUE,buy,1,2,650-390-9450,2600000,Ginzton Terrace,
1901 Rock Street,Mountain View,TRUE,TRUE,buy,1,2,650-964-6100,2200000,Riverstone Town Homes,
460 North Shoreline Boulevard,Mountain View,FALSE,TRUE,buy,1,2,650-966-1328,2600000,Shorebreeze Apartments,
"132, 150 West Dana Street",Mountain View,TRUE,TRUE,buy,1,2,650-968-5695,2300000,Sunshine Gardens Apartments,
2700 Del Medio Court,Mountain View,FALSE,TRUE,buy,1,2,650-941-2244,2450000,Vrent - Del Medio Park Apartments,
375 Oaktree Drive,,TRUE,TRUE,,1,2,650-390-9450,2600000,Ginzton Terrace,
5255 Camden Avenue,San Jose,TRUE,FALSE,rent,2,3,408-265-5605,3600,Del Coronado Apartments,
1250 Foxdale Loop,San Jose,TRUE,FALSE,rent,2,3,408-251-1142,3800,Foxdale Village Apartments,
632 North Jackson Avenue # 4,San Jose,TRUE,TRUE,rent,2,3,408-251-6850,3600,Las Casitas Associates,
1324 Santee Drive,San Jose,TRUE,FALSE,rent,2,3,408-286-1903,3700,Monte Alban Apartments,
458 Boynton Avenue Apt A4,San Jose,TRUE,TRUE,rent,2,3,844-578-7568,4000,Pacific Terrace West,
947 Branham Lane # C,,TRUE,FALSE,,2,3,408-265-4808,3550,Almaden Garden Apartments,
199 Aegean Way,Vacaville,TRUE,TRUE,buy,2,2,707-448-7056,2700000,Meadowood Apartments,
1300 Burton Drive,Vacaville,TRUE,TRUE,buy,2,2,707-447-2500,2900000,The Commons Apartments,
199 Aegean Way,,TRUE,TRUE,,2,2,707-448-7056,3000,Meadowood Apartments,
200 Greenbriar Circle,Petaluma,TRUE,FALSE,rent,3,4,855-243-4986,5150,Addison Ranch,
150 Graylawn Avenue,Petaluma,FALSE,TRUE,rent,3,4,707-762-5126,5250,Oak Creek Apartments,
"7011, 109 Magnolia Avenue",Petaluma,FALSE,TRUE,rent,3,4,707-762-6709,5100,Park Lane Apartments,
149 Wyndham Way,Petaluma,TRUE,TRUE,rent,3,4,707-763-8434,4750,Petaluma Senior Citizens Apt,
745 North McDowell Boulevard,Petaluma,TRUE,FALSE,rent,3,4,707-766-8922,5050,Round Walk Village,
909 Martin Circle,Petaluma,TRUE,TRUE,rent,3,4,707-763-9242,5250,Washington Creek Apartments,
200 Greenbriar Circle,,TRUE,FALSE,,3,4,855-243-4986,5150,Addison Ranch,
135 Acalanes Drive,,TRUE,FALSE,,1,1,650-965-1671,1700,Casa Del Sol Apartments,
3815 Susan Drive,,TRUE,FALSE,,2,2,650-359-0771,2600000,Evergreen Ridge Apartments,
2020 Southwest Expressway,,FALSE,FALSE,,3,4,408-287-6274,4950,Cherry Creek Apartments,
1038 Catalina Drive,,FALSE,FALSE,,3,3,925-447-1144,3500000,Catalina Crest Apartment Homes,
888 North San Mateo Drive,,TRUE,FALSE,,2,3,650-340-0098,3200000,888 San Mateo,
3707 Poinciana Drive,,FALSE,FALSE,,3,4,408-649-7906,5200,Riley Square,
1747 Lincoln Avenue,,FALSE,TRUE,,3,3,415-453-0563,3650000,Park Hill Apartments,
25221 Cypress Avenue,,TRUE,TRUE,,2,2,510-781-0217,3250,Cypress Point Villas,
1435 163rd Avenue #23,,FALSE,FALSE,,1,2,510-317-5914,2400000,Alderwood Apartments,
909 Martin Circle,,TRUE,TRUE,,3,4,707-763-9242,5250,Washington Creek Apartments,
10 Milland Drive,,FALSE,TRUE,,3,3,415-383-1189,4000,Chateau Chillon Apartments,
375 Industrial Parkway # 314,,FALSE,TRUE,,3,3,510-581-0911,3950,Golf Club Manor Apartments,
6410 Schmidt Lane,,FALSE,FALSE,,3,4,510-236-2860,5200,Village At Town Center Apartments,
29596 Dixon Street # 60,,FALSE,TRUE,,2,3,510-537-4705,3650000,Dixon Apartments,
460 North Shoreline Boulevard,,FALSE,TRUE,,3,3,650-966-1328,4200,Shorebreeze Apartments,
1160 Meadow Lane,,FALSE,FALSE,,3,4,855-289-4212,4800,Pine Meadows Apartments,
600 Epic Way,,FALSE,TRUE,,3,3,669-888-1610,3750000,Epic,
1405 Marshall Street,,TRUE,TRUE,,2,3,650-679-8066,3200000,Marymount Apartments,
181 Pierce Street,,FALSE,FALSE,,1,1,408-842-6341,2050,Park View Apartments,
3420 Willow Pass Road,,TRUE,TRUE,,2,2,925-825-5958,2950,Palm Court Apartment,
1724 Sunnyhills Court,,FALSE,FALSE,,3,3,408-263-2626,4300,Sunnyhills Apartments,
25173 Cypress Avenue,,TRUE,FALSE,,1,2,510-782-8753,2750,Amador Royal,
135 Acalanes Drive,,TRUE,FALSE,,3,4,650-965-1671,4550000,Casa Del Sol Apartments,
777 West Middlefield Road,,TRUE,TRUE,,2,3,650-961-0948,3900,Village Lake Apartments,
500 Loveridge Circle,,FALSE,FALSE,,3,4,925-427-2202,4300000,Portofino Apartments,
200 East Dana Street,,FALSE,TRUE,,3,3,650-967-3870,3700000,Dana Garden Apartments,
707 Continental Circle,,TRUE,FALSE,,3,3,833-278-0054,3500000,Americana,
1885 California Street,,TRUE,FALSE,,2,3,650-964-3882,3550,Maplewood,
101 Saratoga Avenue,,TRUE,TRUE,,1,1,866-913-4881,1700,Orchard Glen Apartments,
1445 Treat Boulevard,,FALSE,TRUE,,3,3,925-943-7977,3650000,Archstone Walnut Creek,
4984 Severance Drive,,TRUE,TRUE,,1,2,408-448-2946,2350000,Santa Familia Apartments,
19500 Pruneridge Avenue,,FALSE,FALSE,,1,1,866-628-5690,1700,The Hamptons Apartment Homes,
22160 Center Street,,TRUE,TRUE,,2,3,510-581-4280,3650,Creekside Terrace Apartments,
1110 Harness Drive,,TRUE,FALSE,,3,3,925-307-7105,3700000,Foothill - Twin Creeks,
1624 Pueblo Avenue,,TRUE,TRUE,,3,4,707-251-5687,4800,Rutherford Townhomes,
180 Sycamore Avenue,,FALSE,FALSE,,2,3,925-634-8374,3300000,Brentwood Parks Apartments,
160 Wilford Lane,,FALSE,TRUE,,3,3,707-793-8454,4050,Wilford Lane Apartments,
26525 Gading Road,,TRUE,FALSE,,1,2,510-783-9858,2450000,Westwood Townhouse Apartments,
293 Shasta Drive,,FALSE,TRUE,,2,2,707-447-3651,2650000,Shasta Terrace,
4200 Appian Way,,TRUE,FALSE,,1,1,510-669-1325,1850000,Courtyard Terrace,
1900 Sestri Lane,,TRUE,TRUE,,1,1,707-317-1020,2000000,Capri Creek Apartments,
17055 Creekside Cir,,FALSE,FALSE,,3,4,408-778-1482,4750,Creekside Village,
1651 Belleville Way,,TRUE,TRUE,,1,1,669-257-9990,1700,Brookside Oaks,
1890 Dover Avenue,,FALSE,TRUE,,3,3,707-422-9630,3550000,Birchwood Apartments,
638 Cordelia Drive # 1,,TRUE,FALSE,,2,2,707-528-7971,2950000,Park Manor Apartments,
2601 Hilltop Drive,,TRUE,TRUE,,2,3,510-455-8847,3700,San Marcos,
601 River Glen Drive,,TRUE,FALSE,,2,2,707-253-0288,2500000,Glen View Apartments,
99 Oak Avenue # 201,,TRUE,TRUE,,3,4,650-952-3727,4700,Grand Oak Apartments,
837 Hancock Street,,TRUE,TRUE,,3,3,510-581-4141,3800000,Pinecrest Apartments,
955 Escalon Avenue,,TRUE,TRUE,,2,3,408-737-2777,3500,Macara Gardens Apartments,
1234 Sunnyvale Saratoga Road # 9,,TRUE,FALSE,,1,1,408-737-2424,1500,Chatelaine Apartments,
3707 Poinciana Drive,,FALSE,FALSE,,3,3,408-649-7906,4000,Riley Square,
2225 Sharon Road,Menlo Park,TRUE,TRUE,rent,3,3,650-854-8661,4050,Country Sharon Apartments,
2225 Sharon Road,,TRUE,TRUE,,3,3,650-854-8661,4350,Country Sharon Apartments,
978 Almaden Lake Drive,,FALSE,FALSE,,1,2,408-323-8020,2750,Almaden Lake Apartments,
