check_in_date,destination,has_wifi,hotel_name,number_of_days,number_of_rooms,phone_number,price_per_night,star_rating,street_address
,Nairobi,FALSE,Azure Hotel Nairobi Westlands,,,+254 709 716000,200,2,Lantana Road
,Nairobi,FALSE,Crowne Plaza Nairobi,,,+254 719 096000,408,2,"Kenya Road, Upper Hill"
,Nairobi,FALSE,Crowne Plaza Nairobi Airport,,,+254 709 222444,396,2,First Freight Lane Jomo Kenyatta International Airport
,Nairobi,FALSE,Doubletree By Hilton Nairobi Hurlingham,,,+254 709 090000,300,2,Ngong Lane Ngong Road
,Nairobi,FALSE,Dusitd2 Nairobi,,,+254 787 657000,300,2,14 Riverside Westlands
,Nairobi,FALSE,Eka Hotel Nairobi,,,+254 719 045000,240,2,"Eka Hotel, Along Mombasa Road"
,Nairobi,FALSE,Four Points By Sheraton Nairobi Airport,,,+254 709 760000,324,2,9042/1044 Tower Avenue Jomo Kenyatta Intl Airport
,Nairobi,FALSE,Hemingways Nairobi,,,+254 711 032000,200,2,Mbagathi Ridge
,Nairobi,FALSE,Hilton Garden Inn Nairobi Airport,,,+254 20 4075000,224,2,Jomo Kenyatta International Airport Mombasa Road
,Nairobi,FALSE,Ibis Styles Hotel Westlands Nairobi,,,+254 20 7757000,189,2,"Ibis Styles Hotel Westlands, Kenya"
,New York,TRUE,11 Howard,,,+1 212-235-1111,174,3,11 Howard Street
,San Francisco,TRUE,Argonaut Hotel,,,+1 415-563-0800,216,4,495 Jefferson Street
,Phoenix,TRUE,Aloft Phoenix-Airport,,,+1 602-275-6300,216,3,4450 East Washington Street
,Phoenix,TRUE,Comfort Suites Phoenix North,,,+1 602-861-3900,100,2,10210 North 26th Drive
,Phoenix,TRUE,Courtyard By Marriott Phoenix Downtown,,,+1 602-603-2001,228,3,132 South Central Avenue
,Phoenix,TRUE,Days Inn By Wyndham Airport - Phoenix,,,+1 800-615-3107,136,2,2900 East Van Buren Street
,Phoenix,TRUE,Doubletree Suites By Hilton Hotel Phoenix,,,+1 602-225-0500,192,3,320 North 44th Street
,Phoenix,TRUE,Drury Inn & Suites Phoenix Happy Valley,,,+1 623-879-8800,186,3,2335 West Pinnacle Peak Road
,Phoenix,TRUE,Cambria Hotel North Scottsdale Desert Ridge,,,+1 480-585-6644,174,3,4425 E Irma Ln&nbsp
,Paris,FALSE,Aparthotel Adagio Access Paris La Villette,,,+33 1 44 72 42 00,234,3,"28bis Avenue Corentin Cariou, 75019"
,Vancouver,FALSE,Best Western Plus Chateau Granville Hotel & Suites & Conference Ctr.,,,+1 604-669-7070,168,3,1100 Granville Street
,Vancouver,FALSE,Exchange Hotel Vancouver,,,+1 604-563-4693,384,3,475 Howe Street
,Vancouver,FALSE,Auberge Vancouver Hotel,,,+1 604-678-8899,408,3,837 West Hastings Street
,Vancouver,FALSE,Atrium Inn Vancouver,,,+1 604-254-1000,342,2,2889 East Hastings Street
,Vancouver,FALSE,Best Western Plus Chateau Granville Hotel & Suites & Conference Ctr.,,,+1 604-669-7070,243,2,1100 Granville Street
,Vancouver,FALSE,Best Western Plus Sands,,,+1 604-682-1831,198,2,1755 Davie Street
,Vancouver,FALSE,Blue Horizon Hotel,,,+1 604-688-1411,234,2,1225 Robson Street
,Vancouver,FALSE,Delta Hotels By Marriott Vancouver Downtown Suites,,,+1 844-254-5048,264,2,550 West Hastings Street
,Vancouver,FALSE,Exchange Hotel Vancouver,,,+1 604-563-4693,384,2,475 Howe Street
,Vancouver,FALSE,Atrium Inn Vancouver,,,+1 604-254-1000,243,2,2889 East Hastings Street
,Paris,FALSE,Ac Hotel By Marriott Paris Porte Maillot,,,+33 1 84 82 49 09,84,3,"6 Rue Gustave Charpentier, 75017"
,Paris,FALSE,Ac Hotel By Marriott Paris Porte Maillot,,,+33 1 84 82 49 09,168,4,"6 Rue Gustave Charpentier, 75017"
,Atlanta,TRUE,Ac Hotel By Marriott Atlanta Buckhead At Phipps Plaza,,,+1 470-231-3030,360,4,3600 Wieuca Road Northeast
,Atlanta,TRUE,Ac Hotel By Marriott Atlanta Buckhead At Phipps Plaza,,,+1 470-231-3030,108,3,3600 Wieuca Road Northeast
,Atlanta,TRUE,Canopy By Hilton Atlanta Midtown,,,+1 404-685-1677,280,3,1414 West Peachtree Street Northwest
,Atlanta,TRUE,Embassy Suites By Hilton Atlanta At Centennial Olympic Park,,,+1 404-223-2300,93,3,267 Marietta Street NorthWest
,Atlanta,TRUE,Ac Hotel By Marriott Atlanta Downtown,,,+1 404-524-5555,243,3,101 Andrew Young International Boulevard Northwest
,Las Vegas,TRUE,Best Western Plus Las Vegas West,,,+1 702-256-3766,174,1,8669 West Sahara Avenue
,Las Vegas,TRUE,Hampton Inn Las Vegas/Summerlin,,,+1 702-360-5700,192,1,7100 Cascade Valley Court
,Las Vegas,TRUE,Hampton Inn Las Vegas/Summerlin,,,+1 702-360-5700,120,1,7100 Cascade Valley Court
,Philadelphia,TRUE,Aka University City,,,+1 215-372-9000,234,3,"Cira Centre South, 2929 Walnut Street"
,Philadelphia,TRUE,Aka University City,,,+1 215-372-9000,66,3,"Cira Centre South, 2929 Walnut Street"
,London,FALSE,Doubletree By Hilton Hotel London - Ealing,,,+44 20 8896 8400,248,4,2-8 Hanger Lane
,Vancouver,FALSE,Gec Granville Suites Hotel,,,+1 604-669-9888,96,3,718 Drake Street
,London,FALSE,Travelodge London Cricklewood,,,+44 871 984 6496,78,2,Cricklewood Broadway
,New York,TRUE,Hotel 32 32,,,+1 646-692-3760,296,4,32 East 32nd Street
,London,FALSE,Point A Hotel London - Kings Cross St Pancras,,,+44 20 7713 0428,108,3,324 Grays Inn Road
,Atlanta,TRUE,"The Whitley, A Luxury Collection Hotel, Atlanta Buckhead",,,+1 404-237-2700,360,5,3434 Peachtree Road Northeast
,London,FALSE,Euston Square Hotel,,,+44 20 7388 0099,207,3,"Euston Square Hotel, 152-156 North Gower Street, London. NW1 2LU North Gower Street"
,New York,TRUE,Night Theater District,,,+1 212-835-9600,336,4,132 West 45th Street
,London,FALSE,Hotel Indigo London - Kensington,,,+44 20 7373 7851,148,4,34 - 44 Barkston Gardens
,Paris,FALSE,Hotel Du Printemps Paris,,,+33 1 43 43 62 31,74,2,"80 Boulevard de Picpus, 75012"
,Kuala Lumpur,FALSE,Hilton Garden Inn Kuala Lumpur Jalan Tuanku Abdul Rahman North,,,+60 3-2778 8888,204,3,"449, Jalan Tuanku Abdul Rahman, Chow Kit, 50100"
,London,FALSE,The Chamberlain Hotel,,,+44 20 7680 1500,372,4,132-135 Minories
,Los Angeles,TRUE,Usa Hostels Hollywood,,,+1 323-462-3777,128,2,1624 Schrader Boulevard
,Portland,TRUE,Red Lion Hotel On The River Jantzen Beach,,,+1 503-283-4466,114,3,909 North Hayden Island Drive
,San Diego,TRUE,Doubletree By Hilton Hotel San Diego - Del Mar,,,+1 858-481-5900,228,3,11915 El Camino Real
,New York,TRUE,Hampton Inn Ny-Jfk,,,+1 718-322-7500,198,3,"144-10 135th Avenue, Jamaica"
,London,FALSE,The Kensington Hotel,,,+44 20 7589 6300,468,4,"The Kensington Hotel, 109 - 113 Queen's Gate"
,New York,TRUE,Holiday Inn Laguardia Airport,,,+1 718-651-2100,111,3,"37-10 114th Street, Corona"
,London,FALSE,The Ampersand Hotel,,,+44 20 7589 5895,360,5,10 Harrington Road
,Sydney,FALSE,Vibe Hotel North Sydney,,,+61 2 9955 1111,144,3,"171 Pacific Highway, North"
,London,FALSE,Citadines Barbican London (Apart Hotel London),,,+44 20 7566 8000,204,3,7-21 Goswell Road
,New York,TRUE,Courtyard By Marriott New York Manhattan/Times Square West,,,+1 212-912-0009,96,3,307 West 37th Street
,Paris,FALSE,Hotel Mercure Paris Place D'Italie,,,+33 1 45 80 82 23,80,2,"25 Boulevard Auguste Blanqui, 75013"
,London,FALSE,Hilton London Olympia,,,+44 20 7603 3333,176,4,380 Kensington High Street
,London,FALSE,Travelodge London Central Southwark,,,+44 871 984 6352,105,3,"202-206 Union Street, Southwark"
,San Francisco,TRUE,Kimpton Buchanan Hotel,,,+1 888-822-8666,234,3,1800 Sutter Street
,New York,TRUE,The Belnord Hotel,,,+1 212-873-5222,88,2,209 West 87th Street
,New York,TRUE,Aloft New York Brooklyn,,,+1 718-256-3833,63,3,"216 Duffield Street, Brooklyn"
,Los Angeles,TRUE,Warner Center Marriott Woodland Hills,,,+1 818-887-4800,120,3,"21850 West Oxnard Street, Woodland Hills, CA 91367, USA"
,New York,TRUE,Moxy Nyc Times Square,,,+1 212-967-6699,108,3,485 7th Avenue
,New York,TRUE,The Allen Hotel,,,+1 212-965-8898,324,3,88 Allen Street
,Kuala Lumpur,FALSE,Nu Hotel,,,+60 3-2274 9000,40,2,"37, Jalan Thambipillay, Brickfields, 50470 Kuala Lumpur, Wilayah Persekutuan"
,Toronto,FALSE,Hotel Ocho,,,+1 416-593-0885,186,3,195 Spadina Avenue
,Toronto,FALSE,Town Inn Suites,,,+1 416-964-3311,96,3,620 Church Street
,Phoenix,TRUE,The Westin Phoenix Downtown,,,+1 602-429-3500,132,4,333 North Central Avenue
,London,FALSE,Holiday Inn Express London - Swiss Cottage,,,+44 20 7433 6666,210,3,152-156 Finchley Road
,Los Angeles,TRUE,Best Western Plus San Pedro Hotel & Suites,,,+1 310-514-1414,60,3,"111 South Gaffey Street, San Pedro, California 90731, United States"
,San Francisco,TRUE,Parc 55 San Francisco - A Hilton Hotel,,,+1 415-392-8000,240,4,55 Cyril Magnin Street
,New York,TRUE,The Local Nyc,,,+1 347-738-5251,52,2,"1302 44th Avenue, Long Island City"
,San Diego,TRUE,Blue Sea Beach Hotel,,,+1 858-488-4700,96,3,707 Pacific Beach Drive
,London,FALSE,Me London,,,+44 20 7395 3400,160,5,Strand
,Los Angeles,TRUE,Inn At Venice Beach,,,+1 310-821-2557,84,3,"327 West Washington Boulevard, Venice, California 90291, United States"
,Sydney,FALSE,Qt Bondi,,,+61 2 8362 3900,128,4,"6 Beach Road, Bondi Beach New South Wales 2026, Australia"
,London,FALSE,Hotel Indigo London - Paddington,,,+44 20 7706 4444,432,4,12 to 20 London Street
,New York,TRUE,Hyatt Place Long Island City/New York City,,,+1 929-208-3100,204,3,"27-03 43rd Avenue, Long Island City"
,Phoenix,TRUE,Embassy Suites By Hilton Phoenix Downtown North,,,+1 602-222-1111,96,3,10 East Thomas Road
,Portland,TRUE,Residence Inn By Marriott Portland Downtown/Pearl District,,,+1 503-220-1339,198,3,1150 Northwest 9th Avenue
,New York,TRUE,Adria Hotel & Conference Center,,,+1 718-631-5900,126,3,"221-17 Northern Boulevard, Bayside"
,Paris,FALSE,La Clef Louvre Paris,,,+33 1 55 35 28 00,310,5,"8 Rue de Richelieu, 75001"
,San Diego,TRUE,San Diego Marriott La Jolla,,,+1 858-587-1414,264,4,"4240 La Jolla Village Drive, La Jolla, California 92037, United States"
,New York,TRUE,The Kimberly Hotel,,,+1 800-683-0400,136,4,145 East 50th Street
,New York,TRUE,Seton Hotel,,,+1 866-697-3866,144,3,144 East 40th Street
,Philadelphia,TRUE,Sofitel Philadelphia At Rittenhouse Square,,,+1 215-569-8300,300,4,120 South 17th Street
,San Francisco,TRUE,Hotel Zeppelin San Francisco,,,+1 415-563-0303,336,4,545 Post Street
,Seattle,TRUE,Kimpton Hotel Monaco Seattle,,,+1 206-621-1770,208,4,1101 4th Avenue
,Los Angeles,TRUE,Doubletree By Hilton Hotel San Pedro - Port Of Los Angeles,,,+1 310-514-3344,84,3,"2800 Via Cabrillo-Marina, San Pedro, California 90731, United States"
,Sydney,FALSE,Mantra 2 Bond Street,,,+61 131517,360,4,"Mantra 2 Bond Street Cnr George Street &, Bond Street"
,Atlanta,TRUE,The American Hotel Atlanta Downtown - A Doubletree By Hilton,,,+1 404-688-8600,288,3,160 Ted Turner Drive Northwest
,New York,TRUE,Hyatt Place New York/Midtown -South,,,+1 212-239-9100,192,3,52 West 36th Street
,New York,TRUE,World Center Hotel,,,+1 212-577-2933,240,4,144 Washington Street
,Delhi,FALSE,"Vivanta New Delhi, Dwarka",,,+91 11 6600 3000,192,4,"Metro Station Road, Sector 21, New Delhi"
,Toronto,FALSE,Templar Hotel,,,+1 416-479-0847,108,3,348 Adelaide Street West
,London,FALSE,St Christopher'S Inn Village | Hostel In London Bridge,,,+44 20 7939 9710,102,1,165 Borough High Street
,New York,TRUE,Refinery Hotel,,,+1 646-664-0310,84,4,63 West 38th Street
,Delhi,FALSE,Holiday Inn New Delhi International Airport,,,+91 11 4222 2000,152,4,"Aerocity Access Road, Aerocity, Hospitality District, Asset Area 12, New Delhi"
,London,FALSE,Hotel Mercure London Paddington,,,+44 20 7706 8888,140,4,144 Praed Street
,London,FALSE,Point A Hotel London - Shoreditch,,,+44 20 7655 1720,243,3,8-10 Paul Street
,New York,TRUE,Days Inn By Wyndham Hotel New York City-Broadway,,,+1 800-615-3107,132,2,215 West 94th Street
,Toronto,FALSE,Hotel Carlingview Toronto Airport,,,+1 416-675-3303,297,3,"221 Carlingview Drive, Etobicoke, Ontario M9W 5E8, Canada"
,London,FALSE,Novotel London Canary Wharf,,,+44 20 3530 0500,296,4,40 Marsh Wall
,Sydney,FALSE,Oaks On Castlereagh,,,+61 1300 080 292,304,4,"317 Castlereagh Street, Haymarket New South Wales 2000, Australia"
,Chicago,TRUE,The Westin Chicago River North,,,+1 312-744-1900,396,4,320 North Dearborn Street
,San Diego,TRUE,Towneplace Suites By Marriott San Diego Downtown,,,+1 619-782-6400,81,3,1445 Sixth Avenue
,London,FALSE,Antoinette Hotel Wimbledon,,,+44 20 8543 4222,87,3,"The Broadway SW19 1SD, United Kingdom"
,Seattle,TRUE,Quality Inn & Suites Seattle Center,,,+1 206-728-7666,46,2,618 John Street
,London,FALSE,Doubletree By Hilton Hotel London - Westminster,,,+44 20 7630 1000,248,4,30 John Islip Street
,Chicago,TRUE,Ace Hotel Chicago,,,+1 312-764-1919,216,3,311 North Morgan Street
,Chicago,TRUE,Ambassador Chicago,,,+1 888-506-3471,372,3,1301 North State Parkway
,Chicago,TRUE,Cambria Hotel Chicago Magnificent Mile,,,+1 312-787-6000,160,3,166 East Superior Street
,Chicago,TRUE,Chicago Athletic Association,,,+1 312-940-3552,372,3,12 South Michigan Avenue
,Chicago,TRUE,Chicago Lake Shore Hotel,,,+1 773-288-5800,117,3,"3250, 4900B South Lake Shore Drive"
,San Francisco,TRUE,Argonaut Hotel,,,+1 415-563-0800,264,2,495 Jefferson Street
,San Francisco,TRUE,Bei Hotel San Francisco,,,+1 415-626-6103,156,2,50 8th Street
,San Francisco,TRUE,Beresford Arms Hotel,,,+1 415-673-2600,78,2,701 Post Street
,San Francisco,TRUE,Chancellor Hotel On Union Square,,,+1 415-362-2004,315,2,433 Powell Street
,San Francisco,TRUE,Cornell Hotel De France,,,+1 415-421-3154,324,2,715 Bush Street
,San Francisco,TRUE,Courtyard By Marriott San Francisco Downtown,,,+1 415-947-0700,126,2,299 2nd Street
,Los Angeles,TRUE,Airtel Plaza Hotel,,,+1 800-224-7835,75,2,"7277 Valjean Avenue, Van Nuys, California 91406, United States"
,Los Angeles,TRUE,Best Western Burbank Airport Inn,,,+1 818-765-2900,261,2,"7615 Lankershim Boulevard, North Hollywood, California 91605, United States"
,Los Angeles,TRUE,Best Western Plus San Pedro Hotel & Suites,,,+1 310-514-1414,198,2,"111 South Gaffey Street, San Pedro, California 90731, United States"
,Los Angeles,TRUE,Beverly Hills Marriott,,,+1 310-553-6561,384,2,1150 South Beverly Drive
,Los Angeles,TRUE,Beverly Laurel Motor Hotel,,,+1 800-947-7666,204,2,8018 Beverly Boulevard
,San Diego,TRUE,Bahia Resort Hotel,,,+1 858-539-8666,96,2,998 West Mission Bay Drive
,Atlanta,TRUE,Ac Hotel By Marriott Atlanta Buckhead At Phipps Plaza,,,+1 470-231-3030,108,1,3600 Wieuca Road Northeast
,Atlanta,TRUE,Ac Hotel By Marriott Atlanta Downtown,,,+1 404-524-5555,192,1,101 Andrew Young International Boulevard Northwest
,Atlanta,TRUE,Aloft Atlanta Downtown,,,+1 678-515-0300,87,1,300 Ted Turner Drive Northwest
,Atlanta,TRUE,Atlanta Marriott Suites Midtown,,,+1 404-876-8888,210,1,35 14th Street Northeast
,Atlanta,TRUE,Barclay Hotel Atlanta Downtown,,,+1 404-524-7991,126,1,89 Luckie Street Northwest
,Atlanta,TRUE,Canopy By Hilton Atlanta Midtown,,,+1 404-685-1677,280,1,1414 West Peachtree Street Northwest
,Atlanta,TRUE,Clarion Inn & Suites Atlanta Downtown,,,+1 404-893-4663,112,1,186 Northside Drive Southwest
,Atlanta,TRUE,"Country Inn & Suites By Radisson, Atlanta Downtown South At Turner Field, Ga",,,+1 404-658-1961,261,1,759 Pollard Boulevard Southwest
,Atlanta,TRUE,Courtyard By Marriott Atlanta Buckhead,,,+1 404-869-0818,225,1,3332 Peachtree Road Northeast
,Atlanta,TRUE,Crowne Plaza Atlanta - Midtown,,,+1 404-877-9000,150,1,590 West Peachtree Street Northwest
,New York,TRUE,1 Hotel Central Park,,,+1 212-703-2001,340,4,1414 6th Avenue
,New York,TRUE,Aliz Hotel Times Square,,,+1 646-609-5122,264,4,310 West 40th Street
,New York,TRUE,Andaz 5Th Avenue - A Concept By Hyatt,,,+1 212-601-1234,144,4,485 5th Avenue
,Phoenix,TRUE,Aloft Phoenix-Airport,,,+1 602-275-6300,99,1,4450 East Washington Street
,Phoenix,TRUE,Arizona Grand Resort & Spa,,,+1 602-426-2638,264,1,8000 Arizona Grand Parkway
,Phoenix,TRUE,Cambria Hotel North Scottsdale Desert Ridge,,,+1 480-585-6644,228,1,4425 E Irma Ln&nbsp
,Phoenix,TRUE,Comfort Suites Phoenix North,,,+1 602-861-3900,74,1,10210 North 26th Drive
,Phoenix,TRUE,Courtyard By Marriott Phoenix Downtown,,,+1 602-603-2001,81,1,132 South Central Avenue
,Phoenix,TRUE,Crowne Plaza Phoenix Airport,,,+1 602-273-7778,351,1,4300 East Washington Street
,Phoenix,TRUE,Days Inn By Wyndham Airport - Phoenix,,,+1 800-615-3107,72,1,2900 East Van Buren Street
,Phoenix,TRUE,Doubletree Suites By Hilton Hotel Phoenix,,,+1 602-225-0500,99,1,320 North 44th Street
,Los Angeles,TRUE,Ac Hotel By Marriott Beverly Hills,,,+1 323-852-7000,234,1,6399 Wilshire Boulevard
,Los Angeles,TRUE,Airtel Plaza Hotel,,,+1 800-224-7835,306,1,"7277 Valjean Avenue, Van Nuys, California 91406, United States"
,Los Angeles,TRUE,Banana Bungalow - Hollywood Hostel,,,+1 323-469-2500,78,1,"5920 Hollywood Boulevard, Hollywood, CA 90028, USA"
,Los Angeles,TRUE,Best Western Los Angeles Worldport Hotel,,,+1 310-834-3400,132,1,"1402 West Pacific Coast Highway, Wilmington, California 90744, United States"
,Los Angeles,TRUE,Best Western Plus Dragon Gate Inn,,,+1 213-617-3077,126,1,818 North Hill Street
,Los Angeles,TRUE,Best Western Plus San Pedro Hotel & Suites,,,+1 310-514-1414,261,1,"111 South Gaffey Street, San Pedro, California 90731, United States"
,London,FALSE,45 Park Lane,,,+44 20 7493 4545,230,4,45 Park Lane
,London,FALSE,Apex City Of London Hotel,,,+44 20 7702 2020,272,4,1 Seething Lane
,London,FALSE,Apex London Wall Hotel,,,+44 20 7562 3030,240,4,7-9 Copthall Avenue
,London,FALSE,Apex Temple Court Hotel,,,+44 20 3004 4141,252,4,"1-2, Serjeant's Inn"
,London,FALSE,Artist Residence London,,,+44 20 3019 8610,288,4,52 Cambridge Street
,London,FALSE,Batty Langley'S Hotel,,,+44 20 7377 4390,390,4,12 Folgate Street
,Atlanta,TRUE,Ac Hotel By Marriott Atlanta Buckhead At Phipps Plaza,,,+1 470-231-3030,176,1,3600 Wieuca Road Northeast
,Atlanta,TRUE,Aloft Atlanta Downtown,,,+1 678-515-0300,279,1,300 Ted Turner Drive Northwest
,San Francisco,TRUE,Beck'S Motor Lodge,,,+1 415-621-8212,108,2,2222 Market Street
,Chicago,TRUE,Ac Hotel By Marriott Chicago Downtown,,,+1 312-981-6600,252,3,630 North Rush Street
,Chicago,TRUE,Ace Hotel Chicago,,,+1 312-764-1919,384,4,311 North Morgan Street
,Chicago,TRUE,Aloft Chicago Downtown River North,,,+1 312-661-1000,333,3,515 North Clark Street
,Chicago,TRUE,Aloft Chicago Mag Mile,,,+1 312-429-6600,324,3,243 East Ontario Street
,Chicago,TRUE,Best Western Grant Park Hotel,,,+1 312-922-2900,132,2,1100 South Michigan Avenue
,Chicago,TRUE,Best Western River North Hotel,,,+1 312-467-0800,351,3,125 West Ohio Street
,Chicago,TRUE,Cambria Hotel Chicago Magnificent Mile,,,+1 312-787-6000,408,4,166 East Superior Street
,Las Vegas,TRUE,Oasis At Gold Spike,,,+1 702-768-9823,297,3,217 Las Vegas Boulevard North
,Las Vegas,TRUE,Thunderbird Boutique Hotel,,,+1 702-489-7500,168,2,1215 South Las Vegas Boulevard
,Seattle,TRUE,Best Western Plus Pioneer Square Hotel Downtown,,,+1 206-340-1234,234,2,77 Yesler Way
,Seattle,TRUE,Courtyard By Marriott Seattle Downtown/Lake Union,,,+1 206-213-0100,324,2,925 Westlake Avenue North
,Seattle,TRUE,Crowne Plaza Seattle Downtown,,,+1 206-464-1980,192,2,1113 6th Avenue
,Seattle,TRUE,Embassy Suites By Hilton Seattle Downtown Pioneer Square,,,+1 206-859-4400,150,2,255 South King Street
,Seattle,TRUE,Even Hotel Seattle Downtown - Lake Union,,,+1 206-596-2302,72,2,527 Fairview Avenue North
,Seattle,TRUE,Four Points By Sheraton Downtown Seattle Center,,,+1 206-282-2600,351,2,601 Roy Street
,New York,TRUE,Aka Wall Street,,,+1 212-252-9090,176,2,84 William Street
,New York,TRUE,1 Hotel Central Park,,,+1 212-703-2001,315,1,1414 6th Avenue
,New York,TRUE,Ac Hotel New York Times Square,,,+1 212-398-2700,432,1,260 West 40th Street
,New York,TRUE,Adria Hotel & Conference Center,,,+1 718-631-5900,261,1,"221-17 Northern Boulevard, Bayside"
,New York,TRUE,Aka Central Park,,,+1 646-744-3100,384,1,42 West 58th Street
,New York,TRUE,Aka Wall Street,,,+1 212-252-9090,432,1,84 William Street
,San Francisco,TRUE,Executive Hotel Vintage Court San Francisco,,,+1 800-654-1100,168,3,650 Bush Street
,Philadelphia,TRUE,Aka University City,,,+1 215-372-9000,261,2,"Cira Centre South, 2929 Walnut Street"
,Philadelphia,TRUE,Aloft Philadelphia Airport,,,+1 267-298-1700,270,2,4301 Island Avenue
,Philadelphia,TRUE,Aloft Philadelphia Downtown,,,+1 215-607-2020,333,2,101 North Broad Street
,Philadelphia,TRUE,Best Western Plus Philadelphia Convention Center Hotel,,,+1 215-398-3080,333,2,1225 Vine Street
,Philadelphia,TRUE,"Club Quarters Hotel, Philadelphia",,,+1 215-282-5000,180,2,1628 Chestnut Street
,Philadelphia,TRUE,Courtyard By Marriott Philadelphia City Avenue,,,+1 215-477-0200,315,2,4100 Presidential Boulevard
,Philadelphia,TRUE,Courtyard By Marriott Philadelphia South At The Navy Yard,,,+1 215-644-9200,315,2,1001 Intrepid Avenue
,Philadelphia,TRUE,Doubletree By Hilton Hotel Philadelphia Airport,,,+1 215-365-4150,252,2,4509 Island Avenue
,Philadelphia,TRUE,Embassy Suites By Hilton Philadelphia Airport,,,+1 215-365-4500,288,2,9000 Bartram Avenue
,Philadelphia,TRUE,Best Western Plus Philadelphia Convention Center Hotel,,,+1 215-398-3080,192,2,1225 Vine Street
,Philadelphia,TRUE,"Club Quarters Hotel, Philadelphia",,,+1 215-282-5000,105,2,1628 Chestnut Street
,Philadelphia,TRUE,Courtyard By Marriott Philadelphia City Avenue,,,+1 215-477-0200,150,2,4100 Presidential Boulevard
,Philadelphia,TRUE,Courtyard By Marriott Philadelphia South At The Navy Yard,,,+1 215-644-9200,168,2,1001 Intrepid Avenue
,Philadelphia,TRUE,Embassy Suites By Hilton Philadelphia Airport,,,+1 215-365-4500,111,2,9000 Bartram Avenue
,San Francisco,TRUE,Argonaut Hotel,,,+1 415-563-0800,252,1,495 Jefferson Street
,San Francisco,TRUE,Beck'S Motor Lodge,,,+1 415-621-8212,222,1,2222 Market Street
,San Francisco,TRUE,Bei Hotel San Francisco,,,+1 415-626-6103,342,1,50 8th Street
,San Francisco,TRUE,Beresford Arms Hotel,,,+1 415-673-2600,315,1,701 Post Street
,San Francisco,TRUE,Chelsea,,,+1 415-563-5600,210,1,2095 Lombard Street
,San Francisco,TRUE,Comfort Inn By The Bay,,,+1 415-928-5000,138,1,2775 Van Ness Avenue
,Philadelphia,TRUE,Four Points By Sheraton Philadelphia Airport,,,+1 215-492-0400,207,3,4101A Island Avenue
,San Diego,TRUE,Bahia Resort Hotel,,,+1 858-539-8666,324,1,998 West Mission Bay Drive
,San Diego,TRUE,Best Western Mission Bay,,,+1 619-275-5700,100,1,2575 Clairemont Drive
,San Diego,TRUE,Best Western Plus Bayside Inn,,,+1 619-233-7500,270,1,555 West Ash Street
,San Diego,TRUE,Best Western Plus Hacienda Hotel Old Town,,,+1 619-298-4707,162,1,4041 Harney Street
,San Diego,TRUE,Best Western Plus Island Palms Hotel & Marina,,,+1 619-222-0561,174,1,2051 Shelter Island Drive
,San Diego,TRUE,Best Western San Diego/Miramar Hotel,,,+1 858-578-6600,104,1,9310 Kearny Mesa Road
,San Diego,TRUE,Best Western Seven Seas,,,+1 619-291-1300,168,1,411 Hotel Circle South
,San Diego,TRUE,Best Western Yacht Harbor Hotel,,,+1 619-224-3254,180,1,5005 North Harbor Drive
,San Diego,TRUE,Blue Sea Beach Hotel,,,+1 858-488-4700,180,1,707 Pacific Beach Drive
,San Diego,TRUE,Capri By The Sea By All Seasons Resort Lodging,,,+1 858-483-6110,315,1,4767 Ocean Boulevard
,Portland,TRUE,Aloft Portland Airport At Cascade Station,,,+1 503-200-5678,114,2,9920 Northeast Cascades Parkway
,Portland,TRUE,Canopy By Hilton Portland Pearl District,,,+1 971-351-0230,84,2,425 Northwest 9th Avenue
,Portland,TRUE,"Country Inn & Suites By Radisson, Portland International Airport, Or",,,+1 503-255-2700,78,2,7025 Northeast Alderwood Road
,Portland,TRUE,Courtyard By Marriott Portland Airport,,,+1 503-252-3200,243,2,11550 Northeast Airport Way
,Portland,TRUE,Courtyard By Marriott Portland City Center,,,+1 503-505-5000,216,2,550 Southwest Oak Street
,Portland,TRUE,Courtyard By Marriott Portland Downtown/Convention Center,,,+1 503-234-3200,126,2,435 Northeast Wasco Street
,Portland,TRUE,Crowne Plaza Portland-Downtown Conv Ctr,,,+1 503-233-2401,342,2,1441 Northeast 2nd Avenue
,Portland,TRUE,Dossier,,,+1 877-628-4408,276,2,750 Southwest Alder Street
,Vancouver,FALSE,Atrium Inn Vancouver,,,+1 604-254-1000,204,1,2889 East Hastings Street
,Vancouver,FALSE,Auberge Vancouver Hotel,,,+1 604-678-8899,312,1,837 West Hastings Street
,Vancouver,FALSE,Best Western Plus Chateau Granville Hotel & Suites & Conference Ctr.,,,+1 604-669-7070,105,1,1100 Granville Street
,Vancouver,FALSE,Best Western Plus Sands,,,+1 604-682-1831,234,1,1755 Davie Street
,Vancouver,FALSE,Blue Horizon Hotel,,,+1 604-688-1411,162,1,1225 Robson Street
,Vancouver,FALSE,Coast Coal Harbour Vancouver Hotel By Apa,,,+1 604-697-0202,264,1,1180 West Hastings Street
,Vancouver,FALSE,Coast Vancouver Airport Hotel,,,+1 604-263-1555,288,1,1041 Southwest Marine Drive
,Vancouver,FALSE,Days Inn By Wyndham Vancouver Downtown,,,+1 604-681-4335,207,1,921 West Pender Street
,Vancouver,FALSE,Delta Hotels By Marriott Vancouver Downtown Suites,,,+1 844-254-5048,304,1,550 West Hastings Street
