average_rating,check_in_date,check_out_date,hotel_name,location,number_of_rooms,pets_welcome,phone_number,price,street_address
4.2,,,Best Western Plus Hacienda Hotel Old Town,San Diego,,FALSE,+1 619-298-4707,868,4041 Harney Street
4.5,,,Best Western Plus Island Palms Hotel & Marina,San Diego,,FALSE,+1 619-222-0561,1480,2051 Shelter Island Drive
3.9,,,Best Western San Diego/Miramar Hotel,San Diego,,FALSE,+1 858-578-6600,324,9310 Kearny Mesa Road
3.7,,,Best Western Seven Seas,San Diego,,FALSE,+1 619-291-1300,990,411 Hotel Circle South
4,,,Best Western Yacht Harbor Hotel,San Diego,,FALSE,+1 619-224-3254,672,5005 North Harbor Drive
4.4,,,Blue Sea Beach Hotel,San Diego,,FALSE,+1 858-488-4700,624,707 Pacific Beach Drive
4.3,,,Capri By The Sea By All Seasons Resort Lodging,San Diego,,FALSE,+1 858-483-6110,540,4767 Ocean Boulevard
3.8,,,Best Western Mission Bay,San Diego,,TRUE,+1 619-275-5700,420,2575 Clairemont Drive
3.5,,,Abercorn House,London,,FALSE,+44 20 8563 8692,1176,28-30 Bute Gardens
4.3,,,Ac Hotel By Marriott Chicago Downtown,Chicago,,TRUE,+1 312-981-6600,528,630 North Rush Street
4.6,,,Ace Hotel Chicago,Chicago,,TRUE,+1 312-764-1919,1584,311 North Morgan Street
4.5,,,Acme Hotel Company Chicago,Chicago,,FALSE,+1 312-894-0800,1296,15 East Ohio Street
4.5,,,Aloft Chicago Downtown River North,Chicago,,TRUE,+1 312-661-1000,672,515 North Clark Street
3.9,,,Aloft Chicago Mag Mile,Chicago,,TRUE,+1 312-429-6600,66,243 East Ontario Street
4.2,,,Ambassador Chicago,Chicago,,FALSE,+1 888-506-3471,1216,1301 North State Parkway
3.9,,,Best Western Grant Park Hotel,Chicago,,FALSE,+1 312-922-2900,945,1100 South Michigan Avenue
4.3,,,Best Western Plus Hawthorne Terrace Hotel,Chicago,,TRUE,+1 773-244-3434,3276,3434 N Broadway Ave
4.1,,,Best Western River North Hotel,Chicago,,FALSE,+1 312-467-0800,768,125 West Ohio Street
4.2,,,Cambria Hotel Chicago Magnificent Mile,Chicago,,FALSE,+1 312-787-6000,1680,166 East Superior Street
4.5,,,Acme Hotel Company Chicago,Chicago,,FALSE,+1 312-894-0800,864,15 East Ohio Street
4.5,,,Ace Hotel Seattle,Seattle,,TRUE,+1 206-448-4721,1200,2423 1st Avenue
4.6,,,Aka University City,Philadelphia,,FALSE,+1 215-372-9000,264,"Cira Centre South, 2929 Walnut Street"
3.9,,,Best Western Plus Philadelphia Convention Center Hotel,Philadelphia,,FALSE,+1 215-398-3080,138,1225 Vine Street
4,,,"Club Quarters Hotel, Philadelphia",Philadelphia,,FALSE,+1 215-282-5000,312,1628 Chestnut Street
4.3,,,Courtyard By Marriott Philadelphia City Avenue,Philadelphia,,FALSE,+1 215-477-0200,880,4100 Presidential Boulevard
4.5,,,Courtyard By Marriott Philadelphia South At The Navy Yard,Philadelphia,,FALSE,+1 215-644-9200,1536,1001 Intrepid Avenue
3.9,,,Doubletree By Hilton Hotel Philadelphia Airport,Philadelphia,,FALSE,+1 215-365-4150,468,4509 Island Avenue
4,,,Embassy Suites By Hilton Philadelphia Airport,Philadelphia,,FALSE,+1 215-365-4500,504,9000 Bartram Avenue
4.1,,,Fairfield Inn & Suites By Marriott Philadelphia Downtown/Center City,Philadelphia,,FALSE,+1 800-228-2800,720,261 South 13th Street
4,,,Aloft Philadelphia Airport,Philadelphia,,TRUE,+1 267-298-1700,816,4301 Island Avenue
4.5,,,1 Hotel Brooklyn Bridge,New York,,TRUE,+1 833-625-6111,840,"60 Furman Street, Brooklyn"
3.2,,,Abc Hyde Park Hotel,London,,FALSE,+44 20 7706 4660,288,121 Sussex Gardens
3.9,,,Airtel Plaza Hotel,Los Angeles,,TRUE,+1 800-224-7835,1224,"7277 Valjean Avenue, Van Nuys, California 91406, United States"
4.5,,,1 Hotel Central Park,New York,,TRUE,+1 212-703-2001,980,1414 6th Avenue
4.2,,,Aliz Hotel Times Square,New York,,TRUE,+1 646-609-5122,300,310 West 40th Street
4.2,,,Aloft Harlem,New York,,TRUE,+1 212-749-4000,384,2296 Frederick Douglass Boulevard
4.2,,,Aloft Long Island City-Manhattan View,New York,,TRUE,+1 718-433-9305,1080,"27-45 Jackson Avenue, Long Island City"
4.1,,,Aloft Manhattan Downtown - Financial District,New York,,TRUE,+1 212-513-0003,408,49-53 Ann Street
4,,,Aloft New York Brooklyn,New York,,TRUE,+1 718-256-3833,540,"216 Duffield Street, Brooklyn"
4.5,,,1 Hotel Brooklyn Bridge,New York,,TRUE,+1 833-625-6111,920,"60 Furman Street, Brooklyn"
4.4,,,Aloft New Delhi Aerocity,Delhi,,FALSE,+91 11 4565 0000,200,"5B Igi T3 Road, Delhi - Ajmer Expressway, Aerocity, New Delhi"
4.6,,,Andaz Delhi - A Concept By Hyatt,Delhi,,TRUE,+91 11 4903 1234,432,"Asset, Street Number 1, New Delhi"
4.1,,,Bloomrooms @ New Delhi Railway Station,Delhi,,FALSE,+91 11 4122 5666,620,"8591, Arakashan Road, Opp New Delhi Railway Station, New Delhi"
4.2,,,Calista Resort,Delhi,,FALSE,+91 11 4103 4591,912,"37/2-4 Old, National Highway 48, Kapas Hera, New Delhi"
4.3,,,Crowne Plaza New Delhi Mayur Vihar Noida,Delhi,,FALSE,+91 11 4110 2222,176,"13 B, District Centre, Mayur Vihar, New Delhi"
4.3,,,Crowne Plaza New Delhi Okhla,Delhi,,FALSE,+91 11 4646 2000,1260,"Plot No 1, Community Center, Okhla Phase I, New Delhi"
3.9,,,Deemarks Hotel & Resorts Conference Venues Corporate Event In Mahipalpur Near Airport In South Delhi,Delhi,,FALSE,+91 11 2506 0721,648,"Shiv Murti, Nh-8, Delhi - Jaipur Expressway, Rangpuri, New Delhi"
4.1,,,Fortune Select Global - Hotel In Gurgaon,Delhi,,FALSE,+91 124 419 6666,1860,"Global Arcade, Mehrauli-Gurgaon Road, Gurugram, Haryana 122002, India"
4.3,,,"Four Points By Sheraton New Delhi, Airport Highway",Delhi,,FALSE,+91 11 6604 0000,184,"Plot no 9, National Highway - 8, Samalka, New Delhi"
4.2,,,Haveli Dharampura,Delhi,,FALSE,+91 11 2326 1000,296,"Haveli Dharampura, 2293, Gali Gulian, Chandni Chowk, New Delhi"
4.4,,,Aloft New Delhi Aerocity,Delhi,,FALSE,+91 11 4565 0000,1584,"5B Igi T3 Road, Delhi - Ajmer Expressway, Aerocity, New Delhi"
3.7,,,Atrium Inn Vancouver,Vancouver,,TRUE,+1 604-254-1000,576,2889 East Hastings Street
4.1,,,Auberge Vancouver Hotel,Vancouver,,FALSE,+1 604-678-8899,2160,837 West Hastings Street
4.1,,,Best Western Plus Chateau Granville Hotel & Suites & Conference Ctr.,Vancouver,,TRUE,+1 604-669-7070,400,1100 Granville Street
4,,,Best Western Plus Sands,Vancouver,,TRUE,+1 604-682-1831,408,1755 Davie Street
4.3,,,Blue Horizon Hotel,Vancouver,,FALSE,+1 604-688-1411,440,1225 Robson Street
4.3,,,Coast Coal Harbour Vancouver Hotel By Apa,Vancouver,,TRUE,+1 604-697-0202,1248,1180 West Hastings Street
3.5,,,Coast Vancouver Airport Hotel,Vancouver,,FALSE,+1 604-263-1555,279,1041 Southwest Marine Drive
3.2,,,Days Inn By Wyndham Vancouver Downtown,Vancouver,,FALSE,+1 604-681-4335,1053,921 West Pender Street
4.5,,,Delta Hotels By Marriott Vancouver Downtown Suites,Vancouver,,TRUE,+1 844-254-5048,1200,550 West Hastings Street
4.4,,,Exchange Hotel Vancouver,Vancouver,,FALSE,+1 604-563-4693,1260,475 Howe Street
3.7,,,Atrium Inn Vancouver,Vancouver,,TRUE,+1 604-254-1000,156,2889 East Hastings Street
4.3,,,11 Howard,New York,,FALSE,+1 212-235-1111,1944,11 Howard Street
4,,,Best Western Hollywood Plaza Inn,Los Angeles,,FALSE,+1 323-851-1800,1332,"2011 North Highland Avenue, Hollywood, California 90068, United States"
3.8,,,Best Western Los Angeles Worldport Hotel,Los Angeles,,FALSE,+1 310-834-3400,420,"1402 West Pacific Coast Highway, Wilmington, California 90744, United States"
4.2,,,Best Western Plus San Pedro Hotel & Suites,Los Angeles,,FALSE,+1 310-514-1414,1728,"111 South Gaffey Street, San Pedro, California 90731, United States"
4.4,,,Ac Hotel By Marriott Beverly Hills,Los Angeles,,FALSE,+1 323-852-7000,544,6399 Wilshire Boulevard
3.7,,,La Quinta Inn By Wyndham Fresno Yosemite,Fresno,,TRUE,+1 559-442-1110,306,2926 Tulare Street
3.7,,,La Quinta Inn By Wyndham Fresno Yosemite,Fresno,,TRUE,+1 559-442-1110,912,2926 Tulare Street
4.1,,,Adina Apartment Hotel Sydney Darling Harbour,Sydney,,FALSE,+61 2 9249 7000,1216,55 Shelley Street
4,,,57 Hotel,Sydney,,FALSE,+61 2 9011 5756,1216,"57 Foveaux Street, Surry Hills New South Wales 2010, Australia"
4.3,,,Ac Hotel By Marriott Paris Porte Maillot,Paris,,TRUE,+33 1 84 82 49 09,864,"6 Rue Gustave Charpentier, 75017"
4.6,,,Amastan Paris,Paris,,FALSE,+33 1 49 52 99 70,2520,"34 Rue Jean Mermoz, 75008"
4.1,,,Aparthotel Adagio Paris Montmartre,Paris,,TRUE,+33 1 42 57 14 55,2016,"10 Place Charles Dullin, 75018"
3.7,,,Austin'S Saint Lazare HoTel,Paris,,FALSE,+33 1 48 74 48 71,1053,"26 Rue d'Amsterdam, 75009"
3.6,,,Best Western Bretagne Montparnasse,Paris,,FALSE,+33 1 45 38 52 59,270,"33 Rue Raymond Losserand, 75014"
4.4,,,Bob Hotel By Elegancia,Paris,,FALSE,+33 1 40 43 02 33,1584,"30 Rue Pernety, 75014"
3.4,,,Aparthotel Adagio Access Paris La Villette,Paris,,TRUE,+33 1 44 72 42 00,1755,"28bis Avenue Corentin Cariou, 75019"
3.2,,,Campanile Paris 15 - Tour Eiffel,Paris,,TRUE,+33 1 45 78 61 33,1260,"30 Rue Saint-Charles, 75015"
4.1,,,Citadines Bastille Gare De Lyon (Apart Hotel Paris),Paris,,TRUE,+33 1 40 04 43 50,816,"18 Rue de Chaligny, 75012"
3.7,,,Citadines Didot Montparnasse Paris (Apart Hotel Paris),Paris,,TRUE,+33 1 41 05 79 05,264,"94 Rue Didot, 75014"
4.2,,,Citadines OpeRa Paris (Apart Hotel Paris),Paris,,TRUE,+33 1 40 15 14 00,960,"18 Rue Favart, 75002"
3.9,,,Citadines Place D'Italie Paris (Apart Hotel Paris),Paris,,TRUE,+33 1 43 13 85 00,1152,"18 Place d'Italie, 75013"
4.3,,,Ac Hotel By Marriott Paris Porte Maillot,Paris,,TRUE,+33 1 84 82 49 09,552,"6 Rue Gustave Charpentier, 75017"
4.5,,,1 Hotel Brooklyn Bridge,New York,,TRUE,+1 833-625-6111,936,"60 Furman Street, Brooklyn"
4.7,,,45 Park Lane,London,,TRUE,+44 20 7493 4545,720,45 Park Lane
4.5,,,Alila Bangsar,Kuala Lumpur,,FALSE,+60 3-2268 3888,936,"East Side, 58, Jalan Ang Seng, Brickfields, 50470"
4.4,,,Aloft Kuala Lumpur Sentral,Kuala Lumpur,,FALSE,+60 3-2723 1188,320,"No. 5, Jalan Stesen Sentral, 50470 Kuala Lumpur, Wilayah Persekutuan"
3.9,,,Ancasa Hotel & Spa Kuala Lumpur,Kuala Lumpur,,FALSE,+60 3-2026 6060,972,"Jalan Tun Tan Cheng Lock, City Centre, 50500 Kuala Lumpur, Wilayah Persekutuan"
3.5,,,Arenaa Star Hotel,Kuala Lumpur,,FALSE,+60 3-2078 0988,234,"49-51, Jalan Hang Lekiu, 50100"
4.8,,,Banyan Tree Kuala Lumpur,Kuala Lumpur,,FALSE,+60 3-2113 1888,728,"2, Jalan Conlay, 50450 Kuala Lumpur, Wilayah Persekutuan"
3.7,,,Citin Hotel Masjid Jamek,Kuala Lumpur,,FALSE,+60 3-2693 2999,768,"33, Jalan Melayu, City Centre, 50100 Kuala Lumpur, Wilayah Persekutuan"
4,,,Cititel Mid Valley,Kuala Lumpur,,FALSE,+60 3-2296 1188,1080,"Lingkaran Syed Putra, Mid Valley City, 59200 Kuala Lumpur, Wilayah Persekutuan"
4.2,,,Concorde Hotel Kuala Lumpur,Kuala Lumpur,,FALSE,+60 3-2144 2200,912,"2, Jalan Sultan Ismail, Kuala Lumpur, 50250 Kuala Lumpur, Wilayah Persekutuan"
4,,,Container Hotel,Kuala Lumpur,,FALSE,+60 12-702 2851,1584,"Jalan Delima, Imbi, 55100 Kuala Lumpur, Wilayah Persekutuan"
4,,,Corus Hotel Kuala Lumpur,Kuala Lumpur,,FALSE,+60 3-2161 8888,464,"Jalan Ampang, Hampshire Park, 50450 Kuala Lumpur, Wilayah Persekutuan"
4.4,,,Aloft Kuala Lumpur Sentral,Kuala Lumpur,,FALSE,+60 3-2723 1188,740,"No. 5, Jalan Stesen Sentral, 50470 Kuala Lumpur, Wilayah Persekutuan"
4.4,,,Ac Hotel By Marriott Beverly Hills,Los Angeles,,FALSE,+1 323-852-7000,700,6399 Wilshire Boulevard
4.2,,,Aloft Phoenix-Airport,Phoenix,,TRUE,+1 602-275-6300,1200,4450 East Washington Street
4.3,,,Arizona Grand Resort & Spa,Phoenix,,FALSE,+1 602-426-2638,1080,8000 Arizona Grand Parkway
4.4,,,Cambria Hotel North Scottsdale Desert Ridge,Phoenix,,FALSE,+1 480-585-6644,624,4425 E Irma Ln&nbsp
3.8,,,Comfort Suites Phoenix North,Phoenix,,TRUE,+1 602-861-3900,612,10210 North 26th Drive
4.5,,,Courtyard By Marriott Phoenix Downtown,Phoenix,,FALSE,+1 602-603-2001,696,132 South Central Avenue
4.1,,,Crowne Plaza Phoenix Airport,Phoenix,,TRUE,+1 602-273-7778,888,4300 East Washington Street
3.1,,,Days Inn By Wyndham Airport - Phoenix,Phoenix,,FALSE,+1 800-615-3107,1575,2900 East Van Buren Street
4.1,,,Doubletree Suites By Hilton Hotel Phoenix,Phoenix,,TRUE,+1 602-225-0500,700,320 North 44th Street
4.5,,,Drury Inn & Suites Phoenix Airport,Phoenix,,TRUE,+1 602-437-8400,252,3333 East University Drive
4.5,,,Drury Inn & Suites Phoenix Happy Valley,Phoenix,,TRUE,+1 623-879-8800,1560,2335 West Pinnacle Peak Road
4.3,,,Arizona Grand Resort & Spa,Phoenix,,FALSE,+1 602-426-2638,232,8000 Arizona Grand Parkway
4.5,,,1 Hotel Brooklyn Bridge,New York,,TRUE,+1 833-625-6111,1116,"60 Furman Street, Brooklyn"
4.3,,,Ac Hotel By Marriott Chicago Downtown,Chicago,,TRUE,+1 312-981-6600,3108,630 North Rush Street
4.5,,,Ace Hotel Seattle,Seattle,,TRUE,+1 206-448-4721,768,2423 1st Avenue
3.7,,,Atrium Inn Vancouver,Vancouver,,TRUE,+1 604-254-1000,720,2889 East Hastings Street
4.3,,,Blue Horizon Hotel,Vancouver,,FALSE,+1 604-688-1411,2160,1225 Robson Street
4.3,,,Coast Coal Harbour Vancouver Hotel By Apa,Vancouver,,TRUE,+1 604-697-0202,744,1180 West Hastings Street
4.5,,,Delta Hotels By Marriott Vancouver Downtown Suites,Vancouver,,TRUE,+1 844-254-5048,1332,550 West Hastings Street
3.7,,,Atrium Inn Vancouver,Vancouver,,TRUE,+1 604-254-1000,1260,2889 East Hastings Street
4.2,,,Citadines Barbican London (Apart Hotel London),London,,TRUE,+44 20 7566 8000,312,7-21 Goswell Road
4.1,,,Citadines Holborn-Covent Garden London (Apart Hotel London),London,,TRUE,+44 20 7395 8800,312,94-99 High Holborn
4.2,,,Citadines Trafalgar Square London (Apart Hotel London),London,,TRUE,+44 20 7766 3700,400,18-21 Northumberland Avenue
4.4,,,Como Metropolitan London,London,,TRUE,+44 20 7447 1000,456,19 Old Park Lane
3.8,,,Days Inn London Hyde Park,London,,TRUE,+44 20 7723 2939,1404,148-152 Sussex Gardens
4.1,,,De Vere Devonport House,London,,TRUE,+44 871 222 4796,264,King William Walk
4.6,,,Devonshire Club,London,,TRUE,+44 20 3750 4545,256,5 Devonshire Square
3.2,,,Campanile Paris 15 - Tour Eiffel,Paris,,TRUE,+33 1 45 78 61 33,783,"30 Rue Saint-Charles, 75015"
4.1,,,Citadines Bastille Gare De Lyon (Apart Hotel Paris),Paris,,TRUE,+33 1 40 04 43 50,1200,"18 Rue de Chaligny, 75012"
3.7,,,Citadines Didot Montparnasse Paris (Apart Hotel Paris),Paris,,TRUE,+33 1 41 05 79 05,810,"94 Rue Didot, 75014"
4.2,,,Citadines OpeRa Paris (Apart Hotel Paris),Paris,,TRUE,+33 1 40 15 14 00,768,"18 Rue Favart, 75002"
3.9,,,Citadines Place D'Italie Paris (Apart Hotel Paris),Paris,,TRUE,+33 1 43 13 85 00,189,"18 Place d'Italie, 75013"
4.3,,,Ac Hotel By Marriott Paris Porte Maillot,Paris,,TRUE,+33 1 84 82 49 09,840,"6 Rue Gustave Charpentier, 75017"
4.5,,,1 Hotel Brooklyn Bridge,New York,,TRUE,+1 833-625-6111,576,"60 Furman Street, Brooklyn"
4.7,,,45 Park Lane,London,,TRUE,+44 20 7493 4545,864,45 Park Lane
4.3,,,Ac Hotel By Marriott Paris Porte Maillot,Paris,,TRUE,+33 1 84 82 49 09,320,"6 Rue Gustave Charpentier, 75017"
4.3,,,Dorset Square Hotel,London,,TRUE,+44 20 7723 7874,348,39-40 Dorset Square
4.7,,,45 Park Lane,London,,TRUE,+44 20 7493 4545,640,45 Park Lane
4.2,,,Citadines Barbican London (Apart Hotel London),London,,TRUE,+44 20 7566 8000,1584,7-21 Goswell Road
4.3,,,Ac Hotel By Marriott Chicago Downtown,Chicago,,TRUE,+1 312-981-6600,252,630 North Rush Street
3.2,,,Abc Hyde Park Hotel,London,,FALSE,+44 20 7706 4660,756,121 Sussex Gardens
4.3,,,Ac Hotel By Marriott Paris Porte Maillot,Paris,,TRUE,+33 1 84 82 49 09,728,"6 Rue Gustave Charpentier, 75017"
4.7,,,45 Park Lane,London,,TRUE,+44 20 7493 4545,756,45 Park Lane
3.9,,,Best Western Plus Toronto North York Hotel & Suites,Toronto,,FALSE,+1 416-663-9500,297,50 Norfinch Drive
4,,,Best Western Premier Toronto Airport Carlingview Hotel,Toronto,,TRUE,+1 416-637-7000,184,"135 Carlingview Drive, Etobicoke, Ontario M9W 5E7, Canada"
3,,,Best Western Primrose Hotel Downtown-Toronto,Toronto,,TRUE,+1 800-780-7234,138,111 Carlton Street
4.4,,,Bisha Hotel Toronto,Toronto,,TRUE,+1 416-551-2800,1568,80 Blue Jays Way
3.7,,,Bond Place Hotel Toronto,Toronto,,FALSE,+1 800-268-9390,252,65 Dundas Street East
4.1,,,Cambridge Suites Toronto,Toronto,,FALSE,+1 800-463-1990,96,15 Richmond Street East
3.4,,,Comfort Inn Toronto North,Toronto,,FALSE,+1 416-736-4700,270,"66 Norfinch Drive, North York, Ontario M3N 1X1, Canada"
4.1,,,Courtyard By Marriott Toronto Airport,Toronto,,FALSE,+1 416-675-0411,600,"231 Carlingview Drive, Etobicoke, Ontario M9W 5E8, Canada"
4.1,,,Courtyard By Marriott Toronto Downtown,Toronto,,FALSE,+1 416-924-0611,160,475 Yonge Street
3.6,,,Crowne Plaza Toronto Airport,Toronto,,TRUE,+1 416-675-1234,450,"33 Carlson Court, Etobicoke, Ontario M9W 6H5, Canada"
3.9,,,Best Western Plus Toronto North York Hotel & Suites,Toronto,,FALSE,+1 416-663-9500,648,50 Norfinch Drive
4.3,,,Arizona Grand Resort & Spa,Phoenix,,FALSE,+1 602-426-2638,2088,8000 Arizona Grand Parkway
4.7,,,45 Park Lane,London,,TRUE,+44 20 7493 4545,1056,45 Park Lane
4.7,,,45 Park Lane,London,,TRUE,+44 20 7493 4545,840,45 Park Lane
4.6,,,Andaz Delhi - A Concept By Hyatt,Delhi,,TRUE,+91 11 4903 1234,1728,"Asset, Street Number 1, New Delhi"
4.7,,,45 Park Lane,London,,TRUE,+44 20 7493 4545,2072,45 Park Lane
3.2,,,Abc Hyde Park Hotel,London,,FALSE,+44 20 7706 4660,945,121 Sussex Gardens
4,,,Best Western Premier Toronto Airport Carlingview Hotel,Toronto,,TRUE,+1 416-637-7000,2736,"135 Carlingview Drive, Etobicoke, Ontario M9W 5E7, Canada"
4.3,,,Bahia Resort Hotel,San Diego,,TRUE,+1 858-539-8666,680,998 West Mission Bay Drive
4.3,,,Ace Hotel London,London,,TRUE,+44 20 7613 9800,1848,100 Shoreditch High Street
3.7,,,Airways Hotel London Victoria,London,,FALSE,+44 20 7834 0205,315,29-31 Saint George's Drive
4.2,,,Amba Hotel Marble Arch,London,,FALSE,+44 800 330 8523,480,Bryanston Street
3.9,,,Ambassadors Bloomsbury Hotel,London,,FALSE,+44 20 7388 9930,690,12 Upper Woburn Place
3,,,Ambassadors Hotel,London,,FALSE,+44 20 7373 1075,648,16 Collingham Road
3.2,,,Abc Hyde Park Hotel,London,,FALSE,+44 20 7706 4660,1710,121 Sussex Gardens
3.8,,,Arc The.Hotel,Washington D.C.,,TRUE,+1 202-337-6620,342,"824 New Hampshire Avenue Northwest, Washington, District of Columbia 20037, United States"
4.2,,,"Cambria Hotel Washington, D.C. Convention Center",Washington D.C.,,FALSE,+1 202-299-1188,1216,"899 O Street Northwest, Washington, District of Columbia 20001, United States"
4.5,,,Capitol Hill Hotel,Washington D.C.,,TRUE,+1 202-543-6000,2040,"200 C Street Southeast, Washington, DC 20003, USA"
3.8,,,"Club Quarters Hotel In Washington, D.C.",Washington D.C.,,FALSE,+1 202-463-6400,567,"839 17th Street Northwest, Washington, District of Columbia 20006, United States"
4,,,Comfort Inn Downtown Dc/Convention Center,Washington D.C.,,FALSE,+1 202-682-5300,312,"1201 13th Street Northwest, Washington, District of Columbia 20005, United States"
4.1,,,Courtyard By Marriott Washington Capitol Hill/Navy Yard,Washington D.C.,,TRUE,+1 202-479-0027,288,"140 L Street Southeast, Washington, DC 20003, USA"
4.3,,,Courtyard By Marriott Washington Downtown/Convention Center,Washington D.C.,,FALSE,+1 202-589-1800,108,"901 L Street Northwest, Washington, DC 20001, USA"
4.2,,,"Courtyard By Marriott Washington, Dc/Dupont Circle",Washington D.C.,,FALSE,+1 202-332-9300,420,"1900 Connecticut Avenue Northwest, Washington, DC 20009, USA"
4.3,,,"Courtyard By Marriott Washington, Dc/Foggy Bottom",Washington D.C.,,FALSE,+1 202-296-5700,1176,"515 20th Street Northwest, Washington, DC 20006, USA"
3.4,,,Days Inn By Wyndham Washington Dc/Connecticut Avenue,Washington D.C.,,FALSE,+1 800-615-3107,504,"4400 Connecticut Avenue Northwest, Washington, District of Columbia 20008, United States"
3.8,,,Arc The.Hotel,Washington D.C.,,TRUE,+1 202-337-6620,312,"824 New Hampshire Avenue Northwest, Washington, District of Columbia 20037, United States"
3.9,,,Airtel Plaza Hotel,Los Angeles,,TRUE,+1 800-224-7835,936,"7277 Valjean Avenue, Van Nuys, California 91406, United States"
4.7,,,45 Park Lane,London,,TRUE,+44 20 7493 4545,460,45 Park Lane
4,,,Delta Hotels By Marriott Toronto Airport & Conference Centre,Toronto,,TRUE,+1 416-244-1711,2736,"655 Dixon Road, Etobicoke, Ontario M9W 1J3, Canada"
4,,,Delta Hotels By Marriott Toronto East,Toronto,,TRUE,+1 416-299-1500,624,"2035 Kennedy Road, Scarborough, Ontario M1T 3G2, Canada"
4.2,,,Doubletree By Hilton Toronto Airport,Toronto,,TRUE,+1 416-674-2222,240,"925 Dixon Road, Etobicoke, Ontario M9W 1J8, Canada"
4.4,,,Embassy Suites By Hilton Toronto Airport,Toronto,,TRUE,+1 416-674-8442,96,262 Carlingview Drive
3.9,,,Holiday Inn Express Toronto-North York,Toronto,,TRUE,+1 416-665-3500,315,"30 Norfinch Drive, North York, Ontario M3N 1X1, Canada"
4,,,Holiday Inn Toronto-Yorkdale,Toronto,,TRUE,+1 416-789-5161,1360,"3450 Dufferin Street, North York, Ontario M6A 2V1, Canada"
4,,,Best Western Premier Toronto Airport Carlingview Hotel,Toronto,,TRUE,+1 416-637-7000,2100,"135 Carlingview Drive, Etobicoke, Ontario M9W 5E7, Canada"
4.1,,,Banana Bungalow - Hollywood Hostel,Los Angeles,,FALSE,+1 323-469-2500,952,"5920 Hollywood Boulevard, Hollywood, CA 90028, USA"
4.1,,,Best Western Plus Chateau Granville Hotel & Suites & Conference Ctr.,Vancouver,,TRUE,+1 604-669-7070,2016,1100 Granville Street
4.3,,,Doubletree By Hilton Hotel Fresno Convention Center,Fresno,,FALSE,+1 559-268-1000,312,2233 Ventura Street
3.7,,,La Quinta Inn By Wyndham Fresno Yosemite,Fresno,,TRUE,+1 559-442-1110,156,2926 Tulare Street
3.9,,,Piccadilly Inn Airport,Fresno,,FALSE,+1 559-375-7760,300,5115 East McKinley Avenue
3.8,,,Radisson Hotel Fresno Conference Center,Fresno,,FALSE,+1 559-233-6650,816,1055 Van Ness Avenue
4.3,,,Springhill Suites By Marriott Fresno,Fresno,,FALSE,+1 888-287-9400,432,6844 North Fresno Street
3.7,,,La Quinta Inn By Wyndham Fresno Yosemite,Fresno,,TRUE,+1 559-442-1110,1050,2926 Tulare Street
4.6,,,Chicago Athletic Association,Chicago,,TRUE,+1 312-940-3552,208,12 South Michigan Avenue
3.7,,,Chicago Lake Shore Hotel,Chicago,,TRUE,+1 773-288-5800,900,"3250, 4900B South Lake Shore Drive"
4.2,,,Comfort Suites Michigan Avenue - Loop,Chicago,,TRUE,+1 623-432-0770,1120,320 North Michigan Avenue
3.9,,,Crowne Plaza Chicago West Loop,Chicago,,TRUE,+1 312-829-5000,450,25 South Halsted Street
4.2,,,Hampton Inn Chicago Downtown/Magnificent Mile,Chicago,,TRUE,+1 312-706-0888,864,160 East Huron Street
4.5,,,Aloft Chicago Downtown River North,Chicago,,TRUE,+1 312-661-1000,2160,515 North Clark Street
3.9,,,Aloft Chicago Mag Mile,Chicago,,TRUE,+1 312-429-6600,306,243 East Ontario Street
4.5,,,Aloft Chicago Downtown River North,Chicago,,TRUE,+1 312-661-1000,920,515 North Clark Street
3.7,,,Atrium Inn Vancouver,Vancouver,,TRUE,+1 604-254-1000,1296,2889 East Hastings Street
4.6,,,Aka University City,Philadelphia,,FALSE,+1 215-372-9000,1624,"Cira Centre South, 2929 Walnut Street"
4.7,,,45 Park Lane,London,,TRUE,+44 20 7493 4545,1064,45 Park Lane
4.4,,,Beck'S Motor Lodge,San Francisco,,FALSE,+1 415-621-8212,464,2222 Market Street
4.3,,,Ace Hotel London,London,,TRUE,+44 20 7613 9800,768,100 Shoreditch High Street
4.3,,,Ac Hotel By Marriott Paris Porte Maillot,Paris,,TRUE,+33 1 84 82 49 09,1568,"6 Rue Gustave Charpentier, 75017"
4.4,,,Aloft Kuala Lumpur Sentral,Kuala Lumpur,,FALSE,+60 3-2723 1188,1008,"No. 5, Jalan Stesen Sentral, 50470 Kuala Lumpur, Wilayah Persekutuan"
3.4,,,Aparthotel Adagio Access Paris La Villette,Paris,,TRUE,+33 1 44 72 42 00,540,"28bis Avenue Corentin Cariou, 75019"
4.4,,,Aloft New Delhi Aerocity,Delhi,,FALSE,+91 11 4565 0000,1500,"5B Igi T3 Road, Delhi - Ajmer Expressway, Aerocity, New Delhi"
4.2,,,Azure Hotel Nairobi Westlands,Nairobi,,FALSE,+254 709 716000,348,Lantana Road
4.4,,,Crowne Plaza Nairobi,Nairobi,,FALSE,+254 719 096000,1536,"Kenya Road, Upper Hill"
4.4,,,Crowne Plaza Nairobi Airport,Nairobi,,FALSE,+254 709 222444,2184,First Freight Lane Jomo Kenyatta International Airport
