car_name,dropoff_date,pickup_city,pickup_date,pickup_location,pickup_time,total_price,type
Camry,2019-03-13,Los Angeles,2019-03-12,LAX International Airport,15:30,32,Standard
Civic,2019-03-13,Los Angeles,2019-03-12,Union Station,15:30,28,Standard
Corolla,2019-03-13,Los Angeles,2019-03-12,LAX International Airport,15:30,42,Standard
Cruze,2019-03-13,Los Angeles,2019-03-12,Union Station,15:30,25,Standard
Elantra,2019-03-13,Los Angeles,2019-03-12,LAX International Airport,15:30,34,Standard
Fusion,2019-03-13,Los Angeles,2019-03-12,LAX International Airport,15:30,36,Standard
Accord,2019-03-09,Washington,2019-03-08,Union Station,11:00,28,Standard
Camry,2019-03-09,Washington,2019-03-08,Dulles International Airport,11:00,32,Standard
Civic,2019-03-09,Washington,2019-03-08,Union Station,11:00,31,Standard
Prius,2019-03-09,Washington,2019-03-08,Dulles International Airport,11:00,35,Standard
Forester,2019-03-08,Washington,2019-03-05,Dulles International Airport,12:30,90,Full-size
Rogue,2019-03-08,Washington,2019-03-05,Union Station,12:30,108,Full-size
Altima,2019-03-07,San Francisco,2019-03-06,SFO International Airport,11:00,29,Standard
Civic,2019-03-07,San Francisco,2019-03-06,Salesforce Transit Center,11:00,29,Standard
Cruze,2019-03-07,San Francisco,2019-03-06,SFO International Airport,11:00,37,Standard
Fusion,2019-03-07,San Francisco,2019-03-06,SFO International Airport,11:00,27,Standard
Prius,2019-03-07,San Francisco,2019-03-06,SFO International Airport,11:00,42,Standard
Sentra,2019-03-07,San Francisco,2019-03-06,Salesforce Transit Center,11:00,30,Standard
Accord,2019-03-11,Paris,2019-03-10,Charles de Gaulle International Airport,17:00,28,Standard
Cruze,2019-03-11,Paris,2019-03-10,Charles de Gaulle International Airport,17:00,32,Standard
Prius,2019-03-11,Paris,2019-03-10,Charles de Gaulle International Airport,17:00,30,Standard
Sentra,2019-03-11,Paris,2019-03-10,Charles de Gaulle International Airport,17:00,29,Standard
Cooper,2019-03-11,Philadelphia,2019-03-10,Intercity Terminal,17:00,21,Compact
Fit,2019-03-11,Philadelphia,2019-03-10,Intercity Terminal,17:00,26,Compact
Forte,2019-03-11,Philadelphia,2019-03-10,PHL International Airport,17:00,30,Compact
GTI,2019-03-11,Philadelphia,2019-03-10,PHL International Airport,17:00,31,Compact
Golf,2019-03-11,Philadelphia,2019-03-10,30th Street Station,17:00,21,Compact
Leaf,2019-03-11,Philadelphia,2019-03-10,30th Street Station,17:00,25,Compact
Accord,2019-03-06,Washington,2019-03-05,Union Station,15:30,25,Standard
Camry,2019-03-06,Washington,2019-03-05,Dulles International Airport,15:30,34,Standard
Civic,2019-03-06,Washington,2019-03-05,Union Station,15:30,32,Standard
Prius,2019-03-06,Washington,2019-03-05,Dulles International Airport,15:30,30,Standard
Civic,2019-03-14,Las Vegas,2019-03-11,McCarran International Airport,12:30,93,Standard
Elantra,2019-03-14,Las Vegas,2019-03-11,McCarran International Airport,12:30,105,Standard
Prius,2019-03-14,Las Vegas,2019-03-11,McCarran International Airport,12:30,108,Standard
Sentra,2019-03-14,Las Vegas,2019-03-11,McCarran International Airport,12:30,111,Standard
Civic,2019-03-14,Las Vegas,2019-03-11,McCarran International Airport,15:30,93,Standard
Elantra,2019-03-14,Las Vegas,2019-03-11,McCarran International Airport,15:30,105,Standard
Altima,2019-03-10,Philadelphia,2019-03-07,30th Street Station,15:30,87,Standard
Civic,2019-03-10,Philadelphia,2019-03-07,PHL International Airport,15:30,111,Standard
Corolla,2019-03-10,Philadelphia,2019-03-07,Intercity Terminal,15:30,84,Standard
Cruze,2019-03-10,Philadelphia,2019-03-07,PHL International Airport,15:30,81,Standard
Elantra,2019-03-10,Philadelphia,2019-03-07,Intercity Terminal,15:30,99,Standard
Fusion,2019-03-10,Philadelphia,2019-03-07,PHL International Airport,15:30,81,Standard
Prius,2019-03-10,Philadelphia,2019-03-07,Intercity Terminal,15:30,96,Standard
Sentra,2019-03-10,Philadelphia,2019-03-07,30th Street Station,15:30,84,Standard
Accord,2019-03-13,New York,2019-03-08,Grand Central Station,13:00,180,Standard
Altima,2019-03-13,New York,2019-03-08,Port Authority Station,13:00,160,Standard
Corolla,2019-03-13,New York,2019-03-08,Grand Central Station,13:00,155,Standard
Elantra,2019-03-13,New York,2019-03-08,Port Authority Station,13:00,165,Standard
Prius,2019-03-13,New York,2019-03-08,Port Authority Station,13:00,145,Standard
Accord,2019-03-12,New York,2019-03-08,Grand Central Station,18:30,120,Standard
Camry,2019-03-12,New York,2019-03-08,JFK International Airport,18:30,140,Standard
Civic,2019-03-12,New York,2019-03-08,JFK International Airport,18:30,120,Standard
Corolla,2019-03-12,New York,2019-03-08,Grand Central Station,18:30,136,Standard
Elantra,2019-03-12,New York,2019-03-08,JFK International Airport,18:30,148,Standard
Altima,2019-03-09,Philadelphia,2019-03-05,30th Street Station,11:00,140,Standard
Corolla,2019-03-09,Philadelphia,2019-03-05,Intercity Terminal,11:00,116,Standard
Cruze,2019-03-09,Philadelphia,2019-03-05,30th Street Station,11:00,120,Standard
Elantra,2019-03-09,Philadelphia,2019-03-05,Intercity Terminal,11:00,128,Standard
Fusion,2019-03-09,Philadelphia,2019-03-05,30th Street Station,11:00,88,Standard
Prius,2019-03-09,Philadelphia,2019-03-05,Intercity Terminal,11:00,108,Standard
Sentra,2019-03-09,Philadelphia,2019-03-05,30th Street Station,11:00,128,Standard
Accord,2019-03-14,Portland,2019-03-10,PDX International Airport,16:30,144,Standard
Camry,2019-03-14,Portland,2019-03-10,Portland Bus Station,16:30,128,Standard
Civic,2019-03-14,Portland,2019-03-10,PDX International Airport,16:30,132,Standard
Corolla,2019-03-14,Portland,2019-03-10,Union Station,16:30,148,Standard
Cruze,2019-03-14,Portland,2019-03-10,PDX International Airport,16:30,124,Standard
Fusion,2019-03-14,Portland,2019-03-10,Union Station,16:30,100,Standard
Prius,2019-03-14,Portland,2019-03-10,PDX International Airport,16:30,124,Standard
Sentra,2019-03-14,Portland,2019-03-10,Portland Bus Station,16:30,120,Standard
Escape,2019-03-06,Las Vegas,2019-03-05,McCarran International Airport,10:00,45,Full-size
Civic,2019-03-07,Las Vegas,2019-03-05,McCarran International Airport,15:00,66,Standard
Elantra,2019-03-07,Las Vegas,2019-03-05,McCarran International Airport,15:00,74,Standard
Prius,2019-03-07,Las Vegas,2019-03-05,McCarran International Airport,15:00,68,Standard
Sentra,2019-03-07,Las Vegas,2019-03-05,McCarran International Airport,15:00,72,Standard
Accord,2019-03-10,Washington,2019-03-08,Union Station,14:00,64,Standard
Camry,2019-03-10,Washington,2019-03-08,Dulles International Airport,14:00,68,Standard
Civic,2019-03-10,Washington,2019-03-08,Union Station,14:00,66,Standard
Prius,2019-03-10,Washington,2019-03-08,Dulles International Airport,14:00,64,Standard
Bolt,2019-03-11,New York,2019-03-07,Port Authority Station,18:00,88,Compact
Cooper,2019-03-11,New York,2019-03-07,JFK International Airport,18:00,112,Compact
Fit,2019-03-11,New York,2019-03-07,Grand Central Station,18:00,108,Compact
Forte,2019-03-11,New York,2019-03-07,Port Authority Station,18:00,108,Compact
Golf,2019-03-11,New York,2019-03-07,Port Authority Station,18:00,92,Compact
Leaf,2019-03-11,New York,2019-03-07,Port Authority Station,18:00,108,Compact
Accord,2019-03-13,Vancouver,2019-03-10,YVR International Airport,11:30,84,Standard
Altima,2019-03-13,Vancouver,2019-03-10,YVR International Airport,11:30,87,Standard
Corolla,2019-03-13,Vancouver,2019-03-10,YVR International Airport,11:30,111,Standard
Elantra,2019-03-13,Vancouver,2019-03-10,YVR International Airport,11:30,78,Standard
Accord,2019-03-12,Vancouver,2019-03-10,YVR International Airport,10:00,60,Standard
Altima,2019-03-12,Vancouver,2019-03-10,YVR International Airport,10:00,64,Standard
Corolla,2019-03-12,Vancouver,2019-03-10,YVR International Airport,10:00,76,Standard
Elantra,2019-03-12,Vancouver,2019-03-10,YVR International Airport,10:00,60,Standard
Altima,2019-03-12,Vancouver,2019-03-06,YVR International Airport,18:30,204,Standard
Corolla,2019-03-12,Vancouver,2019-03-06,YVR International Airport,18:30,192,Standard
Cruze,2019-03-12,Vancouver,2019-03-06,Pacific Central Station,18:30,192,Standard
Bolt,2019-03-09,Vancouver,2019-03-06,YVR International Airport,18:30,90,Compact
Cooper,2019-03-09,Vancouver,2019-03-06,YVR International Airport,18:30,81,Compact
Fit,2019-03-09,Vancouver,2019-03-06,YVR International Airport,18:30,81,Compact
Forte,2019-03-09,Vancouver,2019-03-06,Pacific Central Station,18:30,72,Compact
Golf,2019-03-09,Vancouver,2019-03-06,Pacific Central Station,18:30,81,Compact
Altima,2019-03-06,New York,2019-03-03,Port Authority Station,09:30,102,Standard
Elantra,2019-03-06,New York,2019-03-03,Port Authority Station,09:30,93,Standard
Prius,2019-03-06,New York,2019-03-03,Port Authority Station,09:30,90,Standard
Camry,2019-03-06,New York,2019-03-03,JFK International Airport,10:00,84,Standard
Civic,2019-03-06,New York,2019-03-03,JFK International Airport,10:00,84,Standard
Corolla,2019-03-06,New York,2019-03-03,JFK International Airport,10:00,108,Standard
Bolt,2019-03-09,Washington,2019-03-05,Dulles International Airport,15:30,132,Compact
Fit,2019-03-09,Washington,2019-03-05,Dulles International Airport,15:30,136,Compact
Golf,2019-03-09,Washington,2019-03-05,Dulles International Airport,15:30,104,Compact
Leaf,2019-03-09,Washington,2019-03-05,Dulles International Airport,15:30,116,Compact
Cooper,2019-03-11,Philadelphia,2019-03-06,Intercity Terminal,20:00,130,Compact
Fit,2019-03-11,Philadelphia,2019-03-06,Intercity Terminal,20:00,130,Compact
GTI,2019-03-11,Philadelphia,2019-03-06,Intercity Terminal,20:00,120,Compact
Civic,2019-03-14,Seattle,2019-03-11,King Street Station,12:00,87,Standard
Elantra,2019-03-14,Seattle,2019-03-11,King Street Station,12:00,90,Standard
Fusion,2019-03-14,Seattle,2019-03-11,King Street Station,12:00,84,Standard
Prius,2019-03-14,Seattle,2019-03-11,King Street Station,12:00,90,Standard
Accord,2019-03-09,Washington,2019-03-08,Union Station,20:00,28,Standard
Civic,2019-03-09,Washington,2019-03-08,Union Station,20:00,31,Standard
Altima,2019-03-06,Philadelphia,2019-03-03,30th Street Station,12:30,90,Standard
Corolla,2019-03-06,Philadelphia,2019-03-03,Intercity Terminal,12:30,96,Standard
Elantra,2019-03-06,Philadelphia,2019-03-03,Intercity Terminal,12:30,81,Standard
Prius,2019-03-06,Philadelphia,2019-03-03,Intercity Terminal,12:30,105,Standard
Sentra,2019-03-06,Philadelphia,2019-03-03,30th Street Station,12:30,81,Standard
Civic,2019-03-06,Philadelphia,2019-03-03,PHL International Airport,13:00,93,Standard
Cruze,2019-03-06,Philadelphia,2019-03-03,PHL International Airport,13:00,90,Standard
Fusion,2019-03-06,Philadelphia,2019-03-03,PHL International Airport,13:00,105,Standard
Accord,2019-03-11,New York,2019-03-10,Grand Central Station,13:30,22,Standard
Altima,2019-03-11,New York,2019-03-10,Port Authority Station,13:30,27,Standard
Camry,2019-03-11,New York,2019-03-10,JFK International Airport,13:30,34,Standard
Civic,2019-03-11,New York,2019-03-10,JFK International Airport,13:30,38,Standard
Corolla,2019-03-11,New York,2019-03-10,Grand Central Station,13:30,29,Standard
Elantra,2019-03-11,New York,2019-03-10,Port Authority Station,13:30,35,Standard
Prius,2019-03-11,New York,2019-03-10,Port Authority Station,13:30,28,Standard
Altima,2019-03-13,Philadelphia,2019-03-10,30th Street Station,13:30,90,Standard
Civic,2019-03-13,Philadelphia,2019-03-10,PHL International Airport,13:30,81,Standard
Corolla,2019-03-13,Philadelphia,2019-03-10,Intercity Terminal,13:30,99,Standard
Cruze,2019-03-13,Philadelphia,2019-03-10,PHL International Airport,13:30,105,Standard
Elantra,2019-03-13,Philadelphia,2019-03-10,Intercity Terminal,13:30,84,Standard
Fusion,2019-03-13,Philadelphia,2019-03-10,PHL International Airport,13:30,96,Standard
Prius,2019-03-13,Philadelphia,2019-03-10,Intercity Terminal,13:30,114,Standard
Sentra,2019-03-13,Philadelphia,2019-03-10,30th Street Station,13:30,114,Standard
Accord,2019-03-06,Vancouver,2019-03-03,YVR International Airport,15:00,102,Standard
Altima,2019-03-06,Vancouver,2019-03-03,YVR International Airport,15:00,93,Standard
Corolla,2019-03-06,Vancouver,2019-03-03,YVR International Airport,15:00,114,Standard
Cruze,2019-03-06,Vancouver,2019-03-03,Pacific Central Station,15:00,93,Standard
Elantra,2019-03-06,Vancouver,2019-03-03,YVR International Airport,15:00,111,Standard
Prius,2019-03-06,Vancouver,2019-03-03,Pacific Central Station,15:00,93,Standard
Sentra,2019-03-06,Vancouver,2019-03-03,Pacific Central Station,15:00,84,Standard
Altima,2019-03-06,Philadelphia,2019-03-03,30th Street Station,16:30,90,Standard
Civic,2019-03-06,Philadelphia,2019-03-03,PHL International Airport,16:30,93,Standard
Corolla,2019-03-06,Philadelphia,2019-03-03,Intercity Terminal,16:30,96,Standard
Cruze,2019-03-06,Philadelphia,2019-03-03,PHL International Airport,16:30,90,Standard
Elantra,2019-03-06,Philadelphia,2019-03-03,Intercity Terminal,16:30,81,Standard
Fusion,2019-03-06,Philadelphia,2019-03-03,PHL International Airport,16:30,105,Standard
Prius,2019-03-06,Philadelphia,2019-03-03,Intercity Terminal,16:30,105,Standard
Sentra,2019-03-06,Philadelphia,2019-03-03,30th Street Station,16:30,81,Standard
Altima,2019-03-08,San Francisco,2019-03-02,SFO International Airport,14:00,192,Standard
Cruze,2019-03-08,San Francisco,2019-03-02,SFO International Airport,14:00,186,Standard
Sentra,2019-03-08,San Francisco,2019-03-02,Salesforce Transit Center,14:00,162,Standard
Altima,2019-03-03,San Francisco,2019-03-02,SFO International Airport,14:00,36,Standard
Civic,2019-03-03,San Francisco,2019-03-02,Salesforce Transit Center,14:00,26,Standard
Cruze,2019-03-03,San Francisco,2019-03-02,SFO International Airport,14:00,35,Standard
Fusion,2019-03-03,San Francisco,2019-03-02,SFO International Airport,14:00,30,Standard
Prius,2019-03-03,San Francisco,2019-03-02,SFO International Airport,14:00,36,Standard
Bolt,2019-03-03,San Francisco,2019-03-02,Salesforce Transit Center,14:00,25,Compact
Cooper,2019-03-03,San Francisco,2019-03-02,SFO International Airport,14:00,24,Compact
Forte,2019-03-03,San Francisco,2019-03-02,SFO International Airport,14:00,26,Compact
GTI,2019-03-03,San Francisco,2019-03-02,SFO International Airport,14:00,31,Compact
Leaf,2019-03-03,San Francisco,2019-03-02,SFO International Airport,14:00,29,Compact
Altima,2019-03-06,Philadelphia,2019-03-03,30th Street Station,13:30,90,Standard
Civic,2019-03-06,Philadelphia,2019-03-03,PHL International Airport,13:30,93,Standard
Corolla,2019-03-06,Philadelphia,2019-03-03,Intercity Terminal,13:30,96,Standard
Cruze,2019-03-06,Philadelphia,2019-03-03,PHL International Airport,13:30,90,Standard
Elantra,2019-03-06,Philadelphia,2019-03-03,Intercity Terminal,13:30,81,Standard
Fusion,2019-03-06,Philadelphia,2019-03-03,PHL International Airport,13:30,105,Standard
Prius,2019-03-06,Philadelphia,2019-03-03,Intercity Terminal,13:30,105,Standard
Sentra,2019-03-06,Philadelphia,2019-03-03,30th Street Station,13:30,81,Standard
Bolt,2019-03-10,Vancouver,2019-03-04,Pacific Central Station,15:00,150,Compact
Cooper,2019-03-10,Vancouver,2019-03-04,YVR International Airport,15:00,162,Compact
Forte,2019-03-10,Vancouver,2019-03-04,Pacific Central Station,15:00,144,Compact
Golf,2019-03-10,Vancouver,2019-03-04,Pacific Central Station,15:00,162,Compact
Corolla,2019-03-13,Philadelphia,2019-03-10,Intercity Terminal,09:30,99,Standard
Elantra,2019-03-13,Philadelphia,2019-03-10,Intercity Terminal,09:30,84,Standard
Prius,2019-03-13,Philadelphia,2019-03-10,Intercity Terminal,09:30,114,Standard
Altima,2019-03-13,Philadelphia,2019-03-10,30th Street Station,10:00,90,Standard
Cruze,2019-03-13,Philadelphia,2019-03-10,30th Street Station,10:00,84,Standard
Fusion,2019-03-13,Philadelphia,2019-03-10,30th Street Station,10:00,96,Standard
Sentra,2019-03-13,Philadelphia,2019-03-10,30th Street Station,10:00,114,Standard
Cooper,2019-03-11,Philadelphia,2019-03-10,Intercity Terminal,09:30,21,Compact
Fit,2019-03-11,Philadelphia,2019-03-10,Intercity Terminal,09:30,26,Compact
GTI,2019-03-11,Philadelphia,2019-03-10,30th Street Station,10:00,26,Compact
Golf,2019-03-11,Philadelphia,2019-03-10,30th Street Station,10:00,21,Compact
Leaf,2019-03-11,Philadelphia,2019-03-10,30th Street Station,10:00,25,Compact
Altima,2019-03-12,Philadelphia,2019-03-08,30th Street Station,16:30,120,Standard
Civic,2019-03-12,Philadelphia,2019-03-08,PHL International Airport,16:30,128,Standard
Corolla,2019-03-12,Philadelphia,2019-03-08,Intercity Terminal,16:30,124,Standard
Cruze,2019-03-12,Philadelphia,2019-03-08,PHL International Airport,16:30,144,Standard
Elantra,2019-03-12,Philadelphia,2019-03-08,Intercity Terminal,16:30,116,Standard
Fusion,2019-03-12,Philadelphia,2019-03-08,PHL International Airport,16:30,132,Standard
Prius,2019-03-12,Philadelphia,2019-03-08,Intercity Terminal,16:30,132,Standard
Sentra,2019-03-12,Philadelphia,2019-03-08,30th Street Station,16:30,116,Standard
Accord,2019-03-12,New York,2019-03-10,Grand Central Station,18:30,70,Standard
Camry,2019-03-12,New York,2019-03-10,JFK International Airport,18:30,58,Standard
Civic,2019-03-12,New York,2019-03-10,JFK International Airport,18:30,60,Standard
Corolla,2019-03-12,New York,2019-03-10,Grand Central Station,18:30,70,Standard
Elantra,2019-03-12,New York,2019-03-10,JFK International Airport,18:30,64,Standard
Altima,2019-03-09,San Francisco,2019-03-07,SFO International Airport,15:00,62,Standard
Civic,2019-03-09,San Francisco,2019-03-07,Salesforce Transit Center,15:00,64,Standard
Cruze,2019-03-09,San Francisco,2019-03-07,SFO International Airport,15:00,68,Standard
Fusion,2019-03-09,San Francisco,2019-03-07,SFO International Airport,15:00,62,Standard
Prius,2019-03-09,San Francisco,2019-03-07,SFO International Airport,15:00,68,Standard
Sentra,2019-03-09,San Francisco,2019-03-07,Salesforce Transit Center,15:00,56,Standard
Accord,2019-03-07,Portland,2019-03-02,PDX International Airport,14:00,140,Standard
Camry,2019-03-07,Portland,2019-03-02,Portland Bus Station,14:00,155,Standard
Civic,2019-03-07,Portland,2019-03-02,PDX International Airport,14:00,150,Standard
Corolla,2019-03-07,Portland,2019-03-02,Union Station,14:00,155,Standard
Cruze,2019-03-07,Portland,2019-03-02,PDX International Airport,14:00,185,Standard
Fusion,2019-03-07,Portland,2019-03-02,Union Station,14:00,180,Standard
Prius,2019-03-07,Portland,2019-03-02,PDX International Airport,14:00,175,Standard
Sentra,2019-03-07,Portland,2019-03-02,Portland Bus Station,14:00,140,Standard
Accord,2019-03-13,Portland,2019-03-10,PDX International Airport,11:00,114,Standard
Camry,2019-03-13,Portland,2019-03-10,Portland Bus Station,11:00,72,Standard
Civic,2019-03-13,Portland,2019-03-10,PDX International Airport,11:00,102,Standard
Cruze,2019-03-13,Portland,2019-03-10,PDX International Airport,11:00,105,Standard
Prius,2019-03-13,Portland,2019-03-10,PDX International Airport,11:00,84,Standard
Sentra,2019-03-13,Portland,2019-03-10,Portland Bus Station,11:00,84,Standard
Accord,2019-03-13,Portland,2019-03-08,PDX International Airport,11:00,190,Standard
Camry,2019-03-13,Portland,2019-03-08,Portland Bus Station,11:00,140,Standard
Cruze,2019-03-13,Portland,2019-03-08,PDX International Airport,11:00,175,Standard
Accord,2019-03-13,Portland,2019-03-08,PDX International Airport,17:00,190,Standard
Camry,2019-03-13,Portland,2019-03-08,Portland Bus Station,17:00,140,Standard
Corolla,2019-03-13,Portland,2019-03-08,Union Station,17:00,125,Standard
Cruze,2019-03-13,Portland,2019-03-08,PDX International Airport,17:00,175,Standard
Prius,2019-03-13,Portland,2019-03-08,PDX International Airport,17:00,180,Standard
Sentra,2019-03-13,Portland,2019-03-08,Portland Bus Station,17:00,160,Standard
Cooper,2019-03-08,Philadelphia,2019-03-07,Intercity Terminal,09:30,26,Compact
Fit,2019-03-08,Philadelphia,2019-03-07,Intercity Terminal,09:30,21,Compact
GTI,2019-03-08,Philadelphia,2019-03-07,30th Street Station,10:00,24,Compact
Golf,2019-03-08,Philadelphia,2019-03-07,30th Street Station,10:00,24,Compact
Leaf,2019-03-08,Philadelphia,2019-03-07,30th Street Station,10:00,24,Compact
CR-V,2019-03-12,Walnut Creek,2019-03-11,Downtown,14:00,43,Full-size
Equinox,2019-03-12,Walnut Creek,2019-03-11,BART Station,14:00,46,Full-size
Highlander,2019-03-12,Walnut Creek,2019-03-11,BART Station,14:00,40,Full-size
Rogue,2019-03-12,Walnut Creek,2019-03-11,Downtown,14:00,44,Full-size
Equinox,2019-03-12,Walnut Creek,2019-03-11,BART Station,20:00,46,Full-size
Highlander,2019-03-12,Walnut Creek,2019-03-11,BART Station,20:00,40,Full-size
Highlander,2019-03-12,,2019-03-11,BART Station,20:00,40,Full-size
Cooper,2019-03-11,Concord,2019-03-08,Canterbury Village,11:00,90,Compact
Forte,2019-03-11,Concord,2019-03-08,Clayton Valley,11:00,78,Compact
Golf,2019-03-11,Concord,2019-03-08,Canterbury Village,11:00,87,Compact
Leaf,2019-03-11,Concord,2019-03-08,Clayton Valley,11:00,66,Compact
Cooper,2019-03-11,,2019-03-08,Canterbury Village,11:00,90,Compact
Cooper,2019-03-13,Concord,2019-03-10,Canterbury Village,18:00,81,Compact
Forte,2019-03-13,Concord,2019-03-10,Clayton Valley,18:00,75,Compact
Golf,2019-03-13,Concord,2019-03-10,Canterbury Village,18:00,87,Compact
Leaf,2019-03-13,Concord,2019-03-10,Clayton Valley,18:00,69,Compact
Bolt,2019-03-13,Concord,2019-03-10,Canterbury Village,16:30,66,Compact
Cooper,2019-03-13,Concord,2019-03-10,Canterbury Village,16:30,81,Compact
Forte,2019-03-13,Concord,2019-03-10,Canterbury Village,16:30,78,Compact
Golf,2019-03-13,Concord,2019-03-10,Canterbury Village,16:30,87,Compact
Bolt,2019-03-13,,2019-03-10,Canterbury Village,16:30,66,Compact
Accord,2019-03-10,Walnut Creek,2019-03-07,BART Station,15:00,93,Standard
Camry,2019-03-10,Walnut Creek,2019-03-07,BART Station,15:00,96,Standard
Civic,2019-03-10,Walnut Creek,2019-03-07,BART Station,15:00,96,Standard
Corolla,2019-03-10,Walnut Creek,2019-03-07,Downtown,15:00,84,Standard
Fusion,2019-03-10,Walnut Creek,2019-03-07,BART Station,15:00,90,Standard
Accord,2019-03-10,,2019-03-07,BART Station,15:00,93,Standard
Accord,2019-03-12,Concord,2019-03-09,Canterbury Village,12:30,99,Standard
Camry,2019-03-12,Concord,2019-03-09,Clayton Valley,12:30,93,Standard
Civic,2019-03-12,Concord,2019-03-09,Canterbury Village,12:30,105,Standard
Corolla,2019-03-12,Concord,2019-03-09,Canterbury Village,12:30,81,Standard
Cruze,2019-03-12,Concord,2019-03-09,Canterbury Village,12:30,99,Standard
Fusion,2019-03-12,Concord,2019-03-09,Canterbury Village,12:30,99,Standard
Prius,2019-03-12,Concord,2019-03-09,Canterbury Village,12:30,99,Standard
Sentra,2019-03-12,Concord,2019-03-09,Clayton Valley,12:30,84,Standard
Accord,2019-03-12,,2019-03-09,Canterbury Village,12:30,99,Standard
Accord,2019-03-14,Fremont,2019-03-11,Fremont BART Station,18:00,90,Standard
Altima,2019-03-14,Fremont,2019-03-11,Fremont BART Station,18:00,129,Standard
Cruze,2019-03-14,Fremont,2019-03-11,Fremont BART Station,18:00,96,Standard
Fusion,2019-03-14,Fremont,2019-03-11,Fremont BART Station,18:00,102,Standard
Accord,2019-03-14,,2019-03-11,Fremont BART Station,18:00,90,Standard
Accord,2019-03-05,Fremont,2019-03-04,Fremont BART Station,18:00,38,Standard
Altima,2019-03-05,Fremont,2019-03-04,Fremont BART Station,18:00,30,Standard
Cruze,2019-03-05,Fremont,2019-03-04,Fremont BART Station,18:00,31,Standard
Fusion,2019-03-05,Fremont,2019-03-04,Fremont BART Station,18:00,34,Standard
Accord,2019-03-05,,2019-03-04,Fremont BART Station,18:00,38,Standard
Camry,2019-03-11,San Jose,2019-03-09,SJC International Airport,17:00,64,Standard
Civic,2019-03-11,San Jose,2019-03-09,Diridon Station,17:00,58,Standard
Corolla,2019-03-11,San Jose,2019-03-09,SJC International Airport,17:00,74,Standard
Cruze,2019-03-11,San Jose,2019-03-09,Diridon Station,17:00,68,Standard
Elantra,2019-03-11,San Jose,2019-03-09,SJC International Airport,17:00,64,Standard
Fusion,2019-03-11,San Jose,2019-03-09,SJC International Airport,17:00,78,Standard
Civic,2019-03-11,,2019-03-09,Diridon Station,17:00,58,Standard
Civic,2019-03-11,San Jose,2019-03-09,Diridon Station,18:30,58,Standard
Corolla,2019-03-11,San Jose,2019-03-09,Diridon Station,18:30,60,Standard
Cruze,2019-03-11,San Jose,2019-03-09,Diridon Station,18:30,68,Standard
Elantra,2019-03-11,San Jose,2019-03-09,Diridon Station,18:30,56,Standard
Civic,2019-03-11,,2019-03-09,Diridon Station,18:30,58,Standard
Accord,2019-03-07,Walnut Creek,2019-03-06,BART Station,19:30,33,Standard
Camry,2019-03-07,Walnut Creek,2019-03-06,BART Station,19:30,36,Standard
Civic,2019-03-07,Walnut Creek,2019-03-06,BART Station,19:30,34,Standard
Fusion,2019-03-07,Walnut Creek,2019-03-06,BART Station,19:30,35,Standard
Accord,2019-03-07,,2019-03-06,BART Station,19:30,33,Standard
Bolt,2019-03-04,Fremont,2019-03-01,Fremont BART Station,10:30,96,Compact
Fit,2019-03-04,Fremont,2019-03-01,Central District,10:30,75,Compact
Forte,2019-03-04,Fremont,2019-03-01,Central District,10:30,81,Compact
GTI,2019-03-04,Fremont,2019-03-01,Fremont BART Station,10:30,75,Compact
Golf,2019-03-04,Fremont,2019-03-01,Fremont BART Station,10:30,84,Compact
Leaf,2019-03-04,Fremont,2019-03-01,Central District,10:30,75,Compact
Bolt,2019-03-04,Fremont,2019-03-01,Fremont BART Station,15:00,96,Compact
Fit,2019-03-04,Fremont,2019-03-01,Central District,15:00,75,Compact
Forte,2019-03-04,Fremont,2019-03-01,Central District,15:00,81,Compact
GTI,2019-03-04,Fremont,2019-03-01,Fremont BART Station,15:00,75,Compact
Golf,2019-03-04,Fremont,2019-03-01,Fremont BART Station,15:00,84,Compact
Leaf,2019-03-04,Fremont,2019-03-01,Central District,15:00,75,Compact
Forte,2019-03-04,,2019-03-01,Central District,15:00,81,Compact
Accord,2019-03-03,Concord,2019-03-01,Canterbury Village,12:00,72,Standard
Camry,2019-03-03,Concord,2019-03-01,Clayton Valley,12:00,52,Standard
Civic,2019-03-03,Concord,2019-03-01,Canterbury Village,12:00,52,Standard
Corolla,2019-03-03,Concord,2019-03-01,Canterbury Village,12:00,54,Standard
Cruze,2019-03-03,Concord,2019-03-01,Canterbury Village,12:00,58,Standard
Fusion,2019-03-03,Concord,2019-03-01,Canterbury Village,12:00,68,Standard
Prius,2019-03-03,Concord,2019-03-01,Canterbury Village,12:00,60,Standard
Sentra,2019-03-03,Concord,2019-03-01,Clayton Valley,12:00,58,Standard
Accord,2019-03-03,,2019-03-01,Canterbury Village,12:00,72,Standard
Accord,2019-03-07,Concord,2019-03-04,Canterbury Village,11:00,78,Standard
Camry,2019-03-07,Concord,2019-03-04,Clayton Valley,11:00,78,Standard
Civic,2019-03-07,Concord,2019-03-04,Canterbury Village,11:00,105,Standard
Cruze,2019-03-07,Concord,2019-03-04,Canterbury Village,11:00,93,Standard
Prius,2019-03-07,Concord,2019-03-04,Canterbury Village,11:00,90,Standard
Sentra,2019-03-07,Concord,2019-03-04,Clayton Valley,11:00,99,Standard
Accord,2019-03-07,,2019-03-04,Canterbury Village,11:00,78,Standard
