city,date,event_name,time,venue,venue_address,number_of_tickets,category,event_type
Belvedere,3/11/2019,Chanticleer Concert,18:30,St. Stephen's Episcopal Church,3 Bayview Avenue,,Classical,Music
Belvedere,3/1/2019,Chanticleer Concert,17:00,St. Stephen's Episcopal Church,3 Bayview Avenue,,,
Belvedere,3/2/2019,Chanticleer Concert,17:00,St. Stephen's Episcopal Church,3 Bayview Avenue,,,
Belvedere,3/5/2019,Chanticleer Concert,17:30,St. Stephen's Episcopal Church,3 Bayview Avenue,,,
Belvedere,3/8/2019,Chanticleer Concert,18:00,St. Stephen's Episcopal Church,3 Bayview Avenue,,,
Belvedere,3/11/2019,Chanticleer Concert,18:30,St. Stephen's Episcopal Church,3 Bayview Avenue,,,
Belvedere,3/13/2019,Chanticleer Concert,19:30,St. Stephen's Episcopal Church,3 Bayview Avenue,,,
San Francisco,3/11/2019,Matt Corby,18:00,August Hall,420 Mason Street,,,
Sacramento,3/5/2019,Aftershock Festival,19:00,Discovery Park,1600 Garden Highway,,,
Sacramento,3/13/2019,Aftershock Festival,17:30,Discovery Park,1600 Garden Highway,,,
Sacramento,3/14/2019,Aftershock Festival,18:30,Discovery Park,1600 Garden Highway,,,
Washington D.C.,3/13/2019,Nationals Vs Brewers,17:00,Nationals Park,1500 South Capitol Street Southeast,,Baseball,Sports
Washington D.C.,3/13/2019,Nationals Vs Phillies,19:00,Nationals Park,1500 South Capitol Street Southeast,,Baseball,Sports
Washington D.C.,3/13/2019,Nationals Vs Rockies,18:30,Nationals Park,1500 South Capitol Street Southeast,,Baseball,Sports
Washington D.C.,3/13/2019,Nationals Vs Brewers,17:00,Nationals Park,1500 South Capitol Street Southeast,,,
Los Angeles,3/8/2019,Guided By Voices,17:30,The Teragram Ballroom,1234 West 7th Street,,Rock,Music
Los Angeles,3/8/2019,Starset,17:30,Regent Theater DTLA,448 South Main Street,,Rock,Music
Los Angeles,3/8/2019,Toe,18:30,Masonic Lodge at Hollywood Forever,5970 Santa Monica Boulevard,,Rock,Music
Washington D.C.,3/2/2019,Dc United Vs Revolution,17:30,Audi Field,100 Potomac Avenue Southwest,,Soccer,Sports
Washington D.C.,3/11/2019,Nationals Vs Braves,19:30,Nationals Park,1500 South Capitol Street Southeast,,Baseball,Sports
Washington D.C.,3/11/2019,Nationals Vs Diamondbacks,17:30,Nationals Park,1500 South Capitol Street Southeast,,Baseball,Sports
Washington D.C.,3/11/2019,Nationals Vs Diamondbacks,17:30,Nationals Park,1500 South Capitol Street Southeast,,,
New York,3/12/2019,Blowout Music Festival,17:30,Knockdown Center,"52-19 Flushing Avenue, Maspeth",,Hip Hop,Music
New York,3/12/2019,Chemical Brothers,17:00,Forest Hills Stadium,"1 Tennis Place, Forest Hills",,Rock,Music
New York,3/12/2019,Chris Botti,18:00,Sony Hall,235 West 46th Street,,Jazz,Music
New York,3/12/2019,Crooked Colours,18:30,Rough Trade NYC,"64 North 9th Street, Brooklyn",,Electronica,Music
New York,3/12/2019,Harlem Gospel Choir,17:30,Sony Hall,235 West 46th Street,,Christian,Music
New York,3/12/2019,Jethro Tull,17:00,Forest Hills Stadium,"1 Tennis Place, Forest Hills",,Rock,Music
New York,3/12/2019,Kishi Bashi,17:30,Murmrr,"17 Eastern Parkway, Brooklyn",,Electronica,Music
New York,3/12/2019,Laura Osnes,17:30,Sony Hall,235 West 46th Street,,Classical,Music
San Francisco,3/5/2019,Giants Vs Phillies,17:00,Oracle Park,24 Willie Mays Plaza,,Baseball,Sports
San Francisco,3/9/2019,Giants Vs Brewers,19:00,Oracle Park,24 Willie Mays Plaza,,,
Phoenix,3/11/2019,Anberlin,18:30,The Van Buren,401 West Van Buren Street,,Rock,Music
Phoenix,3/11/2019,Anberlin,18:30,The Van Buren,401 West Van Buren Street,,,
New York,3/7/2019,Jethro Tull,18:30,Forest Hills Stadium,"1 Tennis Place, Forest Hills",,Rock,Music
New York,3/3/2019,Russian Circles,18:00,Warsaw,"261 Driggs Avenue, Brooklyn",,Rock,Music
New York,3/14/2019,Squeeze,18:30,Pier 17,89 South Street,,Rock,Music
New York,3/3/2019,The National,18:30,Prospect Park Bandshell,"141 Prospect Park West, Brooklyn",,Rock,Music
New York,3/2/2019,The Paper Kites,17:30,Murmrr,"17 Eastern Parkway, Brooklyn",,Rock,Music
New York,3/12/2019,The Struts,17:00,Pier 17,89 South Street,,Rock,Music
New York,3/1/2019,Thee Oh Sees,18:00,Warsaw,"261 Driggs Avenue, Brooklyn",,Rock,Music
Philadelphia,3/1/2019,Hot Water Music,17:00,Underground Arts,1200 Callowhill Street,,,
Philadelphia,3/8/2019,Hot Water Music,19:30,Underground Arts,1200 Callowhill Street,,,
Philadelphia,3/11/2019,Hot Water Music,19:30,Underground Arts,1200 Callowhill Street,,,
Philadelphia,3/12/2019,Hot Water Music,18:30,Underground Arts,1200 Callowhill Street,,,
Washington D.C.,3/3/2019,Dc United Vs Revolution,19:00,Audi Field,100 Potomac Avenue Southwest,,Soccer,Sports
Washington D.C.,3/3/2019,Mystics Vs Sun,17:00,Entertainment & Sports Arena,1100 Oak Drive SE,,Basketball,Sports
Washington D.C.,3/3/2019,Nationals Vs Diamondbacks,19:00,Nationals Park,1500 South Capitol Street Southeast,,Baseball,Sports
Washington D.C.,3/3/2019,Nationals Vs Royals,17:30,Nationals Park,1500 South Capitol Street Southeast,,Baseball,Sports
Phoenix,3/5/2019,Diamondbacks Vs Brewers,17:00,Chase Field,401 East Jefferson Street,,Baseball,Sports
Phoenix,3/5/2019,Diamondbacks Vs Cardinals,19:00,Chase Field,401 East Jefferson Street,,Baseball,Sports
Phoenix,3/5/2019,Diamondbacks Vs Dodgers,18:00,Chase Field,401 East Jefferson Street,,Baseball,Sports
Phoenix,3/5/2019,Diamondbacks Vs Giants,18:00,Chase Field,401 East Jefferson Street,,Baseball,Sports
Phoenix,3/5/2019,Diamondbacks Vs Marlins,17:00,Chase Field,401 East Jefferson Street,,Baseball,Sports
Phoenix,3/5/2019,Diamondbacks Vs Rockies,18:00,Chase Field,401 East Jefferson Street,,Baseball,Sports
San Diego,3/2/2019,Padres Vs Orioles,17:00,Petco Park,100 Park Boulevard,,Baseball,Sports
Los Angeles,3/9/2019,Dodgers Vs Cubs,19:00,Dodger Stadium,1000 Vin Scully Ave,,Baseball,Sports
Los Angeles,3/9/2019,Sparks Vs Mystics,17:00,STAPLES Center,1111 South Figueroa Street,,Basketball,Sports
Los Angeles,3/9/2019,Trojans Vs Bulldogs,17:30,LA Memorial Coliseum,3911 Figueroa Street,,Football,Sports
Philadelphia,3/4/2019,Conan Gray,17:30,The Fillmore Philadelphia,29 East Allen Street,,,
Philadelphia,3/7/2019,Conan Gray,18:00,The Fillmore Philadelphia,29 East Allen Street,,,
Philadelphia,3/13/2019,Conan Gray,19:00,The Fillmore Philadelphia,29 East Allen Street,,,
Philadelphia,3/14/2019,Conan Gray,19:30,The Fillmore Philadelphia,29 East Allen Street,,,
New York,3/5/2019,Jamey Johnson,17:30,Sony Hall,235 West 46th Street,,Country,Music
New York,3/5/2019,Panteon Rococo,18:30,Sony Hall,235 West 46th Street,,Rock,Music
New York,3/5/2019,Shanice,17:00,Sony Hall,235 West 46th Street,,Blues,Music
New York,3/5/2019,The Paper Kites,19:30,Murmrr,"17 Eastern Parkway, Brooklyn",,Rock,Music
Philadelphia,3/1/2019,Blueface,17:00,The Fillmore Philadelphia,29 East Allen Street,,Hip Hop,Music
Philadelphia,3/1/2019,Nav With Killy,17:30,The Fillmore Philadelphia,29 East Allen Street,,Hip Hop,Music
Philadelphia,3/10/2019,Blueface,19:30,The Fillmore Philadelphia,29 East Allen Street,,Hip Hop,Music
Berkeley,3/1/2019,The Original Wailers,17:30,Cornerstone Craft Beer & Live Music,2367 Shattuck Avenue,,,
Berkeley,3/3/2019,The Original Wailers,17:30,Cornerstone Craft Beer & Live Music,2367 Shattuck Avenue,,,
Berkeley,3/8/2019,The Original Wailers,18:00,Cornerstone Craft Beer & Live Music,2367 Shattuck Avenue,,,
Napa,3/8/2019,Water Seed,18:30,Blue Note Napa,1030 Main Street,,Blues,Music
Napa,3/8/2019,Water Seed,18:30,Blue Note Napa,1030 Main Street,,,
Los Angeles,3/2/2019,Kishi Bashi,17:00,Masonic Lodge at Hollywood Forever,5970 Santa Monica Boulevard,,Electronica,Music
Los Angeles,3/2/2019,Lights,19:30,The Teragram Ballroom,1234 West 7th Street,,Electronica,Music
Los Angeles,3/2/2019,The Acid,17:00,Regent Theater DTLA,448 South Main Street,,Electronica,Music
Los Angeles,3/2/2019,Kishi Bashi,17:00,Masonic Lodge at Hollywood Forever,5970 Santa Monica Boulevard,,,
Chicago,3/2/2019,Cubs Vs Brewers,19:30,Wrigley Field,1060 West Addison Street,,,
Chicago,3/3/2019,Cubs Vs Brewers,18:00,Wrigley Field,1060 West Addison Street,,,
Chicago,3/6/2019,Cubs Vs Brewers,18:00,Wrigley Field,1060 West Addison Street,,,
Chicago,3/7/2019,Cubs Vs Brewers,18:00,Wrigley Field,1060 West Addison Street,,,
Chicago,3/8/2019,Cubs Vs Brewers,17:00,Wrigley Field,1060 West Addison Street,,,
Philadelphia,3/1/2019,Owls Vs Knights,19:30,Lincoln Financial Field,1 Lincoln Financial Field Way,,Football,Sports
Chicago,3/11/2019,Cubs Vs Mariners,19:30,Wrigley Field,1060 West Addison Street,,Baseball,Sports
Chicago,3/11/2019,White Sox Vs Rangers,18:30,Guaranteed Rate Field,333 West 35th Street,,Baseball,Sports
Chicago,3/11/2019,White Sox Vs Twins,18:00,Guaranteed Rate Field,333 West 35th Street,,Baseball,Sports
New York,3/4/2019,Vertical Horizon,18:30,Sony Hall,235 West 46th Street,,Rock,Music
New York,3/4/2019,The Paper Kites,17:30,Murmrr,"17 Eastern Parkway, Brooklyn",,,
New York,3/2/2019,Americo,18:30,La Boom,"56-15 Northern Boulevard, Woodside",,,
New York,3/6/2019,Americo,18:30,La Boom,"56-15 Northern Boulevard, Woodside",,,
New York,3/13/2019,Americo,19:30,La Boom,"56-15 Northern Boulevard, Woodside",,,
Philadelphia,3/11/2019,Girl In Red,19:30,The Foundry,29 East Allen Street 2nd Floor,,Pop,Music
Philadelphia,3/11/2019,Hot Water Music,19:30,Underground Arts,1200 Callowhill Street,,Rock,Music
Philadelphia,3/11/2019,Lauv,18:30,The Fillmore Philadelphia,29 East Allen Street,,Jazz,Music
Philadelphia,3/11/2019,Nav With Killy,17:30,The Fillmore Philadelphia,29 East Allen Street,,Hip Hop,Music
New York,3/6/2019,Chemical Brothers,19:00,Forest Hills Stadium,"1 Tennis Place, Forest Hills",,,
New York,3/10/2019,Chemical Brothers,19:00,Forest Hills Stadium,"1 Tennis Place, Forest Hills",,,
New York,3/11/2019,Chemical Brothers,19:00,Forest Hills Stadium,"1 Tennis Place, Forest Hills",,,
New York,3/12/2019,Chemical Brothers,17:00,Forest Hills Stadium,"1 Tennis Place, Forest Hills",,,
New York,3/13/2019,Chemical Brothers,18:30,Forest Hills Stadium,"1 Tennis Place, Forest Hills",,,
Philadelphia,3/4/2019,Owls Vs Bison,18:00,Lincoln Financial Field,1 Lincoln Financial Field Way,,,
Philadelphia,3/7/2019,Owls Vs Bison,18:00,Lincoln Financial Field,1 Lincoln Financial Field Way,,,
Philadelphia,3/9/2019,Owls Vs Bison,18:00,Lincoln Financial Field,1 Lincoln Financial Field Way,,,
New York,3/2/2019,Mets Vs Dodgers,19:00,Citi Field,123-01 Roosevelt Avenue,,,
Sacramento,3/13/2019,Republic Vs Toros,17:30,Papa Murphy's Park,1600 Exposition Boulevard,,Soccer,Sports
Stanford,3/13/2019,Cardinal Vs Wildcats,19:30,Stanford Stadium,625 Nelson Road,,Football,Sports
Stanford,3/14/2019,Cardinal Vs Ducks,18:30,Stanford Stadium,625 Nelson Road,,Football,Sports
Berkeley,3/1/2019,Berkeley World Music Festival,19:30,2500 Durant Ave,2500 Durant Avenue,,,
Berkeley,3/7/2019,Berkeley World Music Festival,18:00,2500 Durant Ave,2500 Durant Avenue,,,
Berkeley,3/11/2019,Berkeley World Music Festival,18:00,2500 Durant Ave,2500 Durant Avenue,,,
Berkeley,3/12/2019,Berkeley World Music Festival,18:30,2500 Durant Ave,2500 Durant Avenue,,,
New York,3/11/2019,France Rocks Festival,18:30,David Rubenstein Atrium at Lincoln Center,61 West 62nd Street,,International,Music
Phoenix,3/2/2019,Arizona Vs La Dodgers,17:30,Chase Field,401 East Jefferson Street,,,
Phoenix,3/3/2019,Arizona Vs La Dodgers,19:00,Chase Field,401 East Jefferson Street,,,
Phoenix,3/6/2019,Arizona Vs La Dodgers,19:00,Chase Field,401 East Jefferson Street,,,
Phoenix,3/8/2019,Arizona Vs La Dodgers,19:00,Chase Field,401 East Jefferson Street,,,
Phoenix,3/11/2019,Arizona Vs La Dodgers,18:00,Chase Field,401 East Jefferson Street,,,
New York,3/9/2019,Joe Hisaishi,19:30,Stern Auditorium / Perelman Stage,881 7th Avenue,,Classical,Music
New York,3/10/2019,Michael Feinstein,19:00,The Appel Room,10 Columbus Circle,,Classical,Music
New York,3/9/2019,Joe Hisaishi,19:30,Stern Auditorium / Perelman Stage,881 7th Avenue,,,
Philadelphia,3/4/2019,Blueface,17:30,The Fillmore Philadelphia,29 East Allen Street,,Hip Hop,Music
Philadelphia,3/4/2019,Conan Gray,17:30,The Fillmore Philadelphia,29 East Allen Street,,Pop,Music
Philadelphia,3/4/2019,Don Broco,19:30,The Foundry,29 East Allen Street 2nd Floor,,Rock,Music
Philadelphia,3/4/2019,Northlane,19:30,The Foundry,29 East Allen Street 2nd Floor,,Rock,Music
Philadelphia,3/4/2019,The Melvins,17:00,Underground Arts,1200 Callowhill Street,,Rock,Music
New York,3/2/2019,Amber Run Brooklyn,17:00,Warsaw,"261 Driggs Avenue, Brooklyn",,Pop,Music
New York,3/2/2019,Blowout Music Festival,19:00,Knockdown Center,"52-19 Flushing Avenue, Maspeth",,Hip Hop,Music
New York,3/2/2019,France Rocks Festival,18:30,David Rubenstein Atrium at Lincoln Center,61 West 62nd Street,,International,Music
New York,3/2/2019,Jason Isbell,18:00,Prospect Park Bandshell,"141 Prospect Park West, Brooklyn",,Country,Music
New York,3/2/2019,Jojo Siwa,17:30,Forest Hills Stadium,"1 Tennis Place, Forest Hills",,Pop,Music
New York,3/2/2019,Kishi Bashi,19:30,Murmrr,"17 Eastern Parkway, Brooklyn",,Electronica,Music
New York,3/2/2019,Low,18:30,Murmrr,"17 Eastern Parkway, Brooklyn",,Rock,Music
Phoenix,3/2/2019,Anberlin,19:30,The Van Buren,401 West Van Buren Street,,Rock,Music
Phoenix,3/2/2019,Tash Sultana,18:00,The Van Buren,401 West Van Buren Street,,Rock,Music
Phoenix,3/2/2019,The Band Camino,17:30,The Van Buren,401 West Van Buren Street,,Pop,Music
Phoenix,3/2/2019,The Chats,18:30,Valley Bar,130 North Central Avenue,,Rock,Music
Phoenix,3/2/2019,Anberlin,19:30,The Van Buren,401 West Van Buren Street,,,
Napa,3/3/2019,Water Seed,19:00,Blue Note Napa,1030 Main Street,,,
Napa,3/5/2019,Water Seed,19:00,Blue Note Napa,1030 Main Street,,,
Napa,3/9/2019,Water Seed,17:30,Blue Note Napa,1030 Main Street,,,
Napa,3/11/2019,Water Seed,17:30,Blue Note Napa,1030 Main Street,,,
Napa,3/14/2019,Water Seed,19:00,Blue Note Napa,1030 Main Street,,,
Sacramento,3/2/2019,Republic Vs Toros,18:30,Papa Murphy's Park,1600 Exposition Boulevard,,Soccer,Sports
San Francisco,3/8/2019,Carmina Burana,19:30,San Francisco Symphony,201 Van Ness Avenue,,Classical,Music
San Francisco,3/8/2019,Electric Feels,17:30,August Hall,420 Mason Street,,Electronica,Music
San Francisco,3/8/2019,Matt Corby,18:30,August Hall,420 Mason Street,,Christian,Music
San Francisco,3/8/2019,Carmina Burana,19:30,San Francisco Symphony,201 Van Ness Avenue,,,
Phoenix,3/4/2019,Arizona Vs Milwaukee,17:00,Chase Field,401 East Jefferson Street,,,
Philadelphia,3/12/2019,Blueface,18:00,The Fillmore Philadelphia,29 East Allen Street,,Hip Hop,Music
Philadelphia,3/12/2019,Girl In Red,17:30,The Foundry,29 East Allen Street 2nd Floor,,Pop,Music
Philadelphia,3/12/2019,The Lemonheads,17:30,The Foundry,29 East Allen Street 2nd Floor,,Rock,Music
Toronto,3/3/2019,Blue Jays Vs Rangers,19:00,Rogers Centre,1 Blue Jays Way,,Baseball,Sports
Toronto,3/3/2019,Blue Jays Vs Royals,17:30,Rogers Centre,1 Blue Jays Way,,Baseball,Sports
Toronto,3/3/2019,Blue Jays Vs Yankees,18:00,Rogers Centre,1 Blue Jays Way,,Baseball,Sports
Toronto,3/3/2019,Toronto Fc Vs Impact,17:30,BMO Field,170 Princes' Boulevard,,Soccer,Sports
Anaheim,3/6/2019,Angels Vs Tigers,19:00,Angel Stadium of Anaheim,2000 East Gene Autry Way,,Baseball,Sports
Phoenix,3/7/2019,Diamondbacks Vs Brewers,17:00,Chase Field,401 East Jefferson Street,,Baseball,Sports
Phoenix,3/7/2019,Diamondbacks Vs Giants,19:00,Chase Field,401 East Jefferson Street,,Baseball,Sports
Phoenix,3/7/2019,Diamondbacks Vs Orioles,19:30,Chase Field,401 East Jefferson Street,,Baseball,Sports
New York,3/11/2019,Mets Vs Braves,17:00,Citi Field,123-01 Roosevelt Avenue,,Baseball,Sports
New York,3/11/2019,Mets Vs Diamondbacks,19:30,Citi Field,123-01 Roosevelt Avenue,,Baseball,Sports
New York,3/11/2019,Mets Vs Phillies,17:30,Citi Field,123-01 Roosevelt Avenue,,Baseball,Sports
New York,3/11/2019,Mets Vs Pirates,18:00,Citi Field,123-01 Roosevelt Avenue,,Baseball,Sports
New York,3/11/2019,Nycfc Vs Earthquakes,18:30,Yankee Stadium,1 East 161 Street,,Baseball,Sports
New York,3/11/2019,Nycfc Vs Red Bulls,19:00,Yankee Stadium,1 East 161 Street,,Baseball,Sports
New York,3/11/2019,Yankees Vs Diamondbacks,18:30,Yankee Stadium,1 East 161 Street,,Baseball,Sports
New York,3/11/2019,Yankees Vs Orioles,19:30,Yankee Stadium,1 East 161 Street,,Baseball,Sports
Vancouver,3/5/2019,Whitecaps Vs Colorado Rapids,19:30,BC Place,777 Pacific Boulevard,,Soccer,Sports
New York,3/8/2019,Outlaw Music Festival,19:30,Forest Hills Stadium,"1 Tennis Place, Forest Hills",,Country,Music
San Diego,3/10/2019,Alejandro Sanz,19:00,Cal Coast Credit Union Amphitheater,5500 Campanile Drive,,International,Music
San Diego,3/10/2019,Greta Van Fleet,19:00,Cal Coast Credit Union Amphitheater,5500 Campanile Drive,,Blues,Music
San Diego,3/10/2019,The Struts,19:00,The Observatory North Park,2891 University Avenue,,Rock,Music
New York,3/10/2019,Mac Demarco,18:00,Prospect Park Bandshell,"141 Prospect Park West, Brooklyn",,Blues,Music
Seattle,3/11/2019,Sounders Vs Red Bulls,19:30,CenturyLink Field,800 Occidental Avenue South,,Soccer,Sports
Seattle,3/11/2019,Sounders Vs United,17:00,CenturyLink Field,800 Occidental Avenue South,,Soccer,Sports
Seattle,3/8/2019,Huskies Vs Warriors,17:00,Husky Stadium,3800 Montlake Boulevard Northeast,,Basketball,Sports
Los Angeles,3/11/2019,Sparks Vs Storm,19:30,STAPLES Center,1111 South Figueroa Street,,Basketball,Sports
Las Vegas,3/9/2019,Life Is Beautiful Festival,17:00,Downtown Las Vegas Events Center - DLVEC,200 South 3rd Street,,Hip Hop,Music
Philadelphia,3/9/2019,Toto,17:00,The Met Philadelphia,858 North Broad Street,,Pop,Music
Los Angeles,3/12/2019,Gloryhammer,17:30,1720(tm),1720 East 16th Street,,Rock,Music
Los Angeles,3/12/2019,Jordan Rakei,19:30,Masonic Lodge at Hollywood Forever,5970 Santa Monica Boulevard,,Jazz,Music
Los Angeles,3/12/2019,Lights,17:30,The Teragram Ballroom,1234 West 7th Street,,Electronica,Music
Los Angeles,3/12/2019,Murder City Devils,19:00,The Teragram Ballroom,1234 West 7th Street,,Rock,Music
Los Angeles,3/12/2019,The Acid,18:00,Regent Theater DTLA,448 South Main Street,,Electronica,Music
Los Angeles,3/11/2019,Jordan Rakei,17:00,Masonic Lodge at Hollywood Forever,5970 Santa Monica Boulevard,,Jazz,Music
Los Angeles,3/11/2019,Starset,18:00,Regent Theater DTLA,448 South Main Street,,Rock,Music
Los Angeles,3/11/2019,Lafc Vs Rapids,18:00,Banc of California Stadium,3939 South Figueroa Street,,Soccer,Sports
Los Angeles,3/11/2019,Usc Vs Oregon,19:30,LA Memorial Coliseum,3911 Figueroa Street,,Football,Sports
Chicago,3/12/2019,White Sox Vs Twins,19:00,Guaranteed Rate Field,333 West 35th Street,,Baseball,Sports
Atlanta,3/8/2019,Falcons Vs Buccaneers,19:30,Mercedes-Benz Stadium,1 AMB Drive Northwest,,Football,Sports
Atlanta,3/8/2019,Falcons Vs Rams,19:00,Mercedes-Benz Stadium,1 AMB Drive Northwest,,Football,Sports
Atlanta,3/8/2019,Falcons Vs Redskins,18:30,Mercedes-Benz Stadium,1 AMB Drive Northwest,,Football,Sports
Atlanta,3/8/2019,United Vs Earthquakes,19:30,Mercedes-Benz Stadium,1 AMB Drive Northwest,,Soccer,Sports
Atlanta,3/8/2019,United Vs Revolution,18:30,Mercedes-Benz Stadium,1 AMB Drive Northwest,,Soccer,Sports
Seattle,3/10/2019,Huskies Vs Cougars,18:00,Husky Stadium,3800 Montlake Boulevard Northeast,,Basketball,Sports
Seattle,3/10/2019,Seattle Vs La Angels,17:00,T-Mobile Park,1250 1st Avenue South,,Baseball,Sports
Toronto,3/6/2019,Toronto Fc Vs Crew,19:30,BMO Field,170 Princes' Boulevard,,Soccer,Sports
Toronto,3/6/2019,Toronto Fc Vs Rapids,17:00,BMO Field,170 Princes' Boulevard,,Soccer,Sports
Toronto,3/6/2019,Toronto Vs Ottawa,18:30,BMO Field,170 Princes' Boulevard,,Soccer,Sports
Atlanta,3/1/2019,Yellow Jackets Vs Hokies,19:30,Bobby Dodd Stadium at Historic Grant Field,177 North Avenue Northwest,,Football,Sports
Seattle,3/14/2019,Seattle Vs Minnesota,17:00,Alaska Airlines Arena,3870 Montlake Boulevard Northeast,,Basketball,Sports
Seattle,3/14/2019,Sounders Vs Timbers,18:00,CenturyLink Field,800 Occidental Avenue South,,Soccer,Sports
Seattle,3/14/2019,Sounders Vs United,19:00,CenturyLink Field,800 Occidental Avenue South,,Soccer,Sports
San Diego,3/3/2019,Aly And Aj,17:00,The Observatory North Park,2891 University Avenue,,Pop,Music
San Diego,3/3/2019,Psychedelic Furs,18:30,The Observatory North Park,2891 University Avenue,,Rock,Music
Los Angeles,3/13/2019,Jordan Rakei,19:00,Regent Theater DTLA,448 South Main Street,,Jazz,Music
Los Angeles,3/13/2019,Dodgers Vs Diamondbacks,17:30,Dodger Stadium,1000 Vin Scully Ave,,Baseball,Sports
Los Angeles,3/13/2019,Dodgers Vs Rockies,19:30,Dodger Stadium,1000 Vin Scully Ave,,Baseball,Sports
Los Angeles,3/13/2019,Sparks Vs Mystics,19:00,STAPLES Center,1111 South Figueroa Street,,Basketball,Sports
Los Angeles,3/13/2019,Sparks Vs Storm,19:00,STAPLES Center,1111 South Figueroa Street,,Basketball,Sports
Phoenix,3/3/2019,Arizona Vs La Dodgers,19:00,Chase Field,401 East Jefferson Street,,Baseball,Sports
Phoenix,3/3/2019,Diamondbacks Vs Dodgers,19:00,Chase Field,401 East Jefferson Street,,Baseball,Sports
Phoenix,3/3/2019,Diamondbacks Vs Mets,18:30,Chase Field,401 East Jefferson Street,,Baseball,Sports
Phoenix,3/3/2019,Diamondbacks Vs Nationals,17:00,Chase Field,401 East Jefferson Street,,Baseball,Sports
Toronto,3/10/2019,Blue Jays Vs Yankees,19:30,Rogers Centre,1 Blue Jays Way,,Baseball,Sports
Toronto,3/10/2019,Toronto Fc Vs Rapids,17:00,BMO Field,170 Princes' Boulevard,,Soccer,Sports
Toronto,3/10/2019,Toronto Vs Ottawa,18:30,BMO Field,170 Princes' Boulevard,,Soccer,Sports
Seattle,3/2/2019,Seattle Vs La Angels,19:00,T-Mobile Park,1250 1st Avenue South,,Baseball,Sports
Anaheim,3/1/2019,Angels Vs White Sox,19:00,Angel Stadium of Anaheim,2000 East Gene Autry Way,,Baseball,Sports
London,3/7/2019,Crystal Palace Vs Norwich,19:30,Selhurst Park Stadium,Holmesdale Road,,Soccer,Sports
San Francisco,3/4/2019,Giants Vs Phillies,19:00,Oracle Park,24 Willie Mays Plaza,,,
San Diego,3/9/2019,Psychedelic Furs,18:00,The Observatory North Park,2891 University Avenue,,,
New York,3/12/2019,Kishi Bashi,17:30,Murmrr,"17 Eastern Parkway, Brooklyn",,,
Atlanta,3/7/2019,Yellow Jackets Vs Panthers,19:30,Bobby Dodd Stadium at Historic Grant Field,177 North Avenue Northwest,,,
Vancouver,3/8/2019,Smokey Robinson,17:00,PNE Amphitheatre,2901 East Hastings Street,,,
Portland,3/8/2019,Kishi Bashi,19:30,The Old Church Concert Hall,1422 Southwest 11th Avenue,,,
Toronto,3/7/2019,Blue Jays Vs Indians,19:00,Rogers Centre,1 Blue Jays Way,,,
San Francisco,3/9/2019,Thee Oh Sees,19:30,The Chapel,777 Valencia Street,,,
Philadelphia,3/11/2019,Phillies Vs Cubs,18:00,Citizens Bank Park,1 Citizens Bank Way,,,
New York,3/12/2019,Russian Circles,19:00,Warsaw,"261 Driggs Avenue, Brooklyn",,,
Philadelphia,3/14/2019,Phillies Vs Braves,17:00,Citizens Bank Park,1 Citizens Bank Way,,,
Philadelphia,3/2/2019,Phillies Vs Braves,18:30,Citizens Bank Park,1 Citizens Bank Way,,,
Chicago,3/8/2019,Timmy Trumpet,19:30,Concord Music Hall,2047 North Milwaukee Avenue,,,
Los Angeles,3/5/2019,Sparks Vs Mystics,18:00,STAPLES Center,1111 South Figueroa Street,,,
Phoenix,3/9/2019,Anberlin,17:30,The Van Buren,401 West Van Buren Street,,,
Berkeley,3/2/2019,Golden Bears Vs Trojans,17:00,California Memorial Stadium,2227 Piedmont Avenue,,,
Berkeley,3/4/2019,Golden Bears Vs Trojans,17:30,California Memorial Stadium,2227 Piedmont Avenue,,,
Berkeley,3/5/2019,Golden Bears Vs Trojans,17:30,California Memorial Stadium,2227 Piedmont Avenue,,,
Berkeley,3/6/2019,Golden Bears Vs Trojans,19:00,California Memorial Stadium,2227 Piedmont Avenue,,,
Berkeley,3/11/2019,Golden Bears Vs Trojans,18:00,California Memorial Stadium,2227 Piedmont Avenue,,,
Berkeley,3/13/2019,Golden Bears Vs Trojans,17:30,California Memorial Stadium,2227 Piedmont Avenue,,,
San Diego,3/5/2019,The Struts,18:30,The Observatory North Park,2891 University Avenue,,,
San Diego,3/6/2019,The Struts,17:00,The Observatory North Park,2891 University Avenue,,,
San Diego,3/7/2019,The Struts,17:00,The Observatory North Park,2891 University Avenue,,,
San Diego,3/10/2019,The Struts,19:00,The Observatory North Park,2891 University Avenue,,,
Seattle,3/1/2019,Sounders Vs Timbers,18:30,CenturyLink Field,800 Occidental Avenue South,,,
Seattle,3/2/2019,Sounders Vs Timbers,19:00,CenturyLink Field,800 Occidental Avenue South,,,
Seattle,3/8/2019,Sounders Vs Timbers,17:00,CenturyLink Field,800 Occidental Avenue South,,,
Seattle,3/13/2019,Sounders Vs Timbers,18:00,CenturyLink Field,800 Occidental Avenue South,,,
Seattle,3/14/2019,Sounders Vs Timbers,18:00,CenturyLink Field,800 Occidental Avenue South,,,
Anaheim,3/4/2019,Angels Vs Mariners,19:30,Angel Stadium of Anaheim,2000 East Gene Autry Way,,,
Anaheim,3/8/2019,Angels Vs Mariners,17:00,Angel Stadium of Anaheim,2000 East Gene Autry Way,,,
