airlines,departure_date,destination_airport,is_nonstop,number_of_tickets,origin_airport,outbound_arrival_time,outbound_departure_time,price,seating_class,inbound_arrival_time,inbound_departure_time,return_date
Delta Airlines,2019-03-03,New York,True,1,Washington,21:40,20:30,135,Premium Economy,,,
Southwest Airlines,2019-03-03,New York,True,1,Washington,22:00,20:50,120,Premium Economy,,,
United Airlines,2019-03-03,New York,True,1,Washington,17:45,16:35,152,Premium Economy,,,
Alaska Airlines,2019-03-01,Los Angeles,True,1,San Diego,00:49,23:55,64,Economy,,,
Southwest Airlines,2019-03-01,Los Angeles,True,1,San Diego,14:49,13:55,74,Economy,,,
United Airlines,2019-03-01,Los Angeles,True,1,San Diego,10:09,09:15,62,Economy,,,
American Airlines,2019-03-05,San Francisco,True,2,Las Vegas,09:55,08:20,105,Economy,,,
Delta Airlines,2019-03-05,San Francisco,True,2,Las Vegas,22:10,20:35,112,Economy,,,
Southwest Airlines,2019-03-05,San Francisco,True,2,Las Vegas,14:10,12:35,103,Economy,,,
United Airlines,2019-03-05,San Francisco,True,2,Las Vegas,06:20,04:45,108,Economy,,,
American Airlines,2019-03-07,Washington,False,1,Philadelphia,11:25,07:25,238,Premium Economy,,,
American Airlines,2019-03-01,Philadelphia,True,1,New York,15:56,15:05,49,Economy,,,
Southwest Airlines,2019-03-01,Philadelphia,True,1,New York,11:41,10:50,56,Economy,,,
United Airlines,2019-03-01,Philadelphia,True,1,New York,06:26,05:35,56,Economy,,,
United Airlines,2019-03-05,Portland,True,1,Seattle,21:53,20:55,117,Premium Economy,,,
American Airlines,2019-03-02,Washington,False,3,Philadelphia,23:33,17:45,236,Economy,,,
Delta Airlines,2019-03-02,Washington,False,3,Philadelphia,21:43,16:15,222,Economy,,,
Southwest Airlines,2019-03-02,Washington,False,3,Philadelphia,18:10,14:45,126,Economy,,,
United Airlines,2019-03-02,Washington,False,3,Philadelphia,18:48,13:55,249,Economy,,,
American Airlines,2019-03-08,Vancouver,False,2,Seattle,22:44,14:20,272,Economy,,,
Delta Airlines,2019-03-08,Vancouver,False,2,Seattle,17:32,08:10,265,Economy,,,
Southwest Airlines,2019-03-08,Vancouver,False,2,Seattle,17:32,12:45,258,Economy,,,
United Airlines,2019-03-08,Vancouver,False,2,Seattle,21:56,10:35,355,Economy,,,
American Airlines,2019-03-03,New York,True,4,Washington,22:35,21:25,231,Premium Economy,07:30,06:20,2019-03-08
Southwest Airlines,2019-03-03,New York,True,4,Washington,17:10,16:00,205,Premium Economy,14:20,13:10,2019-03-08
United Airlines,2019-03-03,New York,True,4,Washington,17:45,16:35,223,Premium Economy,05:50,04:40,2019-03-08
American Airlines,2019-03-01,New York,True,1,Philadelphia,14:11,13:20,97,Economy,12:11,11:20,2019-03-10
Delta Airlines,2019-03-01,New York,True,1,Philadelphia,15:51,15:00,101,Economy,13:11,12:20,2019-03-10
Southwest Airlines,2019-03-01,New York,True,1,Philadelphia,15:36,14:45,99,Economy,11:41,10:50,2019-03-10
United Airlines,2019-03-01,New York,True,1,Philadelphia,12:21,11:30,96,Economy,06:26,05:35,2019-03-10
American Airlines,2019-03-01,Philadelphia,True,1,New York,09:26,08:35,97,Economy,14:11,13:20,2019-03-07
Southwest Airlines,2019-03-01,Philadelphia,True,1,New York,11:41,10:50,94,Economy,15:36,14:45,2019-03-07
United Airlines,2019-03-01,Philadelphia,True,1,New York,06:26,05:35,93,Economy,12:21,11:30,2019-03-07
American Airlines,2019-03-04,New York,True,1,Washington,22:35,21:25,135,Economy,18:10,17:00,2019-03-11
Southwest Airlines,2019-03-04,New York,True,1,Washington,17:10,16:00,133,Economy,18:20,17:10,2019-03-11
United Airlines,2019-03-04,New York,True,1,Washington,17:45,16:35,133,Economy,23:05,21:55,2019-03-11
American Airlines,2019-03-05,Seattle,False,1,Vancouver,20:01,11:20,390,Economy,22:44,14:20,2019-03-12
Delta Airlines,2019-03-05,Seattle,False,1,Vancouver,12:16,06:35,379,Economy,10:47,04:10,2019-03-12
United Airlines,2019-03-05,Seattle,False,1,Vancouver,17:47,09:25,481,Economy,21:56,10:35,2019-03-12
American Airlines,2019-03-01,Philadelphia,True,1,New York,12:11,11:20,148,Premium Economy,14:11,13:20,2019-03-14
Southwest Airlines,2019-03-01,Philadelphia,True,1,New York,11:41,10:50,149,Premium Economy,15:36,14:45,2019-03-14
United Airlines,2019-03-01,Philadelphia,True,1,New York,06:26,05:35,147,Premium Economy,12:21,11:30,2019-03-14
United Airlines,2019-03-04,San Francisco,True,2,San Diego,21:15,19:35,165,Economy,10:00,08:20,2019-03-11
Southwest Airlines,2019-03-02,New York,True,4,Washington,17:10,16:00,122,Economy,18:20,17:10,2019-03-14
Alaska Airlines,2019-03-02,Los Angeles,True,1,San Francisco,13:50,12:25,152,Economy,13:20,11:55,2019-03-12
American Airlines,2019-03-02,Los Angeles,True,1,San Francisco,20:35,19:10,148,Economy,10:55,09:30,2019-03-12
Delta Airlines,2019-03-02,Los Angeles,True,1,San Francisco,11:10,09:45,162,Economy,22:30,21:05,2019-03-12
Southwest Airlines,2019-03-02,Los Angeles,True,1,San Francisco,15:50,14:25,144,Economy,09:00,07:35,2019-03-12
United Airlines,2019-03-02,Los Angeles,True,1,San Francisco,23:15,21:50,149,Economy,16:25,15:00,2019-03-12
American Airlines,2019-03-03,Philadelphia,False,1,Washington,00:41,19:10,344,Economy,23:33,17:45,2019-03-09
Delta Airlines,2019-03-03,Philadelphia,False,1,Washington,16:11,10:30,350,Economy,21:43,16:15,2019-03-09
United Airlines,2019-03-03,Philadelphia,False,1,Washington,16:11,11:45,330,Economy,18:48,13:55,2019-03-09
American Airlines,2019-03-01,New York,True,3,Philadelphia,14:11,13:20,97,Economy,12:11,11:20,2019-03-12
Delta Airlines,2019-03-01,New York,True,3,Philadelphia,15:51,15:00,101,Economy,13:11,12:20,2019-03-12
Southwest Airlines,2019-03-01,New York,True,3,Philadelphia,15:36,14:45,96,Economy,18:56,18:05,2019-03-12
United Airlines,2019-03-01,New York,True,3,Philadelphia,12:21,11:30,106,Economy,08:01,07:10,2019-03-12
Delta Airlines,2019-03-05,Vancouver,False,1,Seattle,10:47,04:10,354,Economy,13:01,06:35,2019-03-14
United Airlines,2019-03-05,Vancouver,False,1,Seattle,21:56,10:35,464,Economy,17:47,09:25,2019-03-14
Alaska Airlines,2019-03-09,Los Angeles,True,1,San Francisco,13:50,12:25,159,Economy,13:20,11:55,2019-03-11
American Airlines,2019-03-09,Los Angeles,True,1,San Francisco,05:25,04:00,153,Economy,08:05,06:40,2019-03-11
Delta Airlines,2019-03-09,Los Angeles,True,1,San Francisco,11:10,09:45,149,Economy,06:40,05:15,2019-03-11
Southwest Airlines,2019-03-09,Los Angeles,True,1,San Francisco,13:50,12:25,155,Economy,09:00,07:35,2019-03-11
United Airlines,2019-03-09,Los Angeles,True,1,San Francisco,23:15,21:50,151,Economy,16:25,15:00,2019-03-11
American Airlines,2019-03-09,Los Angeles,True,1,San Francisco,20:35,19:10,254,Premium Economy,10:55,09:30,2019-03-11
Southwest Airlines,2019-03-09,Los Angeles,True,1,San Francisco,15:50,14:25,243,Premium Economy,14:30,13:05,2019-03-11
American Airlines,2019-03-05,New York,True,1,Philadelphia,08:16,07:25,97,Economy,12:11,11:20,2019-03-14
American Airlines,2019-03-07,Philadelphia,True,3,New York,12:11,11:20,92,Economy,16:11,15:20,2019-03-12
Delta Airlines,2019-03-07,Philadelphia,True,3,New York,13:11,12:20,97,Economy,15:51,15:00,2019-03-12
Southwest Airlines,2019-03-07,Philadelphia,True,3,New York,11:41,10:50,93,Economy,15:36,14:45,2019-03-12
United Airlines,2019-03-07,Philadelphia,True,3,New York,06:26,05:35,94,Economy,10:36,09:45,2019-03-12
American Airlines,2019-03-10,Philadelphia,True,1,New York,12:11,11:20,97,Economy,14:11,13:20,2019-03-13
Delta Airlines,2019-03-10,Philadelphia,True,1,New York,13:11,12:20,96,Economy,09:31,08:40,2019-03-13
Southwest Airlines,2019-03-10,Philadelphia,True,1,New York,11:41,10:50,97,Economy,15:36,14:45,2019-03-13
United Airlines,2019-03-10,Philadelphia,True,1,New York,06:26,05:35,86,Economy,12:21,11:30,2019-03-13
Alaska Airlines,2019-03-05,Los Angeles,True,4,San Diego,13:59,13:05,108,Economy,10:59,10:05,2019-03-13
Alaska Airlines,2019-03-04,San Diego,True,2,Los Angeles,10:59,10:05,153,Premium Economy,13:59,13:05,2019-03-12
Delta Airlines,2019-03-03,Vancouver,False,1,Seattle,10:47,04:10,379,Economy,13:01,06:35,2019-03-14
Southwest Airlines,2019-03-04,San Francisco,True,2,Las Vegas,14:10,12:35,157,Economy,08:50,07:15,2019-03-10
United Airlines,2019-03-04,New York,True,1,Philadelphia,12:21,11:30,92,Economy,06:26,05:35,2019-03-11
Delta Airlines,2019-03-01,Philadelphia,False,3,Washington,16:11,10:30,336,Economy,21:43,16:15,2019-03-13
Delta Airlines,2019-03-07,San Francisco,False,2,San Diego,18:50,17:10,213,Economy,13:09,09:45,2019-03-14
American Airlines,2019-03-03,Vancouver,False,1,Portland,22:44,11:20,383,Economy,17:48,11:10,2019-03-11
Delta Airlines,2019-03-03,Vancouver,False,1,Portland,10:47,04:35,357,Economy,16:23,06:35,2019-03-11
American Airlines,2019-03-07,Philadelphia,False,1,Washington,00:41,19:10,286,Economy,11:25,07:25,2019-03-14
Delta Airlines,2019-03-07,Philadelphia,False,1,Washington,16:11,10:30,365,Economy,21:43,16:15,2019-03-14
Southwest Airlines,2019-03-07,Philadelphia,False,1,Washington,13:51,08:40,276,Economy,18:10,14:45,2019-03-14
United Airlines,2019-03-07,Philadelphia,False,1,Washington,16:11,11:45,294,Economy,14:20,11:30,2019-03-14
American Airlines,2019-03-05,New York,True,1,Washington,22:35,21:25,127,Economy,18:10,17:00,2019-03-13
Southwest Airlines,2019-03-05,New York,True,1,Washington,17:10,16:00,123,Economy,18:20,17:10,2019-03-13
United Airlines,2019-03-05,New York,True,1,Washington,17:45,16:35,137,Economy,11:25,10:15,2019-03-13
Alaska Airlines,2019-03-01,Los Angeles,True,4,San Francisco,13:50,12:25,138,Economy,13:20,11:55,2019-03-11
American Airlines,2019-03-01,Los Angeles,True,4,San Francisco,20:35,19:10,150,Economy,10:55,09:30,2019-03-11
Delta Airlines,2019-03-01,Los Angeles,True,4,San Francisco,11:10,09:45,151,Economy,06:40,05:15,2019-03-11
Southwest Airlines,2019-03-01,Los Angeles,True,4,San Francisco,15:50,14:25,150,Economy,09:00,07:35,2019-03-11
United Airlines,2019-03-01,Los Angeles,True,4,San Francisco,23:15,21:50,152,Economy,16:25,15:00,2019-03-11
Delta Airlines,2019-03-11,Vancouver,False,1,Seattle,10:47,04:10,534,Premium Economy,13:01,06:35,2019-03-14
American Airlines,2019-03-12,Vancouver,False,1,Seattle,22:44,14:20,383,Economy,20:01,11:20,2019-03-14
Delta Airlines,2019-03-12,Vancouver,False,1,Seattle,10:47,04:10,376,Economy,13:01,06:35,2019-03-14
United Airlines,2019-03-12,Vancouver,False,1,Seattle,21:56,10:35,471,Economy,17:47,09:25,2019-03-14
Delta Airlines,2019-03-04,Los Angeles,True,4,Las Vegas,20:55,19:45,140,Economy,17:45,16:35,2019-03-10
Southwest Airlines,2019-03-04,Los Angeles,True,4,Las Vegas,20:30,19:20,117,Economy,07:35,06:25,2019-03-10
United Airlines,2019-03-04,Los Angeles,True,4,Las Vegas,09:35,08:25,120,Economy,09:20,08:10,2019-03-10
American Airlines,2019-03-11,New York,True,1,Philadelphia,14:11,13:20,94,Economy,12:11,11:20,2019-03-14
Southwest Airlines,2019-03-11,New York,True,1,Philadelphia,15:36,14:45,105,Economy,11:41,10:50,2019-03-14
United Airlines,2019-03-11,New York,True,1,Philadelphia,12:21,11:30,97,Economy,06:26,05:35,2019-03-14
American Airlines,2019-03-02,New York,True,2,Philadelphia,14:11,13:20,106,Economy,12:11,11:20,2019-03-04
Delta Airlines,2019-03-02,New York,True,2,Philadelphia,15:51,15:00,69,Economy,13:11,12:20,2019-03-04
Southwest Airlines,2019-03-02,New York,True,2,Philadelphia,15:36,14:45,92,Economy,11:41,10:50,2019-03-04
United Airlines,2019-03-02,New York,True,2,Philadelphia,12:21,11:30,99,Economy,06:26,05:35,2019-03-04
United Airlines,2019-03-04,New York,True,4,Washington,17:45,16:35,127,Economy,11:25,10:15,2019-03-06
American Airlines,2019-03-02,San Francisco,False,4,Los Angeles,23:45,20:45,202,Economy,05:25,04:00,2019-03-13
American Airlines,2019-03-03,Seattle,False,4,Vancouver,20:01,11:20,395,Economy,22:44,14:20,2019-03-12
Delta Airlines,2019-03-03,Seattle,False,4,Vancouver,13:01,06:35,361,Economy,10:47,04:10,2019-03-12
United Airlines,2019-03-03,Seattle,False,4,Vancouver,19:57,09:25,465,Economy,21:56,10:35,2019-03-12
American Airlines,2019-03-03,Philadelphia,False,1,Washington,00:41,19:10,280,Economy,11:25,07:25,2019-03-13
Delta Airlines,2019-03-03,Philadelphia,False,1,Washington,16:11,10:30,343,Economy,21:43,16:15,2019-03-13
Southwest Airlines,2019-03-03,Philadelphia,False,1,Washington,13:51,08:40,299,Economy,18:10,14:45,2019-03-13
United Airlines,2019-03-03,Philadelphia,False,1,Washington,16:11,11:45,334,Economy,18:48,13:55,2019-03-13
American Airlines,2019-03-08,Philadelphia,True,1,New York,14:26,13:35,95,Economy,14:11,13:20,2019-03-14
Southwest Airlines,2019-03-08,Philadelphia,True,1,New York,11:41,10:50,84,Economy,15:36,14:45,2019-03-14
United Airlines,2019-03-08,Philadelphia,True,1,New York,06:26,05:35,86,Economy,12:21,11:30,2019-03-14
American Airlines,2019-03-05,New York,True,2,Philadelphia,08:16,07:25,97,Economy,12:11,11:20,2019-03-14
Southwest Airlines,2019-03-05,New York,True,2,Philadelphia,15:36,14:45,100,Economy,11:41,10:50,2019-03-14
United Airlines,2019-03-05,New York,True,2,Philadelphia,10:36,09:45,97,Economy,06:26,05:35,2019-03-14
United Airlines,2019-03-02,New York,True,4,Washington,17:45,16:35,133,Economy,11:25,10:15,2019-03-07
American Airlines,2019-03-05,New York,True,1,Philadelphia,08:16,07:25,100,Economy,12:11,11:20,2019-03-13
Delta Airlines,2019-03-05,New York,True,1,Philadelphia,15:51,15:00,97,Economy,13:11,12:20,2019-03-13
Southwest Airlines,2019-03-05,New York,True,1,Philadelphia,15:36,14:45,93,Economy,11:41,10:50,2019-03-13
United Airlines,2019-03-05,New York,True,1,Philadelphia,10:36,09:45,100,Economy,14:16,13:25,2019-03-13
American Airlines,2019-03-04,New York,True,1,Washington,22:35,21:25,112,Economy,07:30,06:20,2019-03-10
Southwest Airlines,2019-03-04,New York,True,1,Washington,17:10,16:00,130,Economy,18:20,17:10,2019-03-10
United Airlines,2019-03-04,New York,True,1,Washington,17:45,16:35,126,Economy,11:25,10:15,2019-03-10
Delta Airlines,2019-03-02,New York,True,1,Philadelphia,15:51,15:00,83,Economy,13:11,12:20,2019-03-12
American Airlines,2019-03-06,New York,True,1,Washington,22:35,21:25,137,Economy,18:10,17:00,2019-03-14
United Airlines,2019-03-06,New York,True,1,Washington,13:55,12:45,131,Economy,11:25,10:15,2019-03-14
Southwest Airlines,2019-03-04,New York,True,1,Washington,17:10,16:00,218,Premium Economy,14:20,13:10,2019-03-14
United Airlines,2019-03-04,New York,True,1,Washington,13:55,12:45,220,Premium Economy,11:25,10:15,2019-03-14
American Airlines,2019-03-01,New York,True,1,Philadelphia,14:11,13:20,162,Premium Economy,14:26,13:35,2019-03-10
Delta Airlines,2019-03-01,New York,True,1,Philadelphia,15:51,15:00,150,Premium Economy,13:11,12:20,2019-03-10
Southwest Airlines,2019-03-01,New York,True,1,Philadelphia,15:36,14:45,151,Premium Economy,18:56,18:05,2019-03-10
United Airlines,2019-03-01,New York,True,1,Philadelphia,12:21,11:30,163,Premium Economy,06:26,05:35,2019-03-10
Delta Airlines,2019-03-08,Philadelphia,False,1,Washington,16:11,10:30,359,Economy,21:43,16:15,2019-03-12
Southwest Airlines,2019-03-08,Philadelphia,False,1,Washington,14:36,10:05,285,Economy,18:10,14:45,2019-03-12
United Airlines,2019-03-08,Philadelphia,False,1,Washington,16:11,11:45,366,Economy,18:48,13:55,2019-03-12
United Airlines,2019-03-03,New York,True,4,Washington,17:45,16:35,131,Economy,11:25,10:15,2019-03-14
United Airlines,2019-03-03,New York,True,2,Philadelphia,12:21,11:30,99,Economy,06:26,05:35,2019-03-06
American Airlines,2019-03-06,Vancouver,False,2,Portland,22:44,11:20,383,Economy,17:48,11:10,2019-03-11
Delta Airlines,2019-03-06,Vancouver,False,2,Portland,10:47,04:35,373,Economy,16:23,06:35,2019-03-11
Delta Airlines,2019-03-03,Portland,False,3,Vancouver,16:23,06:35,315,Economy,10:47,04:35,2019-03-09
American Airlines,2019-03-01,Philadelphia,False,1,Washington,00:41,19:10,281,Economy,11:25,07:25,2019-03-13
Delta Airlines,2019-03-01,Philadelphia,False,1,Washington,16:11,10:30,336,Economy,21:43,16:15,2019-03-13
Southwest Airlines,2019-03-01,Philadelphia,False,1,Washington,14:36,10:05,291,Economy,18:10,14:45,2019-03-13
United Airlines,2019-03-01,Philadelphia,False,1,Washington,16:11,11:45,321,Economy,18:48,13:55,2019-03-13
Alaska Airlines,2019-03-02,Los Angeles,True,1,San Diego,13:59,13:05,101,Economy,10:59,10:05,2019-03-11
Southwest Airlines,2019-03-02,Los Angeles,True,1,San Diego,13:14,12:20,95,Economy,16:44,15:50,2019-03-11
American Airlines,2019-03-03,Las Vegas,False,1,Los Angeles,22:54,20:45,160,Economy,11:35,10:25,2019-03-10
Delta Airlines,2019-03-03,Las Vegas,True,1,Los Angeles,17:45,16:35,118,Economy,21:10,20:00,2019-03-10
Southwest Airlines,2019-03-03,Las Vegas,True,1,Los Angeles,07:35,06:25,118,Economy,20:30,19:20,2019-03-10
United Airlines,2019-03-03,Las Vegas,True,1,Los Angeles,09:20,08:10,144,Economy,09:35,08:25,2019-03-10
Delta Airlines,2019-03-01,Seattle,True,4,Portland,13:18,12:20,112,Economy,18:33,17:35,2019-03-07
United Airlines,2019-03-01,Seattle,True,4,Portland,05:38,04:40,121,Economy,17:33,16:35,2019-03-07
Southwest Airlines,2019-03-01,Seattle,True,4,Portland,15:08,14:10,187,Premium Economy,06:13,05:15,2019-03-07
American Airlines,2019-03-07,New York,True,1,Philadelphia,14:11,13:20,91,Economy,12:11,11:20,2019-03-13
Delta Airlines,2019-03-07,New York,True,1,Philadelphia,09:31,08:40,94,Economy,13:11,12:20,2019-03-13
Southwest Airlines,2019-03-07,New York,True,1,Philadelphia,15:36,14:45,97,Economy,11:41,10:50,2019-03-13
United Airlines,2019-03-07,New York,True,1,Philadelphia,12:21,11:30,98,Economy,14:16,13:25,2019-03-13
Alaska Airlines,2019-03-03,San Francisco,True,1,Los Angeles,01:05,23:40,140,Economy,22:05,20:40,2019-03-13
American Airlines,2019-03-03,San Francisco,True,1,Los Angeles,08:05,06:40,155,Economy,05:25,04:00,2019-03-13
Delta Airlines,2019-03-03,San Francisco,True,1,Los Angeles,22:30,21:05,160,Economy,11:10,09:45,2019-03-13
Southwest Airlines,2019-03-03,San Francisco,True,1,Los Angeles,23:25,22:00,159,Economy,15:50,14:25,2019-03-13
United Airlines,2019-03-03,San Francisco,True,1,Los Angeles,10:50,09:25,151,Economy,01:00,23:35,2019-03-13
American Airlines,2019-03-03,New York,True,1,Philadelphia,14:11,13:20,100,Economy,12:11,11:20,2019-03-13
Delta Airlines,2019-03-03,New York,True,1,Philadelphia,15:51,15:00,89,Economy,13:11,12:20,2019-03-13
Southwest Airlines,2019-03-03,New York,True,1,Philadelphia,15:36,14:45,92,Economy,11:41,10:50,2019-03-13
United Airlines,2019-03-03,New York,True,1,Philadelphia,12:21,11:30,99,Economy,14:16,13:25,2019-03-13
American Airlines,2019-03-03,New York,True,2,Philadelphia,14:11,13:20,100,Economy,12:11,11:20,2019-03-13
Delta Airlines,2019-03-03,New York,True,2,Philadelphia,15:51,15:00,89,Economy,13:11,12:20,2019-03-13
Southwest Airlines,2019-03-03,New York,True,2,Philadelphia,15:36,14:45,92,Economy,11:41,10:50,2019-03-13
United Airlines,2019-03-03,New York,True,2,Philadelphia,12:21,11:30,99,Economy,14:16,13:25,2019-03-13
Delta Airlines,2019-03-03,Philadelphia,True,3,New York,13:11,12:20,90,Economy,15:51,15:00,2019-03-12
American Airlines,2019-03-02,Philadelphia,True,1,New York,12:11,11:20,89,Economy,14:11,13:20,2019-03-09
Delta Airlines,2019-03-02,Philadelphia,True,1,New York,13:11,12:20,83,Economy,15:51,15:00,2019-03-09
United Airlines,2019-03-02,Philadelphia,True,1,New York,06:26,05:35,96,Economy,12:21,11:30,2019-03-09
Alaska Airlines,2019-03-05,Los Angeles,True,4,San Diego,13:59,13:05,115,Economy,10:59,10:05,2019-03-14
Southwest Airlines,2019-03-05,Los Angeles,True,4,San Diego,13:14,12:20,100,Economy,16:44,15:50,2019-03-14
American Airlines,2019-03-07,Philadelphia,True,1,New York,12:11,11:20,95,Economy,14:11,13:20,2019-03-14
Delta Airlines,2019-03-07,Philadelphia,True,1,New York,13:11,12:20,101,Economy,15:51,15:00,2019-03-14
Southwest Airlines,2019-03-07,Philadelphia,True,1,New York,11:41,10:50,90,Economy,15:36,14:45,2019-03-14
United Airlines,2019-03-07,Philadelphia,True,1,New York,06:26,05:35,90,Economy,12:21,11:30,2019-03-14
American Airlines,2019-03-11,New York,True,2,Washington,22:35,21:25,136,Economy,18:10,17:00,2019-03-14
Southwest Airlines,2019-03-11,New York,True,2,Washington,17:10,16:00,123,Economy,18:20,17:10,2019-03-14
United Airlines,2019-03-11,New York,True,2,Washington,17:45,16:35,134,Economy,11:25,10:15,2019-03-14
American Airlines,2019-03-01,New York,True,2,Washington,22:35,21:25,122,Economy,07:30,06:20,2019-03-10
Southwest Airlines,2019-03-01,New York,True,2,Washington,17:10,16:00,126,Economy,18:20,17:10,2019-03-10
United Airlines,2019-03-01,New York,True,2,Washington,17:45,16:35,125,Economy,11:25,10:15,2019-03-10
American Airlines,2019-03-05,New York,True,2,Washington,22:35,21:25,121,Economy,07:30,06:20,2019-03-10
Southwest Airlines,2019-03-05,New York,True,2,Washington,17:10,16:00,124,Economy,18:20,17:10,2019-03-10
United Airlines,2019-03-05,New York,True,2,Washington,17:45,16:35,130,Economy,11:25,10:15,2019-03-10
Southwest Airlines,2019-03-06,Philadelphia,True,3,New York,11:41,10:50,98,Economy,15:36,14:45,2019-03-11
American Airlines,2019-03-06,Los Angeles,True,1,San Francisco,20:35,19:10,147,Economy,10:55,09:30,2019-03-10
Delta Airlines,2019-03-06,Los Angeles,True,1,San Francisco,11:10,09:45,136,Economy,22:30,21:05,2019-03-10
Southwest Airlines,2019-03-06,Los Angeles,True,1,San Francisco,15:50,14:25,156,Economy,09:00,07:35,2019-03-10
United Airlines,2019-03-06,Los Angeles,True,1,San Francisco,23:15,21:50,138,Economy,16:25,15:00,2019-03-10
American Airlines,2019-03-02,New York,True,2,Philadelphia,14:11,13:20,103,Economy,12:11,11:20,2019-03-09
Delta Airlines,2019-03-08,Seattle,True,1,Portland,13:18,12:20,113,Economy,18:33,17:35,2019-03-13
Southwest Airlines,2019-03-08,Seattle,True,1,Portland,15:08,14:10,110,Economy,06:13,05:15,2019-03-13
United Airlines,2019-03-08,Seattle,True,1,Portland,05:38,04:40,111,Economy,06:23,05:25,2019-03-13
Delta Airlines,2019-03-08,Seattle,True,3,Portland,13:18,12:20,113,Economy,18:33,17:35,2019-03-13
Southwest Airlines,2019-03-08,Seattle,True,3,Portland,15:08,14:10,110,Economy,06:13,05:15,2019-03-13
United Airlines,2019-03-08,Seattle,True,3,Portland,05:38,04:40,111,Economy,06:23,05:25,2019-03-13
American Airlines,2019-03-02,Los Angeles,True,4,San Francisco,20:35,19:10,165,Economy,10:55,09:30,2019-03-11
American Airlines,2019-03-01,New York,True,4,Philadelphia,14:11,13:20,103,Economy,12:11,11:20,2019-03-03
Alaska Airlines,2019-03-02,Los Angeles,True,1,San Francisco,13:50,12:25,151,Economy,13:20,11:55,2019-03-05
American Airlines,2019-03-02,Los Angeles,True,1,San Francisco,20:35,19:10,156,Economy,10:55,09:30,2019-03-05
Delta Airlines,2019-03-02,Los Angeles,True,1,San Francisco,11:10,09:45,148,Economy,22:30,21:05,2019-03-05
Southwest Airlines,2019-03-02,Los Angeles,True,1,San Francisco,15:50,14:25,142,Economy,09:00,07:35,2019-03-05
United Airlines,2019-03-02,Los Angeles,True,1,San Francisco,23:15,21:50,135,Economy,16:25,15:00,2019-03-05
American Airlines,2019-03-01,New York,True,1,Philadelphia,14:11,13:20,95,Economy,12:11,11:20,2019-03-14
Delta Airlines,2019-03-01,New York,True,1,Philadelphia,15:51,15:00,153,Premium Economy,13:11,12:20,2019-03-14
Southwest Airlines,2019-03-01,New York,True,1,Philadelphia,15:36,14:45,105,Economy,11:41,10:50,2019-03-14
United Airlines,2019-03-01,New York,True,1,Philadelphia,12:21,11:30,98,Economy,06:26,05:35,2019-03-14
United Airlines,2019-03-01,Portland,True,4,Seattle,00:38,23:40,104,Economy,05:38,04:40,2019-03-14
American Airlines,2019-03-07,New York,True,2,Philadelphia,14:11,13:20,95,Economy,12:11,11:20,2019-03-11
Southwest Airlines,2019-03-07,New York,True,2,Philadelphia,15:36,14:45,97,Economy,11:41,10:50,2019-03-11
United Airlines,2019-03-07,New York,True,2,Philadelphia,12:21,11:30,97,Economy,06:26,05:35,2019-03-11
Alaska Airlines,2019-03-09,Los Angeles,True,3,San Diego,13:59,13:05,108,Economy,10:59,10:05,2019-03-14
Southwest Airlines,2019-03-09,Los Angeles,True,3,San Diego,13:14,12:20,101,Economy,16:44,15:50,2019-03-14
Alaska Airlines,2019-03-05,San Francisco,True,1,Los Angeles,01:05,23:40,139,Economy,20:00,18:35,2019-03-10
American Airlines,2019-03-05,San Francisco,True,1,Los Angeles,10:55,09:30,155,Economy,20:35,19:10,2019-03-10
Delta Airlines,2019-03-05,San Francisco,True,1,Los Angeles,22:30,21:05,138,Economy,11:10,09:45,2019-03-10
Southwest Airlines,2019-03-05,San Francisco,True,1,Los Angeles,09:00,07:35,143,Economy,15:50,14:25,2019-03-10
United Airlines,2019-03-05,San Francisco,True,1,Los Angeles,16:25,15:00,144,Economy,23:15,21:50,2019-03-10
Alaska Airlines,2019-03-05,San Francisco,True,3,Los Angeles,01:05,23:40,139,Economy,20:00,18:35,2019-03-10
American Airlines,2019-03-05,San Francisco,True,3,Los Angeles,10:55,09:30,155,Economy,20:35,19:10,2019-03-10
Delta Airlines,2019-03-05,San Francisco,True,3,Los Angeles,22:30,21:05,138,Economy,11:10,09:45,2019-03-10
Southwest Airlines,2019-03-05,San Francisco,True,3,Los Angeles,09:00,07:35,143,Economy,15:50,14:25,2019-03-10
American Airlines,2019-03-03,New York,True,4,Philadelphia,14:11,13:20,97,Economy,12:11,11:20,2019-03-14
Southwest Airlines,2019-03-03,New York,True,4,Philadelphia,15:36,14:45,99,Economy,11:41,10:50,2019-03-14
United Airlines,2019-03-03,New York,True,4,Philadelphia,12:21,11:30,97,Economy,06:26,05:35,2019-03-14
American Airlines,2019-03-04,Chicago,False,1,New York,15:06,11:20,180,Economy,,,
Delta Airlines,2019-03-04,Chicago,True,1,New York,10:14,08:55,133,Economy,,,
Southwest Airlines,2019-03-04,Chicago,True,1,New York,13:04,11:45,125,Economy,,,
United Airlines,2019-03-04,Chicago,True,1,New York,14:34,13:15,153,Economy,,,
Alaska Airlines,2019-03-12,San Francisco,False,1,San Diego,00:50,21:10,171,Economy,,,
Delta Airlines,2019-03-12,San Francisco,True,1,San Diego,18:50,17:10,101,Economy,,,
