city,cuisine,has_live_music,phone_number,price_range,restaurant_name,serves_alcohol,street_address,date,party_size,time
Castro Valley,Seafood,FALSE,510-537-1454,moderate,Dino's Restaurant,FALSE,20390 Lake Chabot Road,,,
Castro Valley,Seafood,FALSE,510-537-3063,moderate,Paradise Grill & Bbq,TRUE,17007 Redwood Road,,,
Castro Valley,Seafood,FALSE,510-889-1188,moderate,Silver Spoon Gourmet Cuisine,FALSE,3563 Castro Valley Boulevard,,,
Sonoma,Mexican,FALSE,707-996-3406,moderate,La Casa,FALSE,121 East Spain Street,,,
San Rafael,American,TRUE,415-456-2425,moderate,San Rafael Joe's,FALSE,931 4th Street,,,
San Rafael,American,FALSE,415-721-0600,moderate,Vin Antico,TRUE,881 4th Street,,,
Dublin,Italian,FALSE,925-361-0862,moderate,Berevino Cucina & Wine Bar,FALSE,4590 Dublin Boulevard,,,
Dublin,Italian,FALSE,925-803-9772,moderate,Tomatina,TRUE,4590 Dublin Boulevard,,,
Petaluma,American,FALSE,707-981-8228,moderate,Bistro 100,TRUE,140 2nd Street #100,,,
Petaluma,American,FALSE,707-778-9900,expensive,Central Market,FALSE,42 Petaluma Boulevard North,,,
Petaluma,American,FALSE,707-763-8538,inexpensive,Mr Mom's Cafe,FALSE,931 Petaluma Boulevard South,,,
Petaluma,American,FALSE,707-795-0127,moderate,Stormy's Spirits & Supper,TRUE,6650 Bloomfield Road,,,
Petaluma,American,TRUE,707-774-6689,expensive,The Drawing Board,TRUE,190 Kentucky Street,,,
Petaluma,Bistro,FALSE,707-658-1156,moderate,Wild Goat Bistro,FALSE,6 Petaluma Boulevard North,,,
Milpitas,Coffeehouse,FALSE,408-719-8200,moderate,Honey Thai Restaurant,FALSE,57 North Milpitas Boulevard,,,
San Francisco,Fusion,TRUE,415-826-9561,moderate,El Valenciano,TRUE,1153 Valencia Street,,,
Petaluma,Chinese,FALSE,707-763-3083,moderate,City Chopsticks,FALSE,127 North McDowell Boulevard,,,
Petaluma,Chinese,FALSE,707-782-1170,moderate,Lily Kai Chinese Cuisine,FALSE,3100 Lakeville Highway H,,,
Oakland,California,FALSE,510-652-3676,moderate,Dopo,FALSE,4293 Piedmont Avenue,,,
Oakland,California,FALSE,510-290-0331,inexpensive,Mockingbird,FALSE,416 13th Street,,,
Oakland,California,FALSE,510-808-7519,moderate,Sideshow Kitchen,TRUE,942 Stanford Avenue,,,
Oakland,Chinese,FALSE,510-839-9697,moderate,Fortune Restaurant,TRUE,940 Webster Street,,,
Oakland,Chinese,FALSE,510-482-3988,moderate,Happy Garden,FALSE,4112 MacArthur Boulevard,,,
Oakland,Chinese,FALSE,510-658-9799,moderate,Little Shin Shin,FALSE,4258 Piedmont Avenue,,,
Oakland,Chinese,FALSE,510-530-3232,moderate,Ly-luck Restaurant,FALSE,3537 Fruitvale Avenue,,,
Oakland,Chinese,FALSE,510-823-2082,moderate,Qi Dumpling House,FALSE,3300 Grand Avenue,,,
Cupertino,Italian,FALSE,408-255-2686,expensive,Enzo's Italian Restaurant,TRUE,21275 Stevens Creek Boulevard #510,,,
Dublin,Seafood,FALSE,925-999-8053,moderate,Pacific Catch,TRUE,5251 Martinelli Way,,,
Santa Clara,Seafood,FALSE,408-246-3474,moderate,The Fish Market,TRUE,3775 El Camino Real,,,
Larkspur,Japanese,FALSE,415-924-8848,moderate,Fukusuke Restaurant,FALSE,578 Magnolia Avenue,,,
San Mateo,American,FALSE,650-522-7526,expensive,Poplar Creek Grill,TRUE,1700 Coyote Point Drive,,,
Berkeley,Tapas,FALSE,510-559-9006,moderate,Fonda,TRUE,1501 Solano Avenue,,,
Berkeley,Tapas,FALSE,510-647-9525,moderate,La Marcha Tapas Bar,FALSE,2026 San Pablo Avenue,,,
Pleasant Hill,Italian,FALSE,925-944-1532,moderate,Dallimonti's Italian Restaurant,TRUE,1932 Oak Park Boulevard,,,
Pleasant Hill,Italian,TRUE,925-448-9888,moderate,Wisegirl Ristorante Italiano & Cocktails,FALSE,1932 Oak Park Boulevard,,,
Pleasant Hill,Italian,TRUE,925-933-9091,moderate,Zio Fraedo's,FALSE,611 Gregory Lane,,,
Los Gatos,Asian,FALSE,408-395-6650,moderate,Kamakura Japanese Restaurant,FALSE,135 North Santa Cruz Avenue,,,
San Mateo,Cuban,FALSE,650-347-2900,moderate,Cha Cha Cha Cuba,TRUE,112 South B Street,,,
Livermore,Brunch,FALSE,925-443-6638,moderate,Simply Fondue,TRUE,2300 First Street #110,,,
Mill Valley,Italian,FALSE,415-388-0224,moderate,La Ginestra,FALSE,127 Throckmorton Avenue,,,
Mill Valley,Italian,FALSE,415-388-2126,moderate,Piazza D'angelo,TRUE,22 Miller Avenue,,,
Mill Valley,Italian,FALSE,415-383-0600,moderate,Pizza Antica,FALSE,800 Redwood Highway #705,,,
Milpitas,Korean,FALSE,408-263-6705,moderate,Cj House Korean Bbq,TRUE,260 South Abel Street,,,
Milpitas,Korean,FALSE,408-262-3434,inexpensive,Jang Su Jang,TRUE,269 West Calaveras Boulevard,,,
Milpitas,Korean,FALSE,408-946-2222,moderate,Korea Garden,FALSE,1535 Landess Avenue #143,,,
San Francisco,Chinese,FALSE,415-474-6888,moderate,Dragon Well,FALSE,2142 Chestnut Street,,,
San Francisco,Chinese,FALSE,415-777-8568,moderate,Fang,TRUE,660 Howard Street,,,
San Francisco,Chinese,FALSE,415-986-2500,moderate,Great Eastern Restaurant,FALSE,649 Jackson Street,,,
San Francisco,Chinese,FALSE,415-876-6898,moderate,Hakka Restaurant,FALSE,4401 Cabrillo Street,,,
San Francisco,Chinese,FALSE,415-221-9888,moderate,House Of Banquet,FALSE,939 Clement Street,,,
San Francisco,Chinese,FALSE,415-468-9333,moderate,Imperial Garden Seafood Restaurant,FALSE,2626 San Bruno Avenue,,,
San Rafael,Mexican,FALSE,415-456-8190,moderate,Celia's Mexican Restaurant,FALSE,1 Vivian Street,,,
San Rafael,Mexican,FALSE,415-521-5691,moderate,Green Chile Kitchen,TRUE,1335 4th Street,,,
San Rafael,Mexican,FALSE,415-456-4070,inexpensive,Los Palillos Restaurant,FALSE,3060 Kerner Boulevard,,,
Santa Rosa,Italian,FALSE,707-544-3444,moderate,Union Hotel Restaurants,FALSE,1007 West College Avenue d,,,
San Francisco,Gastropub,FALSE,415-543-6084,very expensive,Boulevard,TRUE,1 Mission Street,,,
San Francisco,Gastropub,FALSE,415-655-9413,expensive,Sessions At The Presidio,TRUE,1 Letterman Drive,,,
Menlo Park,Bistro,FALSE,650-462-1686,moderate,Bistro Vida,FALSE,641 Santa Cruz Avenue,,,
Menlo Park,Bistro,FALSE,650-330-2790,moderate,Duck Club,TRUE,100 El Camino Real,,,
Redwood City,Japanese,FALSE,650-369-4350,moderate,Sakura 2 Teppanyaki And Sushi,FALSE,373 Main Street,,,
Redwood City,Japanese,FALSE,650-298-9011,moderate,Yokohama,FALSE,2050 Broadway,,,
St. Helena,American,FALSE,707-968-9200,expensive,Archetype,FALSE,1429 Main Street,,,
St. Helena,American,FALSE,877-627-2645,expensive,Farmstead At Long Meadow Ranch,TRUE,738 Main Street,,,
St. Helena,American,FALSE,707-967-8779,expensive,Goose And Gander,FALSE,1245 Spring Street,,,
St. Helena,American,FALSE,707-967-4695,expensive,Harvest Table,TRUE,1 Main Street,,,
St. Helena,American,FALSE,707-963-3799,moderate,Market,FALSE,1347 Main Street,,,
St. Helena,American,FALSE,707-963-8931,very expensive,Terra,FALSE,1345 Railroad Avenue,,,
Novato,Indian,FALSE,415-895-5757,moderate,Batika India Bistro,TRUE,868 Grant Avenue,,,
Novato,Indian,FALSE,650-965-5949,moderate,Little Goan Indian Cafe,FALSE,2007 Novato Boulevard,,,
Benicia,Vegetarian,FALSE,707-747-1868,moderate,Mai Thai Cuisine,FALSE,807 1st Street,,,
Cupertino,Sandwich,TRUE,408-255-7576,inexpensive,Mcdonald's,FALSE,10990 North Stelling Road,,,
Newark,Asian,FALSE,510-608-4762,moderate,Mumbai Chowk,FALSE,35144 Newark Boulevard,,,
San Francisco,Seafood,FALSE,415-673-1459,moderate,Killer Shrimp San Francisco,TRUE,1516 Broadway,,,
San Francisco,Seafood,FALSE,415-285-4926,inexpensive,Little Kite,TRUE,3515 20th Street A,,,
San Francisco,Seafood,FALSE,415-655-9510,moderate,Nostra Spaghetteria,TRUE,280 Valencia Street,,,
San Francisco,Seafood,FALSE,415-661-5434,moderate,Olive Garden Italian Restaurant,TRUE,3251 20th Avenue #187,,,
San Francisco,Seafood,FALSE,415-504-6905,moderate,Pacific Catch,TRUE,1200 9th Avenue,,,
San Francisco,Seafood,TRUE,415-362-5125,moderate,Pier 23 Cafe Restaurant & Bar,TRUE,Pier 23 The Embarcadero,,,
San Francisco,Seafood,FALSE,415-986-6491,moderate,Plouf,TRUE,40 Belden Place,,,
San Francisco,Seafood,FALSE,415-255-8800,moderate,Skool,TRUE,1725 Alameda Street,,,
San Francisco,Seafood,FALSE,415-398-3181,moderate,Sotto Mare,TRUE,552 Green Street,,,
Rohnert Park,American,FALSE,707-585-7505,moderate,Daily Grill,TRUE,630 Park Court,,,
Rohnert Park,American,TRUE,707-584-1529,inexpensive,Mcdonald's,FALSE,6600 Commerce Boulevard,,,
San Francisco,California,FALSE,415-872-5512,very expensive,Lord Stanley,TRUE,2065 Polk Street,,,
San Francisco,California,FALSE,415-829-7565,very expensive,Nightbird,TRUE,330 Gough Street,,,
San Francisco,California,FALSE,415-408-7507,very expensive,Octavia,TRUE,1701 Octavia Street,,,
Berkeley,Mediterranean,FALSE,510-848-8877,moderate,Alborz Restaurant,TRUE,2142 Center Street,,,
Berkeley,Mediterranean,FALSE,510-540-7773,moderate,La Mediterranee,FALSE,2936 College Avenue,,,
Berkeley,Mediterranean,FALSE,510-981-8339,expensive,Pathos Organic Greek Kitchen,TRUE,2430 Shattuck Avenue,,,
San Francisco,Italian,FALSE,415-543-9720,moderate,Caputo,TRUE,100 Brannan Street,,,
San Francisco,Salad,FALSE,415-392-2275,moderate,Bask,TRUE,42 Columbus Avenue,,,
San Jose,Japanese,FALSE,408-931-6875,moderate,Bluefin,FALSE,754 The Alameda #10,,,
San Jose,Japanese,FALSE,408-249-6020,moderate,Dan Izakaya Restaurant,TRUE,1306 Saratoga Avenue,,,
San Jose,Japanese,FALSE,408-985-2968,moderate,Hokkaido Buffet,FALSE,3830 Stevens Creek Boulevard,,,
San Jose,Japanese,FALSE,408-453-8120,moderate,House Of Genji,FALSE,1335 North 1st Street,,,
San Jose,Japanese,FALSE,408-371-4702,moderate,Ishi Shima Sushi,FALSE,2041 Camden Avenue,,,
San Jose,Japanese,FALSE,408-288-9611,moderate,Kazoo Japanese Restaurant,TRUE,250 Jackson Street,,,
San Jose,Japanese,FALSE,408-985-1889,moderate,Kenji Sushi,FALSE,385 South Winchester Boulevard,,,
San Jose,Japanese,FALSE,408-279-8440,moderate,Kubota,FALSE,593 North 5th Street,,,
San Jose,Japanese,FALSE,408-224-0600,moderate,Miyakko Japanese Cuisine,FALSE,664 Blossom Hill Road,,,
Oakland,Greek,FALSE,510-899-4400,moderate,Ikaros Greek Restaurant,FALSE,3268 Grand Avenue,,,
Berkeley,American,FALSE,510-644-0444,moderate,Zut!,FALSE,1820 Fourth Street,,,
Berkeley,Asian,FALSE,510-883-1883,moderate,Da Lian Restaurant,FALSE,1674 Shattuck Avenue,,,
Berkeley,Asian,FALSE,510-843-7996,moderate,Great China Restaurant,FALSE,2190 Bancroft Way,,,
Berkeley,Asian,FALSE,510-526-4915,moderate,Himalayan Tandoori And Curry House,FALSE,1645 Solano Avenue,,,
Berkeley,Asian,FALSE,510-883-1688,moderate,Shen Hua,FALSE,2914 College Avenue,,,
Berkeley,Asian,FALSE,510-849-4983,moderate,Taste Of The Himalayas,FALSE,1700 Shattuck Avenue,,,
Berkeley,Asian,FALSE,510-525-8300,moderate,Vanessa's Bistro,FALSE,1715 Solano Avenue,,,
Oakland,Asian,FALSE,510-444-1771,inexpensive,Yang Chow Restaurant,FALSE,3211 Grand Avenue,,,
Berkeley,European,TRUE,510-843-2733,moderate,Hs Lordships Restaurant,TRUE,199 Seawall Drive,,,
San Francisco,Sushi,FALSE,415-614-1958,moderate,Atami Sushi Bar & Grill,TRUE,1662 Lombard Street,,,
San Francisco,Sushi,FALSE,415-776-5822,moderate,Juban Yakiniku House Japanese,TRUE,1581 Webster Street,,,
San Francisco,Sushi,FALSE,415-861-6438,moderate,Live Sushi Bar,FALSE,2001 17th Street,,,
San Francisco,Sushi,FALSE,415-781-6730,moderate,Mikaku Restaurant,FALSE,323 Grant Avenue,,,
San Francisco,Sushi,FALSE,415-548-2429,expensive,Robin,FALSE,620 Gough Street,,,
San Francisco,Sushi,FALSE,415-702-9979,moderate,Sqwers Japanese Restaurant,FALSE,3015 Geary Boulevard,,,
San Francisco,Sushi,FALSE,415-291-9268,moderate,Sushi Hunter,TRUE,1701 Powell Street,,,
San Francisco,Sushi,FALSE,415-788-8050,moderate,Sushi On North Beach,FALSE,745 Columbus Avenue,,,
San Francisco,Sushi,FALSE,415-921-2000,moderate,Takara,FALSE,22 Peace Plaza #505,,,
San Francisco,Sushi,FALSE,415-567-7664,moderate,Tsunami Panhandle,TRUE,1306 Fulton Street,,,
Berkeley,Fondue,FALSE,510-549-0850,moderate,Fondue Fred,FALSE,2556 Telegraph Avenue,,,
San Francisco,Tapas,FALSE,415-471-2977,expensive,Aatxe,FALSE,2174 Market Street,,,
San Francisco,Tapas,FALSE,415-654-5211,moderate,Barvale,TRUE,661 Divisadero Street,,,
San Francisco,Tapas,FALSE,415-801-5392,moderate,Beso Bistronomia,FALSE,4058 18th Street A,,,
San Francisco,Tapas,FALSE,415-896-2120,moderate,District San Francisco,TRUE,216 Townsend Street,,,
San Francisco,Tapas,FALSE,415-401-8959,moderate,Garcon,FALSE,1101 Valencia Street,,,
San Francisco,Tapas,FALSE,415-788-6686,expensive,Gitane Restaurant & Bar,TRUE,6 Claude Lane,,,
San Francisco,Tapas,FALSE,415-863-4777,moderate,L'emigrante,TRUE,2199 Mission Street,,,
San Francisco,Tapas,FALSE,415-431-4089,moderate,Picaro,FALSE,3120 16th Street,,,
San Francisco,Seafood,FALSE,415-399-8758,expensive,Rose Pistola,TRUE,532 Columbus Avenue,,,
San Francisco,Seafood,FALSE,415-777-0277,expensive,Roy's Restaurant,TRUE,575 Mission Street,,,
San Francisco,Seafood,FALSE,415-771-4383,expensive,Scoma's Restaurant,TRUE,1965 Al Scoma Way,,,
San Francisco,Coffeehouse,FALSE,415-781-0331,moderate,Acquolina,FALSE,1600 Stockton Street,,,
San Francisco,Coffeehouse,FALSE,415-989-2038,inexpensive,Broadway Dim Sum,FALSE,684 Broadway,,,
San Francisco,Coffeehouse,TRUE,415-392-3505,moderate,Cafe Claude,TRUE,7 Claude Lane,,,
San Francisco,Coffeehouse,FALSE,415-923-8488,inexpensive,Cafe New Honolulu,FALSE,888 Stockton Street,,,
San Francisco,Coffeehouse,FALSE,415-834-5684,moderate,Corridor,FALSE,100 Van Ness Avenue,,,
San Francisco,Coffeehouse,FALSE,415-929-9030,moderate,Curbside,FALSE,2417 California Street,,,
San Francisco,Coffeehouse,FALSE,415-658-7888,moderate,Kittea Cat Cafe,FALSE,96 Gough Street,,,
San Francisco,Coffeehouse,TRUE,415-821-2565,inexpensive,Mcdonald's,FALSE,345 Bayshore Boulevard,,,
San Francisco,Coffeehouse,FALSE,415-681-9925,inexpensive,Palio Caffe,FALSE,505 Montgomery Street,,,
San Francisco,Coffeehouse,FALSE,415-922-9022,expensive,Perry's On Union,TRUE,1944 Union Street,,,
Napa,Brunch,FALSE,707-257-1999,moderate,Fume,FALSE,4050 Byway East,,,
San Francisco,Greek,FALSE,415-829-8383,moderate,Novy Restaurant,FALSE,4000 24th Street,,,
San Francisco,Greek,FALSE,415-664-6739,moderate,Orexi Restaurant,FALSE,243 West Portal Avenue,,,
Oakland,Chinese,FALSE,510-601-9888,inexpensive,Becky's,FALSE,5620 College Avenue,,,
Oakland,Chinese,FALSE,510-832-7661,inexpensive,Gourmet Delight Restaurant,FALSE,701 Webster Street,,,
San Francisco,Gastropub,FALSE,415-814-2671,expensive,The Dorian,TRUE,2001 Chestnut Street,,,
San Francisco,Gastropub,FALSE,415-923-4400,expensive,Urban Tavern,TRUE,333 O'Farrell Street,,,
San Francisco,American,FALSE,415-431-5000,moderate,Catch,TRUE,2362 Market Street,,,
San Francisco,American,FALSE,415-556-4901,moderate,Citizen's Band,TRUE,1198 Folsom Street,,,
San Francisco,American,FALSE,415-291-6581,moderate,Eclipse Kitchen & Bar,TRUE,5 Embarcadero Center,,,
Santa Rosa,Steakhouse,FALSE,707-546-1446,moderate,Cattlemens,FALSE,2400 Midway Drive,,,
Napa,Gastropub,FALSE,707-257-7708,moderate,Hop Creek Pub,TRUE,3253 Browns Valley Road,,,
Sonoma,Italian,FALSE,707-935-0576,moderate,Della Santina's,TRUE,133 East Napa Street,,,
Sonoma,Italian,FALSE,707-938-9430,moderate,Meritage Martini Oyster Bar & Grille,TRUE,165 West Napa Street,,,
Sonoma,Italian,FALSE,707-938-2980,moderate,The Depot Hotel Restaurant Sonoma,TRUE,241 1st Street West,,,
Sonoma,Italian,FALSE,707-996-4466,moderate,The Plaza Bistro,TRUE,420 1st Street East,,,
Sonoma,Italian,FALSE,707-996-4103,moderate,The Red Grape,FALSE,529 1st Street West,,,
Campbell,Seafood,FALSE,408-374-5777,moderate,Capers Eat & Drink,FALSE,1710 West Campbell Avenue,,,
Campbell,Seafood,FALSE,408-879-9091,moderate,Pacific Catch,TRUE,1875 South Bascom Avenue #550,,,
Campbell,Seafood,FALSE,408-374-8366,moderate,Sushi Zono,FALSE,831 West Hamilton Avenue,,,
Healdsburg,Japanese,FALSE,707-433-2669,moderate,Sake 'o,FALSE,505 Healdsburg Avenue,,,
Antioch,Vegetarian,FALSE,925-777-9117,inexpensive,Go Vegan,FALSE,2940 Delta Fair Boulevard,,,
Sebastopol,Mexican,FALSE,707-829-7010,moderate,El Coronel Mexican Restaurant,FALSE,1015 Gravenstein Highway South,,,
Redwood City,Mexican,FALSE,650-368-6444,moderate,7 Mares,FALSE,2809 Middlefield Road,,,
Redwood City,Mexican,FALSE,650-364-7848,moderate,Frida's Colibri Restaurant & Bar,TRUE,820 Veterans Boulevard ste b,,,
Redwood City,Mexican,FALSE,650-701-0709,moderate,Margaritas,FALSE,2098 Broadway,,,
Redwood City,Mexican,FALSE,650-369-4730,moderate,Milagros Latin Kitchen,FALSE,1099 Middlefield Road,,,
Berkeley,Asian,FALSE,510-841-6118,inexpensive,Mehak Indian Cuisine,FALSE,2449 Sacramento Street,,,
Campbell,Thai,FALSE,408-626-9779,moderate,Thai Orchid,FALSE,866 East Campbell Avenue,,,
Campbell,Take-out,FALSE,408-559-0700,moderate,Patxi's Pizza,FALSE,1875 South Bascom Avenue #405,,,
Moraga,Take-out,FALSE,925-377-6453,moderate,Mountain Mike's Pizza,FALSE,504 Center Street,,,
Vallejo,Take-out,FALSE,707-554-3434,moderate,Giant New York Pizza,FALSE,2564 Springs Road ste B,,,
Vallejo,Take-out,FALSE,707-648-0431,moderate,Olive Garden Italian Restaurant,TRUE,1176 Admiral Callaghan Lane,,,
Larkspur,American,FALSE,415-448-5810,moderate,Belcampo Restaurant & Butcher Shop,FALSE,2405 Larkspur Landing Circle,,,
Larkspur,American,FALSE,415-891-8577,moderate,Farm House Local,FALSE,25 Ward Street,,,
Larkspur,American,FALSE,415-927-1877,expensive,Perry's On Magnolia,FALSE,234 Magnolia Avenue,,,
Larkspur,American,FALSE,415-924-0300,expensive,Picco Restaurant,FALSE,320 Magnolia Avenue,,,
Brentwood,Vegetarian,FALSE,925-513-3620,inexpensive,Chapala Mexican Restaurant,FALSE,3850 Balfour Road Q,,,
Livermore,Thai,FALSE,925-443-1101,moderate,Lanna Thai Restaurant,FALSE,2270 Las Positas Road,,,
Livermore,Thai,FALSE,925-606-6496,moderate,Lemongrass Thai Restaurant,FALSE,2216 First Street,,,
Moraga,Chinese,FALSE,925-376-1740,moderate,Chef Chao Restaurant,FALSE,343 Rheem Boulevard,,,
Moraga,Chinese,FALSE,925-376-1828,inexpensive,China Moon,FALSE,380 Park Street,,,
Fairfield,Chinese,FALSE,707-428-9736,moderate,Mandarin Restaurant And Lounge,FALSE,219 Texas Street C,,,
San Francisco,Beijing,FALSE,415-982-5608,moderate,Hang Ah Dim Sum Tea House,FALSE,1 Pagoda Place,,,
San Francisco,Beijing,FALSE,415-564-9588,moderate,Old Mandarin Islamic Restaurant,FALSE,3132 Vicente Street,,,
San Francisco,Beijing,FALSE,415-621-3020,inexpensive,Red Jade,FALSE,245 Church Street,,,
San Ramon,Breakfast,TRUE,925-404-0094,inexpensive,Taco Bell,TRUE,21001 San Ramon Valley Boulevard,,,
Brentwood,Seafood,FALSE,925-308-7108,moderate,Yushi,FALSE,2500 Sand Creek Road Suite A,,,
Vallejo,Seafood,FALSE,707-644-0167,moderate,Red Lobster,TRUE,1180 Admiral Callaghan Lane,,,
Tiburon,Brunch,FALSE,415-789-5844,moderate,Luna Blu,FALSE,35 Main Street,,,
San Ramon,Chinese,FALSE,925-415-3236,moderate,Inchin's Bamboo Garden,TRUE,17900 San Ramon Valley Boulevard,,,
San Leandro,Japanese,FALSE,510-352-3748,moderate,Tsuru Sushi Japanese Restaurant,FALSE,1427 East 14th Street,,,
Palo Alto,Asian,FALSE,650-251-9062,moderate,Hong Kong Restaurant,FALSE,3691 El Camino Real,,,
Palo Alto,Asian,FALSE,650-329-8129,inexpensive,Siam Royal Authentic Thai,FALSE,338 University Avenue,,,
Brentwood,Thai,FALSE,925-418-4970,inexpensive,Yum Squared,FALSE,6670 Lone Tree Way #5,,,
Livermore,Gastropub,FALSE,925-371-6588,moderate,First Street Alehouse,TRUE,2106 First Street,,,
Vacaville,Thai,FALSE,707-455-7150,moderate,Spice Thai Kitchen And Bar,FALSE,1679 East Monte Vista Avenue,,,
San Francisco,Brasserie,FALSE,415-872-7350,moderate,Belga,TRUE,2000 Union Street,,,
San Francisco,Brasserie,FALSE,415-955-0676,moderate,Volta Modern Brasserie,TRUE,868 Mission Street,,,
Brentwood,Japanese,FALSE,925-240-7808,moderate,Shirasoni,FALSE,6367 Lone Tree Way,,,
San Ramon,Salad,TRUE,925-820-4325,inexpensive,Mcdonald's,FALSE,2481 San Ramon Valley Boulevard,,,
Novato,Thai,FALSE,415-895-5080,moderate,My Thai Ii,FALSE,811 Grant Avenue,,,
Union City,Japanese,FALSE,510-489-1077,moderate,Maneki Sushi Union City,FALSE,31810 Alvarado Boulevard,,,
Emeryville,Japanese,FALSE,510-923-0311,moderate,Miyozen,FALSE,1147 40th Street,,,
San Francisco,Japanese,FALSE,415-658-7388,very expensive,Ijji Sushi,FALSE,252 Divisadero Street,,,
San Francisco,Japanese,FALSE,415-921-2222,very expensive,Kinjo,FALSE,2206 Polk Street,,,
San Francisco,Japanese,FALSE,415-865-0633,very expensive,Omakase,FALSE,665 Townsend Street,,,
San Francisco,Japanese,FALSE,415-828-1912,very expensive,Sasaki,FALSE,2400 Harrison Street,,,
San Bruno,Japanese,FALSE,650-583-0294,inexpensive,Mijouri Sushibune,FALSE,1230 El Camino Real B,,,
San Bruno,Japanese,FALSE,650-871-0177,inexpensive,Spiral Japanese Restaurant,FALSE,705 Camino Plaza,,,
San Ramon,Italian,FALSE,925-820-6969,moderate,Gianni's Italian Bistro,FALSE,2065 San Ramon Valley Boulevard,,,
Palo Alto,Italian,FALSE,650-473-9616,expensive,Italico Restaurant,FALSE,341 California Avenue,,,
Palo Alto,Italian,FALSE,650-328-5700,expensive,Osteria Toscana,FALSE,247 Hamilton Avenue,,,
Palo Alto,Italian,FALSE,650-646-3477,expensive,Vina Enoteca,TRUE,700 Welch Road,,,
Palo Alto,Italian,FALSE,650-329-0665,moderate,Buca Di Beppo Italian Restaurant,TRUE,643 Emerson Street,,,
Palo Alto,Italian,FALSE,650-326-1626,moderate,Cafe Pro Bono,FALSE,2437 Birch Street,,,
Palo Alto,Italian,FALSE,650-324-8033,moderate,La Strada Ristorante Italiano,FALSE,335 University Avenue,,,
Palo Alto,Italian,FALSE,650-327-9390,moderate,Spalti Ristorante,FALSE,417 California Avenue,,,
Albany,Vegetarian,FALSE,510-528-5000,moderate,Delhi Diner,FALSE,1373 Solano Avenue,,,
Emeryville,California,FALSE,510-652-6151,moderate,Townhouse Bar & Grill,TRUE,5862 Doyle Street,,,
Emeryville,Chinese,FALSE,510-655-3388,moderate,Hong Kong East Ocean Seafood Restaurant,TRUE,3199 Powell Street,,,
Antioch,Coffeehouse,TRUE,925-754-6114,inexpensive,Mcdonald's,FALSE,914 Main Street,,,
Danville,Italian,TRUE,925-820-2349,expensive,Incontro Ristorante,TRUE,455 Hartz Avenue,,,
Danville,Italian,FALSE,925-984-2101,moderate,Locanda Ravello,FALSE,172 East Prospect Avenue,,,
Danville,Italian,FALSE,925-838-2082,moderate,Piatti,FALSE,100 Sycamore Valley Road,,,
Danville,Italian,FALSE,925-831-2828,moderate,The Basil Leaf Cafe,FALSE,501 Hartz Avenue,,,
San Rafael,Italian,FALSE,415-472-7100,moderate,Gaspare's Pizzeria Ristorante,FALSE,200 Merrydale Road,,,
San Rafael,Italian,FALSE,415-485-0469,moderate,Il Davide,FALSE,901 A Street,,,
San Rafael,Italian,FALSE,415-492-9100,moderate,Ristorante La Toscana,FALSE,3751 Redwood Highway,,,
San Rafael,Italian,FALSE,415-479-3200,moderate,Tomatina,FALSE,5800 Northgate Drive #138,,,
Palo Alto,Breakfast,TRUE,650-494-7161,inexpensive,Mcdonald's,TRUE,3128 El Camino Real,,,
Palo Alto,Mediterranean,FALSE,650-853-9700,moderate,Anatolian Kitchen,FALSE,2323 Birch Street,,,
Palo Alto,Mediterranean,FALSE,650-326-0983,expensive,Evvia Estiatorio,FALSE,420 Emerson Street,,,
Palo Alto,Mediterranean,FALSE,650-321-4422,moderate,Restaurant Soleil,FALSE,675 El Camino Real,,,
San Francisco,Korean,FALSE,415-563-7664,moderate,Seoul Garden,TRUE,1655 Post Street,,,
San Francisco,Korean,FALSE,415-839-4070,moderate,Stone Korean Kitchen,TRUE,4 Embarcadero Center,,,
San Francisco,Korean,FALSE,415-447-0655,inexpensive,Zazang Korean Noodles,TRUE,2340 Geary Boulevard,,,
San Rafael,Barbecue,FALSE,415-457-7675,moderate,Best Lil' Porkhouse,TRUE,2042 4th Street,,,
Livermore,Italian,FALSE,925-249-9800,moderate,Campo Di Bocce Of Livermore,TRUE,175 Vineyard Avenue,,,
Livermore,Italian,FALSE,925-371-4499,moderate,Melo's Pizza & Pasta Livermore,TRUE,4433 First Street,,,
Livermore,Italian,FALSE,925-456-3333,moderate,Terra Mia,TRUE,4040 East Avenue,,,
Brentwood,American,FALSE,925-516-5533,moderate,Black Angus Steakhouse,TRUE,2355 Sand Creek Road,,,
Brentwood,American,TRUE,925-516-4131,moderate,Shutters Brasserie,FALSE,2013 Elkins Way,,,
Brentwood,American,FALSE,925-240-2828,expensive,Vic Stewart's,FALSE,2270 Balfour Road,,,
Vacaville,American,FALSE,707-359-2200,moderate,Bj's Restaurant & Brewhouse,TRUE,190 Nut Tree Parkway,,,
Vacaville,American,FALSE,707-446-0368,moderate,Merchant & Main Grill & Bar,TRUE,349 Merchant Street,,,
Morgan Hill,Indian,FALSE,408-776-7000,inexpensive,Sitar Indian Cuisine,FALSE,110 Cochrane Plaza,,,
Moraga,Italian,FALSE,925-376-4444,moderate,La Finestra Ristorante,TRUE,1419 Moraga Way,,,
Moraga,Italian,FALSE,925-377-7662,moderate,Ristorante Amoroma,TRUE,360 Park Street,,,
