car_name,car_type,dropoff_date,pickup_city,pickup_date,pickup_location,pickup_time,total_price
Honda Accord,Standard,2019-03-11,New York,2019-03-05,Grand Central Station,14:00,204
Hyundai Elantra,Standard,2019-03-11,New York,2019-03-05,Port Authority Station,14:00,156
Nissan Altima,Standard,2019-03-11,New York,2019-03-05,Port Authority Station,14:00,210
Toyota Camry,Standard,2019-03-11,New York,2019-03-05,JFK International Airport,14:00,180
Ford Fusion,Standard,2019-03-14,Portland,2019-03-07,Union Station,13:30,210
Nissan Sentra,Standard,2019-03-14,Portland,2019-03-07,Portland Bus Station,13:30,217
Toyota Camry,Standard,2019-03-14,Portland,2019-03-07,Portland Bus Station,13:30,238
Chevrolet Cruze,Standard,2019-03-05,Portland,2019-03-02,PDX International Airport,11:00,117
Honda Accord,Standard,2019-03-05,Portland,2019-03-02,PDX International Airport,11:00,90
Honda Civic,Standard,2019-03-05,Portland,2019-03-02,PDX International Airport,11:00,90
Nissan Sentra,Standard,2019-03-05,Portland,2019-03-02,Portland Bus Station,11:00,81
Toyota Camry,Standard,2019-03-05,Portland,2019-03-02,Portland Bus Station,11:00,99
Toyota Prius,Standard,2019-03-05,Portland,2019-03-02,PDX International Airport,11:00,105
Nissan Altima,Standard,2019-03-10,New York,2019-03-04,Port Authority Station,11:00,168
Toyota Camry,Standard,2019-03-10,New York,2019-03-04,JFK International Airport,11:00,192
Toyota Prius,Standard,2019-03-10,New York,2019-03-04,Port Authority Station,11:00,186
Ford Escape,Full-size,2019-03-10,New York,2019-03-04,JFK International Airport,10:00,264
Subaru Forester,Full-size,2019-03-10,New York,2019-03-04,JFK International Airport,10:00,312
Hyundai Tucson,Full-size,2019-03-10,New York,2019-03-04,Port Authority Station,09:30,234
Honda Accord,Standard,2019-03-11,New York,2019-03-09,Grand Central Station,13:30,48
Honda Civic,Standard,2019-03-11,New York,2019-03-09,JFK International Airport,13:30,72
Hyundai Elantra,Standard,2019-03-11,New York,2019-03-09,Port Authority Station,13:30,66
Nissan Altima,Standard,2019-03-11,New York,2019-03-09,Port Authority Station,13:30,60
Toyota Camry,Standard,2019-03-11,New York,2019-03-09,JFK International Airport,13:30,82
Toyota Corolla,Standard,2019-03-11,New York,2019-03-09,Grand Central Station,13:30,64
Toyota Prius,Standard,2019-03-11,New York,2019-03-09,Port Authority Station,13:30,64
Ford Fusion,Standard,2019-03-09,Fremont,2019-03-04,Fremont BART Station,15:00,160
Honda Accord,Standard,2019-03-09,Fremont,2019-03-04,Fremont BART Station,15:00,200
Hyundai Elantra,Standard,2019-03-09,Fremont,2019-03-04,Central District,15:00,115
Toyota Camry,Standard,2019-03-09,Fremont,2019-03-04,Central District,15:00,135
Ford Fusion,Standard,2019-03-09,,2019-03-04,Fremont BART Station,15:00,160
Chevrolet Cruze,Standard,2019-03-09,San Jose,2019-03-07,Diridon Station,15:00,50
Ford Fusion,Standard,2019-03-09,San Jose,2019-03-07,SJC International Airport,15:00,54
Honda Civic,Standard,2019-03-09,San Jose,2019-03-07,Diridon Station,15:00,64
Hyundai Elantra,Standard,2019-03-09,San Jose,2019-03-07,SJC International Airport,15:00,54
Toyota Camry,Standard,2019-03-09,San Jose,2019-03-07,SJC International Airport,15:00,60
Toyota Corolla,Standard,2019-03-09,San Jose,2019-03-07,SJC International Airport,15:00,64
Chevrolet Cruze,Standard,2019-03-09,,2019-03-07,Diridon Station,15:00,50
Ford Escape,Full-size,2019-03-12,Fremont,2019-03-09,Fremont BART Station,11:00,120
Hyundai Tucson,Full-size,2019-03-12,Fremont,2019-03-09,Central District,11:00,117
Nissan Rogue,Full-size,2019-03-12,Fremont,2019-03-09,Central District,11:00,126
Subaru Forester,Full-size,2019-03-12,Fremont,2019-03-09,Fremont BART Station,11:00,123
Toyota Highlander,Full-size,2019-03-12,Fremont,2019-03-09,Central District,11:00,123
Ford Escape,Full-size,2019-03-12,,2019-03-09,Fremont BART Station,11:00,120
Chevrolet Cruze,Standard,2019-03-05,Concord,2019-03-01,Canterbury Village,13:30,120
Ford Fusion,Standard,2019-03-05,Concord,2019-03-01,Canterbury Village,13:30,124
Honda Accord,Standard,2019-03-05,Concord,2019-03-01,Canterbury Village,13:30,156
Honda Civic,Standard,2019-03-05,Concord,2019-03-01,Canterbury Village,13:30,136
Nissan Sentra,Standard,2019-03-05,Concord,2019-03-01,Clayton Valley,13:30,128
Toyota Camry,Standard,2019-03-05,Concord,2019-03-01,Clayton Valley,13:30,132
Toyota Corolla,Standard,2019-03-05,Concord,2019-03-01,Canterbury Village,13:30,116
Toyota Prius,Standard,2019-03-05,Concord,2019-03-01,Canterbury Village,13:30,128
Chevrolet Cruze,Standard,2019-03-05,,2019-03-01,Canterbury Village,13:30,120
Chevrolet Cruze,Standard,2019-03-04,Concord,2019-03-02,Canterbury Village,13:30,64
Ford Fusion,Standard,2019-03-04,Concord,2019-03-02,Canterbury Village,13:30,62
Honda Accord,Standard,2019-03-04,Concord,2019-03-02,Canterbury Village,13:30,70
Honda Civic,Standard,2019-03-04,Concord,2019-03-02,Canterbury Village,13:30,68
Nissan Sentra,Standard,2019-03-04,Concord,2019-03-02,Clayton Valley,13:30,46
Toyota Camry,Standard,2019-03-04,Concord,2019-03-02,Clayton Valley,13:30,50
Toyota Corolla,Standard,2019-03-04,Concord,2019-03-02,Canterbury Village,13:30,58
Toyota Prius,Standard,2019-03-04,Concord,2019-03-02,Canterbury Village,13:30,64
Chevrolet Cruze,Standard,2019-03-04,,2019-03-02,Canterbury Village,13:30,64
Chevrolet Cruze,Standard,2019-03-06,San Francisco,2019-03-05,SFO International Airport,13:30,30
Ford Fusion,Standard,2019-03-06,San Francisco,2019-03-05,SFO International Airport,13:30,39
Honda Civic,Standard,2019-03-06,San Francisco,2019-03-05,Salesforce Transit Center,13:30,33
Nissan Altima,Standard,2019-03-06,San Francisco,2019-03-05,SFO International Airport,13:30,32
Nissan Sentra,Standard,2019-03-06,San Francisco,2019-03-05,Salesforce Transit Center,13:30,28
Toyota Prius,Standard,2019-03-06,San Francisco,2019-03-05,SFO International Airport,13:30,28
Chevrolet Cruze,Standard,2019-03-06,San Francisco,2019-03-05,SFO International Airport,10:30,30
Ford Fusion,Standard,2019-03-06,San Francisco,2019-03-05,SFO International Airport,10:30,39
Nissan Altima,Standard,2019-03-06,San Francisco,2019-03-05,SFO International Airport,10:30,32
Nissan Altima,Standard,2019-03-06,,2019-03-05,SFO International Airport,10:30,32
Ford Fusion,Standard,2019-03-10,Walnut Creek,2019-03-09,BART Station,18:00,36
Honda Accord,Standard,2019-03-10,Walnut Creek,2019-03-09,BART Station,18:00,35
Honda Civic,Standard,2019-03-10,Walnut Creek,2019-03-09,BART Station,18:00,26
Toyota Camry,Standard,2019-03-10,Walnut Creek,2019-03-09,BART Station,18:00,33
Honda Accord,Standard,2019-03-10,,2019-03-09,BART Station,18:00,35
Chevrolet Cruze,Standard,2019-03-08,San Jose,2019-03-05,Diridon Station,18:30,90
Honda Civic,Standard,2019-03-08,San Jose,2019-03-05,Diridon Station,18:30,96
Hyundai Elantra,Standard,2019-03-08,San Jose,2019-03-05,Diridon Station,18:30,99
Toyota Corolla,Standard,2019-03-08,San Jose,2019-03-05,Diridon Station,18:30,99
Chevrolet Cruze,Standard,2019-03-08,San Jose,2019-03-05,Diridon Station,10:00,90
Honda Civic,Standard,2019-03-08,San Jose,2019-03-05,Diridon Station,10:00,96
Hyundai Elantra,Standard,2019-03-08,San Jose,2019-03-05,Diridon Station,10:00,99
Honda Civic,Standard,2019-03-08,,2019-03-05,Diridon Station,10:00,96
Chevrolet Cruze,Standard,2019-03-08,San Francisco,2019-03-06,SFO International Airport,13:30,64
Ford Fusion,Standard,2019-03-08,San Francisco,2019-03-06,SFO International Airport,13:30,76
Honda Civic,Standard,2019-03-08,San Francisco,2019-03-06,Salesforce Transit Center,13:30,70
Nissan Altima,Standard,2019-03-08,San Francisco,2019-03-06,SFO International Airport,13:30,62
Nissan Sentra,Standard,2019-03-08,San Francisco,2019-03-06,Salesforce Transit Center,13:30,64
Toyota Prius,Standard,2019-03-08,San Francisco,2019-03-06,SFO International Airport,13:30,72
Ford Fusion,Standard,2019-03-08,,2019-03-06,SFO International Airport,13:30,76
Toyota Camry,Standard,2019-03-09,Walnut Creek,2019-03-04,Downtown,12:00,140
Toyota Corolla,Standard,2019-03-09,Walnut Creek,2019-03-04,Downtown,12:00,165
Toyota Corolla,Standard,2019-03-09,,2019-03-04,Downtown,12:00,165
Chevrolet Bolt,Compact,2019-03-07,Fremont,2019-03-05,Fremont BART Station,14:00,68
Honda Fit,Compact,2019-03-07,Fremont,2019-03-05,Central District,14:00,46
Kia Forte,Compact,2019-03-07,Fremont,2019-03-05,Central District,14:00,48
Nissan Leaf,Compact,2019-03-07,Fremont,2019-03-05,Central District,14:00,50
Volkswagen GTI,Compact,2019-03-07,Fremont,2019-03-05,Fremont BART Station,14:00,62
Volkswagen Golf,Compact,2019-03-07,Fremont,2019-03-05,Fremont BART Station,14:00,46
Chevrolet Bolt,Compact,2019-03-07,,2019-03-05,Fremont BART Station,14:00,68
Chevrolet Cruze,Standard,2019-03-04,San Francisco,2019-03-01,SFO International Airport,17:00,96
Ford Fusion,Standard,2019-03-04,San Francisco,2019-03-01,SFO International Airport,17:00,105
Honda Civic,Standard,2019-03-04,San Francisco,2019-03-01,Salesforce Transit Center,17:00,87
Nissan Altima,Standard,2019-03-04,San Francisco,2019-03-01,SFO International Airport,17:00,111
Nissan Sentra,Standard,2019-03-04,San Francisco,2019-03-01,Salesforce Transit Center,17:00,81
Toyota Prius,Standard,2019-03-04,San Francisco,2019-03-01,SFO International Airport,17:00,93
Chevrolet Cruze,Standard,2019-03-04,,2019-03-01,SFO International Airport,17:00,96
Chevrolet Cruze,Standard,2019-03-07,Fremont,2019-03-05,Fremont BART Station,19:30,60
Ford Fusion,Standard,2019-03-07,Fremont,2019-03-05,Fremont BART Station,19:30,78
Honda Accord,Standard,2019-03-07,Fremont,2019-03-05,Fremont BART Station,19:30,66
Nissan Altima,Standard,2019-03-07,Fremont,2019-03-05,Fremont BART Station,19:30,64
Chevrolet Cruze,Standard,2019-03-07,,2019-03-05,Fremont BART Station,19:30,60
Chevrolet Cruze,Standard,2019-03-10,Sunnyvale,2019-03-04,Sunnyvale CalTrain Station,15:30,210
Ford Fusion,Standard,2019-03-10,Sunnyvale,2019-03-04,Downtown,15:30,198
Honda Accord,Standard,2019-03-10,Sunnyvale,2019-03-04,Sunnyvale CalTrain Station,15:30,204
Toyota Corolla,Standard,2019-03-10,Sunnyvale,2019-03-04,Sunnyvale CalTrain Station,15:30,222
Toyota Prius,Standard,2019-03-10,Sunnyvale,2019-03-04,Downtown,15:30,150
Ford Fusion,Standard,2019-03-10,,2019-03-04,Downtown,15:30,198
Chevrolet Bolt,Compact,2019-03-06,Sunnyvale,2019-03-04,Sunnyvale CalTrain Station,12:30,56
Honda Fit,Compact,2019-03-06,Sunnyvale,2019-03-04,Sunnyvale CalTrain Station,12:30,62
Nissan Leaf,Compact,2019-03-06,Sunnyvale,2019-03-04,Downtown,13:00,54
Chevrolet Bolt,Compact,2019-03-06,,2019-03-04,Sunnyvale CalTrain Station,12:30,56
Chevrolet Bolt,Compact,2019-03-10,Fremont,2019-03-09,Fremont BART Station,14:00,27
Honda Fit,Compact,2019-03-10,Fremont,2019-03-09,Central District,14:00,26
Kia Forte,Compact,2019-03-10,Fremont,2019-03-09,Central District,14:00,28
Nissan Leaf,Compact,2019-03-10,Fremont,2019-03-09,Central District,14:00,25
Volkswagen GTI,Compact,2019-03-10,Fremont,2019-03-09,Fremont BART Station,14:00,30
Volkswagen Golf,Compact,2019-03-10,Fremont,2019-03-09,Fremont BART Station,14:00,25
Honda Fit,Compact,2019-03-10,,2019-03-09,Central District,14:00,26
Chevrolet Cruze,Standard,2019-03-05,San Jose,2019-03-01,Diridon Station,14:00,116
Ford Fusion,Standard,2019-03-05,San Jose,2019-03-01,SJC International Airport,14:00,160
Honda Civic,Standard,2019-03-05,San Jose,2019-03-01,Diridon Station,14:00,120
Hyundai Elantra,Standard,2019-03-05,San Jose,2019-03-01,SJC International Airport,14:00,112
Toyota Camry,Standard,2019-03-05,San Jose,2019-03-01,SJC International Airport,14:00,136
Toyota Corolla,Standard,2019-03-05,San Jose,2019-03-01,SJC International Airport,14:00,132
Chevrolet Cruze,Standard,2019-03-05,,2019-03-01,Diridon Station,14:00,116
Ford Fusion,Standard,2019-03-11,Fremont,2019-03-04,Fremont BART Station,14:00,245
Honda Accord,Standard,2019-03-11,Fremont,2019-03-04,Fremont BART Station,14:00,245
Toyota Camry,Standard,2019-03-11,Fremont,2019-03-04,Central District,14:00,245
Ford Fusion,Standard,2019-03-11,,2019-03-04,Fremont BART Station,14:00,245
Chevrolet Cruze,Standard,2019-03-05,San Francisco,2019-03-03,SFO International Airport,12:30,70
Ford Fusion,Standard,2019-03-05,San Francisco,2019-03-03,SFO International Airport,12:30,52
Honda Civic,Standard,2019-03-05,San Francisco,2019-03-03,Salesforce Transit Center,12:30,58
Nissan Altima,Standard,2019-03-05,San Francisco,2019-03-03,SFO International Airport,12:30,40
Nissan Sentra,Standard,2019-03-05,San Francisco,2019-03-03,Salesforce Transit Center,12:30,56
Toyota Prius,Standard,2019-03-05,San Francisco,2019-03-03,SFO International Airport,12:30,64
Chevrolet Cruze,Standard,2019-03-05,,2019-03-03,SFO International Airport,12:30,70
Ford Fusion,Standard,2019-03-06,Walnut Creek,2019-03-05,BART Station,17:00,33
Honda Accord,Standard,2019-03-06,Walnut Creek,2019-03-05,BART Station,17:00,31
Honda Civic,Standard,2019-03-06,Walnut Creek,2019-03-05,BART Station,17:00,33
Toyota Camry,Standard,2019-03-06,Walnut Creek,2019-03-05,BART Station,17:00,32
Toyota Corolla,Standard,2019-03-06,Walnut Creek,2019-03-05,Downtown,17:00,31
Ford Fusion,Standard,2019-03-06,,2019-03-05,BART Station,17:00,33
Chevrolet Cruze,Standard,2019-03-05,Sunnyvale,2019-03-04,Sunnyvale CalTrain Station,17:00,32
Ford Fusion,Standard,2019-03-05,Sunnyvale,2019-03-04,Downtown,17:00,29
Honda Accord,Standard,2019-03-05,Sunnyvale,2019-03-04,Sunnyvale CalTrain Station,17:00,33
Toyota Corolla,Standard,2019-03-05,Sunnyvale,2019-03-04,Sunnyvale CalTrain Station,17:00,38
Toyota Prius,Standard,2019-03-05,Sunnyvale,2019-03-04,Downtown,17:00,33
Chevrolet Cruze,Standard,2019-03-05,,2019-03-04,Sunnyvale CalTrain Station,17:00,32
Ford Escape,Full-size,2019-03-13,Fremont,2019-03-09,Fremont BART Station,13:30,168
Hyundai Tucson,Full-size,2019-03-13,Fremont,2019-03-09,Central District,13:30,164
Nissan Rogue,Full-size,2019-03-13,Fremont,2019-03-09,Central District,13:30,176
Subaru Forester,Full-size,2019-03-13,Fremont,2019-03-09,Fremont BART Station,13:30,176
Toyota Highlander,Full-size,2019-03-13,Fremont,2019-03-09,Central District,13:30,188
Ford Escape,Full-size,2019-03-13,,2019-03-09,Fremont BART Station,13:30,168
Chevrolet Cruze,Standard,2019-03-14,Concord,2019-03-08,Canterbury Village,17:00,204
Honda Accord,Standard,2019-03-14,Concord,2019-03-08,Clayton Valley,17:00,174
Nissan Sentra,Standard,2019-03-14,Concord,2019-03-08,Clayton Valley,17:00,174
Toyota Camry,Standard,2019-03-14,Concord,2019-03-08,Clayton Valley,17:00,174
Toyota Prius,Standard,2019-03-14,Concord,2019-03-08,Canterbury Village,17:00,168
Chevrolet Cruze,Standard,2019-03-14,,2019-03-08,Canterbury Village,17:00,204
Chevrolet Cruze,Standard,2019-03-04,Concord,2019-03-03,Canterbury Village,12:00,33
Ford Fusion,Standard,2019-03-04,Concord,2019-03-03,Canterbury Village,12:00,29
Honda Accord,Standard,2019-03-04,Concord,2019-03-03,Canterbury Village,12:00,30
Honda Civic,Standard,2019-03-04,Concord,2019-03-03,Canterbury Village,12:00,37
Nissan Sentra,Standard,2019-03-04,Concord,2019-03-03,Clayton Valley,12:00,27
Toyota Camry,Standard,2019-03-04,Concord,2019-03-03,Clayton Valley,12:00,32
Toyota Corolla,Standard,2019-03-04,Concord,2019-03-03,Canterbury Village,12:00,30
Toyota Prius,Standard,2019-03-04,Concord,2019-03-03,Canterbury Village,12:00,32
Chevrolet Cruze,Standard,2019-03-04,,2019-03-03,Canterbury Village,12:00,33
Chevrolet Cruze,Standard,2019-03-08,San Francisco,2019-03-03,SFO International Airport,12:30,175
Ford Fusion,Standard,2019-03-08,San Francisco,2019-03-03,SFO International Airport,12:30,150
Nissan Altima,Standard,2019-03-08,San Francisco,2019-03-03,SFO International Airport,12:30,180
Nissan Sentra,Standard,2019-03-08,San Francisco,2019-03-03,Salesforce Transit Center,12:30,155
Toyota Prius,Standard,2019-03-08,San Francisco,2019-03-03,SFO International Airport,12:30,155
Chevrolet Cruze,Standard,2019-03-08,,2019-03-03,SFO International Airport,12:30,175
Chevrolet Cruze,Standard,2019-03-08,San Jose,2019-03-06,Diridon Station,18:00,58
Ford Fusion,Standard,2019-03-08,San Jose,2019-03-06,SJC International Airport,18:00,72
Honda Civic,Standard,2019-03-08,San Jose,2019-03-06,Diridon Station,18:00,66
Hyundai Elantra,Standard,2019-03-08,San Jose,2019-03-06,SJC International Airport,18:00,82
Toyota Camry,Standard,2019-03-08,San Jose,2019-03-06,SJC International Airport,18:00,72
Toyota Corolla,Standard,2019-03-08,San Jose,2019-03-06,SJC International Airport,18:00,66
Chevrolet Cruze,Standard,2019-03-08,,2019-03-06,Diridon Station,18:00,58
Ford Escape,Full-size,2019-03-04,San Francisco,2019-03-02,SFO International Airport,10:30,84
Ford Escape,Full-size,2019-03-04,,2019-03-02,SFO International Airport,10:30,84
Chevrolet Cruze,Standard,2019-03-11,San Francisco,2019-03-09,SFO International Airport,16:30,64
Ford Fusion,Standard,2019-03-11,San Francisco,2019-03-09,SFO International Airport,16:30,62
Honda Civic,Standard,2019-03-11,San Francisco,2019-03-09,Salesforce Transit Center,16:30,76
Nissan Altima,Standard,2019-03-11,San Francisco,2019-03-09,SFO International Airport,16:30,64
Nissan Sentra,Standard,2019-03-11,San Francisco,2019-03-09,Salesforce Transit Center,16:30,56
Toyota Prius,Standard,2019-03-11,San Francisco,2019-03-09,SFO International Airport,16:30,72
Chevrolet Cruze,Standard,2019-03-11,,2019-03-09,SFO International Airport,16:30,64
Ford Fusion,Standard,2019-03-06,Walnut Creek,2019-03-02,BART Station,14:00,128
Honda Accord,Standard,2019-03-06,Walnut Creek,2019-03-02,BART Station,14:00,120
Honda Civic,Standard,2019-03-06,Walnut Creek,2019-03-02,BART Station,14:00,128
Toyota Camry,Standard,2019-03-06,Walnut Creek,2019-03-02,BART Station,14:00,136
Toyota Corolla,Standard,2019-03-06,Walnut Creek,2019-03-02,Downtown,14:00,120
Ford Fusion,Standard,2019-03-06,,2019-03-02,BART Station,14:00,128
Ford Escape,Full-size,2019-03-04,San Francisco,2019-03-03,SFO International Airport,17:00,50
Hyundai Tucson,Full-size,2019-03-04,San Francisco,2019-03-03,Salesforce Transit Center,17:00,36
Toyota Highlander,Full-size,2019-03-04,San Francisco,2019-03-03,Salesforce Transit Center,17:00,38
Ford Escape,Full-size,2019-03-04,,2019-03-03,SFO International Airport,17:00,50
Ford Escape,Full-size,2019-03-11,San Francisco,2019-03-08,SFO International Airport,16:30,132
Hyundai Tucson,Full-size,2019-03-11,San Francisco,2019-03-08,Salesforce Transit Center,16:30,129
Toyota Highlander,Full-size,2019-03-11,San Francisco,2019-03-08,Salesforce Transit Center,16:30,111
Ford Escape,Full-size,2019-03-11,,2019-03-08,SFO International Airport,16:30,132
Chevrolet Cruze,Standard,2019-03-05,San Jose,2019-03-04,Diridon Station,18:00,30
Ford Fusion,Standard,2019-03-05,San Jose,2019-03-04,SJC International Airport,18:00,33
Honda Civic,Standard,2019-03-05,San Jose,2019-03-04,Diridon Station,18:00,35
Hyundai Elantra,Standard,2019-03-05,San Jose,2019-03-04,SJC International Airport,18:00,33
Toyota Camry,Standard,2019-03-05,San Jose,2019-03-04,SJC International Airport,18:00,30
Toyota Corolla,Standard,2019-03-05,San Jose,2019-03-04,SJC International Airport,18:00,41
Chevrolet Bolt,Compact,2019-03-06,San Jose,2019-03-04,SJC International Airport,18:00,44
Chevrolet Cruze,Standard,2019-03-06,San Jose,2019-03-04,Diridon Station,18:00,56
Chevrolet Equinox,Full-size,2019-03-06,San Jose,2019-03-04,SJC International Airport,18:00,96
Ford Fusion,Standard,2019-03-06,San Jose,2019-03-04,SJC International Airport,18:00,64
Honda Civic,Standard,2019-03-06,San Jose,2019-03-04,Diridon Station,18:00,68
Honda Fit,Compact,2019-03-06,San Jose,2019-03-04,SJC International Airport,18:00,50
Hyundai Elantra,Standard,2019-03-06,San Jose,2019-03-04,SJC International Airport,18:00,70
Jeep Cherokee,Full-size,2019-03-06,San Jose,2019-03-04,SJC International Airport,18:00,98
Subaru Forester,Full-size,2019-03-06,San Jose,2019-03-04,SJC International Airport,18:00,96
Chevrolet Bolt,Compact,2019-03-06,,2019-03-04,SJC International Airport,18:00,44
Honda Accord,Standard,2019-03-07,Concord,2019-03-02,Clayton Valley,19:30,145
Nissan Sentra,Standard,2019-03-07,Concord,2019-03-02,Clayton Valley,19:30,140
Toyota Camry,Standard,2019-03-07,Concord,2019-03-02,Clayton Valley,19:30,155
Toyota Prius,Standard,2019-03-07,Concord,2019-03-02,Clayton Valley,19:30,150
Honda Accord,Standard,2019-03-07,,2019-03-02,Clayton Valley,19:30,145
Ford Fusion,Standard,2019-03-04,Walnut Creek,2019-03-01,BART Station,18:30,102
Honda Accord,Standard,2019-03-04,Walnut Creek,2019-03-01,BART Station,18:30,84
Honda Civic,Standard,2019-03-04,Walnut Creek,2019-03-01,BART Station,18:30,99
Toyota Camry,Standard,2019-03-04,Walnut Creek,2019-03-01,BART Station,18:30,114
Chevrolet Bolt,Compact,2019-03-04,Walnut Creek,2019-03-01,BART Station,16:30,81
Kia Forte,Compact,2019-03-04,Walnut Creek,2019-03-01,BART Station,16:30,87
Mini Cooper,Compact,2019-03-04,Walnut Creek,2019-03-01,Downtown,16:30,87
Nissan Leaf,Compact,2019-03-04,Walnut Creek,2019-03-01,Downtown,16:30,81
Volkswagen Golf,Compact,2019-03-04,Walnut Creek,2019-03-01,Downtown,16:30,72
Chevrolet Bolt,Compact,2019-03-04,,2019-03-01,BART Station,16:30,81
Chevrolet Equinox,Full-size,2019-03-14,San Jose,2019-03-11,SJC International Airport,18:00,126
Jeep Cherokee,Full-size,2019-03-14,San Jose,2019-03-11,SJC International Airport,18:00,111
Subaru Forester,Full-size,2019-03-14,San Jose,2019-03-11,SJC International Airport,18:00,120
Toyota Highlander,Full-size,2019-03-14,San Jose,2019-03-11,Diridon Station,18:00,108
Toyota RAV4,Full-size,2019-03-14,San Jose,2019-03-11,Diridon Station,18:00,108
Chevrolet Equinox,Full-size,2019-03-14,,2019-03-11,SJC International Airport,18:00,126
Chevrolet Bolt,Compact,2019-03-10,Concord,2019-03-08,Canterbury Village,12:00,46
Chevrolet Cruze,Standard,2019-03-10,Concord,2019-03-08,Canterbury Village,12:00,70
Ford Fusion,Standard,2019-03-10,Concord,2019-03-08,Canterbury Village,12:00,64
Honda Accord,Standard,2019-03-10,Concord,2019-03-08,Canterbury Village,12:00,62
Honda CR-V,Full-size,2019-03-10,Concord,2019-03-08,Canterbury Village,12:00,84
Honda Civic,Standard,2019-03-10,Concord,2019-03-08,Canterbury Village,12:00,52
Jeep Cherokee,Full-size,2019-03-10,Concord,2019-03-08,Canterbury Village,12:00,94
Kia Forte,Compact,2019-03-10,Concord,2019-03-08,Canterbury Village,12:00,42
Mini Cooper,Compact,2019-03-10,Concord,2019-03-08,Canterbury Village,12:00,56
Nissan Leaf,Compact,2019-03-10,Concord,2019-03-08,Clayton Valley,12:00,46
Chevrolet Bolt,Compact,2019-03-10,,2019-03-08,Canterbury Village,12:00,46
Chevrolet Cruze,Standard,2019-03-11,Atlanta,2019-03-06,Hartsfield-Jackson International Airport,13:00,145
Nissan Sentra,Standard,2019-03-11,Atlanta,2019-03-06,Peachtree Station,13:00,130
Chevrolet Cruze,Standard,2019-03-02,Atlanta,2019-03-01,Hartsfield-Jackson International Airport,13:00,33
Nissan Sentra,Standard,2019-03-02,Atlanta,2019-03-01,Hartsfield-Jackson International Airport,13:00,37
Toyota Camry,Standard,2019-03-02,Atlanta,2019-03-01,Hartsfield-Jackson International Airport,13:00,32
Toyota Prius,Standard,2019-03-02,Atlanta,2019-03-01,Peachtree Station,13:00,30
Ford Fusion,Standard,2019-03-02,Walnut Creek,2019-03-01,BART Station,14:00,34
Honda Accord,Standard,2019-03-02,Walnut Creek,2019-03-01,BART Station,14:00,30
Honda Civic,Standard,2019-03-02,Walnut Creek,2019-03-01,BART Station,14:00,37
Toyota Camry,Standard,2019-03-02,Walnut Creek,2019-03-01,BART Station,14:00,35
Toyota Corolla,Standard,2019-03-02,Walnut Creek,2019-03-01,Downtown,14:00,32
Ford Fusion,Standard,2019-03-02,,2019-03-01,BART Station,14:00,34
Chevrolet Cruze,Standard,2019-03-11,San Jose,2019-03-10,Diridon Station,16:30,26
Ford Fusion,Standard,2019-03-11,San Jose,2019-03-10,SJC International Airport,16:30,36
Honda Civic,Standard,2019-03-11,San Jose,2019-03-10,Diridon Station,16:30,28
Hyundai Elantra,Standard,2019-03-11,San Jose,2019-03-10,SJC International Airport,16:30,28
Toyota Camry,Standard,2019-03-11,San Jose,2019-03-10,SJC International Airport,16:30,31
Toyota Corolla,Standard,2019-03-11,San Jose,2019-03-10,SJC International Airport,16:30,24
Chevrolet Cruze,Standard,2019-03-11,,2019-03-10,Diridon Station,16:30,26
Chevrolet Cruze,Standard,2019-03-10,Sunnyvale,2019-03-09,Sunnyvale CalTrain Station,15:00,32
Ford Fusion,Standard,2019-03-10,Sunnyvale,2019-03-09,Downtown,15:00,33
Honda Accord,Standard,2019-03-10,Sunnyvale,2019-03-09,Sunnyvale CalTrain Station,15:00,33
Toyota Corolla,Standard,2019-03-10,Sunnyvale,2019-03-09,Sunnyvale CalTrain Station,15:00,30
Toyota Prius,Standard,2019-03-10,Sunnyvale,2019-03-09,Downtown,15:00,28
Chevrolet Cruze,Standard,2019-03-10,,2019-03-09,Sunnyvale CalTrain Station,15:00,32
Chevrolet Cruze,Standard,2019-03-08,Sunnyvale,2019-03-04,Sunnyvale CalTrain Station,15:30,136
Ford Fusion,Standard,2019-03-08,Sunnyvale,2019-03-04,Downtown,15:30,124
Honda Accord,Standard,2019-03-08,Sunnyvale,2019-03-04,Sunnyvale CalTrain Station,15:30,152
Toyota Corolla,Standard,2019-03-08,Sunnyvale,2019-03-04,Sunnyvale CalTrain Station,15:30,152
Toyota Prius,Standard,2019-03-08,Sunnyvale,2019-03-04,Downtown,15:30,96
Chevrolet Cruze,Standard,2019-03-08,Sunnyvale,2019-03-03,Sunnyvale CalTrain Station,15:30,180
Ford Fusion,Standard,2019-03-08,Sunnyvale,2019-03-03,Downtown,15:30,145
Honda Accord,Standard,2019-03-08,Sunnyvale,2019-03-03,Sunnyvale CalTrain Station,15:30,150
Ford Fusion,Standard,2019-03-08,,2019-03-03,Downtown,15:30,145
Chevrolet Bolt,Compact,2019-03-12,Fremont,2019-03-10,Fremont BART Station,18:30,48
Volkswagen GTI,Compact,2019-03-12,Fremont,2019-03-10,Fremont BART Station,18:30,56
Volkswagen Golf,Compact,2019-03-12,Fremont,2019-03-10,Fremont BART Station,18:30,56
Chevrolet Bolt,Compact,2019-03-12,,2019-03-10,Fremont BART Station,18:30,48
Toyota Camry,Standard,2019-03-09,Walnut Creek,2019-03-05,Downtown,11:00,112
