city,date,event_name,event_type,price_per_ticket,time,venue,venue_address,number_of_tickets
Chicago,3/13/2019,Fine,Theater,55,19:00,The Mission Theater,1501 North Kingsbury Street,
Chicago,3/13/2019,Frankenstein,Theater,35,17:00,Lookingglass Theatre Company,821 North Michigan Avenue,
Chicago,3/3/2019,All That He Was,Theater,35,18:30,"The Buena, Pride Arts Center",4147 North Broadway,
Chicago,3/3/2019,Casa Valentina,Theater,40,16:00,PRIDE ARTS CENTER,4139 North Broadway,
Chicago,3/3/2019,Dinner Detective,Theater,55,17:00,Chicago Marriott Downtown Magnificent Mile,540 North Michigan Avenue,
Chicago,3/3/2019,Emma,Theater,25,18:00,Lifeline Theatre,6912 North Glenwood Avenue,
Chicago,3/3/2019,Every Brilliant Thing,Theater,40,16:00,Windy City Playhouse South,2229 South Michigan Avenue,
Chicago,3/3/2019,Fine,Theater,30,17:00,The Mission Theater,1501 North Kingsbury Street,
Chicago,3/3/2019,Frankenstein,Theater,60,17:00,Lookingglass Theatre Company,821 North Michigan Avenue,
Chicago,3/3/2019,Gilgamesh And Enkidu,Theater,25,17:30,The Edge Off Broadway,1133 West Catalpa Avenue,
Chicago,3/3/2019,Improvised Dungeons And Dragons,Theater,30,18:30,Otherworld Theatre Performance Venue and Bar,3914 North Clark Street,
Chicago,3/3/2019,Ada And The Engine,,55,17:30,The Artistic Home,1376 West Grand Avenue #7761,
Philadelphia,3/14/2019,Comedysportz,Theater,40,19:30,The Playground At The Adrienne,2030 Sansom Street,
Philadelphia,3/7/2019,Constellations,Theater,55,16:30,Mayfair Theater,6243 Frankford Avenue,
Philadelphia,3/2/2019,Pursuit Of Happiness,Theater,55,16:00,Mandell Theater Drexel University,3220 Chestnut Street,
Philadelphia,3/3/2019,Shadow Fringe Arts Camp,Theater,45,18:30,Yes! And... Collaborative Arts,21 West Washington Lane,
Philadelphia,3/8/2019,Summer Sort Of Thing,Theater,45,17:00,Yes! And... Collaborative Arts,21 West Washington Lane,
Philadelphia,3/2/2019,Theatre Camp,Theater,25,16:30,Yes! And... Collaborative Arts,21 West Washington Lane,
Philadelphia,3/14/2019,Comedysportz,,40,19:30,The Playground At The Adrienne,2030 Sansom Street,
Los Angeles,3/12/2019,Adieu Monsieur Haffmann,Theater,60,19:00,Theatre Raymond Kabbaz,10361 West Pico Boulevard,
Los Angeles,3/12/2019,Characters Welcome,Theater,25,16:00,Upright Citizens Brigade Sunset,5419 Sunset Boulevard,
Los Angeles,3/12/2019,Famous Adjacent,Theater,35,16:30,Rockwell Table & Stage,1714 North Vermont Avenue,
Los Angeles,3/12/2019,Funeral Bouquet,Theater,35,16:30,Lyric Hyperion Theatre & Cafe,2106 Hyperion Avenue,
Los Angeles,3/12/2019,Good Mourning,Theater,30,18:30,The Hudson Theatres,6539 Santa Monica Boulevard,
Los Angeles,3/12/2019,Improv Nerds,Theater,40,16:00,Upright Citizens Brigade Sunset,5419 Sunset Boulevard,
Los Angeles,3/12/2019,Lavender Men,Theater,35,17:00,Skylight Theatre Company,1816 1/2 North Vermont Avenue,
Los Angeles,3/12/2019,Little Women,Theater,40,19:00,studio/stage,520 North Western Avenue,
Los Angeles,3/12/2019,Mamma Mia,Theater,60,16:00,East West Players,120 Judge John Aiso Street,
Los Angeles,3/12/2019,Mandy Picks A Husband,Theater,40,17:30,The Little Theater,12420 Santa Monica Boulevard,
Los Angeles,3/12/2019,Adieu Monsieur Haffmann,,60,19:00,Theatre Raymond Kabbaz,10361 West Pico Boulevard,
Napa,3/14/2019,Matilda The Musical,Theater,30,18:00,Napa Valley College Performing Arts Center,2277 Napa Vallejo Highway,
Napa,3/14/2019,Matilda The Musical,,30,18:00,Napa Valley College Performing Arts Center,2277 Napa Vallejo Highway,
Atlanta,3/11/2019,Benjamin Francis Leftwich,Music,50,18:00,Vinyl,1374 West Peachtree Street Northwest,
Atlanta,3/11/2019,Buddy Holly,Music,40,19:30,Atlanta Symphony Orchestra,1280 Peachtree Street Northeast,
Atlanta,3/11/2019,Charlie Wilson,Music,25,19:00,Cadence Bank Amphitheatre at Chastain Park,4469 Stella Drive Northwest,
Atlanta,3/11/2019,Enter Shikari,Music,40,16:30,The Loft,1374 West Peachtree Street Northwest,
Atlanta,3/11/2019,Gipsy Kings,Music,35,18:00,Cadence Bank Amphitheatre at Chastain Park,4469 Stella Drive Northwest,
Atlanta,3/11/2019,Kaskade,Music,40,18:00,Ravine,1021 Peachtree Street Northeast,
Atlanta,3/11/2019,Maxwell,Music,40,19:30,Cadence Bank Amphitheatre at Chastain Park,4469 Stella Drive Northwest,
Atlanta,3/11/2019,Sinead Harnett,Music,45,19:30,The Loft,1374 West Peachtree Street Northwest,
Atlanta,3/11/2019,Benjamin Francis Leftwich,,50,18:00,Vinyl,1374 West Peachtree Street Northwest,
Los Angeles,3/13/2019,Asssscat,Theater,50,18:30,Upright Citizens Brigade Sunset,5419 Sunset Boulevard,
Los Angeles,3/13/2019,Benji Hughes,Theater,45,19:00,The Teragram Ballroom,1234 West 7th Street,
Los Angeles,3/13/2019,Characters Welcome,Theater,60,16:30,Upright Citizens Brigade Sunset,5419 Sunset Boulevard,
Los Angeles,3/13/2019,Famous Adjacent,Theater,25,18:00,Rockwell Table & Stage,1714 North Vermont Avenue,
Los Angeles,3/13/2019,Good Mourning,Theater,20,16:00,The Hudson Theatres,6539 Santa Monica Boulevard,
Los Angeles,3/13/2019,Long Form Improv Practice,Theater,20,19:00,Thymele Arts,5481 Santa Monica Boulevard,
Los Angeles,3/13/2019,Mamma Mia,Theater,45,16:00,East West Players,120 Judge John Aiso Street,
Los Angeles,3/13/2019,Marianas Trench,Theater,55,17:00,Regent Theater,448 South Main Street,
Los Angeles,3/13/2019,Men On Boats,Theater,25,19:00,Son of Semele Theater,3301 Beverly Boulevard,
Los Angeles,3/13/2019,Asssscat,,50,18:30,Upright Citizens Brigade Sunset,5419 Sunset Boulevard,
Seattle,3/10/2019,Beatleconcert,,50,17:00,12th Avenue Arts,1620 12th Avenue,
Portland,3/10/2019,Bastille,,20,17:30,Theater Of The Clouds,1016-1098 North Center Court Street,
Los Angeles,3/3/2019,Aldous Harding,Music,60,18:00,Lodge Room,104 North Avenue 56 2nd Floor,
Los Angeles,3/3/2019,Altin Gun,Music,45,16:30,The Teragram Ballroom,1234 West 7th Street,
Los Angeles,3/3/2019,America,Music,50,18:30,The Theatre at Ace Hotel,929 South Broadway,
Los Angeles,3/3/2019,Angel Olsen,Music,45,17:00,Palace Theatre,630 South Broadway,
Los Angeles,3/3/2019,Emeli Sande,Music,30,16:30,The Theatre at Ace Hotel,929 South Broadway,
Los Angeles,3/3/2019,Finneas,Music,60,16:00,Masonic Lodge at Hollywood Forever,5970 Santa Monica Boulevard,
Los Angeles,3/3/2019,Foy Vance,Music,20,16:00,Palace Theatre,630 South Broadway,
Los Angeles,3/3/2019,Jpegmafia,Music,20,17:30,The Teragram Ballroom,1234 West 7th Street,
Los Angeles,3/3/2019,Kamasi Washington,Music,50,19:00,The Theatre at Ace Hotel,929 South Broadway,
Atlanta,3/3/2019,Benjamin Francis Leftwich,,30,19:00,Vinyl,1374 West Peachtree Street Northwest,
Vancouver,3/7/2019,Alice In Glitterland,Theater,60,18:30,The Wise,1882 Adanac Street,
Vancouver,3/7/2019,Impro Scene Study,Theater,30,18:00,Dusty Flowerpot Cabaret Society,2050 Scotia Street,
Vancouver,3/7/2019,Little Mountain Improv,Theater,45,18:00,Little Mountain Gallery,195 East 26th Avenue,
Vancouver,3/7/2019,Matilda The Musical,Theater,55,17:30,"Goldcorp Stage at the BMO Theatre Centre, Arts Club Theatre Company",203 - 162 West 1st Avenue,
Vancouver,3/7/2019,Mother Of The Maid,Theater,40,18:30,Pacific Theatre,1440 West 12th Avenue,
Vancouver,3/7/2019,Of Mice And Men,Theater,20,19:30,Stage Door,3102 Main Street,
Vancouver,3/7/2019,Shakespeare In Love,Theater,55,17:00,Bard on the Beach Shakespeare Festival,1695 Whyte Avenue,
Vancouver,3/7/2019,Teatro Intimo Del Flamenco,Theater,60,19:00,Vancouver TheatreSports(tm),1502 Duranleau Street,
Vancouver,3/7/2019,Alice In Glitterland,,60,18:30,The Wise,1882 Adanac Street,
San Rafael,3/2/2019,Cabaret Kids,Theater,60,17:30,Marin Center Showcase Theater,10 Avenue of the Flags,
San Rafael,3/11/2019,Circular By Laura Shamas,Theater,35,18:00,Altertheater Ensemble,1333 4th Street,
San Rafael,3/9/2019,Measure For Measure,Theater,20,19:00,Forest Meadows Amphitheatre,890 Belle Avenue,
San Rafael,3/2/2019,Spamalot,Theater,40,19:30,Forest Meadows Amphitheatre,890 Belle Avenue,
San Rafael,3/4/2019,Theatre Of Dreams,Theater,40,16:30,Marin Center Showcase Theater,10 Avenue of the Flags,
San Rafael,3/11/2019,Abba The Concert,Music,20,18:00,Marin Veterans' Memorial Auditorium,10 Avenue of the Flags,
San Rafael,3/6/2019,Steel Pulse,Music,20,17:30,Marin Veterans' Memorial Auditorium,10 Avenue of the Flags,
San Rafael,3/11/2019,Abba The Concert,,20,18:00,Marin Veterans' Memorial Auditorium,10 Avenue of the Flags,
San Francisco,3/1/2019,Above Ground,Theater,40,17:30,Mojo Theatre,2940 16th Street #217,
San Francisco,3/1/2019,Above Ground Festival,Theater,20,16:00,Mojo Theatre,2940 16th Street #217,
San Francisco,3/1/2019,As You Like It,Theater,40,17:00,Main Post Lawn,Montgomery Street,
San Francisco,3/1/2019,Bakersfield Mist,Theater,45,18:30,Phoenix Theatre,414 Mason Street,
San Francisco,3/1/2019,Bats Improv Comedy,Theater,35,19:30,BATS Improv Theatre,Landmark Building B,
San Francisco,3/1/2019,Caveman Play,Theater,30,17:30,Z Below,470 Florida Street,
San Francisco,3/1/2019,Creative Drama Summer Camp,Theater,45,18:30,Young Performers Theatre,"Landmark Building C, 2 Marina Boulevard",
San Francisco,3/1/2019,Heathers The Musical,Theater,50,18:30,Cowell Theater,2 Marina Boulevard,
San Francisco,3/1/2019,Other,Theater,60,17:30,The Chapel,777 Valencia Street,
San Francisco,3/1/2019,Superscene Prime Time,Theater,20,16:30,BATS Improv Theatre,Landmark Building B,
San Francisco,3/1/2019,Above Ground,,40,17:30,Mojo Theatre,2940 16th Street #217,
Phoenix,3/2/2019,Bad Suns,,55,16:30,The Van Buren,401 West Van Buren Street,
Vancouver,3/10/2019,Cavetown,Music,50,16:00,Venue Nightclub,881 Granville Street,
Vancouver,3/10/2019,Collective Soul,Music,60,19:00,PNE Amphitheatre,2901 East Hastings Street,
Vancouver,3/10/2019,Comethazine,Music,55,17:30,Venue Nightclub,881 Granville Street,
Vancouver,3/10/2019,Cuco,Music,35,18:30,Venue Nightclub,881 Granville Street,
Vancouver,3/10/2019,Tlc,Music,40,18:30,PNE Amphitheatre,2901 East Hastings Street,
Vancouver,3/10/2019,Cavetown,,50,16:00,Venue Nightclub,881 Granville Street,
Napa,3/2/2019,Braxton Cook,Music,25,17:00,Blue Note Napa,1030 Main Street,
Napa,3/1/2019,Jon B,Music,20,17:30,Blue Note Napa,1030 Main Street,
Napa,3/14/2019,Nellie Mckay,Music,60,18:00,Blue Note Napa,1030 Main Street,
Napa,3/5/2019,Roy Ayers,Music,60,16:00,Blue Note Napa,1030 Main Street,
Napa,3/5/2019,Stella Heath,Music,40,17:30,Blue Note Napa,1030 Main Street,
Napa,3/2/2019,Braxton Cook,,25,17:00,Blue Note Napa,1030 Main Street,
Toronto,3/1/2019,Funtcase,Music,30,19:00,NEST,423 College Street,
Toronto,3/3/2019,Mac Demarco,Music,25,18:00,Woodbine Park,1695 Queen Street East,
Toronto,3/9/2019,Mavis Staples,Music,25,16:30,Telus Centre for Performance and Learning,273 Bloor Street West,
Toronto,3/10/2019,Melanie Martinez,Music,25,16:00,Rebel,11 Polson Street,
Toronto,3/11/2019,Mike Epps,Music,45,17:00,Bluma Appel Theatre,"Centre for the Arts, 27 Front Street East",
Toronto,3/12/2019,Pup,Music,40,16:00,Echo Beach,909 Lake Shore Boulevard West,
Toronto,3/2/2019,Summer Walker,Music,20,18:00,Rebel,11 Polson Street,
Toronto,3/1/2019,Funtcase,,30,19:00,NEST,423 College Street,
San Diego,3/4/2019,About Time,Theater,30,18:00,Talent to aMuse Theatre Co,3919 Normal Street,
San Diego,3/4/2019,Arsenic And Old Lace,Theater,45,18:30,Northminster Presbyterian Church,4324 Clairemont Mesa Boulevard,
San Diego,3/4/2019,Dance Nation,Theater,30,16:00,Moxie Theatre,6663 El Cajon Boulevard Ste N,
San Diego,3/4/2019,Foxfire,Theater,30,16:00,Scripps Ranch Theatre,9783 Avenue of Nations,
San Diego,3/4/2019,King Lear,Theater,50,17:00,Westminster Presbyterian Church,3598 Talbot Street,
San Diego,3/4/2019,Once Upon A Mattress,Theater,25,17:00,Mission Hills United Church of Christ,4070 Jackdaw Street,
San Diego,3/4/2019,She Kills Monsters,Theater,45,17:30,Saville Theatre,"14th St &, C Street",
San Diego,3/4/2019,About Time,,30,18:00,Talent to aMuse Theatre Co,3919 Normal Street,
London,3/11/2019,A Taste For Murder,Theater,55,18:30,Wanstead Library,Spratt Hall Road,
London,3/11/2019,All The Little Lights,Theater,30,19:30,Tristan Bates Theatre,1A Tower Street,
London,3/11/2019,Armia,Theater,60,18:30,The Dome,2A Dartmouth Park Hill,
London,3/11/2019,As You Like It,Theater,50,17:30,"Swan, Shakespeare's Globe","21 New Globe Walk, Bankside",
London,3/11/2019,Becoming The Invisible Woman,Theater,25,18:00,Drayton Arms Theatre,153 Old Brompton Road,
London,3/11/2019,Caspa Arts Collaborative Theatre,Theater,50,19:30,Drayton Arms Theatre,153 Old Brompton Road,
London,3/11/2019,Christmas Drama Workshop,Theater,55,16:30,Harmony Hall,10 Truro Road,
London,3/11/2019,Come To One,Theater,25,19:00,The Chapel Cafe Bar,308 - 312 Grays Inn Road,
London,3/11/2019,Creative Movements Class,Theater,35,17:00,Pangbourne House Nursery Montessori School,2 Pangbourne Avenue,
London,3/11/2019,A Taste For Murder,,55,18:30,Wanstead Library,Spratt Hall Road,
Philadelphia,3/12/2019,Ayokay,Music,40,19:00,The Foundry,29 East Allen Street 2nd Floor,
Philadelphia,3/12/2019,Bars And Melody,Music,25,17:30,The Foundry,29 East Allen Street 2nd Floor,
Philadelphia,3/12/2019,Icon For Hire,Music,55,19:00,Voltage Lounge,421 North 7th Street,
Philadelphia,3/12/2019,Julia Jacklin,Music,45,16:00,The Foundry,29 East Allen Street 2nd Floor,
Philadelphia,3/12/2019,King Princess,Music,60,16:30,The Fillmore Philadelphia,29 East Allen Street,
Philadelphia,3/12/2019,Lil Durk,Music,60,17:30,The Fillmore Philadelphia,29 East Allen Street,
Philadelphia,3/12/2019,Louis The Child,Music,20,16:00,The Fillmore Philadelphia,29 East Allen Street,
Philadelphia,3/12/2019,Mac Ayres,Music,45,18:00,The Foundry,29 East Allen Street 2nd Floor,
Philadelphia,3/12/2019,Melanie Martinez,Music,30,17:30,The Fillmore Philadelphia,29 East Allen Street,
Philadelphia,3/12/2019,Toto,Music,55,19:30,The Met Philadelphia,858 North Broad Street,
Philadelphia,3/12/2019,Bars And Melody,,25,17:30,The Foundry,29 East Allen Street 2nd Floor,
London,3/1/2019,Hansard,Music,20,18:00,Lyttleton Theatre,South Bank,
London,3/1/2019,Iq,Music,45,18:30,O2 Academy 2 & Box Office,26 Parkfield Street,
London,3/1/2019,Liam Frost,Music,25,17:00,Servant Jazz Quarters,10A Bradbury Street,
London,3/1/2019,Onblackheath Festival,Music,35,19:00,Blackheath Common,7-8 Vanbrugh Terrace,
London,3/1/2019,Ruel,Music,55,16:00,Electric Brixton,Town Hall Parade,
London,3/1/2019,Twin Peaks,Music,55,18:00,The Dome,2A Dartmouth Park Hill,
Chicago,3/10/2019,Ada And The Engine,Theater,25,17:30,The Artistic Home,1376 West Grand Avenue #7761,
Chicago,3/10/2019,Comedysportz,Theater,25,18:30,CSz Theater Chicago,929 West Belmont Avenue,
Chicago,3/10/2019,Countess Dracula,Theater,20,16:30,Otherworld Theatre Performance Venue and Bar,3914 North Clark Street,
Chicago,3/10/2019,Drunk Shakespeare,Theater,45,19:30,The Lounge At The Lion,182 North Wabash Avenue,
Chicago,3/10/2019,Ebonyessencejet At Steppenwolf Theatre,Theater,45,16:00,Front Bar,1700 North Halsted Street,
Chicago,3/10/2019,Emma,Theater,20,19:00,Lifeline Theatre,6912 North Glenwood Avenue,
Chicago,3/10/2019,Every Brilliant Thing,Theater,40,17:30,Windy City Playhouse South,2229 South Michigan Avenue,
Chicago,3/10/2019,Fine,Theater,50,19:30,The Mission Theater,1501 North Kingsbury Street,
Chicago,3/10/2019,Ada And The Engine,,25,17:30,The Artistic Home,1376 West Grand Avenue #7761,
New York,3/11/2019,Abbi Jacobson,,60,19:30,Kaufmann Concert Hall,1395 Lexington Avenue,
London,3/7/2019,A Right Royale Tea,Theater,35,19:30,Amba Hotel Charing Cross,Strand,
London,3/7/2019,Academy Performing Arts,Theater,45,19:30,Academy Performing Arts,"Academy Performing Arts, 2 Archery Road",
London,3/7/2019,All The Little Lights,Theater,25,18:00,Tristan Bates Theatre,1A Tower Street,
London,3/7/2019,Beyond The Blue,Theater,50,17:30,Poplar Union,2 Cotall Street,
London,3/7/2019,Boat Show Comedy Club,Theater,20,19:00,The Boat Show Comedy Club,"Salsa! Temple, Ps Tattershall Castle, Temple Station, Victoria Embankment",
London,3/7/2019,Boris Rex,Theater,50,17:00,Tristan Bates Theatre,1A Tower Street,
London,3/7/2019,Caspa Arts Collaborative Theatre,Theater,35,18:00,Drayton Arms Theatre,153 Old Brompton Road,
London,3/7/2019,Christmas Drama Workshop,Theater,60,16:30,Harmony Hall,10 Truro Road,
London,3/7/2019,Club Briefs,Theater,25,16:30,Wonderground,337-338 Belvedere Road,
London,3/7/2019,A Right Royale Tea,,35,19:30,Amba Hotel Charing Cross,Strand,
San Diego,3/7/2019,Alejandro Sanz,Music,50,19:30,Cal Coast Credit Union Amphitheater,5500 Campanile Drive,
San Diego,3/4/2019,Angel Olsen,Music,30,17:00,The Observatory North Park,2891 University Avenue,
San Diego,3/7/2019,Bastille,Music,55,18:30,Cal Coast Credit Union Amphitheater,5500 Campanile Drive,
San Diego,3/1/2019,Benjamin Francis Leftwich,Music,35,17:30,The Irenic,3090 Polk Avenue,
San Diego,3/7/2019,Devendra Banhart,Music,30,16:00,The Observatory North Park,2891 University Avenue,
San Diego,3/9/2019,Fidlar,Music,25,16:30,The Observatory North Park,2891 University Avenue,
San Diego,3/7/2019,Greta Van Fleet,Music,45,17:00,Cal Coast Credit Union Amphitheater,5500 Campanile Drive,
San Diego,3/11/2019,Hozier,Music,35,16:00,Cal Coast Credit Union Amphitheater,5500 Campanile Drive,
San Diego,3/11/2019,Ingrid Michaelson,Music,25,18:00,The Observatory North Park,2891 University Avenue,
San Diego,3/13/2019,Johnny Mathis,Music,55,16:30,Copley Symphony Hall,Seventh Avenue,
San Diego,3/7/2019,Alejandro Sanz,,50,19:30,Cal Coast Credit Union Amphitheater,5500 Campanile Drive,
Los Angeles,3/1/2019,A Year In Dragonfly,,55,18:30,Studio C Artists,6448 California 2,
New York,3/9/2019,Alpha Blondy,,25,19:30,Sony Hall,235 West 46th Street,
Oakland,3/11/2019,The Threepenny Opera,Theater,20,16:00,Bridge Yard,210 Burma Road,
Oakland,3/11/2019,The Threepenny Opera,,20,16:00,Bridge Yard,210 Burma Road,
London,3/14/2019,Armia,Theater,60,16:30,The Dome,2A Dartmouth Park Hill,
London,3/14/2019,Becoming The Invisible Woman,Theater,30,19:30,Drayton Arms Theatre,153 Old Brompton Road,
London,3/14/2019,Beyond The Blue,Theater,30,16:00,Poplar Union,2 Cotall Street,
London,3/14/2019,Boat Show Comedy Club,Theater,30,18:30,The Boat Show Comedy Club,"Salsa! Temple, Ps Tattershall Castle, Temple Station, Victoria Embankment",
London,3/14/2019,Bon Ami,Theater,60,17:30,Studio at New Wimbledon Theatre,93 The Broadway,
London,3/14/2019,Broken English,Theater,20,18:30,The Honor Oak Pub,1 Saint German's Road,
London,3/14/2019,Caspa Arts Collaborative Theatre,Theater,40,18:30,Drayton Arms Theatre,153 Old Brompton Road,
London,3/14/2019,Club Briefs,Theater,60,16:00,Wonderground,337-338 Belvedere Road,
London,3/14/2019,Craig David,Theater,55,19:30,Rose Bowl Youth Centre,"St. Paul's Open Space, New River Green Estate",
Atlanta,3/8/2019,Grounded,Theater,30,18:30,7 Stages Theatre,1105 Euclid Avenue Northeast,
Atlanta,3/8/2019,Hands Of Color,Theater,20,19:00,Synchronicity Theatre,1545 Peachtree Street Northeast #102,
Atlanta,3/8/2019,Much Ado About Nothing,Theater,25,19:30,Active Sol Yoga,200 Bennett Street Northwest,
Atlanta,3/8/2019,One Act Spectacular,Theater,25,16:00,PULP Books Atlanta,668 11th Street Northwest,
Atlanta,3/8/2019,Grounded,,30,18:30,7 Stages Theatre,1105 Euclid Avenue Northeast,
Portland,3/4/2019,Annual School Performance,Theater,55,18:00,Newmark Theatre,1111 Southwest Broadway,
Portland,3/4/2019,Beirut By Alan Bowne,Theater,25,17:30,Shoe Box Theater,2110 Southeast 10th Avenue,
Portland,3/4/2019,Mala By Melinda Lopez,Theater,50,16:00,CoHo Productions,2257 Northwest Raleigh Street,
Portland,3/4/2019,Pdx Improv All Stars,Theater,25,19:30,Curious Comedy Annex,5229 Northeast Martin Luther King Junior Boulevard,
Portland,3/4/2019,Princess Ida,Theater,50,18:00,Alpenrose Opera House,6149 Southwest Shattuck Road,
Portland,3/4/2019,Heathers The Musical,,25,19:30,Funhouse Lounge,2432 Southeast 11th Avenue,
Philadelphia,3/10/2019,Babymetal,Music,45,18:30,The Fillmore Philadelphia,29 East Allen Street,
Philadelphia,3/10/2019,Drax Project,Music,25,16:30,Voltage Lounge,421 North 7th Street,
Philadelphia,3/10/2019,Girl In Red,Music,40,16:00,The Foundry,29 East Allen Street 2nd Floor,
Philadelphia,3/10/2019,Hozier,Music,50,19:30,The Met Philadelphia,858 North Broad Street,
Philadelphia,3/10/2019,Julia Jacklin,Music,60,18:30,The Foundry,29 East Allen Street 2nd Floor,
Philadelphia,3/10/2019,Lil Durk,Music,55,16:00,The Fillmore Philadelphia,29 East Allen Street,
Philadelphia,3/10/2019,Louis The Child,Music,55,16:30,The Fillmore Philadelphia,29 East Allen Street,
Philadelphia,3/10/2019,Mac Ayres,Music,45,19:30,The Foundry,29 East Allen Street 2nd Floor,
Philadelphia,3/10/2019,Mason Ramsey,Music,20,18:00,The Foundry,29 East Allen Street 2nd Floor,
Portland,3/6/2019,Beirut By Alan Bowne,Theater,50,19:00,Shoe Box Theater,2110 Southeast 10th Avenue,
Portland,3/6/2019,Heathers The Musical,Theater,40,18:00,Funhouse Lounge,2432 Southeast 11th Avenue,
Portland,3/6/2019,Princess Ida,Theater,30,19:00,Alpenrose Opera House,6149 Southwest Shattuck Road,
Portland,3/6/2019,Red By John Logan,Theater,60,17:00,Shaking the Tree Theatre,823 Southeast Grant Street,
Portland,3/6/2019,Summer Improv Intensive,Theater,20,19:30,Curious Comedy Theater,5225 Northeast Martin Luther King Junior Boulevard,
Portland,3/6/2019,Beirut By Alan Bowne,,50,19:00,Shoe Box Theater,2110 Southeast 10th Avenue,
Seattle,3/11/2019,Claudia Oshry,Music,50,16:30,Illsley Ball Nordstrom Recital Hall,200 University Street,
Seattle,3/11/2019,Greensky Bluegrass,Music,30,16:30,Flamingo Lot,5500 Phinney Avenue North,
Seattle,3/11/2019,Mal Blum,Music,30,16:30,The Vera Project,305 Harrison Street,
Seattle,3/11/2019,Claudia Oshry,,50,16:30,Illsley Ball Nordstrom Recital Hall,200 University Street,
San Diego,3/13/2019,Alejandro Sanz,Music,55,16:00,Cal Coast Credit Union Amphitheater,5500 Campanile Drive,
San Diego,3/13/2019,Angel Olsen,Music,55,19:30,The Observatory North Park,2891 University Avenue,
San Diego,3/13/2019,Devendra Banhart,Music,60,19:30,The Observatory North Park,2891 University Avenue,
San Diego,3/13/2019,Greta Van Fleet,Music,35,19:30,Cal Coast Credit Union Amphitheater,5500 Campanile Drive,
San Diego,3/13/2019,Jon Bellion,Music,45,19:30,Cal Coast Credit Union Amphitheater,5500 Campanile Drive,
San Diego,3/13/2019,Jon Pardi,Music,45,19:30,Cal Coast Credit Union Amphitheater,5500 Campanile Drive,
San Diego,3/13/2019,Local Natives,Music,25,19:30,Music Box,1337 India Street,
San Diego,3/13/2019,Mandolin Orange,Music,25,16:00,The Observatory North Park,2891 University Avenue,
San Diego,3/13/2019,Maribou State,Music,30,16:30,The Observatory North Park,2891 University Avenue,
San Diego,3/13/2019,Alejandro Sanz,,55,16:00,Cal Coast Credit Union Amphitheater,5500 Campanile Drive,
Berlin,3/14/2019,Intro To Musical Improv,Theater,35,17:00,Comedy Cafe Berlin,"Roseggerstrasse 17, 12059",
Berlin,3/2/2019,Rollercoasters Musical Improv,Theater,40,18:00,Comedy Cafe Berlin,"Roseggerstrasse 17, 12059",
Berlin,3/14/2019,Intro To Musical Improv,,35,17:00,Comedy Cafe Berlin,"Roseggerstrasse 17, 12059",
London,3/10/2019,A Right Royale Tea,Theater,50,18:30,Amba Hotel Charing Cross,Strand,
London,3/10/2019,As You Like It,Theater,20,17:30,"Swan, Shakespeare's Globe","21 New Globe Walk, Bankside",
London,3/10/2019,Becoming The Invisible Woman,Theater,50,16:00,Drayton Arms Theatre,153 Old Brompton Road,
London,3/10/2019,Boat Show Comedy Club,Theater,50,16:00,The Boat Show Comedy Club,"Salsa! Temple, Ps Tattershall Castle, Temple Station, Victoria Embankment",
London,3/10/2019,Bon Ami,Theater,60,16:00,Studio at New Wimbledon Theatre,93 The Broadway,
London,3/10/2019,Boris Rex,Theater,35,18:30,Tristan Bates Theatre,1A Tower Street,
London,3/10/2019,Broken English,Theater,40,19:00,The Honor Oak Pub,1 Saint German's Road,
London,3/10/2019,Caspa Arts Collaborative Theatre,Theater,25,19:00,Drayton Arms Theatre,153 Old Brompton Road,
London,3/10/2019,Christmas Drama Workshop,Theater,50,17:30,Harmony Hall,10 Truro Road,
Atlanta,3/10/2019,Babyshower For The Antichrist,Theater,20,16:30,Fulton County West End Performing Arts Center,945 Ralph David Abernathy Boulevard,
Atlanta,3/10/2019,Grounded,Theater,45,19:30,7 Stages Theatre,1105 Euclid Avenue Northeast,
Atlanta,3/10/2019,Hands Of Color,Theater,30,19:00,Synchronicity Theatre,1545 Peachtree Street Northeast #102,
Atlanta,3/10/2019,Much Ado About Nothing,Theater,50,18:30,Active Sol Yoga,200 Bennett Street Northwest,
Atlanta,3/10/2019,One Act Spectacular,Theater,20,18:00,PULP Books Atlanta,668 11th Street Northwest,
Atlanta,3/10/2019,Babyshower For The Antichrist,,20,16:30,Fulton County West End Performing Arts Center,945 Ralph David Abernathy Boulevard,
Sacramento,3/5/2019,Aftershock Festival,,20,17:30,Discovery Park,1600 Garden Highway,
San Francisco,3/11/2019,Finneas,Music,55,17:30,August Hall,420 Mason Street,
San Francisco,3/11/2019,Jeanette Tietze,Music,50,17:30,The Episcopal Church of the Incarnation,1750 29th Avenue,
San Francisco,3/11/2019,Lucy Dacus,Music,35,19:00,August Hall,420 Mason Street,
San Francisco,3/11/2019,Matt Corby,Music,60,19:00,August Hall,420 Mason Street,
San Francisco,3/11/2019,Matty Matheson,Music,30,16:00,August Hall,420 Mason Street,
San Francisco,3/11/2019,Neneh Cherry,Music,50,18:30,August Hall,420 Mason Street,
San Francisco,3/11/2019,Remo Drive,Music,40,19:00,The Chapel,777 Valencia Street,
San Francisco,3/11/2019,Sinead Harnett,Music,35,17:00,August Hall,420 Mason Street,
San Francisco,3/11/2019,The Adicts,Music,50,19:30,August Hall,420 Mason Street,
