departure_date,departure_time,destination,destination_station_name,fare_type,group_size,origin,origin_station_name,price
3/5/2019,12:50,Sacramento,Sacramento Valley Station,Economy,,Las Vegas,Union Plaza,73
3/2/2019,7:40,Anaheim,Anaheim Intermodal Center,Economy,,Sacramento,Sacramento Valley Station,62
3/2/2019,8:30,Anaheim,Anaheim Intermodal Center,Economy,,Sacramento,Sacramento Valley Station,62
3/2/2019,11:00,Anaheim,Anaheim Intermodal Center,Economy,,Sacramento,Sacramento Valley Station,70
3/2/2019,12:50,Anaheim,Anaheim Intermodal Center,Economy,,Sacramento,Sacramento Valley Station,71
3/2/2019,13:00,Anaheim,Anaheim Intermodal Center,Economy,,Sacramento,Sacramento Valley Station,69
3/2/2019,13:30,Anaheim,Anaheim Intermodal Center,Economy,,Sacramento,Sacramento Valley Station,69
3/2/2019,18:50,Anaheim,Anaheim Intermodal Center,Economy,,Sacramento,Sacramento Valley Station,57
3/2/2019,19:50,Anaheim,Anaheim Intermodal Center,Economy,,Sacramento,Sacramento Valley Station,69
3/12/2019,6:10,Portland,Portland Bus Station,Economy,,Seattle,King Street Station,33
3/12/2019,6:30,Portland,Portland Bus Station,Economy,,Seattle,King Street Station,29
3/12/2019,8:30,Portland,Portland Bus Station,Economy,,Seattle,King Street Station,30
3/12/2019,9:10,Portland,Portland Bus Station,Economy,,Seattle,King Street Station,30
3/12/2019,9:20,Portland,Portland Bus Station,Economy,,Seattle,King Street Station,31
3/12/2019,9:50,Portland,Portland Bus Station,Economy,,Seattle,King Street Station,28
3/12/2019,13:10,Portland,Portland Bus Station,Economy,,Seattle,King Street Station,32
3/12/2019,16:10,Portland,Portland Bus Station,Economy,,Seattle,King Street Station,33
3/12/2019,19:20,Portland,Portland Bus Station,Economy,,Seattle,King Street Station,28
3/12/2019,19:30,Portland,Portland Bus Station,Economy,,Seattle,King Street Station,29
3/14/2019,7:20,Sacramento,Sacramento Valley Station,Economy,,San Francisco,Salesforce Transit Center,21
3/14/2019,9:40,Sacramento,Sacramento Valley Station,Economy,,San Francisco,Salesforce Transit Center,26
3/14/2019,10:00,Sacramento,Sacramento Valley Station,Economy,,San Francisco,Salesforce Transit Center,23
3/14/2019,11:40,Sacramento,Sacramento Valley Station,Economy,,San Francisco,Salesforce Transit Center,23
3/14/2019,12:30,Sacramento,Sacramento Valley Station,Economy,,San Francisco,Salesforce Transit Center,18
3/14/2019,13:20,Sacramento,Sacramento Valley Station,Economy,,San Francisco,Salesforce Transit Center,23
3/14/2019,14:10,Sacramento,Sacramento Valley Station,Economy,,San Francisco,Salesforce Transit Center,22
3/14/2019,16:40,Sacramento,Sacramento Valley Station,Economy,,San Francisco,Salesforce Transit Center,24
3/14/2019,17:30,Sacramento,Sacramento Valley Station,Economy,,San Francisco,Salesforce Transit Center,23
3/14/2019,18:10,Sacramento,Sacramento Valley Station,Economy,,San Francisco,Salesforce Transit Center,22
3/7/2019,10:20,San Diego,Santa Fe Depot,Economy,,Sacramento,Sacramento Valley Station,64
3/7/2019,10:50,San Diego,Santa Fe Depot,Economy,,Sacramento,Sacramento Valley Station,65
3/7/2019,11:00,San Diego,Santa Fe Depot,Economy,,Sacramento,Sacramento Valley Station,81
3/7/2019,12:50,San Diego,Santa Fe Depot,Economy,,Sacramento,Sacramento Valley Station,80
3/7/2019,13:00,San Diego,Santa Fe Depot,Economy,,Sacramento,Sacramento Valley Station,82
3/7/2019,13:20,San Diego,Santa Fe Depot,Economy,,Sacramento,Sacramento Valley Station,79
3/7/2019,13:30,San Diego,Santa Fe Depot,Economy,,Sacramento,Sacramento Valley Station,75
3/7/2019,19:50,San Diego,Santa Fe Depot,Economy,,Sacramento,Sacramento Valley Station,74
3/9/2019,8:10,New York,Port Authority Station,Economy,,Washington,Union Station,33
3/9/2019,11:10,New York,Port Authority Station,Economy,,Washington,Union Station,40
3/9/2019,12:00,New York,Port Authority Station,Economy,,Washington,Union Station,38
3/9/2019,12:30,New York,Port Authority Station,Economy,,Washington,Union Station,39
3/9/2019,13:40,New York,Port Authority Station,Economy,,Washington,Union Station,37
3/9/2019,14:00,New York,Port Authority Station,Economy,,Washington,Union Station,39
3/9/2019,19:30,New York,Port Authority Station,Economy,,Washington,Union Station,41
3/9/2019,8:10,New York,Port Authority Station,Flexible,,Washington,Union Station,53
3/9/2019,8:20,New York,Port Authority Station,Flexible,,Washington,Union Station,62
3/9/2019,11:10,New York,Port Authority Station,Flexible,,Washington,Union Station,60
3/9/2019,12:00,New York,Port Authority Station,Flexible,,Washington,Union Station,58
3/9/2019,12:30,New York,Port Authority Station,Flexible,,Washington,Union Station,59
3/9/2019,13:40,New York,Port Authority Station,Flexible,,Washington,Union Station,57
3/9/2019,14:00,New York,Port Authority Station,Flexible,,Washington,Union Station,59
3/9/2019,19:30,New York,Port Authority Station,Flexible,,Washington,Union Station,61
3/6/2019,8:00,Sacramento,Sacramento Valley Station,Economy,,Fresno,Fresno Station,35
3/6/2019,8:20,Sacramento,Sacramento Valley Station,Economy,,Fresno,Fresno Station,31
3/6/2019,10:10,Sacramento,Sacramento Valley Station,Economy,,Fresno,Fresno Station,32
3/6/2019,11:20,Sacramento,Sacramento Valley Station,Economy,,Fresno,Fresno Station,33
3/6/2019,12:20,Sacramento,Sacramento Valley Station,Economy,,Fresno,Fresno Station,36
3/6/2019,7:50,Long Beach,Downtown Station,Economy,,San Francisco,Salesforce Transit Center,53
3/6/2019,8:50,Long Beach,Downtown Station,Economy,,San Francisco,Salesforce Transit Center,51
3/6/2019,9:10,Long Beach,Downtown Station,Economy,,San Francisco,Salesforce Transit Center,42
3/6/2019,10:30,Long Beach,Downtown Station,Economy,,San Francisco,Salesforce Transit Center,54
3/6/2019,15:20,Long Beach,Downtown Station,Economy,,San Francisco,Salesforce Transit Center,40
3/6/2019,16:30,Long Beach,Downtown Station,Economy,,San Francisco,Salesforce Transit Center,51
3/6/2019,17:00,Long Beach,Downtown Station,Economy,,San Francisco,Salesforce Transit Center,39
3/12/2019,7:50,Long Beach,Downtown Station,Economy,,San Francisco,Salesforce Transit Center,45
3/12/2019,8:50,Long Beach,Downtown Station,Economy,,San Francisco,Salesforce Transit Center,43
3/12/2019,9:10,Long Beach,Downtown Station,Economy,,San Francisco,Salesforce Transit Center,49
3/12/2019,10:30,Long Beach,Downtown Station,Economy,,San Francisco,Salesforce Transit Center,45
3/12/2019,15:20,Long Beach,Downtown Station,Economy,,San Francisco,Salesforce Transit Center,49
3/12/2019,16:30,Long Beach,Downtown Station,Economy,,San Francisco,Salesforce Transit Center,51
3/8/2019,6:10,Los Angeles,Union Station,Economy,,San Diego,Santa Fe Depot,23
3/8/2019,6:50,Los Angeles,Union Station,Economy,,San Diego,Santa Fe Depot,26
3/8/2019,8:30,Los Angeles,Union Station,Economy,,San Diego,Santa Fe Depot,28
3/8/2019,9:50,Los Angeles,Union Station,Economy,,San Diego,Santa Fe Depot,25
3/8/2019,10:00,Los Angeles,Union Station,Economy,,San Diego,Santa Fe Depot,27
3/8/2019,12:40,Los Angeles,Union Station,Economy,,San Diego,Santa Fe Depot,28
3/8/2019,12:50,Los Angeles,Union Station,Economy,,San Diego,Santa Fe Depot,24
3/8/2019,13:30,Los Angeles,Union Station,Economy,,San Diego,Santa Fe Depot,26
3/8/2019,14:10,Los Angeles,Union Station,Economy,,San Diego,Santa Fe Depot,23
3/8/2019,16:30,Los Angeles,Union Station,Economy,,San Diego,Santa Fe Depot,23
3/8/2019,6:10,Los Angeles,Union Station,Economy extra,,San Diego,Santa Fe Depot,33
3/8/2019,6:50,Los Angeles,Union Station,Economy extra,,San Diego,Santa Fe Depot,36
3/8/2019,8:30,Los Angeles,Union Station,Economy extra,,San Diego,Santa Fe Depot,38
3/8/2019,9:50,Los Angeles,Union Station,Economy extra,,San Diego,Santa Fe Depot,35
3/8/2019,10:00,Los Angeles,Union Station,Economy extra,,San Diego,Santa Fe Depot,37
3/8/2019,12:40,Los Angeles,Union Station,Economy extra,,San Diego,Santa Fe Depot,38
3/8/2019,12:50,Los Angeles,Union Station,Economy extra,,San Diego,Santa Fe Depot,34
3/8/2019,13:30,Los Angeles,Union Station,Economy extra,,San Diego,Santa Fe Depot,36
3/8/2019,14:10,Los Angeles,Union Station,Economy extra,,San Diego,Santa Fe Depot,33
3/8/2019,16:30,Los Angeles,Union Station,Economy extra,,San Diego,Santa Fe Depot,33
3/7/2019,6:40,Seattle,King Street Station,Flexible,,Vancouver,Pacific Central Station,46
3/7/2019,8:10,Seattle,King Street Station,Flexible,,Vancouver,Pacific Central Station,45
3/7/2019,8:30,Seattle,King Street Station,Flexible,,Vancouver,Pacific Central Station,49
3/7/2019,8:50,Seattle,King Street Station,Flexible,,Vancouver,Pacific Central Station,47
3/7/2019,10:00,Seattle,King Street Station,Flexible,,Vancouver,Pacific Central Station,46
3/7/2019,12:30,Seattle,King Street Station,Flexible,,Vancouver,Pacific Central Station,50
3/7/2019,17:50,Seattle,King Street Station,Flexible,,Vancouver,Pacific Central Station,49
3/7/2019,18:30,Seattle,King Street Station,Flexible,,Vancouver,Pacific Central Station,47
3/7/2019,18:40,Seattle,King Street Station,Flexible,,Vancouver,Pacific Central Station,51
3/7/2019,19:10,Seattle,King Street Station,Flexible,,Vancouver,Pacific Central Station,48
3/1/2019,7:10,Philadelphia,Intercity Terminal,Economy,,Washington,Union Station,30
3/1/2019,7:50,Philadelphia,Intercity Terminal,Economy,,Washington,Union Station,27
3/1/2019,8:40,Philadelphia,Intercity Terminal,Economy,,Washington,Union Station,27
3/1/2019,9:00,Philadelphia,Intercity Terminal,Economy,,Washington,Union Station,28
3/1/2019,12:00,Philadelphia,Intercity Terminal,Economy,,Washington,Union Station,30
3/1/2019,14:10,Philadelphia,Intercity Terminal,Economy,,Washington,Union Station,27
3/1/2019,15:30,Philadelphia,Intercity Terminal,Economy,,Washington,Union Station,26
3/1/2019,17:40,Philadelphia,Intercity Terminal,Economy,,Washington,Union Station,28
3/4/2019,9:20,Portland,Portland Bus Station,Economy,,Vancouver,Pacific Central Station,34
3/4/2019,9:30,Portland,Portland Bus Station,Economy,,Vancouver,Pacific Central Station,39
3/4/2019,15:10,Portland,Portland Bus Station,Economy,,Vancouver,Pacific Central Station,39
3/4/2019,16:10,Portland,Portland Bus Station,Economy,,Vancouver,Pacific Central Station,42
3/4/2019,16:50,Portland,Portland Bus Station,Economy,,Vancouver,Pacific Central Station,40
3/4/2019,17:10,Portland,Portland Bus Station,Economy,,Vancouver,Pacific Central Station,43
3/4/2019,18:20,Portland,Portland Bus Station,Economy,,Vancouver,Pacific Central Station,41
3/4/2019,19:20,Portland,Portland Bus Station,Economy,,Vancouver,Pacific Central Station,37
3/7/2019,6:40,Seattle,King Street Station,Economy,,Vancouver,Pacific Central Station,26
3/7/2019,8:10,Seattle,King Street Station,Economy,,Vancouver,Pacific Central Station,25
3/7/2019,8:30,Seattle,King Street Station,Economy,,Vancouver,Pacific Central Station,29
3/7/2019,8:50,Seattle,King Street Station,Economy,,Vancouver,Pacific Central Station,27
3/7/2019,10:00,Seattle,King Street Station,Economy,,Vancouver,Pacific Central Station,26
3/7/2019,12:30,Seattle,King Street Station,Economy,,Vancouver,Pacific Central Station,30
3/7/2019,17:50,Seattle,King Street Station,Economy,,Vancouver,Pacific Central Station,29
3/7/2019,18:30,Seattle,King Street Station,Economy,,Vancouver,Pacific Central Station,27
3/7/2019,18:40,Seattle,King Street Station,Economy,,Vancouver,Pacific Central Station,31
3/7/2019,19:10,Seattle,King Street Station,Economy,,Vancouver,Pacific Central Station,28
3/5/2019,9:00,Los Angeles,Union Station,Economy,,Fresno,Fresno Station,40
3/5/2019,13:00,Los Angeles,Union Station,Economy,,Fresno,Fresno Station,37
3/5/2019,13:10,Los Angeles,Union Station,Economy,,Fresno,Fresno Station,31
3/5/2019,13:30,Los Angeles,Union Station,Economy,,Fresno,Fresno Station,34
3/5/2019,14:00,Los Angeles,Union Station,Economy,,Fresno,Fresno Station,36
3/5/2019,15:40,Los Angeles,Union Station,Economy,,Fresno,Fresno Station,35
3/5/2019,16:00,Los Angeles,Union Station,Economy,,Fresno,Fresno Station,43
3/5/2019,19:20,Los Angeles,Union Station,Economy,,Fresno,Fresno Station,38
3/11/2019,6:00,San Diego,Santa Fe Depot,Economy,,Anaheim,Anaheim Intermodal Center,26
3/11/2019,7:30,San Diego,Santa Fe Depot,Economy,,Anaheim,Anaheim Intermodal Center,23
3/11/2019,9:20,San Diego,Santa Fe Depot,Economy,,Anaheim,Anaheim Intermodal Center,24
3/11/2019,9:40,San Diego,Santa Fe Depot,Economy,,Anaheim,Anaheim Intermodal Center,22
3/11/2019,14:20,San Diego,Santa Fe Depot,Economy,,Anaheim,Anaheim Intermodal Center,22
3/11/2019,14:50,San Diego,Santa Fe Depot,Economy,,Anaheim,Anaheim Intermodal Center,21
3/11/2019,17:50,San Diego,Santa Fe Depot,Economy,,Anaheim,Anaheim Intermodal Center,23
3/11/2019,19:10,San Diego,Santa Fe Depot,Economy,,Anaheim,Anaheim Intermodal Center,20
3/11/2019,19:40,San Diego,Santa Fe Depot,Economy,,Anaheim,Anaheim Intermodal Center,22
3/3/2019,8:20,Long Beach,Downtown Station,Economy,,San Diego,Santa Fe Depot,27
3/3/2019,10:20,Long Beach,Downtown Station,Economy,,San Diego,Santa Fe Depot,29
3/3/2019,12:00,Long Beach,Downtown Station,Economy,,San Diego,Santa Fe Depot,23
3/3/2019,13:40,Long Beach,Downtown Station,Economy,,San Diego,Santa Fe Depot,24
3/3/2019,14:00,Long Beach,Downtown Station,Economy,,San Diego,Santa Fe Depot,29
3/3/2019,15:10,Long Beach,Downtown Station,Economy,,San Diego,Santa Fe Depot,29
3/3/2019,15:50,Long Beach,Downtown Station,Economy,,San Diego,Santa Fe Depot,23
3/3/2019,17:10,Long Beach,Downtown Station,Economy,,San Diego,Santa Fe Depot,21
3/3/2019,17:40,Long Beach,Downtown Station,Economy,,San Diego,Santa Fe Depot,24
3/3/2019,19:00,Long Beach,Downtown Station,Economy,,San Diego,Santa Fe Depot,25
3/4/2019,7:30,Las Vegas,Union Plaza,Economy,,Sacramento,Sacramento Valley Station,73
3/4/2019,10:20,Las Vegas,Union Plaza,Economy,,Sacramento,Sacramento Valley Station,70
3/4/2019,10:40,Las Vegas,Union Plaza,Economy,,Sacramento,Sacramento Valley Station,71
3/4/2019,10:50,Las Vegas,Union Plaza,Economy,,Sacramento,Sacramento Valley Station,68
3/4/2019,11:00,Las Vegas,Union Plaza,Economy,,Sacramento,Sacramento Valley Station,70
3/4/2019,12:50,Las Vegas,Union Plaza,Economy,,Sacramento,Sacramento Valley Station,64
3/4/2019,13:00,Las Vegas,Union Plaza,Economy,,Sacramento,Sacramento Valley Station,70
3/4/2019,13:20,Las Vegas,Union Plaza,Economy,,Sacramento,Sacramento Valley Station,75
3/4/2019,13:30,Las Vegas,Union Plaza,Economy,,Sacramento,Sacramento Valley Station,71
3/4/2019,19:40,Las Vegas,Union Plaza,Economy,,Sacramento,Sacramento Valley Station,66
3/8/2019,6:50,Vancouver,Pacific Central Station,Economy,,Portland,Portland Bus Station,47
3/8/2019,8:10,Vancouver,Pacific Central Station,Economy,,Portland,Portland Bus Station,40
3/8/2019,10:20,Vancouver,Pacific Central Station,Economy,,Portland,Portland Bus Station,38
3/8/2019,10:50,Vancouver,Pacific Central Station,Economy,,Portland,Portland Bus Station,44
3/8/2019,16:30,Vancouver,Pacific Central Station,Economy,,Portland,Portland Bus Station,47
3/8/2019,18:00,Vancouver,Pacific Central Station,Economy,,Portland,Portland Bus Station,38
3/8/2019,18:20,Vancouver,Pacific Central Station,Economy,,Portland,Portland Bus Station,41
3/8/2019,19:20,Vancouver,Pacific Central Station,Economy,,Portland,Portland Bus Station,39
3/5/2019,7:40,Sacramento,Sacramento Valley Station,Economy,,San Diego,Santa Fe Depot,72
3/5/2019,8:30,Sacramento,Sacramento Valley Station,Economy,,San Diego,Santa Fe Depot,71
3/5/2019,9:50,Sacramento,Sacramento Valley Station,Economy,,San Diego,Santa Fe Depot,71
3/5/2019,10:00,Sacramento,Sacramento Valley Station,Economy,,San Diego,Santa Fe Depot,77
3/5/2019,11:40,Sacramento,Sacramento Valley Station,Economy,,San Diego,Santa Fe Depot,70
3/5/2019,14:00,Sacramento,Sacramento Valley Station,Economy,,San Diego,Santa Fe Depot,63
3/1/2019,7:00,Anaheim,Anaheim Intermodal Center,Economy,,Los Angeles,Union Station,13
3/1/2019,11:10,Anaheim,Anaheim Intermodal Center,Economy,,Los Angeles,Union Station,12
3/1/2019,13:30,Anaheim,Anaheim Intermodal Center,Economy,,Los Angeles,Union Station,12
3/1/2019,13:50,Anaheim,Anaheim Intermodal Center,Economy,,Los Angeles,Union Station,14
3/1/2019,15:00,Anaheim,Anaheim Intermodal Center,Economy,,Los Angeles,Union Station,12
3/1/2019,15:40,Anaheim,Anaheim Intermodal Center,Economy,,Los Angeles,Union Station,11
3/1/2019,15:50,Anaheim,Anaheim Intermodal Center,Economy,,Los Angeles,Union Station,13
3/1/2019,17:30,Anaheim,Anaheim Intermodal Center,Economy,,Los Angeles,Union Station,12
3/1/2019,19:10,Anaheim,Anaheim Intermodal Center,Economy,,Los Angeles,Union Station,13
3/11/2019,10:10,Anaheim,Anaheim Intermodal Center,Economy,,San Diego,Santa Fe Depot,23
3/11/2019,10:40,Anaheim,Anaheim Intermodal Center,Economy,,San Diego,Santa Fe Depot,23
3/11/2019,13:20,Anaheim,Anaheim Intermodal Center,Economy,,San Diego,Santa Fe Depot,26
3/11/2019,14:00,Anaheim,Anaheim Intermodal Center,Economy,,San Diego,Santa Fe Depot,25
3/11/2019,14:10,Anaheim,Anaheim Intermodal Center,Economy,,San Diego,Santa Fe Depot,24
3/11/2019,16:50,Anaheim,Anaheim Intermodal Center,Economy,,San Diego,Santa Fe Depot,24
3/11/2019,18:00,Anaheim,Anaheim Intermodal Center,Economy,,San Diego,Santa Fe Depot,22
3/11/2019,18:10,Anaheim,Anaheim Intermodal Center,Economy,,San Diego,Santa Fe Depot,27
3/11/2019,18:40,Anaheim,Anaheim Intermodal Center,Economy,,San Diego,Santa Fe Depot,23
3/10/2019,7:20,Sacramento,Sacramento Valley Station,Economy,,Las Vegas,Union Plaza,79
3/10/2019,7:50,Sacramento,Sacramento Valley Station,Economy,,Las Vegas,Union Plaza,62
3/10/2019,10:50,Sacramento,Sacramento Valley Station,Economy,,Las Vegas,Union Plaza,69
3/10/2019,12:50,Sacramento,Sacramento Valley Station,Economy,,Las Vegas,Union Plaza,69
3/8/2019,10:50,San Diego,Santa Fe Depot,Economy,,Sacramento,Sacramento Valley Station,80
3/8/2019,11:00,San Diego,Santa Fe Depot,Economy,,Sacramento,Sacramento Valley Station,75
3/8/2019,12:50,San Diego,Santa Fe Depot,Economy,,Sacramento,Sacramento Valley Station,79
3/8/2019,13:00,San Diego,Santa Fe Depot,Economy,,Sacramento,Sacramento Valley Station,67
3/8/2019,13:20,San Diego,Santa Fe Depot,Economy,,Sacramento,Sacramento Valley Station,69
3/8/2019,13:30,San Diego,Santa Fe Depot,Economy,,Sacramento,Sacramento Valley Station,73
3/8/2019,19:50,San Diego,Santa Fe Depot,Economy,,Sacramento,Sacramento Valley Station,79
3/6/2019,7:20,Las Vegas,Union Plaza,Economy,,Fresno,Fresno Station,40
3/6/2019,8:50,Las Vegas,Union Plaza,Economy,,Fresno,Fresno Station,42
3/6/2019,9:10,Las Vegas,Union Plaza,Economy,,Fresno,Fresno Station,44
3/6/2019,11:50,Las Vegas,Union Plaza,Economy,,Fresno,Fresno Station,41
3/6/2019,12:00,Las Vegas,Union Plaza,Economy,,Fresno,Fresno Station,40
3/6/2019,12:40,Las Vegas,Union Plaza,Economy,,Fresno,Fresno Station,38
3/6/2019,14:30,Las Vegas,Union Plaza,Economy,,Fresno,Fresno Station,40
3/6/2019,15:00,Las Vegas,Union Plaza,Economy,,Fresno,Fresno Station,42
3/6/2019,17:30,Las Vegas,Union Plaza,Economy,,Fresno,Fresno Station,40
3/6/2019,18:50,Las Vegas,Union Plaza,Economy,,Fresno,Fresno Station,42
3/14/2019,7:30,Fresno,Fresno Station,Economy,,Los Angeles,Union Station,34
3/14/2019,10:40,Fresno,Fresno Station,Economy,,Los Angeles,Union Station,38
3/14/2019,12:40,Fresno,Fresno Station,Economy,,Los Angeles,Union Station,35
3/14/2019,13:10,Fresno,Fresno Station,Economy,,Los Angeles,Union Station,40
3/14/2019,15:30,Fresno,Fresno Station,Economy,,Los Angeles,Union Station,40
3/14/2019,17:30,Fresno,Fresno Station,Economy,,Los Angeles,Union Station,38
3/14/2019,17:40,Fresno,Fresno Station,Economy,,Los Angeles,Union Station,34
3/14/2019,18:10,Fresno,Fresno Station,Economy,,Los Angeles,Union Station,39
3/14/2019,19:20,Fresno,Fresno Station,Economy,,Los Angeles,Union Station,40
3/5/2019,7:30,Fresno,Fresno Station,Economy,,Sacramento,Sacramento Valley Station,29
3/5/2019,10:40,Fresno,Fresno Station,Economy,,Sacramento,Sacramento Valley Station,31
3/5/2019,11:00,Fresno,Fresno Station,Economy,,Sacramento,Sacramento Valley Station,27
3/5/2019,13:30,Fresno,Fresno Station,Economy,,Sacramento,Sacramento Valley Station,29
3/5/2019,18:40,Fresno,Fresno Station,Economy,,Sacramento,Sacramento Valley Station,28
3/5/2019,19:50,Fresno,Fresno Station,Economy,,Sacramento,Sacramento Valley Station,33
3/9/2019,7:30,Fresno,Fresno Station,Economy,,Sacramento,Sacramento Valley Station,32
3/9/2019,10:40,Fresno,Fresno Station,Economy,,Sacramento,Sacramento Valley Station,32
3/9/2019,11:00,Fresno,Fresno Station,Economy,,Sacramento,Sacramento Valley Station,31
3/9/2019,13:30,Fresno,Fresno Station,Economy,,Sacramento,Sacramento Valley Station,30
3/9/2019,18:40,Fresno,Fresno Station,Economy,,Sacramento,Sacramento Valley Station,30
3/9/2019,19:50,Fresno,Fresno Station,Economy,,Sacramento,Sacramento Valley Station,33
3/7/2019,7:40,Sacramento,Sacramento Valley Station,Flexible,,San Diego,Santa Fe Depot,93
3/7/2019,8:30,Sacramento,Sacramento Valley Station,Flexible,,San Diego,Santa Fe Depot,94
3/7/2019,9:50,Sacramento,Sacramento Valley Station,Flexible,,San Diego,Santa Fe Depot,93
3/7/2019,10:00,Sacramento,Sacramento Valley Station,Flexible,,San Diego,Santa Fe Depot,91
3/7/2019,11:40,Sacramento,Sacramento Valley Station,Flexible,,San Diego,Santa Fe Depot,86
3/7/2019,14:00,Sacramento,Sacramento Valley Station,Flexible,,San Diego,Santa Fe Depot,99
3/9/2019,17:30,New York,Port Authority Station,Economy,,Philadelphia,Intercity Terminal,20
3/3/2019,7:30,Fresno,Fresno Station,Economy,,Los Angeles,Union Station,34
3/3/2019,10:40,Fresno,Fresno Station,Economy,,Los Angeles,Union Station,35
3/3/2019,12:40,Fresno,Fresno Station,Economy,,Los Angeles,Union Station,31
3/3/2019,13:10,Fresno,Fresno Station,Economy,,Los Angeles,Union Station,39
3/3/2019,15:30,Fresno,Fresno Station,Economy,,Los Angeles,Union Station,36
3/3/2019,17:30,Fresno,Fresno Station,Economy,,Los Angeles,Union Station,37
3/3/2019,17:40,Fresno,Fresno Station,Economy,,Los Angeles,Union Station,37
3/3/2019,18:10,Fresno,Fresno Station,Economy,,Los Angeles,Union Station,41
3/3/2019,19:20,Fresno,Fresno Station,Economy,,Los Angeles,Union Station,39
3/5/2019,12:40,Anaheim,Anaheim Intermodal Center,Economy,,Fresno,Fresno Station,34
3/5/2019,16:00,Anaheim,Anaheim Intermodal Center,Economy,,Fresno,Fresno Station,40
3/5/2019,18:00,Anaheim,Anaheim Intermodal Center,Economy,,Fresno,Fresno Station,39
3/5/2019,18:40,Anaheim,Anaheim Intermodal Center,Economy,,Fresno,Fresno Station,39
3/3/2019,14:10,Anaheim,Anaheim Intermodal Center,Economy,,Las Vegas,Union Plaza,41
3/3/2019,14:20,Anaheim,Anaheim Intermodal Center,Economy,,Las Vegas,Union Plaza,33
3/3/2019,14:40,Anaheim,Anaheim Intermodal Center,Economy,,Las Vegas,Union Plaza,40
3/3/2019,17:50,Anaheim,Anaheim Intermodal Center,Economy,,Las Vegas,Union Plaza,37
3/9/2019,7:40,Long Beach,Downtown Station,Economy extra,,Sacramento,Sacramento Valley Station,80
3/9/2019,8:30,Long Beach,Downtown Station,Economy extra,,Sacramento,Sacramento Valley Station,73
3/9/2019,11:00,Long Beach,Downtown Station,Economy extra,,Sacramento,Sacramento Valley Station,83
3/9/2019,13:00,Long Beach,Downtown Station,Economy extra,,Sacramento,Sacramento Valley Station,69
3/9/2019,13:20,Long Beach,Downtown Station,Economy extra,,Sacramento,Sacramento Valley Station,72
3/9/2019,13:30,Long Beach,Downtown Station,Economy extra,,Sacramento,Sacramento Valley Station,74
3/9/2019,19:50,Long Beach,Downtown Station,Economy extra,,Sacramento,Sacramento Valley Station,77
3/14/2019,7:00,San Francisco,Salesforce Transit Center,Economy,,Fresno,Fresno Station,32
3/14/2019,7:50,San Francisco,Salesforce Transit Center,Economy,,Fresno,Fresno Station,33
3/14/2019,9:00,San Francisco,Salesforce Transit Center,Economy,,Fresno,Fresno Station,32
3/14/2019,10:20,San Francisco,Salesforce Transit Center,Economy,,Fresno,Fresno Station,36
3/14/2019,11:20,San Francisco,Salesforce Transit Center,Economy,,Fresno,Fresno Station,33
3/14/2019,12:20,San Francisco,Salesforce Transit Center,Economy,,Fresno,Fresno Station,30
3/14/2019,13:10,San Francisco,Salesforce Transit Center,Economy,,Fresno,Fresno Station,30
3/14/2019,13:30,San Francisco,Salesforce Transit Center,Economy,,Fresno,Fresno Station,33
3/14/2019,16:50,San Francisco,Salesforce Transit Center,Economy,,Fresno,Fresno Station,31
3/9/2019,7:00,San Diego,Santa Fe Depot,Economy,,Long Beach,Downtown Station,20
3/9/2019,8:40,San Diego,Santa Fe Depot,Economy,,Long Beach,Downtown Station,24
3/9/2019,10:30,San Diego,Santa Fe Depot,Economy,,Long Beach,Downtown Station,23
3/9/2019,11:30,San Diego,Santa Fe Depot,Economy,,Long Beach,Downtown Station,23
3/9/2019,11:40,San Diego,Santa Fe Depot,Economy,,Long Beach,Downtown Station,23
3/9/2019,11:50,San Diego,Santa Fe Depot,Economy,,Long Beach,Downtown Station,25
3/9/2019,13:00,San Diego,Santa Fe Depot,Economy,,Long Beach,Downtown Station,27
3/9/2019,15:40,San Diego,Santa Fe Depot,Economy,,Long Beach,Downtown Station,24
3/9/2019,15:50,San Diego,Santa Fe Depot,Economy,,Long Beach,Downtown Station,19
3/9/2019,19:40,San Diego,Santa Fe Depot,Economy,,Long Beach,Downtown Station,26
3/6/2019,7:40,Sacramento,Sacramento Valley Station,Economy,,San Diego,Santa Fe Depot,81
3/6/2019,8:30,Sacramento,Sacramento Valley Station,Economy,,San Diego,Santa Fe Depot,72
3/6/2019,9:50,Sacramento,Sacramento Valley Station,Economy,,San Diego,Santa Fe Depot,67
3/6/2019,10:00,Sacramento,Sacramento Valley Station,Economy,,San Diego,Santa Fe Depot,66
3/6/2019,11:40,Sacramento,Sacramento Valley Station,Economy,,San Diego,Santa Fe Depot,70
3/6/2019,14:00,Sacramento,Sacramento Valley Station,Economy,,San Diego,Santa Fe Depot,77
3/1/2019,10:20,San Diego,Santa Fe Depot,Economy,,Sacramento,Sacramento Valley Station,81
3/1/2019,11:00,San Diego,Santa Fe Depot,Economy,,Sacramento,Sacramento Valley Station,75
3/1/2019,12:50,San Diego,Santa Fe Depot,Economy,,Sacramento,Sacramento Valley Station,73
3/1/2019,13:00,San Diego,Santa Fe Depot,Economy,,Sacramento,Sacramento Valley Station,80
3/1/2019,13:30,San Diego,Santa Fe Depot,Economy,,Sacramento,Sacramento Valley Station,73
